entry_time,entry_idx,entry,stop,r,touch_count,div_present
2021-04-26 02:00:00,3560,1779.92,1804.1197469029528,0.457442800719931,2,True
2021-11-19 03:00:00,4451,1859.08,1878.0498742056586,4.0,2,True
2022-12-13 03:00:00,6098,1785.49,1810.8267939692598,-1.0,3,True
2023-07-17 18:00:00,7008,1954.79,1969.7319835863411,-1.0,2,True
2024-01-03 03:00:00,7723,2064.36,2082.937569936494,1.6794446263238332,3,True
2024-09-01 22:00:00,8754,2497.91,2531.4011914401904,-0.4762446277399305,2,True
