episode_id,bar_idx,ts,datetime,price,atr,macro_leg_direction,macro_leg_phase,trend_30_atr,trend_90_atr,slope20_atr,dist_sma20_atr,dist_sma50_atr,price_vs_sma50,rsi_1d,rsi_1d_ma,rsi_1d_sub_ma,drop20_atr,rise20_atr,rsi,rsi_min8,rsi_max8,rsi_vs_ma,rsi_drop_6b,consec_down,consec_up,range_exp,atr_level,atr_pctile_proxy,sweet_spot_falling_knife,legpos30,legpos60,legpos90,rsi_bear_div_20b,rsi_bull_div_20b,nas_long_new_8b,nas_short_new_8b,nas_dist_ema_atr,nas_rsi,nas_1d_long_recent,bub_buy_s,bub_buy_m,bub_buy_L,bub_sell_s,bub_sell_m,bub_sell_L,bub_poc_recent,bub_buy_total,bub_sell_total,bub_buy_sell_ratio,bub_large_sell_10b,bub_large_buy_10b,has_4h_demand,dist_4h_demand_low_atr,demand_width_atr,demand_age_bars,demand_touched_on_retest,demand_origin_of_leg,has_d1_demand,dist_d1_demand_atr,has_4h_supply_overhead,dist_4h_supply_low_atr,supply_blocks_2ATR,supply_blocks_3ATR,supply_rejected_before,supply_broken_before,has_d1_supply,dist_d1_supply_atr,rel_volume,below_VAL,dist_POC_atr,dist_VAL_atr,va_width_atr,smc_bos,smc_choch_bars_ago,smc_choch_text,reclaim_body_atr,reclaim_dist_from_demand_atr,reclaim_dist_from_supply_atr,sl_atr,sl_source,sl_type,F_STRICT_top_late,hour_utc,dead_hour
,1498,1390258800,2014-01-20 23:00,1252.78,4.76,REFERENCE_ONLY,REFERENCE_ONLY,-0.03,8.01,3.22,1.22,2.07,above,60.6,56.1,False,0.8,3.22,63.98,60.28,68.58,above,4.6,2,0,0.88,4.76,0.69,False,68.2,79.9,89.0,0,0,0,0,2.36,63.98,0,6,2,0,0,0,0,0,8,0,8,0,2,1,3.16,1.63,,1,1,1,1.15,1,0.2,1,1,1,0,1,1.43,,,,,,,7,CHOCH,-0.44,1.54,0.2,3.26,demand,NORMAL_DEMAND_BASE,False,23,False
,1515,1390503600,2014-01-23 19:00,1264.09,5.63,REFERENCE_ONLY,REFERENCE_ONLY,3.92,6.25,1.67,3.12,3.16,above,47.9,55.0,True,0.05,5.23,70.57,33.29,70.57,above,0.0,1,0,0.57,5.63,0.81,False,96.2,97.0,97.3,0,0,0,0,3.42,70.57,0,0,3,0,0,0,0,0,3,0,3,0,3,1,5.79,1.04,,1,0,1,1.99,1,3.69,0,0,0,0,1,0.88,,,,,,,0,CHOCH,-0.04,4.75,3.69,5.89,swing,TOP_EXHAUSTION,True,19,False
,1530,1390892400,2014-01-28 07:00,1254.26,7.07,REFERENCE_ONLY,REFERENCE_ONLY,0.92,1.88,2.77,-0.84,0.43,above,55.5,57.1,True,2.6,2.77,52.29,47.43,64.64,below,12.4,1,0,1.0,7.07,1.06,False,47.9,47.9,59.1,0,0,0,0,1.01,52.29,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3.22,0.83,,0,0,1,1.41,1,2.45,0,1,1,0,1,1.53,,,,,,,8,CHOCH,-0.64,2.39,2.45,3.32,demand,NORMAL_DEMAND_BASE,False,7,False
,1541,1391050800,2014-01-30 03:00,1261.64,7.23,REFERENCE_ONLY,REFERENCE_ONLY,3.39,4.77,-1.05,0.22,0.96,above,57.2,56.5,False,1.52,1.5,55.15,46.63,60.17,above,5.0,2,0,0.39,7.23,1.14,False,62.1,63.4,68.7,0,0,0,0,1.11,55.15,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.77,0.94,,1,1,1,0.33,1,1.38,1,1,0,0,1,0.96,,,,,,,,,-0.13,0.82,1.38,1.87,demand,V_REVERSAL_DEMAND,False,3,False
,1548,1391151600,2014-01-31 07:00,1245.34,7.46,REFERENCE_ONLY,REFERENCE_ONLY,-1.95,1.55,-1.63,-1.13,-1.07,below,48.2,56.1,True,2.99,0.4,36.37,36.37,55.15,below,17.5,0,1,1.08,7.46,1.19,False,17.8,29.1,35.1,0,0,0,0,,36.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.86,0.78,,0,1,1,2.18,1,2.3,0,1,1,0,1,1.86,,,,,,,4,CHOCH,0.4,1.07,2.3,1.08,demand,V_REVERSAL_DEMAND,False,7,False
,1574,1391698800,2014-02-06 15:00,1256.92,6.3,REFERENCE_ONLY,REFERENCE_ONLY,2.09,2.62,1.66,0.17,0.47,above,54.0,54.2,True,0.54,1.66,51.4,51.4,58.04,below,6.6,0,1,0.81,6.3,0.99,False,51.9,46.1,53.5,0,0,0,0,0.3,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.93,1.18,,0,1,1,2.57,1,1.54,1,1,1,0,1,2.25,,,,,,,,,0.21,1.75,1.54,0.87,demand,NORMAL_DEMAND_BASE,False,15,False
,1614,1392620400,2014-02-17 07:00,1325.27,6.06,REFERENCE_ONLY,REFERENCE_ONLY,8.65,9.61,6.55,3.53,7.07,above,77.5,61.5,False,0.31,6.55,84.26,75.88,84.53,above,0.3,1,0,0.94,6.06,0.91,False,92.4,95.0,95.2,0,0,0,1,6.66,84.26,0,0,0,9,0,0,0,0,9,0,9,0,11,1,6.46,1.02,,1,0,1,3.47,1,4.39,0,0,0,0,1,1.16,,,,,,,,,-0.28,5.45,4.39,6.56,swing,TOP_EXHAUSTION,True,7,False
,1639,1393210800,2014-02-24 03:00,1328.04,6.13,REFERENCE_ONLY,REFERENCE_ONLY,1.43,12.52,1.04,1.46,2.98,above,68.3,69.0,True,0.0,2.75,64.18,56.82,64.18,above,0.0,0,1,1.29,6.13,0.94,False,92.7,97.8,98.2,0,0,0,0,3.13,64.18,0,2,0,0,0,0,0,0,2,0,2,0,0,1,3.38,1.15,,1,0,1,4.12,1,3.88,0,0,0,0,1,1.14,,,,,,,2,CHOCH,1.15,2.22,3.88,3.48,demand,NORMAL_DEMAND_BASE,False,3,False
,1733,1395079200,2014-03-17 18:00,1366.67,8.89,REFERENCE_ONLY,REFERENCE_ONLY,3.04,3.37,0.1,-0.82,1.19,above,71.7,65.4,False,2.07,0.1,52.64,52.64,71.24,below,13.5,4,0,1.13,8.89,1.31,True,53.2,60.4,64.9,0,0,0,0,1.48,52.64,0,2,4,1,0,0,0,0,7,0,7,0,7,1,3.24,0.78,,0,0,1,1.13,1,2.07,0,1,1,0,1,2.39,,,,,,,,,-0.53,2.46,2.07,0.35,demand,NORMAL_DEMAND_BASE,False,18,True
,1754,1395381600,2014-03-21 06:00,1336.79,7.52,REFERENCE_ONLY,REFERENCE_ONLY,-4.48,0.89,-2.94,-0.72,-2.7,below,47.4,61.7,True,3.5,1.38,38.16,26.91,38.16,above,0.0,0,3,1.65,7.52,1.04,False,22.8,22.8,23.6,0,0,1,0,,38.16,1,0,0,0,3,1,0,0,0,4,0.0,2,0,1,2.17,0.94,,1,1,1,3.6,1,6.24,0,0,0,0,1,3.69,,,,,,,5,CHOCH,0.41,1.22,6.24,2.27,demand,NORMAL_DEMAND_BASE,False,6,False
,1804,1396447200,2014-04-02 14:00,1289.61,5.81,REFERENCE_ONLY,REFERENCE_ONLY,-2.39,-13.31,-1.27,0.28,-2.11,below,32.8,42.6,True,1.28,1.89,51.77,27.66,51.77,above,0.0,1,0,0.88,5.81,0.82,False,35.4,18.1,10.4,0,0,1,0,,51.77,1,0,0,0,3,4,0,0,0,7,0.0,5,0,1,2.06,0.58,,1,1,1,1.43,1,0.81,1,1,1,0,1,4.1,,,,,,,,,-0.64,1.48,0.81,2.16,demand,NORMAL_DEMAND_BASE,False,14,False
,1814,1396591200,2014-04-04 06:00,1291.89,4.83,REFERENCE_ONLY,REFERENCE_ONLY,-1.05,-16.25,1.9,1.14,-0.58,below,35.3,39.5,True,0.33,2.74,46.38,41.18,52.57,above,6.2,0,2,1.4,4.83,0.71,True,67.6,21.9,12.4,0,0,0,0,,46.38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,1.2,,1,1,1,1.61,1,3.6,0,0,0,0,1,4.16,,,,,,,,,1.01,0.9,3.6,2.2,demand,NORMAL_DEMAND_BASE,False,6,False
,1893,1398333600,2014-04-24 10:00,1291.8,6.39,REFERENCE_ONLY,REFERENCE_ONLY,-1.55,-0.26,0.95,0.82,-1.23,below,39.2,46.1,True,0.0,1.6,37.6,34.87,42.89,above,5.3,0,1,6.49,6.39,1.08,False,60.4,37.2,37.2,0,1,0,0,,37.6,1,0,0,0,5,0,0,0,0,5,0.0,0,0,1,1.71,0.88,,1,1,1,0.22,1,0.96,1,1,1,0,1,1.57,,,,,,,,,1.29,0.83,0.96,1.81,demand,V_REVERSAL_DEMAND,False,10,False
,1931,1399053600,2014-05-02 18:00,1299.99,7.98,REFERENCE_ONLY,REFERENCE_ONLY,-0.34,-2.34,0.16,1.31,1.1,above,39.4,42.9,True,0.21,2.54,62.31,34.55,62.31,above,0.0,1,0,0.62,7.98,1.28,False,80.0,83.0,50.3,0,0,0,0,1.29,62.31,0,1,0,0,1,1,0,0,1,2,0.5,1,0,1,2.85,0.82,,1,1,1,0.48,1,0.25,1,1,1,0,1,1.02,,,,,,,0,CHOCH,-0.21,2.04,0.25,2.95,demand,NORMAL_DEMAND_BASE,False,18,True
,2012,1400738400,2014-05-22 06:00,1294.6,4.6,REFERENCE_ONLY,REFERENCE_ONLY,-2.04,2.4,0.2,0.15,-0.22,below,46.3,47.3,True,1.51,1.51,49.44,35.77,49.44,above,0.0,0,4,0.82,4.6,0.79,False,48.7,54.0,49.4,0,0,0,0,,49.44,0,0,0,0,2,0,0,0,0,2,0.0,0,0,1,1.88,1.37,,1,1,1,2.01,1,1.04,1,1,0,0,1,1.48,,,,,,,,,0.21,0.51,1.04,1.98,demand,V_REVERSAL_DEMAND,False,6,False
,2073,1401976800,2014-06-05 14:00,1253.52,4.09,REFERENCE_ONLY,REFERENCE_ONLY,-0.52,-11.21,2.07,1.91,-0.74,below,25.6,35.4,True,0.0,2.69,56.84,34.91,56.84,above,0.0,0,2,0.75,4.09,0.85,False,65.1,20.5,19.6,0,1,0,0,,56.84,1,0,0,0,4,0,0,0,0,4,0.0,0,0,1,5.39,1.43,,0,0,1,3.76,1,0.24,1,1,1,0,1,5.28,,,,,,,0,CHOCH,0.24,3.96,0.24,3.26,swing,LATE_WIDE,False,14,False
,2120,1402999200,2014-06-17 10:00,1268.35,5.02,REFERENCE_ONLY,REFERENCE_ONLY,1.55,-1.4,1.52,-0.87,1.15,above,50.4,38.8,False,2.73,1.52,44.06,41.98,84.13,below,31.8,0,2,2.31,5.02,1.19,True,49.2,62.7,62.7,0,0,0,1,0.06,44.06,0,1,1,0,0,0,0,0,2,0,2,0,3,1,1.95,0.88,,1,1,1,1.86,1,2.28,0,1,1,0,1,4.52,,,,,,,,,0.5,1.07,2.28,2.05,demand,V_REVERSAL_DEMAND,False,10,False
,2141,1403474400,2014-06-22 22:00,1311.77,7.95,REFERENCE_ONLY,REFERENCE_ONLY,3.82,8.07,5.19,2.39,4.17,above,71.1,49.4,False,1.01,5.44,72.78,72.78,87.03,below,14.2,2,0,0.64,7.95,1.74,False,84.0,85.9,87.6,0,0,0,1,4.99,72.78,0,2,4,3,0,0,0,0,9,0,9,0,9,1,5.71,0.52,,0,0,1,4.67,1,0.6,1,1,1,0,1,0.51,,,,,,,7,CHOCH,-0.25,5.19,0.6,0.77,demand,TOP_EXHAUSTION,True,22,False
,2166,1403834400,2014-06-27 02:00,1319.23,5.55,REFERENCE_ONLY,REFERENCE_ONLY,0.88,11.56,0.35,0.4,3.06,above,69.0,61.1,False,0.88,1.6,56.45,48.77,60.2,below,3.8,0,5,0.88,5.55,1.15,False,66.3,90.2,91.8,0,0,0,0,2.42,56.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.34,0.99,,1,1,1,3.18,1,0.02,1,1,1,0,1,3.43,,,,,,,,,0.46,1.34,0.02,2.44,demand,NORMAL_DEMAND_BASE,False,2,True
,2253,1405620000,2014-07-17 18:00,1318.87,7.66,REFERENCE_ONLY,REFERENCE_ONLY,-2.19,0.42,1.61,1.92,0.1,above,44.2,62.5,True,0.0,3.26,56.5,33.78,56.5,above,0.0,0,3,0.83,7.66,1.43,False,56.3,50.3,50.3,0,0,0,0,0.37,56.5,1,0,0,0,2,0,0,0,0,2,0.0,0,0,1,3.47,0.7,,1,0,1,2.94,1,2.61,0,1,0,0,1,0.37,,,,,,,0,CHOCH,0.35,2.76,2.61,3.57,demand,NORMAL_DEMAND_BASE,False,18,True
,2262,1405922400,2014-07-21 06:00,1314.4,6.99,REFERENCE_ONLY,REFERENCE_ONLY,-0.98,-0.32,2.45,1.0,-0.33,below,49.1,58.8,True,0.64,2.45,51.62,47.17,54.74,above,2.3,0,2,0.62,6.99,1.26,False,60.2,41.9,41.9,0,0,0,0,,51.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.41,0.78,,1,1,1,2.63,1,0.67,1,1,1,0,1,0.65,,,,,,,9,CHOCH,0.37,0.63,0.67,1.51,demand,V_REVERSAL_DEMAND,False,6,False
,2336,1407333600,2014-08-06 14:00,1307.72,5.59,REFERENCE_ONLY,REFERENCE_ONLY,2.39,1.74,4.16,2.74,2.22,above,41.9,44.3,True,0.0,4.16,67.52,38.13,67.52,above,0.0,0,2,0.91,5.59,1.01,False,94.1,86.1,61.9,0,0,0,0,2.34,67.52,0,0,0,0,2,3,1,0,0,6,0.0,4,0,1,4.51,0.96,,1,0,1,2.24,1,1.96,1,1,0,0,1,1.1,,,,,,,,,0.04,3.55,1.96,4.61,demand,NORMAL_DEMAND_BASE,False,14,False
,2419,1409047200,2014-08-26 10:00,1286.85,4.67,REFERENCE_ONLY,REFERENCE_ONLY,-1.81,0.32,0.19,1.6,-1.17,below,33.4,44.8,True,0.03,2.46,55.57,30.41,55.57,above,0.0,1,0,1.04,4.67,0.93,False,48.1,30.6,28.5,0,1,1,0,,55.57,1,0,0,0,5,0,0,0,0,5,0.0,0,0,1,2.64,0.81,,1,1,1,1.12,1,1.23,1,1,0,0,1,1.8,,,,,,,0,CHOCH,-0.0,1.83,1.23,2.74,demand,NORMAL_DEMAND_BASE,False,10,False
,2436,1409292000,2014-08-29 06:00,1285.97,3.96,REFERENCE_ONLY,REFERENCE_ONLY,1.18,-7.91,1.96,-0.03,0.07,above,45.1,42.7,False,1.3,1.96,56.25,53.67,62.05,above,5.8,5,0,1.94,3.96,0.8,False,56.1,31.5,26.8,0,0,0,0,0.16,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19,0.72,,1,0,1,1.13,1,1.34,1,1,1,0,1,2.03,,,,,,,,,-0.68,0.47,1.34,1.29,demand,V_REVERSAL_DEMAND,False,6,False
,2459,1409810400,2014-09-04 06:00,1271.94,4.75,REFERENCE_ONLY,REFERENCE_ONLY,-2.96,-8.43,-3.13,-0.63,-1.8,below,34.6,38.5,True,3.33,1.59,40.97,25.47,40.97,above,0.0,0,3,0.66,4.75,1.03,False,30.2,30.2,18.3,0,0,1,0,,40.97,1,0,0,0,1,4,0,0,0,5,0.0,6,0,1,4.56,0.92,,0,0,1,1.94,1,3.21,0,0,0,0,1,0.82,,,,,,,12,CHOCH,0.06,3.65,3.21,4.66,demand,NORMAL_DEMAND_BASE,False,6,False
,2538,1411466400,2014-09-23 10:00,1221.82,6.47,REFERENCE_ONLY,REFERENCE_ONLY,-1.82,-7.02,-0.35,0.39,-1.05,below,27.8,25.7,False,0.68,1.52,53.99,28.58,53.99,above,0.0,1,0,2.29,6.47,1.25,False,40.1,27.5,19.8,0,0,1,0,,53.99,1,0,0,0,3,0,0,0,0,3,0.0,2,0,1,2.11,0.8,,1,1,1,0.99,1,0.25,1,1,1,0,1,4.05,,,,,,,,,-0.55,1.31,0.25,2.21,demand,NORMAL_DEMAND_BASE,False,10,False
,2551,1411653600,2014-09-25 14:00,1222.57,6.08,REFERENCE_ONLY,REFERENCE_ONLY,-0.6,-7.05,1.3,0.65,-0.24,below,27.8,25.3,False,0.45,2.02,43.06,32.3,53.28,below,0.0,0,2,1.72,6.08,1.12,False,54.4,44.3,23.4,0,0,0,0,,43.06,1,0,0,0,1,0,0,0,0,1,0.0,0,0,1,2.37,0.85,,1,1,1,1.03,1,1.3,1,1,0,0,1,3.98,,,,,,,,,1.2,1.52,1.3,2.47,demand,NORMAL_DEMAND_BASE,False,14,False
,2578,1412215200,2014-10-02 02:00,1220.98,6.36,REFERENCE_ONLY,REFERENCE_ONLY,1.48,-4.06,0.52,1.03,0.66,above,37.7,29.6,False,0.0,2.23,51.54,37.32,51.54,above,0.0,0,2,1.07,6.36,1.12,False,61.5,52.7,36.0,0,0,0,0,,51.54,0,0,0,0,1,3,0,0,0,4,0.0,4,0,1,2.56,0.42,,1,0,1,0.97,1,1.49,1,1,0,1,1,4.27,,,,,,,,,0.8,2.15,1.49,2.66,demand,NORMAL_DEMAND_BASE,False,2,True
,2599,1412690400,2014-10-07 14:00,1211.67,6.79,REFERENCE_ONLY,REFERENCE_ONLY,0.24,-3.76,-0.23,1.2,0.1,above,39.2,32.1,False,0.39,3.6,56.41,35.22,56.41,above,0.0,0,4,0.81,6.79,1.14,False,73.0,59.5,48.9,0,0,0,0,0.16,56.41,1,0,0,0,1,0,0,0,0,1,0.0,2,0,1,4.24,0.8,,1,0,1,0.29,1,0.78,1,1,0,0,1,0.31,,,,,,,,,0.09,3.44,0.78,4.34,demand,NORMAL_DEMAND_BASE,False,14,False
,2631,1413324000,2014-10-14 22:00,1225.98,6.11,REFERENCE_ONLY,REFERENCE_ONLY,2.21,0.48,0.07,-0.44,1.48,above,54.7,40.6,False,1.58,1.04,57.97,54.29,63.05,below,5.1,3,0,1.48,6.11,0.98,False,63.3,78.0,78.0,0,0,0,0,1.68,57.97,0,3,0,0,0,0,0,0,3,0,3,0,0,1,1.41,0.88,,1,0,1,1.45,1,1.02,1,1,1,0,1,3.41,,,,,,,,,-0.95,0.53,1.02,1.51,demand,V_REVERSAL_DEMAND,False,22,False
,2744,1415646000,2014-11-10 19:00,1151.61,8.84,REFERENCE_ONLY,REFERENCE_ONLY,-1.56,-10.76,0.94,-0.21,-1.92,below,39.4,34.7,False,2.82,1.26,45.78,45.78,65.85,above,20.1,3,0,1.22,8.84,1.44,True,42.2,19.1,16.0,0,1,0,0,,45.78,1,2,0,0,2,0,0,0,2,2,1.0,0,0,1,2.24,0.66,,1,1,0,,1,2.4,0,1,1,0,1,4.62,,,,,,,7,CHOCH,-0.62,1.58,2.4,2.34,demand,NORMAL_DEMAND_BASE,False,19,False
,2764,1415934000,2014-11-14 03:00,1154.23,7.37,REFERENCE_ONLY,REFERENCE_ONLY,1.74,-10.44,0.36,-0.83,-0.48,below,37.5,31.3,False,1.76,0.5,48.83,47.91,52.19,below,3.4,2,0,1.47,7.37,1.1,False,47.8,33.1,21.6,0,0,0,0,,48.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0.81,,1,0,1,0.15,1,1.05,1,1,1,0,1,3.69,,,,,,,,,-0.81,0.29,1.05,0.3,demand,V_REVERSAL_DEMAND,False,3,False
,2787,1416438000,2014-11-19 23:00,1182.83,8.98,REFERENCE_ONLY,REFERENCE_ONLY,2.42,-3.45,-0.76,-0.88,1.01,above,51.5,36.8,False,2.04,0.0,48.67,48.67,66.59,below,17.9,0,1,0.9,8.98,1.17,False,62.2,70.0,60.0,1,0,0,0,0.39,48.67,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3.21,0.68,,0,0,1,1.4,1,1.44,1,1,1,0,1,2.64,,,,,,,,,-0.04,2.53,1.44,0.3,demand,NORMAL_DEMAND_BASE,False,23,False
,2825,1417172400,2014-11-28 11:00,1183.05,5.82,REFERENCE_ONLY,REFERENCE_ONLY,-1.94,6.47,-2.52,-2.05,-2.04,below,46.7,49.2,True,3.21,0.09,33.68,33.68,51.97,below,18.3,0,1,2.29,5.82,0.72,True,18.4,59.3,63.0,0,0,0,0,,33.68,0,0,0,0,3,0,0,0,0,3,0.0,0,0,1,1.36,1.1,,1,0,1,1.67,1,7.8,0,0,0,0,1,0.32,,,,,,,3,CHOCH,0.1,0.27,7.8,1.46,demand,V_REVERSAL_DEMAND,False,11,False
,2868,1418151600,2014-12-09 19:00,1230.96,7.74,REFERENCE_ONLY,REFERENCE_ONLY,4.26,4.9,3.01,3.5,4.19,above,53.8,50.5,False,0.28,5.16,75.81,43.74,75.81,above,0.0,1,0,0.66,7.74,0.9,False,86.0,92.4,92.4,0,0,0,0,3.98,75.81,0,1,2,0,0,0,0,0,3,0,3,0,2,1,5.12,0.92,,1,0,1,2.99,1,2.45,0,1,0,0,1,0.56,,,,,,,1,CHOCH,-0.25,4.2,2.45,5.87,swing,TOP_EXHAUSTION,True,19,False
,2875,1418252400,2014-12-10 23:00,1229.2,8.93,REFERENCE_ONLY,REFERENCE_ONLY,2.43,3.89,4.28,1.71,2.79,above,61.9,51.0,False,0.68,4.28,59.68,59.68,75.81,below,14.5,0,1,0.84,8.93,1.05,False,82.6,90.5,90.5,0,0,0,1,2.2,59.68,0,5,3,0,0,0,0,0,8,0,8,0,3,1,4.24,0.8,,0,0,1,3.02,1,0.22,1,1,1,0,1,0.65,,,,,,,8,CHOCH,0.45,3.45,0.22,4.34,demand,NORMAL_DEMAND_BASE,False,23,False
,2907,1418886000,2014-12-18 07:00,1208.7,10.18,REFERENCE_ONLY,REFERENCE_ONLY,-1.27,1.26,-0.83,0.81,-0.27,below,48.3,54.4,True,1.07,1.88,54.56,33.43,54.56,above,0.0,0,3,1.79,10.18,1.19,False,51.9,45.9,69.0,0,0,0,0,0.28,54.56,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,2.08,0.72,,1,1,1,0.13,1,0.74,1,1,1,1,1,0.61,,,,,,,,,0.96,1.36,0.74,2.18,demand,NORMAL_DEMAND_BASE,False,7,False
,2935,1419562800,2014-12-26 03:00,1186.46,5.42,REFERENCE_ONLY,REFERENCE_ONLY,-2.0,-3.87,-1.72,0.67,-1.35,below,45.0,49.4,True,2.29,2.25,49.56,30.86,49.56,above,0.0,0,3,0.8,5.42,0.64,False,36.5,25.4,23.3,0,0,1,0,,49.56,1,0,0,0,1,0,0,0,0,1,0.0,0,0,1,2.55,0.72,,1,0,1,1.11,1,1.72,1,1,0,0,1,1.7,,,,,,,0,CHOCH,0.23,1.82,1.72,2.65,demand,NORMAL_DEMAND_BASE,False,3,False
,2946,1419894000,2014-12-29 23:00,1187.15,6.23,REFERENCE_ONLY,REFERENCE_ONLY,-1.34,-0.78,1.72,0.23,-0.52,below,50.7,47.9,False,1.65,2.07,42.18,41.95,59.34,below,17.2,0,2,1.16,6.23,0.81,True,50.5,30.7,24.3,0,0,0,0,,42.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.29,1.02,,1,1,1,1.12,1,0.82,1,1,1,0,1,1.64,,,,,,,11,CHOCH,0.78,1.27,0.82,2.39,demand,NORMAL_DEMAND_BASE,False,23,False
,3005,1421175600,2015-01-13 19:00,1230.55,7.92,REFERENCE_ONLY,REFERENCE_ONLY,1.53,4.39,1.87,0.75,2.52,above,66.5,54.2,False,1.09,2.87,63.01,63.01,71.86,below,8.9,3,0,1.0,7.92,1.07,False,65.5,82.3,82.3,0,0,0,1,2.58,63.01,0,1,2,5,0,0,0,0,8,0,8,0,8,1,1.63,0.93,,1,0,1,2.26,1,2.45,0,1,0,0,1,0.69,,,,,,,2,CHOCH,-0.41,0.69,2.45,1.73,demand,V_REVERSAL_DEMAND,False,19,False
,3055,1422255600,2015-01-26 07:00,1283.14,8.85,REFERENCE_ONLY,REFERENCE_ONLY,0.7,9.79,-1.49,-1.27,0.86,above,73.1,70.0,False,2.12,0.0,56.14,56.13,68.21,below,7.2,2,0,1.66,8.85,1.09,True,31.3,73.0,79.9,1,0,0,1,2.25,56.14,0,2,0,0,0,0,0,0,2,0,2,0,0,1,1.25,0.62,,0,1,1,4.8,1,1.88,1,1,1,0,1,1.27,,,,,,,,,-1.12,0.63,1.88,1.35,demand,V_REVERSAL_DEMAND,False,7,False
,3096,1423033200,2015-02-04 07:00,1268.81,8.0,REFERENCE_ONLY,REFERENCE_ONLY,-2.47,4.78,1.25,-0.31,-1.3,below,50.9,65.1,True,1.8,1.25,43.04,39.9,54.33,below,11.3,0,3,1.1,8.0,0.98,False,40.8,30.2,53.2,0,0,0,0,,43.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.67,0.96,,1,1,1,3.49,1,1.26,1,1,1,0,1,0.82,,,,,,,,,0.47,0.71,1.26,1.77,demand,V_REVERSAL_DEMAND,False,7,False
,3107,1423191600,2015-02-06 03:00,1268.07,6.74,REFERENCE_ONLY,REFERENCE_ONLY,1.05,0.8,-0.88,0.09,-0.82,below,52.0,62.2,True,1.96,1.31,47.04,39.87,50.77,above,3.7,0,4,0.43,6.74,0.82,False,41.6,32.0,28.9,0,0,0,0,,47.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.23,0.92,,0,0,1,3.56,1,0.27,1,1,1,0,1,0.88,,,,,,,,,0.3,5.31,0.27,1.97,swing,LATE_WIDE,False,3,False
,3143,1424055600,2015-02-16 03:00,1233.37,5.72,REFERENCE_ONLY,REFERENCE_ONLY,-1.1,-10.93,0.01,1.08,-1.54,below,44.2,48.0,True,0.77,2.56,51.58,36.4,51.58,above,0.0,1,0,0.45,5.72,0.74,False,57.1,24.1,20.2,0,0,1,0,,51.58,0,0,0,0,4,1,0,0,0,5,0.0,3,0,1,2.91,0.92,,1,0,1,2.36,1,1.55,1,1,0,0,1,2.76,,,,,,,0,CHOCH,-0.02,1.99,1.55,3.01,demand,NORMAL_DEMAND_BASE,False,3,False
,3190,1424919600,2015-02-26 03:00,1211.29,5.76,REFERENCE_ONLY,REFERENCE_ONLY,-0.62,-10.6,1.66,1.42,0.2,above,40.3,39.7,False,0.0,3.15,54.07,46.15,55.77,above,1.7,0,3,0.86,5.76,0.82,False,63.9,45.0,24.9,0,0,0,0,,54.07,0,0,0,0,4,1,0,0,0,5,0.0,3,0,1,3.61,1.29,,1,0,1,1.38,1,0.74,1,1,0,0,1,4.3,,,,,,,5,CHOCH,0.33,2.31,0.74,3.71,demand,NORMAL_DEMAND_BASE,False,3,False
,3198,1425034800,2015-02-27 11:00,1214.69,6.11,REFERENCE_ONLY,REFERENCE_ONLY,0.74,-8.21,2.49,1.25,1.27,above,40.5,39.4,False,0.52,3.12,48.26,48.26,62.37,below,14.1,0,1,2.11,6.11,0.9,True,82.1,52.3,31.0,0,0,0,0,,48.26,0,0,0,0,3,0,0,0,0,3,0.0,0,0,1,2.22,0.93,,1,1,1,1.75,1,3.0,0,0,0,0,1,4.57,,,,,,,13,CHOCH,1.37,1.29,3.0,2.32,demand,NORMAL_DEMAND_BASE,False,11,False
,3210,1425380400,2015-03-03 11:00,1213.99,7.73,REFERENCE_ONLY,REFERENCE_ONLY,2.37,-3.11,0.35,0.3,0.85,above,38.9,40.0,True,1.04,1.7,48.04,39.98,62.55,below,8.2,0,1,1.29,7.73,1.16,True,71.6,67.9,43.1,0,0,0,0,,48.04,0,0,0,0,2,4,0,0,0,6,0.0,4,0,1,3.03,0.96,,1,0,1,0.56,1,0.8,1,1,1,0,1,4.35,,,,,,,2,CHOCH,0.78,2.07,0.8,3.13,demand,NORMAL_DEMAND_BASE,False,11,False
