num,entry_t,entry,sl,exit,R,win,yr
37,1726846200,2622.25,2602.24,2656.33,1.7,1,2024
38,1727232300,2670.02,2655.03,2655.03,-1.0,0,2024
39,1727338500,2668.93,2649.24,2649.24,-1.0,0,2024
40,1727763300,2644.57,2626.13,2657.02,0.68,1,2024
41,1728008100,2661.25,2654.18,2654.18,-1.0,0,2024
42,1728563400,2621.21,2601.49,2642.94,1.1,1,2024
43,1728658800,2657.11,2601.41,2708.41,0.92,1,2024
44,1729284300,2722.2,2704.5,2733.35,0.63,1,2024
45,1729609200,2743.82,2729.29,2749.65,0.4,1,2024
46,1729860300,2731.44,2716.68,2739.99,0.58,1,2024
47,1730126700,2744.25,2727.55,2776.55,1.93,1,2024
48,1730267100,2783.16,2770.69,2770.69,-1.0,0,2024
49,1730466000,2761.09,2744.51,2744.51,-1.0,0,2024
50,1730797200,2744.62,2731.53,2731.53,-1.0,0,2024
51,1731982500,2619.32,2536.05,2696.51,0.93,1,2024
52,1732300200,2709.16,2683.9,2719.69,0.42,1,2024
53,1732697100,2653.47,2610.17,2650.61,-0.07,0,2024
54,1733698800,2642.71,2630.88,2630.88,-1.0,0,2024
55,1733729400,2648.51,2623.83,2666.33,0.72,1,2024
56,1733826600,2673.76,2660.86,2698.27,1.9,1,2024
57,1733929200,2712.57,2685.81,2685.81,-1.0,0,2024
58,1736162100,2644.74,2624.84,2624.84,-1.0,0,2025
59,1736213400,2638.6,2632.75,2655.42,2.88,1,2025
60,1736341200,2655.98,2645.57,2662.32,0.61,1,2025
61,1736405100,2666.59,2655.15,2667.02,0.04,1,2025
62,1736516700,2682.7,2663.52,2663.52,-1.0,0,2025
63,1736919900,2679.29,2659.57,2695.4,0.82,1,2025
64,1737015300,2701.33,2675.93,2724.93,0.93,1,2025
65,1737519300,2751.81,2739.58,2739.58,-1.0,0,2025
66,1737650700,2753.93,2735.33,2771.67,0.95,1,2025
67,1737724500,2781.88,2769.57,2769.57,-1.0,0,2025
68,1738073700,2753.99,2734.46,2776.66,1.16,1,2025
69,1738244700,2785.68,2730.04,2841.54,1.0,1,2025
70,1738715400,2847.08,2806.55,2897.62,1.25,1,2025
71,1739378700,2902.56,2863.88,2942.32,1.03,1,2025
72,1740030300,2946.8,2931.91,2931.91,-1.0,0,2025
73,1740100500,2945.47,2923.51,2923.51,-1.0,0,2025
74,1740365100,2940.79,2920.73,2950.06,0.46,1,2025
75,1741072500,2899.34,2831.84,2913.58,0.21,1,2025
76,1741699800,2919.6,2879.57,2985.37,1.64,1,2025
77,1741944600,2998.99,2980.43,2980.43,-1.0,0,2025
78,1742260500,3004.22,2984.27,3032.23,1.4,1,2025
79,1742410800,3047.27,3021.94,3021.94,-1.0,0,2025
80,1742800500,3025.19,2998.54,3048.24,0.86,1,2025
81,1743085800,3055.16,2998.65,3118.06,1.11,1,2025
82,1743469200,3132.73,3099.32,3141.95,0.28,1,2025
83,1743762600,3111.29,3077.77,3077.77,-1.0,0,2025
84,1744197300,3060.34,2955.72,3153.24,0.89,1,2025
85,1744330500,3194.67,3167.56,3210.96,0.6,1,2025
86,1744686000,3225.13,3200.91,3299.15,3.06,1,2025
87,1744817400,3321.86,3288.12,3348.24,0.78,1,2025
88,1745195400,3369.85,3283.31,3478.98,1.26,1,2025
89,1745456400,3348.14,3267.47,3267.47,-1.0,0,2025
90,1745857800,3338.1,3267.17,3267.17,-1.0,0,2025
91,1746432900,3271.94,3222.18,3310.85,0.78,1,2025
92,1746472500,3336.22,3201.14,3229.64,-0.79,0,2025
93,1747314000,3195.34,3119.89,3275.62,1.06,1,2025
94,1747806300,3316.35,3274.38,3360.33,1.05,1,2025
95,1748513700,3298.3,3244.62,3377.59,1.48,1,2025
96,1749000600,3367.14,3332.76,3370.58,0.1,1,2025
97,1749561300,3345.84,3292.63,3423.15,1.45,1,2025
98,1750024800,3449.71,3428.73,3428.73,-1.0,0,2025
99,1750220100,3394.81,3369.97,3369.97,-1.0,0,2025
100,1750905900,3339.47,3311.51,3311.51,-1.0,0,2025
101,1751262300,3288.99,3245.64,3346.3,1.32,1,2025
102,1751926500,3342.24,3328.06,3328.06,-1.0,0,2025
103,1752099300,3320.19,3281.73,3349.61,0.77,1,2025
104,1752444900,3370.71,3353.08,3353.08,-1.0,0,2025
105,1752792300,3343.35,3309.29,3395.05,1.52,1,2025
106,1753186500,3400.36,3383.11,3428.36,1.62,1,2025
107,1753801200,3329.91,3311.52,3311.52,-1.0,0,2025
108,1754550000,3387.82,3357.77,3357.77,-1.0,0,2025
109,1755093600,3366.78,3330.26,3330.26,-1.0,0,2025
110,1755476100,3340.34,3323.25,3346.29,0.35,1,2025
111,1755687600,3329.05,3311.98,3339.68,0.62,1,2025
112,1755727200,3350.95,3311.14,3369.18,0.46,1,2025
113,1756167300,3377.24,3351.0,3417.62,1.54,1,2025
114,1756472400,3418.73,3403.96,3441.93,1.57,1,2025
115,1756691100,3457.1,3436.69,3473.8,0.82,1,2025
116,1756774800,3488.52,3466.68,3532.88,2.03,1,2025
117,1756858500,3537.32,3526.05,3565.26,2.48,1,2025
118,1757335500,3624.04,3572.0,3681.8,1.11,1,2025
119,1758005100,3693.38,3674.16,3674.16,-1.0,0,2025
120,1758254400,3659.09,3631.85,3686.47,1.0,1,2025
121,1758521700,3706.24,3685.2,3744.32,1.81,1,2025
122,1758589200,3754.66,3737.93,3737.93,-1.0,0,2025
123,1758699000,3777.43,3750.2,3750.2,-1.0,0,2025
124,1758787200,3757.43,3729.16,3729.16,-1.0,0,2025
125,1758891600,3764.45,3734.03,3823.62,1.95,1,2025
126,1759190400,3838.51,3805.76,3862.16,0.72,1,2025
127,1759241700,3843.94,3791.97,3879.12,0.68,1,2025
128,1759496400,3877.26,3854.21,3935.05,2.51,1,2025
129,1759761000,3957.78,3921.73,3987.63,0.83,1,2025
130,1759889700,4003.68,3983.85,4031.56,1.41,1,2025
131,1760013900,4053.35,4021.94,4021.94,-1.0,0,2025
132,1760108400,4009.15,3945.67,4100.75,1.44,1,2025
133,1760398200,4128.46,4090.1,4155.04,0.69,1,2025
134,1760486400,4168.57,4088.92,4339.98,2.15,1,2025
135,1760962500,4293.83,4217.63,4356.09,0.82,1,2025
136,1761199200,4129.93,4009.08,4009.08,-1.0,0,2025
137,1761814800,4004.91,3914.05,3982.65,-0.24,0,2025
138,1762736400,4027.02,3965.32,4075.15,0.78,1,2025
139,1762798500,4114.15,4073.5,4191.51,1.9,1,2025
140,1763006400,4217.6,4179.15,4179.15,-1.0,0,2025
141,1763472600,4063.47,3996.61,4100.78,0.56,1,2025
142,1764009000,4112.73,4021.6,4143.9,0.34,1,2025
143,1764288900,4170.55,4142.1,4215.73,1.59,1,2025
144,1764551700,4238.71,4204.92,4204.92,-1.0,0,2025
145,1764767700,4220.37,4194.09,4194.09,-1.0,0,2025
146,1764864000,4210.37,4182.97,4227.58,0.63,1,2025
147,1765296000,4218.48,4169.1,4271.91,1.08,1,2025
148,1765522800,4285.78,4265.75,4331.81,2.3,1,2025
149,1765765800,4328.99,4294.67,4294.67,-1.0,0,2025
150,1765894500,4325.75,4271.08,4431.48,1.93,1,2025
151,1766444400,4454.93,4411.29,4488.71,0.77,1,2025
152,1766538900,4521.43,4429.63,4429.63,-1.0,0,2025
153,1767097800,4399.84,4348.89,4348.89,-1.0,0,2025
154,1767567600,4370.03,4308.64,4429.64,0.97,1,2026
155,1767624300,4436.61,4395.49,4480.94,1.08,1,2026
156,1767741300,4498.46,4441.61,4441.61,-1.0,0,2026
157,1767903300,4469.94,4406.64,4585.15,1.82,1,2026
158,1768222800,4606.69,4562.41,4562.41,-1.0,0,2026
159,1768777200,4654.38,4535.62,4854.13,1.68,1,2026
160,1769094900,4854.01,4772.96,4945.27,1.13,1,2026
161,1769382000,5021.66,4898.41,5157.6,1.1,1,2026
162,1769630400,5326.55,5235.11,5452.37,1.38,1,2026
163,1770389100,4948.32,4823.08,5058.16,0.88,1,2026
164,1770732900,5070.08,4985.63,4985.63,-1.0,0,2026
165,1771568100,5022.28,4841.2,5225.63,1.12,1,2026
166,1772406000,5348.26,5219.71,5219.71,-1.0,0,2026
167,1773083700,5140.02,5059.89,5221.99,1.02,1,2026
168,1775741400,4775.75,4697.09,4697.09,-1.0,0,2026
169,1776117600,4748.5,4699.38,4838.64,1.83,1,2026
170,1776215700,4850.76,4643.03,4766.84,-0.4,0,2026
