date,t,kind,price,atr,in_atr,out_atr,bars_out,yr,block
2025-11-18 07:30,1763451000,BOT,3997.7,8.99,27.5,15.0,123,2025,2025-08-25
2025-11-19 15:15,1763565300,TOP,4132.81,10.813,12.5,10.2,155,2025,2025-08-25
2025-11-25 08:45,1764060300,BOT,4109.49,8.131,,19.1,369,2025,2025-11-25
2025-12-01 13:30,1764595800,TOP,4264.59,6.923,22.4,14.6,101,2025,2025-11-25
2025-12-02 15:45,1764690300,BOT,4163.42,12.005,8.4,6.5,87,2025,2025-11-25
2025-12-03 14:30,1764772200,TOP,4241.49,9.149,8.5,7.3,57,2025,2025-11-25
2025-12-04 05:45,1764827100,BOT,4175.07,6.798,9.8,12.4,131,2025,2025-11-25
2025-12-05 15:30,1764948600,TOP,4259.32,8.459,10.0,10.6,146,2025,2025-11-25
2025-12-09 06:00,1765260000,BOT,4169.77,4.751,18.8,38.7,311,2025,2025-11-25
2025-12-12 14:45,1765550700,TOP,4353.54,8.666,21.2,6.7,29,2025,2025-11-25
2025-12-14 23:00,1765753200,BOT,4295.32,6.546,8.9,8.4,41,2025,2025-11-25
2025-12-15 09:15,1765790100,TOP,4350.43,5.011,11.0,15.7,77,2025,2025-11-25
2025-12-16 05:30,1765863000,BOT,4271.56,7.824,10.1,9.9,132,2025,2025-11-25
2025-12-17 15:30,1765985400,TOP,4349.16,10.829,7.2,3.8,89,2025,2025-11-25
2025-12-18 14:45,1766069100,BOT,4308.51,9.574,4.2,25.2,453,2025,2025-11-25
2025-12-26 16:00,1766764800,TOP,4549.86,10.348,23.3,23.9,89,2025,2025-11-25
2025-12-29 15:15,1767021300,BOT,4302.49,21.049,11.8,4.8,83,2025,2025-11-25
2025-12-30 13:00,1767099600,TOP,4404.26,7.376,13.8,17.7,64,2025,2025-11-25
2025-12-31 06:00,1767160800,BOT,4273.96,16.131,8.1,8.0,113,2025,2025-11-25
2026-01-02 13:15,1767359700,TOP,4402.33,8.031,16.0,11.5,21,2026,2025-11-25
2026-01-02 18:30,1767378600,BOT,4309.72,10.779,8.6,17.7,199,2026,2025-11-25
2026-01-06 23:15,1767741300,TOP,4500.68,5.03,38.0,15.4,64,2026,2025-11-25
2026-01-07 15:15,1767798900,BOT,4423.17,12.756,6.1,3.4,32,2026,2025-11-25
2026-01-08 00:15,1767831300,TOP,4466.47,5.138,8.4,11.5,48,2026,2025-11-25
2026-01-08 12:15,1767874500,BOT,4407.47,6.592,9.0,33.8,200,2026,2025-11-25
2026-01-12 16:15,1768234500,TOP,4630.01,13.667,16.3,4.4,109,2026,2025-11-25
2026-01-13 20:30,1768336200,BOT,4569.65,10.728,5.6,6.8,86,2026,2025-11-25
2026-01-14 19:00,1768417200,TOP,4642.9,8.973,8.2,11.9,170,2026,2025-11-25
2026-01-16 15:30,1768577400,BOT,4536.56,15.17,7.0,23.2,228,2026,2025-11-25
2026-01-21 06:15,1768976100,TOP,4888.52,11.551,30.5,8.9,80,2026,2025-11-25
2026-01-22 03:15,1769051700,BOT,4785.75,12.827,8.0,63.3,445,2026,2025-11-25
2026-01-28 23:30,1769643000,TOP,5597.91,32.47,25.0,15.4,63,2026,2025-11-25
2026-01-29 15:15,1769699700,BOT,5098.65,51.13,9.8,6.9,31,2026,2025-11-25
2026-01-30 00:00,1769731200,TOP,5450.96,36.045,9.8,29.1,118,2026,2025-11-25
2026-02-02 06:30,1770013800,BOT,4402.72,63.153,16.6,10.9,190,2026,2025-11-25
2026-02-04 08:00,1770192000,TOP,5091.93,16.188,42.6,27.0,153,2026,2025-11-25
2026-02-06 00:15,1770336900,BOT,4654.86,30.086,14.5,15.4,323,2026,2025-11-25
2026-02-11 12:00,1770811200,TOP,5118.92,12.078,38.4,19.9,109,2026,2025-11-25
2026-02-12 16:15,1770912900,BOT,4878.61,27.389,8.8,6.1,103,2026,2025-11-25
2026-02-13 19:00,1771009200,TOP,5046.09,16.648,10.1,12.3,154,2026,2025-11-25
2026-02-17 14:00,1771336800,BOT,4841.9,17.684,11.5,23.1,401,2026,2025-11-25
2026-02-23 23:15,1771888500,TOP,5249.73,8.33,49.0,18.8,59,2026,2025-11-25
2026-02-25 20:45,1772052300,BOT,5145.86,10.182,,26.8,222,2026,2026-02-25
2026-03-02 07:15,1772435700,TOP,5419.15,12.514,21.8,33.8,124,2026,2026-02-25
2026-03-03 15:15,1772550900,BOT,4996.22,44.45,9.5,4.7,79,2026,2026-02-25
2026-03-04 12:00,1772625600,TOP,5206.1,12.249,17.1,12.7,116,2026,2026-02-25
2026-03-05 18:00,1772733600,BOT,5050.68,22.296,7.0,6.3,108,2026,2026-02-25
2026-03-08 22:00,1773007200,TOP,5192.04,13.587,10.4,9.6,64,2026,2026-02-25
2026-03-09 14:00,1773064800,BOT,5061.42,15.254,8.6,11.6,99,2026,2026-02-25
2026-03-10 15:45,1773157500,TOP,5238.6,15.019,11.8,7.5,121,2026,2026-02-25
2026-03-12 00:00,1773273600,BOT,5125.4,12.352,9.2,5.4,40,2026,2026-02-25
2026-03-12 10:00,1773309600,TOP,5191.68,6.919,9.6,19.8,42,2026,2026-02-25
2026-03-12 20:30,1773347400,BOT,5054.86,11.464,11.9,6.4,18,2026,2026-02-25
2026-03-13 02:00,1773367200,TOP,5128.47,7.861,9.4,20.5,81,2026,2026-02-25
2026-03-15 23:15,1773616500,BOT,4967.24,16.324,9.9,4.7,116,2026,2026-02-25
2026-03-17 05:15,1773724500,TOP,5044.27,7.174,10.7,75.5,215,2026,2026-02-25
2026-03-19 13:00,1773925200,BOT,4502.69,33.864,16.0,6.9,53,2026,2026-02-25
2026-03-20 03:15,1773976500,TOP,4735.93,20.684,11.3,30.8,108,2026,2026-02-25
2026-03-23 07:15,1774250100,BOT,4099.02,40.994,15.5,12.3,166,2026,2026-02-25
2026-03-25 02:45,1774406700,TOP,4602.42,18.801,26.8,13.4,161,2026,2026-02-25
2026-03-26 20:00,1774555200,BOT,4351.28,19.013,13.2,14.1,203,2026,2026-02-25
2026-03-31 01:45,1774921500,TOP,4619.46,21.502,12.5,4.2,35,2026,2026-02-25
2026-03-31 10:30,1774953000,BOT,4529.42,10.874,8.3,24.9,140,2026,2026-02-25
2026-04-01 23:30,1775086200,TOP,4800.25,11.347,23.9,21.7,26,2026,2026-02-25
2026-04-02 06:00,1775109600,BOT,4554.19,19.991,12.3,7.6,106,2026,2026-02-25
2026-04-06 09:30,1775467800,TOP,4706.29,11.446,13.3,8.6,110,2026,2026-02-25
2026-04-07 14:00,1775570400,BOT,4607.68,17.781,5.5,14.0,36,2026,2026-02-25
2026-04-08 00:00,1775606400,TOP,4857.02,26.46,9.4,6.0,92,2026,2026-02-25
2026-04-09 00:00,1775692800,BOT,4698.47,10.662,14.9,9.6,70,2026,2026-02-25
2026-04-09 17:30,1775755800,TOP,4801.2,12.311,8.3,12.7,111,2026,2026-02-25
2026-04-12 23:15,1776035700,BOT,4644.34,16.416,9.6,13.8,192,2026,2026-02-25
2026-04-15 01:15,1776215700,TOP,4871.31,10.821,21.0,7.9,34,2026,2026-02-25
2026-04-15 09:45,1776246300,BOT,4786.19,10.701,8.0,4.9,73,2026,2026-02-25
2026-04-16 05:00,1776315600,TOP,4838.31,6.099,8.5,11.6,78,2026,2026-02-25
2026-04-17 01:30,1776389400,BOT,4767.52,7.827,9.0,15.6,46,2026,2026-02-25
2026-04-17 13:00,1776430800,TOP,4889.44,12.941,9.4,11.8,39,2026,2026-02-25
2026-04-19 23:45,1776642300,BOT,4737.07,15.657,9.7,6.1,86,2026,2026-02-25
2026-04-20 22:15,1776723300,TOP,4832.9,5.629,17.0,29.2,85,2026,2026-02-25
2026-04-21 19:30,1776799800,BOT,4668.52,15.198,10.8,6.8,42,2026,2026-02-25
2026-04-22 07:00,1776841200,TOP,4772.39,6.296,16.5,18.2,174,2026,2026-02-25
2026-04-24 04:30,1777005000,BOT,4657.63,10.061,11.4,7.2,92,2026,2026-02-25
2026-04-27 04:30,1777264200,TOP,4730.08,7.573,9.6,23.2,122,2026,2026-02-25
2026-04-28 12:00,1777377600,BOT,4554.76,12.808,13.7,4.3,44,2026,2026-02-25
2026-04-29 00:00,1777420800,TOP,4610.34,5.491,10.1,18.2,55,2026,2026-02-25
2026-04-29 13:45,1777470300,BOT,4510.31,11.548,8.7,11.8,79,2026,2026-02-25
2026-04-30 10:30,1777545000,TOP,4646.73,11.404,12.0,7.6,89,2026,2026-02-25
2026-05-01 09:45,1777628700,BOT,4560.08,7.992,10.8,8.7,47,2026,2026-02-25
2026-05-03 22:30,1777847400,TOP,4629.43,7.826,8.9,16.5,70,2026,2026-02-25
2026-05-04 16:00,1777910400,BOT,4500.57,17.457,7.4,4.9,85,2026,2026-02-25
2026-05-05 14:15,1777990500,TOP,4586.69,11.236,7.7,3.6,29,2026,2026-02-25
2026-05-05 22:30,1778020200,BOT,4546.19,4.979,8.1,43.9,158,2026,2026-02-25
2026-05-07 15:00,1778166000,TOP,4764.87,12.673,17.3,9.2,147,2026,2026-02-25
2026-05-11 05:45,1778478300,BOT,4647.91,10.109,11.6,12.4,70,2026,2026-02-25
2026-05-12 00:15,1778544900,TOP,4773.53,8.184,15.4,16.5,60,2026,2026-02-25
2026-05-12 15:15,1778598900,BOT,4638.17,16.963,8.0,5.2,31,2026,2026-02-25
2026-05-13 00:00,1778630400,TOP,4726.76,6.384,13.9,38.6,278,2026,2026-02-25
2026-05-18 00:30,1779064200,BOT,4480.54,13.723,17.9,7.9,90,2026,2026-02-25
2026-05-19 00:00,1779148800,TOP,4588.91,6.326,17.1,21.4,104,2026,2026-02-25
2026-05-20 03:00,1779246000,BOT,4453.53,14.959,9.0,7.8,86,2026,2026-02-25
2026-05-21 01:30,1779327000,TOP,4570.79,8.546,13.7,9.2,143,2026,2026-02-25
