date,t,kind,price,atr,leg_atr,leg_pct,leg_usd,leg_days,path_eff,giveback_atr,power_score,durab_days,durab_atr,zigzag_out_atr,truncated,yr,tier,tier_clean
2024-11-29 06:00,1732860000,TOP,2666.24,3.09,14.45,1.67,44.6,0.83,0.28,5.24,4.1,6.0,17.2,14.5,0,2024,MEDIO,MEDIO
2024-06-07 20:00,1717790400,BOT,2286.72,3.82,14.35,2.4,54.9,2.58,0.17,4.19,2.4,481.1,865.9,14.4,0,2024,MEDIO,FRACO
2024-08-29 17:15,1724951700,TOP,2528.67,3.91,14.21,2.2,55.6,2.65,0.16,4.47,2.2,5.4,14.6,14.2,0,2024,MEDIO,FRACO
2024-09-30 18:15,1727720100,BOT,2624.65,3.44,14.13,1.85,48.5,0.9,0.38,5.22,5.4,5.6,14.1,14.1,0,2024,MEDIO,MEDIO
2026-03-26 20:00,1774555200,BOT,4351.28,19.01,14.11,6.16,268.2,2.11,0.16,7.11,2.3,38.5,28.3,14.1,0,2026,MEDIO,FRACO
2025-06-16 00:15,1750032900,TOP,3451.34,6.05,14.06,2.46,85.1,1.55,0.21,4.58,3.0,52.3,33.9,14.1,0,2025,MEDIO,FRACO
2026-04-07 14:00,1775570400,BOT,4607.68,17.78,14.02,5.41,249.3,0.38,0.72,3.75,10.1,14.2,15.8,14.0,0,2026,MEDIO,FORTE
2024-09-11 06:30,1726036200,TOP,2528.9,2.02,13.95,1.11,28.2,0.31,0.47,9.71,6.5,1.2,14.0,8.9,0,2024,MEDIO,MEDIO
2025-07-28 06:00,1753682400,TOP,3345.33,3.16,13.91,1.31,44.0,0.32,0.69,6.74,9.6,4.1,24.5,13.9,0,2025,MEDIO,FORTE
2025-08-17 23:15,1755472500,BOT,3323.5,2.52,13.86,1.05,34.9,0.24,0.69,3.28,9.5,1.6,13.9,13.9,0,2025,MEDIO,FORTE
2026-04-12 23:15,1776035700,BOT,4644.34,16.42,13.83,4.89,227.0,2.0,0.27,2.69,3.7,10.8,14.9,13.8,0,2026,MEDIO,MEDIO
2024-12-26 15:45,1735227900,TOP,2639.11,3.14,13.7,1.63,43.0,1.94,0.17,5.21,2.3,3.5,13.7,13.7,0,2024,MEDIO,FRACO
2025-10-08 16:30,1759941000,TOP,4059.15,8.41,13.64,2.82,114.7,0.99,0.26,6.72,3.6,2.1,13.6,13.4,0,2025,MEDIO,MEDIO
2024-11-25 23:30,1732577400,BOT,2605.15,3.9,13.58,2.03,53.0,1.55,0.2,6.48,2.7,16.0,31.0,13.6,0,2024,MEDIO,FRACO
2025-11-03 15:00,1762182000,TOP,4030.55,7.56,13.5,2.53,102.0,0.94,0.27,4.53,3.7,4.2,13.5,13.5,0,2025,MEDIO,MEDIO
2025-05-30 14:00,1748613600,BOT,3271.18,9.01,13.44,3.7,121.0,1.3,0.42,1.82,5.6,19.0,20.0,13.4,0,2025,MEDIO,FORTE
2026-03-25 02:45,1774406700,TOP,4602.42,18.8,13.36,5.46,251.1,1.68,0.2,3.53,2.6,3.8,13.4,13.4,0,2026,MEDIO,FRACO
2024-10-09 01:15,1728436500,TOP,2624.26,1.71,13.18,0.86,22.5,1.43,0.12,13.21,1.6,1.4,11.2,13.2,0,2024,MEDIO,FRACO
2025-01-24 15:30,1737732600,TOP,2786.0,4.22,13.18,2.0,55.7,1.02,0.31,5.85,4.1,3.8,13.2,13.2,0,2025,MEDIO,MEDIO
2026-03-08 22:00,1773007200,TOP,5192.04,13.59,13.06,3.42,177.5,0.12,0.96,4.48,12.6,1.4,13.1,9.6,0,2026,MEDIO,MONSTRO
2024-05-28 13:15,1716902100,TOP,2364.04,3.2,12.95,1.75,41.5,1.6,0.2,4.55,2.5,6.2,15.4,13.0,0,2024,MEDIO,FRACO
2025-09-23 09:15,1758618900,TOP,3791.14,5.71,12.91,1.95,73.8,1.38,0.23,5.02,3.0,3.5,12.9,12.9,0,2025,MEDIO,FRACO
2025-02-20 09:00,1740042000,TOP,2954.96,2.98,12.86,1.3,38.3,0.93,0.2,8.61,2.6,2.1,12.9,12.9,0,2025,MEDIO,FRACO
2024-05-27 00:30,1716769800,BOT,2334.43,2.31,12.85,1.27,29.6,1.39,0.19,7.9,2.4,2.3,12.8,12.8,0,2024,MEDIO,FRACO
2025-10-02 13:30,1759411800,TOP,3896.91,6.07,12.82,2.0,77.8,0.08,1.47,4.93,18.8,1.3,12.8,9.7,0,2025,MEDIO,MONSTRO
2024-09-05 12:30,1725539400,TOP,2523.38,3.02,12.74,1.52,38.5,1.12,0.21,8.37,2.7,1.0,6.4,12.7,0,2024,MEDIO,FRACO
2026-04-09 17:30,1775755800,TOP,4801.2,12.31,12.74,3.27,156.9,1.16,0.28,5.22,3.6,2.7,12.7,12.7,0,2026,MEDIO,MEDIO
2024-09-24 07:30,1727163000,BOT,2622.41,3.77,12.73,1.83,48.0,0.76,0.41,3.37,5.2,9.9,16.7,12.7,0,2024,MEDIO,MEDIO
2025-06-18 04:45,1750221900,TOP,3400.01,4.72,12.71,1.76,60.0,1.89,0.14,6.71,1.7,22.2,32.6,12.7,0,2025,MEDIO,FRACO
2024-06-12 13:00,1718197200,TOP,2341.6,3.63,12.7,1.97,46.0,1.08,0.22,6.28,2.8,5.3,12.7,12.7,0,2024,MEDIO,FRACO
2026-03-04 12:00,1772625600,TOP,5206.1,12.25,12.69,2.99,155.4,1.21,0.18,7.03,2.3,3.9,15.6,12.7,0,2026,MEDIO,FRACO
2025-04-28 10:00,1745834400,BOT,3273.09,6.37,12.55,2.44,80.0,0.41,0.6,3.12,7.6,1.9,12.6,12.6,0,2025,MEDIO,FORTE
2026-05-01 09:45,1777628700,BOT,4560.08,7.99,12.54,2.2,100.2,0.19,0.69,4.27,8.6,1.0,12.5,8.7,0,2026,MEDIO,FORTE
2025-07-15 10:15,1752574500,TOP,3366.35,3.75,12.53,1.39,46.9,1.14,0.26,6.08,3.2,1.2,12.5,12.5,0,2025,MEDIO,FRACO
2024-08-06 00:45,1722905100,TOP,2418.31,3.14,12.5,1.63,39.3,0.98,0.22,6.84,2.7,2.5,12.5,12.5,0,2024,MEDIO,FRACO
2025-01-31 15:00,1738335600,TOP,2817.21,3.61,12.49,1.6,45.1,0.48,0.44,6.0,5.5,0.9,12.5,12.5,0,2025,MEDIO,MEDIO
2026-05-11 05:45,1778478300,BOT,4647.91,10.11,12.43,2.7,125.6,0.73,0.4,4.0,5.0,1.4,12.4,12.4,0,2026,MEDIO,MEDIO
2025-09-30 12:30,1759235400,BOT,3808.93,6.97,12.39,2.27,86.4,0.78,0.38,3.84,4.7,157.9,256.6,12.4,0,2025,MEDIO,MEDIO
2025-12-04 05:45,1764827100,BOT,4175.07,6.8,12.39,2.02,84.2,1.36,0.25,3.62,3.1,2.9,12.4,12.4,0,2025,MEDIO,FRACO
2024-12-12 01:00,1733965200,TOP,2726.05,2.41,12.36,1.09,29.8,0.02,4.02,7.41,49.7,24.7,59.5,12.4,0,2024,MEDIO,MONSTRO
2024-09-26 11:45,1727351100,TOP,2685.51,3.46,12.31,1.58,42.5,1.2,0.2,6.71,2.5,14.2,24.2,12.3,0,2024,MEDIO,FRACO
2025-09-10 10:45,1757501100,TOP,3657.55,3.61,12.3,1.21,44.4,1.03,0.22,8.54,2.7,3.0,12.3,12.3,0,2025,MEDIO,FRACO
2026-03-23 07:15,1774250100,BOT,4099.02,40.99,12.28,12.28,503.4,1.73,0.19,5.03,2.3,41.9,19.3,12.3,0,2026,MEDIO,FRACO
2026-02-13 19:00,1771009200,TOP,5046.09,16.65,12.27,4.05,204.2,1.6,0.25,5.14,3.0,4.5,12.3,12.3,0,2026,MEDIO,FRACO
2024-12-30 16:15,1735575300,BOT,2596.07,5.63,12.26,2.66,69.0,2.25,0.25,2.18,3.0,343.0,532.8,12.3,0,2024,MEDIO,FRACO
2024-12-16 12:00,1734350400,TOP,2664.43,2.58,12.23,1.18,31.5,1.04,0.24,4.18,2.9,10.9,31.8,12.2,0,2024,MEDIO,FRACO
2025-01-23 13:30,1737639000,BOT,2735.74,4.12,12.19,1.84,50.3,1.04,0.32,2.63,3.9,2.1,12.2,12.2,0,2025,MEDIO,MEDIO
2025-02-03 03:30,1738553400,BOT,2772.1,4.83,12.13,2.11,58.5,0.47,0.61,2.52,7.4,320.7,585.5,12.1,0,2025,MEDIO,FORTE
2024-10-14 06:15,1728886500,TOP,2666.56,2.37,12.01,1.07,28.5,0.93,0.25,5.65,3.0,1.4,12.0,12.0,0,2024,MEDIO,FRACO
2025-02-26 01:15,1740532500,TOP,2929.91,3.26,12.01,1.34,39.1,0.55,0.36,4.19,4.4,5.4,29.9,12.0,0,2025,MEDIO,MEDIO
2025-06-20 06:30,1750401000,BOT,3340.04,4.57,11.95,1.64,54.6,0.6,0.44,4.24,5.3,1.6,11.9,11.9,0,2025,MEDIO,MEDIO
2025-04-07 11:30,1744025400,TOP,3046.03,7.51,11.91,2.94,89.5,0.25,0.54,4.78,6.5,1.7,11.9,10.9,0,2025,MEDIO,MEDIO
2024-05-30 05:45,1717047900,BOT,2322.58,3.12,11.9,1.6,37.1,1.26,0.23,4.82,2.8,1.5,11.9,11.9,0,2024,MEDIO,FRACO
2024-06-03 06:30,1717396200,BOT,2314.7,3.37,11.86,1.73,40.0,0.44,0.59,3.03,7.0,4.1,21.6,11.9,0,2024,MEDIO,FORTE
2024-08-14 12:30,1723638600,TOP,2479.82,3.54,11.86,1.69,42.0,0.17,0.77,4.59,9.1,1.9,13.5,11.2,0,2024,MEDIO,FORTE
2026-01-14 19:00,1768417200,TOP,4642.9,8.97,11.85,2.29,106.3,1.77,0.15,5.9,1.8,2.0,11.9,11.9,0,2026,MEDIO,FRACO
2026-04-29 13:45,1777470300,BOT,4510.31,11.55,11.81,3.02,136.4,0.82,0.34,4.01,4.0,3.0,13.0,11.8,0,2026,MEDIO,MEDIO
2026-04-17 13:00,1776430800,TOP,4889.44,12.94,11.77,3.12,152.4,0.41,0.58,2.84,6.8,24.4,33.7,11.8,0,2026,MEDIO,MEDIO
2024-06-04 14:15,1717510500,BOT,2315.56,5.07,11.71,2.56,59.4,1.45,0.3,3.31,3.5,2.8,14.2,11.7,0,2024,MEDIO,MEDIO
2025-06-23 05:30,1750656600,BOT,3347.13,3.98,11.64,1.38,46.3,0.45,0.36,6.59,4.2,0.7,11.6,11.6,0,2025,MEDIO,MEDIO
2024-08-28 12:30,1724848200,BOT,2493.43,3.03,11.62,1.41,35.2,1.16,0.19,6.87,2.2,2.4,11.6,11.6,0,2024,MEDIO,FRACO
2026-03-09 14:00,1773064800,BOT,5061.42,15.25,11.62,3.5,177.2,1.03,0.3,2.85,3.5,3.1,11.6,11.6,0,2026,MEDIO,MEDIO
2025-08-26 00:00,1756166400,BOT,3351.37,3.68,11.61,1.28,42.8,0.88,0.28,5.21,3.3,182.3,609.8,11.6,0,2025,MEDIO,MEDIO
2026-04-16 05:00,1776315600,TOP,4838.31,6.1,11.61,1.46,70.8,0.81,0.24,6.57,2.8,1.3,11.6,11.6,0,2026,MEDIO,FRACO
2025-06-22 22:00,1750629600,TOP,3394.68,4.1,11.6,1.4,47.5,0.31,0.61,3.5,7.1,19.7,36.2,11.6,0,2025,MEDIO,FORTE
2026-01-02 13:15,1767359700,TOP,4402.33,8.03,11.53,2.1,92.6,0.22,0.8,2.9,9.3,0.4,11.5,11.5,0,2026,MEDIO,FORTE
2026-01-21 06:15,1768976100,TOP,4888.52,11.55,11.51,2.72,133.0,0.56,0.28,4.78,3.2,1.4,11.5,8.9,0,2026,MEDIO,FRACO
2026-01-08 00:15,1767831300,TOP,4466.47,5.14,11.48,1.32,59.0,0.5,0.34,4.71,3.9,0.8,11.5,11.5,0,2026,MEDIO,MEDIO
2025-02-11 13:15,1739279700,BOT,2881.34,5.11,11.47,2.03,58.6,2.76,0.13,8.7,1.5,0.8,5.3,11.5,0,2025,MEDIO,FRACO
2025-11-06 12:00,1762430400,TOP,4019.63,4.74,11.36,1.34,53.8,0.22,0.57,4.06,6.5,1.1,11.4,9.5,0,2025,FRACO,MEDIO
2025-10-28 09:00,1761642000,BOT,3886.62,12.76,11.26,3.7,143.7,1.09,0.27,4.29,3.0,138.9,134.1,11.3,0,2025,MEDIO,FRACO
2025-10-22 06:45,1761115500,TOP,4161.5,13.37,11.23,3.61,150.2,0.33,0.39,5.23,4.3,14.7,20.6,8.8,0,2025,FRACO,MEDIO
2025-10-16 23:45,1760658300,TOP,4379.22,17.2,11.21,4.4,192.8,0.72,0.28,5.8,3.2,1.8,11.2,11.2,0,2025,FRACO,FRACO
2024-08-01 01:15,1722474900,TOP,2458.36,2.52,11.17,1.15,28.2,0.35,0.63,4.6,7.1,0.5,11.2,11.2,0,2024,FRACO,FORTE
2025-02-11 02:15,1739240100,TOP,2942.65,5.49,11.17,2.08,61.3,0.46,0.46,6.59,5.2,5.9,14.3,11.2,0,2025,FRACO,MEDIO
2025-09-17 11:00,1758106800,BOT,3659.84,4.26,11.17,1.3,47.6,0.29,0.93,12.92,10.4,0.3,6.7,11.2,0,2025,MEDIO,MONSTRO
2024-07-05 12:30,1720182600,BOT,2348.73,3.96,11.15,1.88,44.2,0.27,0.81,2.73,9.0,462.5,820.3,11.2,0,2024,MEDIO,FORTE
2025-07-02 07:15,1751440500,BOT,3327.56,3.43,11.13,1.15,38.2,0.58,0.41,5.03,4.5,1.2,11.1,11.1,0,2025,MEDIO,MEDIO
2025-12-12 14:45,1765550700,TOP,4353.54,8.67,11.11,2.21,96.3,0.07,0.85,5.43,9.4,3.9,11.1,6.7,0,2025,FRACO,FORTE
2025-07-16 14:30,1752676200,BOT,3319.4,5.23,11.01,1.73,57.6,0.04,1.4,4.66,15.4,0.9,11.0,6.3,0,2025,MEDIO,MONSTRO
2024-07-28 22:15,1722204900,TOP,2403.07,3.05,11.0,1.4,33.6,0.71,0.38,3.72,4.2,1.7,11.0,8.7,0,2024,FRACO,MEDIO
2024-06-06 13:00,1717678800,BOT,2353.32,3.14,10.94,1.46,34.3,0.62,0.37,3.38,4.0,0.8,10.9,10.9,0,2024,MEDIO,MEDIO
2026-02-02 06:30,1770013800,BOT,4402.72,63.15,10.91,15.65,689.2,1.98,0.23,3.42,2.5,33.2,16.1,10.9,0,2026,MEDIO,FRACO
2025-09-17 18:00,1758132000,TOP,3707.42,6.77,10.87,1.98,73.5,0.46,0.49,3.79,5.4,2.4,11.8,10.9,0,2025,FRACO,MEDIO
2025-07-07 10:45,1751885100,BOT,3296.5,4.55,10.83,1.5,49.3,0.44,0.62,1.92,6.7,1.1,10.8,10.8,0,2025,MEDIO,FORTE
2024-07-01 05:30,1719811800,BOT,2318.52,1.85,10.82,0.86,20.0,0.27,0.55,3.83,5.9,466.5,1774.6,10.8,0,2024,MEDIO,FORTE
2025-05-22 03:15,1747883700,TOP,3345.35,6.15,10.76,1.98,66.2,0.45,0.42,5.34,4.6,1.3,10.8,10.8,0,2025,FRACO,MEDIO
2025-06-03 14:00,1748959200,BOT,3333.18,6.64,10.61,2.11,70.4,1.8,0.18,4.4,1.9,2.9,10.6,10.6,0,2025,MEDIO,FRACO
2025-12-05 15:30,1764948600,TOP,4259.32,8.46,10.59,2.1,89.5,1.52,0.21,5.01,2.2,3.8,10.6,10.6,0,2025,FRACO,FRACO
2025-05-16 11:45,1747395900,BOT,3154.11,9.13,10.48,3.03,95.7,0.48,0.47,2.47,4.9,250.5,267.5,10.5,0,2025,MEDIO,MEDIO
2025-04-27 22:00,1745791200,TOP,3331.25,6.07,10.42,1.9,63.3,0.17,0.74,2.98,7.7,0.7,10.4,9.6,0,2025,FRACO,FORTE
2025-10-30 22:45,1761864300,TOP,4046.2,8.05,10.39,2.07,83.7,0.98,0.18,5.87,1.9,5.8,14.6,10.4,0,2025,FRACO,FRACO
2025-09-18 12:15,1758197700,TOP,3672.34,4.3,10.37,1.21,44.6,0.06,0.83,5.87,8.6,1.1,10.4,9.3,0,2025,FRACO,FORTE
2025-11-19 15:15,1763565300,TOP,4132.81,10.81,10.21,2.67,110.4,1.61,0.15,6.33,1.5,3.1,10.2,10.2,0,2025,FRACO,FRACO
2025-02-06 15:00,1738854000,BOT,2833.96,5.21,10.16,1.87,52.9,0.99,0.4,3.57,4.1,15.2,23.5,10.2,0,2025,MEDIO,MEDIO
2025-09-12 05:15,1757654100,TOP,3656.7,2.98,10.13,0.83,30.2,0.78,0.23,5.57,2.3,1.3,10.1,10.1,0,2025,FRACO,FRACO
2025-07-14 22:00,1752530400,BOT,3341.14,2.5,10.1,0.75,25.2,0.51,0.35,3.67,3.5,0.6,10.1,10.1,0,2025,MEDIO,MEDIO
2025-02-05 15:45,1738770300,TOP,2882.3,4.8,10.08,1.68,48.3,0.93,0.3,4.49,3.0,1.9,10.1,10.1,0,2025,FRACO,FRACO
2024-06-26 13:45,1719409500,BOT,2293.45,4.61,10.03,2.02,46.2,1.89,0.26,2.57,2.6,469.0,716.6,10.0,0,2024,MEDIO,FRACO
2025-08-26 22:00,1756245600,TOP,3394.13,2.06,10.03,0.61,20.6,0.39,0.5,3.91,5.0,0.8,10.0,10.0,0,2025,FRACO,MEDIO
2025-12-16 05:30,1765863000,BOT,4271.56,7.82,9.92,1.82,77.6,1.38,0.19,5.61,1.9,63.8,169.5,9.9,0,2025,MEDIO,FRACO
2024-12-19 10:45,1734605100,TOP,2626.45,4.06,9.75,1.51,39.6,0.2,0.99,2.19,9.7,1.2,9.7,9.0,0,2024,FRACO,FORTE
2024-07-25 17:15,1721927700,BOT,2353.1,5.14,9.72,2.12,50.0,1.12,0.29,2.78,2.9,448.8,631.3,9.7,0,2024,MEDIO,FRACO
2024-11-05 02:45,1730774700,BOT,2724.7,2.61,9.7,0.93,25.3,0.49,0.35,3.61,3.4,1.1,9.7,9.6,0,2024,MEDIO,MEDIO
2024-07-22 14:30,1721658600,BOT,2383.82,4.99,9.65,2.02,48.2,1.93,0.2,3.15,2.0,2.3,9.7,9.7,0,2024,MEDIO,FRACO
2026-04-09 00:00,1775692800,BOT,4698.47,10.66,9.64,2.19,102.7,0.73,0.23,2.8,2.2,1.8,9.6,9.6,0,2026,MEDIO,FRACO
2026-05-21 01:30,1779327000,TOP,4570.79,8.55,9.61,1.8,82.1,0.5,0.37,3.64,3.5,1.8,9.6,9.2,1,2026,FRACO,MEDIO
2024-08-26 11:45,1724672700,TOP,2526.88,2.5,9.44,0.93,23.6,0.8,0.22,5.11,2.1,1.4,9.4,9.4,0,2024,FRACO,FRACO
2025-03-07 00:00,1741305600,BOT,2896.93,3.55,9.4,1.15,33.3,0.62,0.29,6.4,2.7,1.4,9.4,9.4,0,2025,MEDIO,FRACO
2025-10-30 03:00,1761793200,BOT,3915.33,13.93,9.39,3.34,130.9,0.78,0.28,3.7,2.6,137.3,120.8,9.4,0,2025,MEDIO,FRACO
2024-11-27 13:45,1732715100,TOP,2658.14,4.01,9.31,1.4,37.3,0.45,0.45,3.19,4.2,1.3,9.3,9.3,0,2024,FRACO,MEDIO
2025-03-20 04:45,1742445900,TOP,3057.42,3.42,9.26,1.04,31.7,0.24,0.79,2.24,7.3,5.2,17.1,9.3,0,2025,FRACO,FORTE
2024-08-20 13:30,1724160600,TOP,2531.73,4.13,9.23,1.5,38.1,0.98,0.24,4.63,2.2,16.2,14.8,9.2,0,2024,FRACO,FRACO
2026-05-07 15:00,1778166000,TOP,4764.87,12.67,9.23,2.45,117.0,1.53,0.16,5.35,1.5,2.2,9.2,9.2,0,2026,FRACO,FRACO
2025-01-16 17:30,1737048600,TOP,2724.81,3.85,9.2,1.3,35.4,1.23,0.25,3.83,2.3,2.1,9.2,9.2,0,2025,FRACO,FRACO
2025-03-24 18:15,1742840100,BOT,3003.31,3.61,9.05,1.09,32.7,0.78,0.3,3.4,2.7,8.7,45.5,9.0,0,2025,MEDIO,FRACO
2025-10-22 00:00,1761091200,BOT,4004.06,17.49,9.0,3.93,157.4,0.28,0.64,3.12,5.8,3.5,9.0,9.0,0,2025,MEDIO,FORTE
2024-11-28 01:30,1732757400,BOT,2620.8,3.2,8.99,1.1,28.8,0.38,0.6,1.94,5.4,5.5,14.2,9.0,0,2024,FRACO,MEDIO
2025-10-02 01:00,1759366800,BOT,3852.87,4.93,8.93,1.14,44.0,0.52,0.34,3.25,3.0,0.6,8.9,8.9,0,2025,FRACO,FRACO
2024-06-18 02:45,1718678700,TOP,2325.65,2.17,8.81,0.82,19.1,0.33,0.56,1.99,4.9,0.5,8.8,8.8,0,2024,FRACO,MEDIO
2025-07-30 19:30,1753903800,BOT,3267.95,5.33,8.8,1.44,46.9,0.49,0.56,1.48,5.0,199.7,437.1,8.8,0,2025,FRACO,MEDIO
2024-10-04 12:45,1728045900,BOT,2631.92,4.38,8.75,1.46,38.3,0.09,1.16,2.73,10.1,1.7,8.7,6.3,0,2024,FRACO,FORTE
2024-12-02 05:15,1733116500,BOT,2621.59,3.95,8.63,1.3,34.0,1.34,0.16,4.57,1.4,3.7,9.0,8.6,0,2024,FRACO,FRACO
2026-04-06 09:30,1775467800,TOP,4706.29,11.45,8.62,2.1,98.6,1.15,0.14,6.85,1.2,1.4,8.6,8.6,0,2026,FRACO,FRACO
2025-04-23 14:00,1745416800,BOT,3259.96,12.89,8.61,3.41,111.0,1.27,0.24,4.72,2.0,5.2,8.6,8.6,0,2025,FRACO,FRACO
2024-12-23 16:00,1734969600,BOT,2608.1,3.63,8.54,1.19,31.0,1.77,0.18,3.16,1.5,3.6,8.5,8.5,0,2024,FRACO,FRACO
2024-10-24 13:30,1729776600,TOP,2743.28,3.08,8.53,0.96,26.3,0.79,0.25,4.97,2.1,1.1,8.5,8.5,0,2024,FRACO,FRACO
2024-11-01 13:15,1730466900,TOP,2762.25,4.44,8.46,1.36,37.6,1.44,0.17,4.18,1.4,52.9,50.9,8.5,0,2024,FRACO,FRACO
2025-12-14 23:00,1765753200,BOT,4295.32,6.55,8.42,1.28,55.1,0.43,0.56,2.12,4.8,0.7,8.4,8.4,0,2025,FRACO,MEDIO
2024-09-18 18:30,1726684200,TOP,2600.16,6.33,8.41,2.05,53.2,0.05,1.69,2.95,14.2,1.4,8.4,7.8,0,2024,FRACO,MONSTRO
2025-09-18 06:00,1758175200,BOT,3633.88,4.67,8.38,1.08,39.1,0.15,0.88,2.34,7.4,0.3,8.4,8.2,0,2025,FRACO,FORTE
2024-12-22 23:00,1734908400,TOP,2636.64,3.42,8.34,1.08,28.5,0.71,0.32,4.71,2.6,2.5,8.3,8.3,0,2024,FRACO,FRACO
2026-04-24 04:30,1777005000,BOT,4657.63,10.06,8.24,1.78,82.9,0.4,0.4,3.34,3.3,1.9,8.2,7.2,0,2026,FRACO,MEDIO
2025-05-29 16:15,1748535300,TOP,3330.96,7.28,8.22,1.79,59.8,0.86,0.28,3.52,2.3,1.5,8.2,8.2,0,2025,FRACO,FRACO
2024-09-17 17:00,1726592400,BOT,2560.63,4.81,8.21,1.54,39.5,1.02,0.27,5.2,2.2,1.0,8.2,8.2,0,2024,FRACO,FRACO
2025-10-17 17:00,1760720400,BOT,4186.44,23.76,8.21,4.66,194.9,1.07,0.34,2.32,2.8,1.8,8.2,8.2,0,2025,FRACO,FRACO
2024-11-14 09:45,1731577500,BOT,2536.57,4.99,8.2,1.61,40.9,0.28,0.68,2.0,5.5,372.6,614.0,8.1,0,2024,FRACO,FORTE
2025-05-09 02:00,1746756000,BOT,3274.81,8.87,8.2,2.22,72.7,0.59,0.36,2.28,2.9,0.8,8.2,8.2,0,2025,FRACO,FRACO
2025-11-04 14:30,1762266600,BOT,3928.52,11.18,8.15,2.32,91.1,1.81,0.16,4.09,1.3,133.9,149.3,8.2,0,2025,FRACO,FRACO
2025-03-24 10:30,1742812200,TOP,3033.33,3.8,8.12,1.02,30.9,0.31,0.56,2.59,4.5,1.1,8.1,7.9,0,2025,FRACO,MEDIO
2025-09-16 14:15,1758032100,TOP,3702.99,5.34,8.09,1.17,43.1,0.82,0.3,3.1,2.4,1.1,8.1,8.1,0,2025,FRACO,FRACO
2024-06-03 17:00,1717434000,TOP,2354.7,4.87,8.05,1.66,39.1,0.84,0.34,2.59,2.8,1.9,8.0,8.0,0,2024,FRACO,FRACO
2025-03-07 15:00,1741359600,TOP,2930.27,6.33,7.97,1.72,50.4,1.38,0.21,2.97,1.7,3.0,8.0,8.0,0,2025,FRACO,FRACO
2025-12-31 06:00,1767160800,BOT,4273.96,16.13,7.96,3.0,128.4,1.18,0.25,2.83,2.0,54.4,82.1,8.0,0,2025,FRACO,FRACO
2025-03-14 10:15,1741947300,TOP,3004.83,3.35,7.94,0.88,26.6,0.21,0.38,4.68,3.0,1.5,7.9,6.9,0,2025,FRACO,FRACO
2025-06-24 13:30,1750771800,BOT,3295.41,6.93,7.92,1.67,54.9,1.72,0.19,3.64,1.5,2.5,7.9,7.9,0,2025,FRACO,FRACO
2024-12-16 00:45,1734309900,BOT,2643.38,2.66,7.9,0.8,21.0,0.47,0.46,2.38,3.6,1.3,7.9,7.9,0,2024,FRACO,MEDIO
2025-05-29 01:15,1748481300,BOT,3245.46,10.82,7.9,2.63,85.5,0.62,0.43,1.58,3.4,242.4,217.4,7.9,0,2025,FRACO,MEDIO
2026-05-18 00:30,1779064200,BOT,4480.54,13.72,7.9,2.42,108.4,0.94,0.22,3.77,1.7,1.5,7.9,7.9,0,2026,FRACO,FRACO
2026-04-15 01:15,1776215700,TOP,4871.31,10.82,7.87,1.75,85.1,0.35,0.67,2.48,5.3,2.4,9.6,7.9,0,2026,FRACO,MEDIO
2026-05-20 03:00,1779246000,BOT,4453.53,14.96,7.84,2.63,117.3,0.9,0.33,2.62,2.6,2.8,8.4,7.8,0,2026,FRACO,FRACO
2024-12-04 13:00,1733317200,BOT,2632.19,3.2,7.8,0.95,25.0,0.1,0.88,3.56,6.9,1.1,7.8,7.3,0,2024,FRACO,FORTE
2025-04-14 02:00,1744596000,TOP,3245.67,6.67,7.8,1.6,52.0,0.47,0.32,3.24,2.5,1.8,7.8,6.6,0,2025,FRACO,FRACO
2024-07-01 12:00,1719835200,TOP,2338.51,2.53,7.78,0.84,19.7,0.96,0.17,5.97,1.3,1.7,7.8,4.6,0,2024,FRACO,FRACO
2025-01-22 10:30,1737541800,TOP,2763.41,3.56,7.78,1.0,27.7,1.08,0.22,3.79,1.7,1.6,7.8,7.8,0,2025,FRACO,FRACO
2025-08-25 15:15,1756134900,TOP,3376.22,3.21,7.74,0.74,24.8,0.32,0.56,6.02,4.3,0.3,7.7,7.7,0,2025,FRACO,MEDIO
2025-08-04 13:45,1754315100,TOP,3385.45,4.64,7.66,1.05,35.6,0.86,0.31,2.59,2.4,1.0,7.7,7.7,0,2025,FRACO,FRACO
2026-04-02 06:00,1775109600,BOT,4554.19,19.99,7.61,3.34,152.1,1.1,0.17,4.96,1.3,17.4,16.8,7.6,0,2026,FRACO,FRACO
2026-04-30 10:30,1777545000,TOP,4646.73,11.4,7.6,1.86,86.6,0.93,0.27,2.69,2.0,1.1,7.6,7.6,0,2026,FRACO,FRACO
2025-07-01 12:30,1751373000,TOP,3358.05,4.02,7.59,0.91,30.5,0.74,0.24,3.88,1.8,1.3,7.6,7.6,0,2025,FRACO,FRACO
2025-07-14 07:30,1752478200,TOP,3374.99,4.49,7.55,1.0,33.9,0.29,0.47,2.68,3.5,2.2,12.4,7.5,0,2025,FRACO,MEDIO
2026-03-10 15:45,1773157500,TOP,5238.6,15.02,7.54,2.16,113.2,1.26,0.18,4.15,1.4,50.1,75.9,7.5,0,2026,FRACO,FRACO
2024-10-21 13:45,1729518300,TOP,2740.53,3.52,7.5,0.96,26.4,0.22,0.7,2.48,5.3,0.9,7.5,7.5,0,2024,FRACO,MEDIO
