num,cj_t,date,entry,sl,exit,R,win
356,1766158200,2025-12-19 15:30,4340.05,4318.96,4431.33,4.328,True
357,1766358900,2025-12-21 23:15,4348.71,4336.22,4431.52,6.63,True
358,1766368800,2025-12-22 02:00,4380.58,4360.79,4431.42,2.569,True
359,1766419200,2025-12-22 16:00,4438.07,4411.29,4482.07,1.643,True
360,1766433600,2025-12-22 20:00,4438.66,4428.24,4482.31,4.189,True
361,1766438100,2025-12-22 21:15,4447.72,4431.36,4482.39,2.119,True
362,1766485800,2025-12-23 10:30,4482.79,4477.43,4482.93,0.027,True
363,1766504700,2025-12-23 15:45,4458.55,4429.34,4488.37,1.021,True
364,1766514600,2025-12-23 18:30,4476.4,4468.54,4488.4,1.527,True
365,1766532600,2025-12-23 23:30,4505.59,4482.73,4482.73,-1.0,False
366,1766555100,2025-12-24 05:45,4488.33,4484.36,4484.36,-1.0,False
367,1766565900,2025-12-24 08:45,4482.21,4477.36,4482.15,-0.013,False
368,1766574900,2025-12-24 11:15,4487.43,4481.54,4482.12,-0.902,False
369,1766578500,2025-12-24 12:15,4493.28,4482.14,4482.14,-1.0,False
370,1766584800,2025-12-24 14:00,4485.2,4473.77,4473.77,-1.0,False
371,1766593800,2025-12-24 16:30,4475.4,4446.94,4496.29,0.734,True
372,1766756700,2025-12-26 13:45,4525.14,4503.16,4512.46,-0.577,False
373,1766781000,2025-12-26 20:30,4530.68,4519.2,4522.18,-0.74,False
374,1766965500,2025-12-28 23:45,4527.02,4522.23,4522.23,-1.0,False
375,1766970900,2025-12-29 01:15,4499.39,4470.88,4470.88,-1.0,False
376,1766983500,2025-12-29 04:45,4515.75,4506.8,4506.8,-1.0,False
