block,t,dir,rsi,nas_near,in_zone,R,mfe_R,runner,win
2025-08-25_to_2025-11-25,1761631200,SHORT,38.09,0,0,0.0,2.3214182855454197,False,False
2025-08-25_to_2025-11-25,1761639300,SHORT,24.66,0,0,-1.0,0.43397791403060243,False,False
2025-08-25_to_2025-11-25,1761654600,SHORT,45.43,0,0,-1.0,0.02080075070379046,False,False
2025-08-25_to_2025-11-25,1761688800,SHORT,52.25,0,0,-1.0,0.6930498129553176,False,False
2025-08-25_to_2025-11-25,1761711300,SHORT,46.5,0,0,-1.0,0.5653204976512065,False,False
2025-08-25_to_2025-11-25,1761752700,SHORT,43.63,0,0,2.5000000000000093,2.8277557106081233,False,True
2025-08-25_to_2025-11-25,1761758100,SHORT,42.99,0,0,-1.0,1.3248197438748477,False,False
2025-08-25_to_2025-11-25,1761766200,SHORT,30.75,0,0,-1.0,0.6571295487083169,False,False
2025-08-25_to_2025-11-25,1762128000,SHORT,33.17,0,0,-1.0,0.20461595378354883,False,False
2025-08-25_to_2025-11-25,1762192800,SHORT,47.18,0,0,-1.0,0.4959669989360222,False,False
2025-08-25_to_2025-11-25,1762203600,SHORT,52.66,0,0,2.5,2.5775207957166106,False,True
2025-08-25_to_2025-11-25,1762216200,SHORT,39.89,0,0,0.0,1.4162789866358976,False,False
2025-08-25_to_2025-11-25,1762221600,SHORT,40.76,0,0,-1.0,0.6752038681253835,False,False
2025-08-25_to_2025-11-25,1762231500,SHORT,45.9,0,0,0.0,1.0659945694783608,False,False
2025-08-25_to_2025-11-25,1762263000,SHORT,42.49,0,0,0.0,2.0892748198982956,False,False
2025-08-25_to_2025-11-25,1762276500,SHORT,45.81,0,0,0.0,2.0195046567025368,False,False
2025-08-25_to_2025-11-25,1762506000,LONG,63.61,0,0,-1.0,0.2017415904168431,False,False
2025-08-25_to_2025-11-25,1762732800,LONG,58.58,0,0,2.499999999999988,2.62248843617187,False,True
2025-08-25_to_2025-11-25,1762755300,LONG,73.58,0,0,1.7394112593152335,1.8294102234435943,False,True
2025-08-25_to_2025-11-25,1762774200,LONG,60.3,0,0,0.0,2.0396053460218937,False,False
2025-08-25_to_2025-11-25,1762779600,LONG,74.96,0,0,-1.0,0.06913213650116079,False,False
2025-08-25_to_2025-11-25,1762791300,LONG,57.32,0,0,2.500000000000032,2.7091887300013755,False,True
2025-08-25_to_2025-11-25,1762796700,LONG,58.63,0,0,2.500000000000027,2.5778742564476422,False,True
2025-08-25_to_2025-11-25,1762811100,LONG,64.85,0,0,2.499999999999961,2.5675492527383477,False,True
2025-08-25_to_2025-11-25,1762820100,LONG,69.97,0,0,0.0,1.38106702955443,False,False
2025-08-25_to_2025-11-25,1762830000,LONG,75.73,0,0,-1.0,0.2983867302885537,False,False
2025-08-25_to_2025-11-25,1762841700,LONG,51.16,0,1,0.0,1.4683938882923842,False,False
2025-08-25_to_2025-11-25,1762893000,LONG,56.43,0,0,0.0,1.161810556881425,False,False
2025-08-25_to_2025-11-25,1762902000,LONG,58.81,0,0,-1.0,0.5645808208412866,False,False
2025-08-25_to_2025-11-25,1762935300,LONG,50.53,0,0,2.4999999999999734,2.585330367744244,False,True
2025-08-25_to_2025-11-25,1762945200,LONG,56.39,0,0,0.0,2.1254438814189287,False,False
2025-08-25_to_2025-11-25,1763079300,LONG,52.95,0,0,0.0,1.55046628179919,False,False
2025-08-25_to_2025-11-25,1763084700,LONG,48.47,0,0,-1.0,0.8149032399078917,False,False
2025-08-25_to_2025-11-25,1763090100,LONG,64.37,0,0,-1.0,0.015931458022096726,False,False
2025-08-25_to_2025-11-25,1763150400,SHORT,43.21,0,0,-1.0,0.6566567130542308,False,False
2025-08-25_to_2025-11-25,1763337600,SHORT,51.45,0,0,0.0,1.7319509997714557,False,False
2025-08-25_to_2025-11-25,1763347500,SHORT,46.49,0,0,0.0,1.3283595612333443,False,False
2025-08-25_to_2025-11-25,1763354700,SHORT,44.8,0,0,0.0,1.3955172443877897,False,False
2025-08-25_to_2025-11-25,1763386200,SHORT,48.2,0,0,1.649475083665727,2.150093980653765,False,True
2025-08-25_to_2025-11-25,1763516700,SHORT,45.84,0,0,-1.0,0.015796866306371744,False,False
2025-08-25_to_2025-11-25,1763523900,SHORT,54.16,0,0,-1.0,0.03710010261732632,False,False
2025-08-25_to_2025-11-25,1763614800,SHORT,46.93,0,0,2.5,2.6030903061470094,False,True
2025-08-25_to_2025-11-25,1763623800,SHORT,41.72,0,0,0.0,1.2185736379699657,False,False
2025-08-25_to_2025-11-25,1763636400,SHORT,46.03,0,0,-1.0,0.16575490895638553,False,False
2025-08-25_to_2025-11-25,1763942400,SHORT,52.33,0,0,0.0,1.4449028438257971,False,False
2025-08-25_to_2025-11-25,1763948700,SHORT,38.54,0,0,-1.0,0.22861535762747032,False,False
2025-08-25_to_2025-11-25,1763958600,SHORT,45.11,0,0,-1.0,0.23371167040745564,False,False
2025-05-25_to_2025-08-25,1748276100,LONG,54.87,0,0,0.0,1.0994434053675812,False,False
2025-05-25_to_2025-08-25,1748283300,LONG,58.65,0,0,0.0,1.7302923120706384,False,False
2025-05-25_to_2025-08-25,1748304000,LONG,62.91,0,0,-1.0000000000000393,1.8892733564014608,False,False
2025-05-25_to_2025-08-25,1748412000,SHORT,56.4,0,0,-1.0,0.12901981375713376,False,False
2025-05-25_to_2025-08-25,1748977200,LONG,52.2,0,0,2.5,2.7225082751012146,False,True
2025-05-25_to_2025-08-25,1748988000,LONG,56.02,0,0,-1.0,0.6166459518981475,False,False
2025-05-25_to_2025-08-25,1749000600,LONG,60.98,0,0,-1.0,0.07994031735100039,False,False
2025-05-25_to_2025-08-25,1749026700,LONG,54.23,0,0,-1.0,0.35800567949024353,False,False
2025-05-25_to_2025-08-25,1749082500,LONG,59.08,0,0,0.0,2.421852999155189,False,False
2025-05-25_to_2025-08-25,1749112200,LONG,56.22,0,0,2.5,2.9129591222320177,False,True
2025-05-25_to_2025-08-25,1749117600,LONG,73.22,0,0,-1.0,0.36028190889624684,False,False
2025-05-25_to_2025-08-25,1749167100,LONG,47.98,0,0,-1.0,0.043104333011786206,False,False
2025-05-25_to_2025-08-25,1749226500,SHORT,35.87,0,0,0.0,2.4825219767629902,False,False
2025-05-25_to_2025-08-25,1749427200,SHORT,47.5,0,0,0.0,1.8199446198236493,False,False
2025-05-25_to_2025-08-25,1749433500,SHORT,39.07,0,0,-1.0,0.07147070048223529,False,False
2025-05-25_to_2025-08-25,1749474900,SHORT,46.29,0,0,-1.0,0.012526333769819728,False,False
2025-05-25_to_2025-08-25,1749506400,SHORT,47.03,0,0,0.0,1.1660167660765597,False,False
2025-05-25_to_2025-08-25,1749513600,SHORT,49.89,0,0,0.0,2.337958187965878,False,False
2025-05-25_to_2025-08-25,1749519000,SHORT,26.7,0,0,-1.0,0.2287539889388194,False,False
2025-05-25_to_2025-08-25,1749528900,SHORT,35.28,0,0,-1.0,0.12038707958377554,False,False
2025-05-25_to_2025-08-25,1749614400,LONG,61.17,0,0,-1.0,0.24177949709863908,False,False
2025-05-25_to_2025-08-25,1749627900,LONG,56.48,0,0,-1.0,0.1325280213717483,False,False
2025-05-25_to_2025-08-25,1749672900,LONG,61.45,0,0,0.0,2.4525855860181194,False,False
2025-05-25_to_2025-08-25,1749681900,LONG,74.33,0,0,-1.0,0.6968590935071064,False,False
2025-05-25_to_2025-08-25,1749687300,LONG,68.42,0,0,0.0,1.1263675093146692,False,False
2025-05-25_to_2025-08-25,1749695400,LONG,68.14,0,0,-1.0,0.24927042801559526,False,False
2025-05-25_to_2025-08-25,1749724200,LONG,63.82,0,0,2.3170876319221665,2.4340883038854844,False,True
2025-05-25_to_2025-08-25,1749731400,LONG,62.13,0,0,2.5,2.7175837975334947,False,True
2025-05-25_to_2025-08-25,1749756600,LONG,55.61,0,0,-1.0,0.1391585760517204,False,False
2025-05-25_to_2025-08-25,1749771900,LONG,55.97,0,0,0.9764278101686373,1.9559275280546664,False,True
2025-05-25_to_2025-08-25,1749777300,LONG,77.87,0,0,-0.013366774751484015,0.4333919659808271,False,False
2025-05-25_to_2025-08-25,1749817800,LONG,60.5,0,0,-0.4416373399933328,0.7026705333154568,False,False
2025-05-25_to_2025-08-25,1749840300,LONG,58.44,0,0,0.0,1.5543589212539197,False,False
2025-05-25_to_2025-08-25,1750024800,LONG,66.35,0,0,-1.0,0.21985363568648725,False,False
2025-05-25_to_2025-08-25,1750039200,LONG,52.63,0,0,-1.0,0.13246352273292353,False,False
2025-05-25_to_2025-08-25,1750117500,LONG,51.23,0,0,-1.0,0.09507596441075561,False,False
2025-05-25_to_2025-08-25,1750249800,LONG,56.5,0,0,0.0,1.2639200199237468,False,False
2025-05-25_to_2025-08-25,1750261500,LONG,52.97,0,0,-1.0,0.49556448117434826,False,False
2025-05-25_to_2025-08-25,1750381200,SHORT,50.52,0,0,0.0,2.3910632104786744,False,False
2025-05-25_to_2025-08-25,1750387500,SHORT,35.86,0,0,-1.0,0.3664402942840915,False,False
2025-05-25_to_2025-08-25,1750396500,SHORT,39.26,0,0,0.0,1.147085875334367,False,False
2025-05-25_to_2025-08-25,1750652100,SHORT,45.44,0,0,0.0,1.2019049301713383,False,False
2025-05-25_to_2025-08-25,1750842000,SHORT,45.55,0,0,-1.0,0.729282727285869,False,False
2025-05-25_to_2025-08-25,1750851900,SHORT,45.91,0,1,2.499999999999943,3.0635776246745703,True,True
2025-05-25_to_2025-08-25,1751474700,LONG,60.59,0,0,0.0,1.8800009277082557,False,False
2025-05-25_to_2025-08-25,1751480100,LONG,66.61,0,0,2.5,2.9079501018479528,False,True
2025-05-25_to_2025-08-25,1751485500,LONG,74.32,0,0,-1.0,0.9382326976562955,False,False
2025-05-25_to_2025-08-25,1751494500,LONG,72.5,0,0,-1.0,0.1064497120155355,False,False
2025-05-25_to_2025-08-25,1751518800,LONG,54.58,0,0,0.0,1.4039612226911284,False,False
2025-05-25_to_2025-08-25,1751531400,LONG,52.97,0,0,-1.0,0.0627137119050921,False,False
2025-05-25_to_2025-08-25,1751846400,SHORT,38.91,0,0,0.4708750566415698,2.4455123909449257,False,True
2025-05-25_to_2025-08-25,1751855400,SHORT,32.34,0,0,0.0,1.0505222767001219,False,False
2025-05-25_to_2025-08-25,1751861700,SHORT,35.4,0,0,-1.0,0.8985221674876659,False,False
2025-05-25_to_2025-08-25,1751874300,SHORT,37.6,0,0,0.0,1.5182266214726496,False,False
2025-05-25_to_2025-08-25,1751879700,SHORT,46.83,0,0,2.5000000000000533,2.775997718541839,False,True
2025-05-25_to_2025-08-25,1752444000,LONG,63.54,0,0,-1.0,0.24227917094589663,False,False
2025-05-25_to_2025-08-25,1752452100,LONG,62.41,0,0,-1.0,0.011497819064497605,False,False
2025-05-25_to_2025-08-25,1752475500,LONG,56.6,0,0,-1.0,0.6121927599174971,False,False
2025-05-25_to_2025-08-25,1752486300,LONG,51.49,0,0,-1.0,0.0009523679950140686,False,False
2025-05-25_to_2025-08-25,1752548400,LONG,59.63,0,0,0.0,1.2596717154357566,False,False
2025-05-25_to_2025-08-25,1752564600,LONG,62.98,0,0,-1.0,0.17967500542976939,False,False
2025-05-25_to_2025-08-25,1752573600,LONG,57.56,0,0,-1.0,0.28517834637591505,False,False
2025-05-25_to_2025-08-25,1753184700,LONG,55.26,0,0,2.499999999999972,2.745871333497672,False,True
2025-05-25_to_2025-08-25,1753190100,LONG,84.54,0,0,0.06005640320264647,0.8737238014319548,False,True
2025-05-25_to_2025-08-25,1753196400,LONG,84.1,0,0,0.07483946056041196,0.6437140943139598,False,True
2025-05-25_to_2025-08-25,1753225200,LONG,54.42,0,1,-1.0,0.3529411764704672,False,False
2025-05-25_to_2025-08-25,1753260300,LONG,54.62,0,0,-1.0,0.3356592635375196,False,False
2025-05-25_to_2025-08-25,1753269300,LONG,41.94,0,0,-1.0,0.10252129954805606,False,False
2025-05-25_to_2025-08-25,1753381800,LONG,49.86,0,0,-1.0,0.21807165211430132,False,False
2025-05-25_to_2025-08-25,1753744500,SHORT,45.01,0,0,-1.0,1.177135366046749,False,False
2025-05-25_to_2025-08-25,1753977600,SHORT,38.23,0,0,0.0,1.5495350590600336,False,False
2025-05-25_to_2025-08-25,1753989300,SHORT,43.23,0,1,0.0,1.8313275935878046,False,False
2025-05-25_to_2025-08-25,1753994700,SHORT,41.9,0,0,-1.0,0.08436193993584094,False,False
2025-05-25_to_2025-08-25,1754011800,SHORT,45.23,0,0,-1.0,0.03727295115243189,False,False
2025-05-25_to_2025-08-25,1754295300,LONG,49.29,0,0,2.5,2.7077363896846607,False,True
2025-05-25_to_2025-08-25,1754305200,LONG,50.62,0,0,0.3685155797135849,1.1787177026217859,False,True
2025-05-25_to_2025-08-25,1754312400,LONG,60.97,0,0,-0.42367091652633976,0.6648063507336965,False,False
2025-05-25_to_2025-08-25,1754323200,LONG,57.28,0,0,0.0,2.3317008706465985,False,False
2025-05-25_to_2025-08-25,1754331300,LONG,55.59,0,0,0.0,1.217518096130756,False,False
2025-05-25_to_2025-08-25,1754349300,LONG,64.07,0,0,0.0,1.267883932818626,False,False
2025-05-25_to_2025-08-25,1754487900,LONG,48.18,0,0,0.0,1.0374932033259734,False,False
2025-05-25_to_2025-08-25,1754587800,LONG,54.24,0,0,0.0,1.8850286870836133,False,False
2025-05-25_to_2025-08-25,1754595000,LONG,54.38,0,0,-1.0,0.624739181963363,False,False
2025-05-25_to_2025-08-25,1754626500,LONG,57.46,0,0,-1.0,0.4644958034901332,False,False
2025-05-25_to_2025-08-25,1754639100,LONG,59.31,0,0,-1.0,0.08435574020725056,False,False
2025-05-25_to_2025-08-25,1754660700,LONG,54.28,0,0,-1.0000000000000142,0.634841393655698,False,False
2025-05-25_to_2025-08-25,1754987400,SHORT,48.18,0,0,0.0,1.1525580951211827,False,False
2025-05-25_to_2025-08-25,1754996400,SHORT,42.76,0,0,-1.0,0.9214832470091456,False,False
2025-05-25_to_2025-08-25,1755007200,SHORT,47.56,0,0,-1.0,0.12082231851669775,False,False
2025-05-25_to_2025-08-25,1755129600,LONG,66.97,0,0,-1.0,0.12261672168700942,False,False
2025-05-25_to_2025-08-25,1755284400,SHORT,40.95,0,0,-1.0,0.7907596623720943,False,False
2025-05-25_to_2025-08-25,1755290700,SHORT,43.66,0,0,0.0,1.579190777525936,False,False
2025-05-25_to_2025-08-25,1755517500,SHORT,46.66,0,0,2.5000000000000724,3.0008665116067057,True,True
2025-05-25_to_2025-08-25,1755523800,SHORT,41.87,0,0,0.040982430361417736,0.8670596541174527,False,True
2025-05-25_to_2025-08-25,1755751500,SHORT,35.36,0,0,0.0,1.9692015120944475,False,False
2025-05-25_to_2025-08-25,1755756900,SHORT,37.93,0,0,-1.0,0.5923994785922481,False,False
2024-05-25_to_2024-08-25,1717508700,SHORT,37.82,0,0,-1.0,0.3338818674663586,False,False
2024-05-25_to_2024-08-25,1717517700,SHORT,43.4,0,0,-1.0,0.49960115873877253,False,False
2024-05-25_to_2024-08-25,1717525800,SHORT,49.47,0,1,-1.0,0.991618462991526,False,False
2024-05-25_to_2024-08-25,1717533000,SHORT,47.19,0,0,-1.0,0.0,False,False
2024-05-25_to_2024-08-25,1717686000,LONG,55.49,0,0,0.018704621461030684,0.7511074555451912,False,True
2024-05-25_to_2024-08-25,1717701300,LONG,58.79,0,0,0.0,1.6701110607053586,False,False
2024-05-25_to_2024-08-25,1717706700,LONG,57.08,0,0,0.0,1.0343712228256754,False,False
2024-05-25_to_2024-08-25,1717731900,LONG,63.29,0,0,-1.0,0.47419092912657557,False,False
2024-05-25_to_2024-08-25,1717743600,LONG,53.15,0,0,-1.0,0.12258188086580783,False,False
2024-05-25_to_2024-08-25,1718845200,LONG,52.84,0,0,2.500000000000049,2.699264559729483,False,True
2024-05-25_to_2024-08-25,1718856000,LONG,56.91,0,0,0.0,1.186043017463501,False,False
2024-05-25_to_2024-08-25,1718861400,LONG,75.27,0,0,-1.0,0.946088001201404,False,False
2024-05-25_to_2024-08-25,1718883000,LONG,57.6,0,0,2.5,3.0748590551416313,True,True
2024-05-25_to_2024-08-25,1718890200,LONG,54.79,0,0,1.0627597197881111,1.1336567056732554,False,True
2024-05-25_to_2024-08-25,1718905500,LONG,61.5,0,0,0.0,1.1347219115538063,False,False
2024-05-25_to_2024-08-25,1718928000,LONG,64.02,0,0,-1.0,0.3675815967767807,False,False
2024-05-25_to_2024-08-25,1718935200,LONG,51.26,0,0,0.0,1.3590130332211268,False,False
2024-05-25_to_2024-08-25,1718940600,LONG,53.75,0,0,-1.0,0.8071204612117572,False,False
2024-05-25_to_2024-08-25,1718946900,LONG,59.63,0,0,-1.0,0.5024689100220645,False,False
2024-05-25_to_2024-08-25,1718957700,LONG,61.43,0,0,-1.0,0.3593847535015903,False,False
2024-05-25_to_2024-08-25,1718967600,LONG,53.23,0,0,-1.0,0.8072114975762058,False,False
2024-05-25_to_2024-08-25,1719300600,SHORT,48.3,0,0,-1.0,0.5291775311785728,False,False
2024-05-25_to_2024-08-25,1719319500,SHORT,40.28,0,0,0.0,1.0132791003708324,False,False
2024-05-25_to_2024-08-25,1719328500,SHORT,42.83,0,0,0.0,1.1265691078741509,False,False
2024-05-25_to_2024-08-25,1719520200,LONG,56.55,0,0,-1.0,0.37576326914054364,False,False
2024-05-25_to_2024-08-25,1719530100,LONG,57.82,0,0,-1.0,0.5262925124937384,False,False
2024-05-25_to_2024-08-25,1719802800,LONG,52.42,0,0,-1.0,0.003001972724999086,False,False
2024-05-25_to_2024-08-25,1719840600,LONG,45.43,0,0,2.499999999999889,3.485213505114591,True,True
2024-05-25_to_2024-08-25,1719936000,SHORT,45.95,0,0,-1.0,0.3144012086072264,False,False
2024-05-25_to_2024-08-25,1719964800,LONG,57.18,0,0,-1.0,0.2866020837140962,False,False
2024-05-25_to_2024-08-25,1719979200,LONG,60.72,0,0,2.499999999999963,2.536861521327987,False,True
2024-05-25_to_2024-08-25,1719988200,LONG,67.72,0,0,2.499999999999973,2.75974524903102,False,True
2024-05-25_to_2024-08-25,1719999900,LONG,64.54,0,0,0.0,1.1328967413886704,False,False
2024-05-25_to_2024-08-25,1720008900,LONG,62.35,0,0,0.5474393091836925,1.1699614402867191,False,True
2024-05-25_to_2024-08-25,1720015200,LONG,66.25,0,0,-0.41150573104517707,0.60647678702074,False,False
2024-05-25_to_2024-08-25,1720049400,LONG,58.33,0,0,0.0,1.3379451703816794,False,False
2024-05-25_to_2024-08-25,1720055700,LONG,58.0,0,0,-1.0,0.05621784414609184,False,False
2024-05-25_to_2024-08-25,1720100700,LONG,51.12,0,0,-1.0,0.7125970955759137,False,False
2024-05-25_to_2024-08-25,1720483200,LONG,54.53,0,0,0.0,1.3018253106204567,False,False
2024-05-25_to_2024-08-25,1720492200,LONG,55.59,0,0,0.0,1.2715834560300594,False,False
2024-05-25_to_2024-08-25,1720497600,LONG,63.83,0,0,-1.0,0.16619709392510798,False,False
2024-05-25_to_2024-08-25,1720548000,LONG,53.3,0,0,1.2587221483358464,1.4002805662337519,False,True
2024-05-25_to_2024-08-25,1720565100,LONG,54.38,0,0,2.5,2.505955216769587,False,True
2024-05-25_to_2024-08-25,1720671300,LONG,71.35,0,0,2.4999999999999587,4.724537876042438,True,True
2024-05-25_to_2024-08-25,1720684800,LONG,52.55,0,1,0.0,1.593295103661406,False,False
2024-05-25_to_2024-08-25,1720709100,LONG,67.94,0,0,-0.6653964176554471,0.25148507053516117,False,False
2024-05-25_to_2024-08-25,1720718100,LONG,59.82,0,0,0.0,1.1420200103213904,False,False
2024-05-25_to_2024-08-25,1720725300,LONG,61.75,0,0,-1.0,0.08988218146480821,False,False
2024-05-25_to_2024-08-25,1720739700,LONG,51.62,0,1,0.0,2.181571815718247,False,False
2024-05-25_to_2024-08-25,1720796400,LONG,59.06,0,0,-0.6361244287343936,0.6758245019355097,False,False
2024-05-25_to_2024-08-25,1720801800,LONG,66.82,0,0,-1.0,0.3401031426600455,False,False
2024-05-25_to_2024-08-25,1721105100,LONG,57.01,0,0,2.5,2.901263164396538,False,True
2024-05-25_to_2024-08-25,1721111400,LONG,61.31,0,0,0.0,1.708073418661078,False,False
2024-05-25_to_2024-08-25,1721121300,LONG,67.76,0,0,-1.0,0.1345013313968071,False,False
2024-05-25_to_2024-08-25,1721136600,LONG,52.29,0,0,2.5,2.535364922360841,False,True
2024-05-25_to_2024-08-25,1721142000,LONG,67.95,0,0,0.2766926503737427,1.1157444171827366,False,True
2024-05-25_to_2024-08-25,1721176200,LONG,69.67,0,1,2.5,2.507399256280193,False,True
2024-05-25_to_2024-08-25,1721181600,LONG,72.92,0,0,-1.0,0.045754923556595974,False,False
2024-05-25_to_2024-08-25,1721215800,LONG,46.99,0,0,2.5,2.690968062952573,False,True
2024-05-25_to_2024-08-25,1721221200,LONG,57.91,0,0,0.0,1.7156602101531202,False,False
2024-05-25_to_2024-08-25,1721264400,LONG,46.83,0,0,0.0,2.0593058381110274,False,False
2024-05-25_to_2024-08-25,1721269800,LONG,51.04,0,0,0.0,1.4321895784697731,False,False
2024-05-25_to_2024-08-25,1721284200,LONG,60.74,0,0,-1.0,0.47687343133741356,False,False
2024-05-25_to_2024-08-25,1721620800,SHORT,45.88,0,0,0.0,1.1906965980097974,False,False
2024-05-25_to_2024-08-25,1721627100,SHORT,,0,0,-1.0,0.3364117555865605,False,False
2024-05-25_to_2024-08-25,1721635200,SHORT,43.91,0,1,0.0,1.9416058394157514,False,False
2024-05-25_to_2024-08-25,1721649600,SHORT,34.18,0,0,0.0,1.10529215530761,False,False
2024-05-25_to_2024-08-25,1721655900,SHORT,35.61,0,0,0.0,1.591894522608589,False,False
2024-05-25_to_2024-08-25,1721711700,SHORT,40.28,0,0,-1.0,0.5547932718602028,False,False
2024-05-25_to_2024-08-25,1722515400,LONG,64.24,0,0,0.44675806250337224,0.7231740145829505,False,True
2024-05-25_to_2024-08-25,1722545100,LONG,51.72,0,0,2.5,2.7660686291587093,False,True
2024-05-25_to_2024-08-25,1722557700,LONG,55.06,0,0,-1.0,0.1829092761133425,False,False
2024-05-25_to_2024-08-25,1722564000,LONG,54.46,0,0,0.0,1.549448738373661,False,False
2024-05-25_to_2024-08-25,1722572100,LONG,62.17,0,0,0.0,1.0793907859826242,False,False
2024-05-25_to_2024-08-25,1722577500,LONG,64.33,0,0,0.0,1.2920352680770668,False,False
2024-05-25_to_2024-08-25,1722586500,LONG,60.29,0,0,-1.0,0.8956101865243036,False,False
2024-05-25_to_2024-08-25,1722607200,LONG,57.51,0,0,-1.0,0.11653159595316644,False,False
2024-05-25_to_2024-08-25,1722922200,SHORT,50.68,0,0,-1.0,0.27457192426639904,False,False
2024-05-25_to_2024-08-25,1722947400,SHORT,37.05,0,0,0.009711064307435882,0.6184182315773697,False,True
2024-05-25_to_2024-08-25,1722956400,SHORT,31.93,0,0,-0.3235725512855352,0.40842549305618797,False,False
2024-05-25_to_2024-08-25,1722970800,SHORT,47.65,0,0,0.0,1.8540861532660522,False,False
2024-05-25_to_2024-08-25,1722985200,SHORT,42.77,0,0,0.0,1.2060848678943084,False,False
2024-05-25_to_2024-08-25,1723050900,SHORT,46.69,0,0,0.0,1.6664003834479322,False,False
2024-05-25_to_2024-08-25,1723059900,SHORT,41.46,0,0,-1.0,0.9607373166694891,False,False
2024-05-25_to_2024-08-25,1723437000,LONG,58.03,0,0,2.5,2.8539996556144436,False,True
2024-05-25_to_2024-08-25,1723442400,LONG,64.42,0,0,2.5,3.8407412380823587,True,True
2024-05-25_to_2024-08-25,1723447800,LONG,71.14,0,0,2.5,2.9776101241178767,False,True
2024-05-25_to_2024-08-25,1723464000,LONG,59.18,0,0,2.5,2.937733499377349,False,True
2024-05-25_to_2024-08-25,1723469400,LONG,80.67,0,0,0.6833469076245801,1.8084373237952238,False,True
2024-05-25_to_2024-08-25,1723474800,LONG,69.9,0,0,0.5636398913465123,1.4819126460569914,False,True
2024-05-25_to_2024-08-25,1723487400,LONG,78.0,0,0,-1.0,0.7463574667909855,False,False
2024-05-25_to_2024-08-25,1723504500,LONG,77.71,0,0,-1.0,0.48593731378858973,False,False
2024-05-25_to_2024-08-25,1723552200,LONG,57.52,0,0,-1.0,0.8477997577715649,False,False
2024-05-25_to_2024-08-25,1724054400,LONG,52.42,0,0,-1.0,0.16860998017602064,False,False
2024-05-25_to_2024-08-25,1724085000,LONG,59.87,0,0,-1.0,0.42943265339827036,False,False
2024-05-25_to_2024-08-25,1724096700,LONG,56.34,0,0,-0.9999999999999694,0.8977387782650965,False,False
2024-05-25_to_2024-08-25,1724107500,LONG,49.66,0,1,2.5,2.734552537604256,False,True
2024-05-25_to_2024-08-25,1724113800,LONG,54.7,0,0,-1.0,1.1542387520613837,False,False
2024-05-25_to_2024-08-25,1724139900,LONG,68.72,0,0,-0.20791984776160924,0.9664775798093089,False,False
2024-05-25_to_2024-08-25,1724184900,LONG,53.77,0,0,-1.0,0.6333815245026505,False,False
2024-05-25_to_2024-08-25,1724195700,LONG,48.94,0,0,-1.0,0.2494892858694534,False,False
2024-05-25_to_2024-08-25,1724205600,LONG,57.7,0,0,-1.0,0.3110890144789394,False,False
2024-05-25_to_2024-08-25,1724218200,LONG,50.46,0,1,-1.0,0.6427758816836041,False,False
2024-05-25_to_2024-08-25,1724346900,SHORT,38.18,0,0,-1.0,0.8226495726495874,False,False
2024-05-25_to_2024-08-25,1724354100,SHORT,40.98,0,0,-1.0,0.0334520083151848,False,False
2025-11-25_to_2026-02-25,1764090000,LONG,52.06,0,0,0.4219417286948527,0.6473535570062631,False,True
2025-11-25_to_2026-02-25,1764120600,LONG,59.92,0,0,0.0,1.4802475970005577,False,False
2025-11-25_to_2026-02-25,1764133200,LONG,62.61,0,0,-1.0,0.051866343422760995,False,False
2025-11-25_to_2026-02-25,1764151200,LONG,55.4,0,0,0.0,1.1032573390664262,False,False
2025-11-25_to_2026-02-25,1764156600,LONG,56.92,0,0,-1.0,0.12401907710475689,False,False
2025-11-25_to_2026-02-25,1764162900,LONG,48.3,0,1,-1.0,0.5069152801211397,False,False
2025-11-25_to_2026-02-25,1764180000,LONG,56.69,0,0,-1.0,0.1914244644672025,False,False
2025-11-25_to_2026-02-25,1764226800,LONG,55.61,0,0,2.130265852584819,2.264914731946265,False,True
2025-11-25_to_2026-02-25,1764269100,LONG,51.74,0,0,2.5,2.94164914260267,False,True
2025-11-25_to_2026-02-25,1764337500,LONG,50.7,0,0,2.5,2.6235407168121974,False,True
2025-11-25_to_2026-02-25,1764344700,LONG,64.33,0,0,2.5,2.712996538851803,False,True
2025-11-25_to_2026-02-25,1764351000,LONG,65.7,0,0,0.0,2.141239384667577,False,False
2025-11-25_to_2026-02-25,1764548100,LONG,67.8,0,0,0.0,1.22114095296263,False,False
2025-11-25_to_2026-02-25,1764553500,LONG,76.41,0,0,-1.0,0.016280765680519078,False,False
2025-11-25_to_2026-02-25,1764563400,LONG,59.87,0,0,-1.0,0.07220596593902932,False,False
2025-11-25_to_2026-02-25,1764575100,LONG,57.15,0,0,-1.0,0.6373530806935785,False,False
2025-11-25_to_2026-02-25,1764580500,LONG,61.15,0,0,0.0,1.4857572189190318,False,False
2025-11-25_to_2026-02-25,1764588600,LONG,59.2,0,0,-1.0,0.27544541272091,False,False
2025-11-25_to_2026-02-25,1764594900,LONG,55.81,0,0,-1.0,0.07153640692136186,False,False
2025-11-25_to_2026-02-25,1764684000,LONG,59.56,0,0,-1.0,0.06082226083951926,False,False
2025-11-25_to_2026-02-25,1764707400,LONG,53.41,0,0,0.0,1.0916839370676208,False,False
2025-11-25_to_2026-02-25,1764846000,LONG,52.99,0,0,-1.0,0.8240387876853081,False,False
2025-11-25_to_2026-02-25,1764857700,LONG,59.16,0,0,0.0,1.3081041732517151,False,False
