cj_t,date,yr,reg,entry,sl,R,capped
1770895800,2026-02-12 11:30,2026,RANGE,5063.94,5055.11,-1.0,0
1770903000,2026-02-12 13:30,2026,RANGE,5075.42,5048.2,-1.0,0
1770910200,2026-02-12 15:30,2026,RANGE,5070.91,5038.08,-1.0,0
1771018200,2026-02-13 21:30,2026,RANGE,5038.69,5020.36,-1.0,0
1771206300,2026-02-16 01:45,2026,RANGE,5028.74,5005.85,-1.0,0
1771232400,2026-02-16 09:00,2026,RANGE,5011.06,4994.72,-1.0,0
1771444800,2026-02-18 20:00,2026,RANGE,4978.63,4971.97,-1.0,0
1771458300,2026-02-18 23:45,2026,RANGE,4975.84,4959.16,1.775,0
1771464600,2026-02-19 01:30,2026,RANGE,4970.25,4959.75,3.349,0
1771479000,2026-02-19 05:30,2026,RANGE,4995.87,4976.08,0.496,0
1771514100,2026-02-19 15:15,2026,RANGE,5015.98,4962.24,2.569,0
1771528500,2026-02-19 19:15,2026,RANGE,4989.43,4974.16,0.09,0
1771555500,2026-02-20 02:45,2026,RANGE,4996.27,4991.58,-1.0,0
1771560900,2026-02-20 04:15,2026,RANGE,4994.33,4980.61,1.772,0
1771596900,2026-02-20 14:15,2026,RANGE,5041.34,5017.16,-1.0,0
1771614000,2026-02-20 19:00,2026,RANGE,5071.74,5052.34,4.211,0
1771837200,2026-02-23 09:00,2026,BULL,5145.72,5121.43,3.278,0
1771851600,2026-02-23 13:00,2026,BULL,5155.09,5144.71,-1.0,0
1771857900,2026-02-23 14:45,2026,BULL,5192.46,5140.29,0.632,0
1771908300,2026-02-24 04:45,2026,BULL,5168.32,5159.43,-0.741,0
1771917300,2026-02-24 07:15,2026,BULL,5183.1,5155.44,-1.0,0
1771923600,2026-02-24 09:00,2026,BULL,5172.4,5163.99,-0.826,0
1771928100,2026-02-24 10:15,2026,BULL,5175.78,5165.5,-1.0,0
1771931700,2026-02-24 11:15,2026,BULL,5174.87,5162.29,-1.0,0
1771944300,2026-02-24 14:45,2026,BULL,5128.5,5092.05,0.463,0
1771954200,2026-02-24 17:30,2026,BULL,5160.44,5129.07,-1.0,0
1771963200,2026-02-24 20:00,2026,BULL,5149.11,5145.45,-0.915,0
1772066700,2026-02-26 00:45,2026,BULL,5188.19,5153.68,-1.0,0
1772072100,2026-02-26 02:15,2026,BULL,5180.93,5177.11,-1.0,0
1772075700,2026-02-26 03:15,2026,BULL,5188.41,5172.97,0.107,0
1772084700,2026-02-26 05:45,2026,BULL,5198.11,5189.54,-1.0,0
1772098200,2026-02-26 09:30,2026,BULL,5181.58,5166.59,-1.0,0
1772105400,2026-02-26 11:30,2026,BULL,5174.65,5164.81,-1.0,0
1772109900,2026-02-26 12:45,2026,BULL,5183.79,5156.55,-1.0,0
1772121600,2026-02-26 16:00,2026,BULL,5176.79,5128.85,3.5,0
1772133300,2026-02-26 19:15,2026,BULL,5185.44,5158.9,5.992,0
1772149500,2026-02-26 23:45,2026,BULL,5184.69,5175.51,-1.0,0
1772156700,2026-02-27 01:45,2026,BULL,5194.09,5166.07,5.388,0
1772163000,2026-02-27 03:30,2026,BULL,5187.25,5172.39,-1.0,0
1772170200,2026-02-27 05:30,2026,BULL,5192.35,5179.91,-1.0,0
1772182800,2026-02-27 09:00,2026,BULL,5178.54,5173.49,-1.0,0
1772189100,2026-02-27 10:45,2026,BULL,5177.71,5168.01,17.283,0
1772199000,2026-02-27 13:30,2026,BULL,5216.55,5182.33,0.14,0
1772216100,2026-02-27 18:15,2026,BULL,5230.65,5219.71,10.391,0
1772459100,2026-03-02 13:45,2026,BULL,5394,5380.65,-1.0,0
1772464500,2026-03-02 15:15,2026,BULL,5330.8,5304.02,-1.0,0
1772469900,2026-03-02 16:45,2026,BULL,5290.05,5257.49,1.634,0
1772477100,2026-03-02 18:45,2026,BULL,5315.58,5286.73,0.979,0
1772494200,2026-03-02 23:30,2026,BULL,5330.65,5320.3,1.41,0
1772505900,2026-03-03 02:45,2026,BULL,5366.91,5331.47,-1.0,0
1772513100,2026-03-03 04:45,2026,BULL,5361.05,5357.8,-1.0,0
1772520300,2026-03-03 06:45,2026,BULL,5310.43,5277.8,-1.0,0
1772532000,2026-03-03 10:00,2026,BULL,5272.68,5223.94,-1.0,0
1772831700,2026-03-06 21:15,2026,BULL,5168.24,5148.81,-1.0,0
1773107100,2026-03-10 01:45,2026,BULL,5184.03,5123.24,-1.0,0
1773117900,2026-03-10 04:45,2026,BULL,5163.9,5152.9,0.142,0
1773129600,2026-03-10 08:00,2026,BULL,5179.92,5157.69,-1.0,0
1773141300,2026-03-10 11:15,2026,BULL,5182.93,5155.37,1.434,0
1773146700,2026-03-10 12:45,2026,BULL,5187.08,5161.49,1.383,0
1773169200,2026-03-10 19:00,2026,BULL,5198.07,5159.37,-1.0,0
1773173700,2026-03-10 20:15,2026,BULL,5194.99,5178.31,0.17,0
1773182700,2026-03-10 22:45,2026,BULL,5189.3,5182.21,1.209,0
1773189900,2026-03-11 00:45,2026,BULL,5215.65,5185.88,-1.0,0
1773197100,2026-03-11 02:45,2026,BULL,5217.44,5192.91,-1.0,0
1773204300,2026-03-11 04:45,2026,BULL,5204.3,5198.39,-1.0,0
1773209700,2026-03-11 06:15,2026,BULL,5206.43,5190.12,-1.0,0
1773213300,2026-03-11 07:15,2026,BULL,5197.8,5190.69,-1.0,0
1773220500,2026-03-11 09:15,2026,BULL,5187.75,5174.42,-1.0,0
1773227700,2026-03-11 11:15,2026,BULL,5181.22,5176.13,-1.0,0
1773239400,2026-03-11 14:30,2026,BULL,5183.3,5147.87,-1.0,0
1773247500,2026-03-11 16:45,2026,BULL,5175.77,5162.25,-1.0,0
1773252900,2026-03-11 18:15,2026,BULL,5177.53,5153.87,-1.0,0
1773258300,2026-03-11 19:45,2026,BULL,5183.13,5168.45,-1.0,0
