block,nas_id,dir,nas_t,entry_t,entry_dt,entry_close,zone_id,zone_type,zone_low,zone_high,zone_width_atr,zone_age_bars,zone_pre_existing,zone_virgin,mitig_count,penetration_pct,bars_in_zone,acceptance_beyond_mid,arrival_atr,nas_dist_ema_atr,dist_edge_atr,nas_count_in_zone,nas_cluster_span_bars,nas_before_touch,op_flow,setup_vs_flow,last_smc,bars_since_smc,smc_bos_choch_50,rsi,hour_utc,dow,macro,macro_swing_dir,macro_ema_pos,leg_dir,setup_vs_macro,is_pullback,sweep_reclaim,sweep_depth_atr,failed_breakdown,brk_exc_atr,micro_choch,nas_density50,room_to_run_atr
2024-08-25_to_2024-11-25,1742,LONG,1731296700,1731297600,2024-11-11T04:00,2669.86,5553,DEMAND,2666.55,2670.5,1.059,1,False,True,0,0.646,2,False,1.491,-3.44,-0.172,1,0,False,-1,reversal,BOS,10,8,32.72,4,0,NEUTRAL,0,-1,1,neutral_macro,False,0,0.0,0,0.0,0,5,0.78
2024-08-25_to_2024-11-25,1744,LONG,1731299400,1731300300,2024-11-11T04:45,2672.07,5554,DEMAND,2667.95,2670.68,0.857,0,False,True,0,0.516,1,False,0.069,-3.51,0.436,1,0,False,0,neutral,BOS,13,8,33.42,4,0,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,0.44,0,6,0.22
2024-08-25_to_2024-11-25,1774,SHORT,1731467700,1731468600,2024-11-13T03:30,2608.98,5586,SUPPLY,2612.95,2617.03,1.29,43,False,True,0,0.088,2,False,2.33,2.39,1.255,1,0,False,1,reversal,BOS,8,2,66.03,3,2,BEAR,-1,-1,1,with_macro,True,0,3.8,0,-1.18,0,2,0.87
2024-08-25_to_2024-11-25,1782,LONG,1731521700,1731522600,2024-11-13T18:30,2581.49,5612,DEMAND,2577.65,2581.55,0.641,0,False,True,0,0.451,1,False,2.467,-3.09,-0.01,1,0,False,-1,reversal,BOS,6,8,33.97,18,2,BEAR,-1,-1,1,counter_macro,False,0,0.0,0,-0.35,1,4,1.36
2024-08-25_to_2024-11-25,1784,LONG,1731523500,1731524400,2024-11-13T19:00,2582.74,5612,DEMAND,2577.65,2581.55,0.687,2,False,True,0,0.477,3,False,2.648,-3.48,0.21,2,2,False,-1,reversal,BOS,8,8,32.37,19,2,BEAR,-1,-1,-1,counter_macro,False,0,0.0,0,-0.36,1,5,1.24
2024-08-25_to_2024-11-25,1786,LONG,1731524400,1731525300,2024-11-13T19:15,2584.34,5612,DEMAND,2577.65,2581.55,0.709,3,False,True,0,0.477,4,False,2.729,-3.14,0.507,3,3,False,-1,reversal,BOS,9,8,34.68,19,2,BEAR,-1,-1,-1,counter_macro,False,0,0.0,0,-0.37,1,6,0.99
2024-08-25_to_2024-11-25,1796,LONG,1731556800,1731557700,2024-11-14T04:15,2562.87,5621,DEMAND,2558.86,2562.57,1.0,2,False,True,0,0.892,3,False,1.652,-4.49,0.081,1,0,False,-1,reversal,BOS,27,4,33.2,4,3,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,0.0,0,11,2.01
2024-08-25_to_2024-11-25,1804,SHORT,1731602700,1731603600,2024-11-14T17:00,2572.4,5618,SUPPLY,2577.38,2581.37,0.702,67,False,True,0,0.018,2,False,2.275,2.63,0.876,1,0,False,1,reversal,CHoCH,9,5,69.6,17,3,NEUTRAL,0,-1,-1,neutral_macro,False,0,2.14,0,-0.69,1,4,0.75
2024-08-25_to_2024-11-25,1808,LONG,1731652200,1731653100,2024-11-15T06:45,2561.4,5632,DEMAND,2550.06,2554.07,1.56,63,False,True,0,0.0,1,False,3.124,-2.81,2.851,1,0,False,0,neutral,BOS,2,2,30.03,6,4,BEAR,-1,-1,-1,counter_macro,False,0,0.0,0,-3.05,0,1,1.51
2024-08-25_to_2024-11-25,1814,SHORT,1731897900,1731898800,2024-11-18T03:00,2589.25,5664,SUPPLY,2593.33,2597.21,0.781,1,False,True,0,0.173,2,False,3.956,4.39,0.821,1,0,False,1,reversal,CHoCH,6,4,70.7,3,0,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-0.46,1,3,0.64
2024-08-25_to_2024-11-25,1816,SHORT,1731898800,1731899700,2024-11-18T03:15,2589.42,5664,SUPPLY,2593.33,2597.21,0.773,2,False,True,0,0.173,3,False,3.916,3.95,0.779,2,1,False,1,reversal,CHoCH,7,4,68.01,3,0,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-0.45,1,4,0.66
2024-08-25_to_2024-11-25,1826,SHORT,1731946500,1731947400,2024-11-18T16:30,2610.24,5608,SUPPLY,2614.79,2618.54,0.91,283,False,False,1,0.059,2,False,1.342,4.74,1.104,1,0,False,1,reversal,BOS,11,3,74.35,16,0,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-0.86,1,5,0.97
2024-08-25_to_2024-11-25,1828,SHORT,1731947400,1731948300,2024-11-18T16:45,2611.51,5608,SUPPLY,2614.79,2618.54,0.94,284,False,False,2,0.0,1,False,0.464,4.34,0.822,2,1,True,1,reversal,BOS,12,3,70.99,16,0,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-1.62,1,6,1.32
2024-08-25_to_2024-11-25,1832,SHORT,1731985200,1731986100,2024-11-19T03:15,2624.11,5575,SUPPLY,2622.98,2626.91,1.368,461,False,False,1,0.623,3,False,3.944,4.94,-0.393,1,0,False,1,reversal,BOS,13,3,70.35,3,1,NEUTRAL,0,-1,1,neutral_macro,False,0,0.0,0,-0.52,0,7,3.21
2024-08-25_to_2024-11-25,1834,SHORT,1731987900,1731988800,2024-11-19T04:00,2623.42,5575,SUPPLY,2622.98,2626.91,1.233,464,False,False,1,0.659,6,False,3.555,4.3,-0.138,3,3,False,1,reversal,BOS,16,2,66.54,4,1,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-0.42,0,7,2.68
2024-08-25_to_2024-11-25,1836,SHORT,1731987900,1731988800,2024-11-19T04:00,2623.42,5575,SUPPLY,2622.98,2626.91,1.233,464,False,False,1,0.659,6,False,3.555,4.3,-0.138,3,3,False,1,reversal,BOS,16,2,66.54,4,1,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-0.42,0,7,2.68
2024-08-25_to_2024-11-25,1838,SHORT,1731989700,1731990600,2024-11-19T04:30,2624.12,5686,SUPPLY,2623.27,2625.57,0.719,0,False,True,0,0.143,1,False,0.847,4.27,-0.266,1,0,False,1,reversal,BOS,18,2,65.66,4,1,NEUTRAL,0,1,1,neutral_macro,False,0,0.0,0,0.0,0,8,2.89
2024-08-25_to_2024-11-25,1846,SHORT,1732016700,1732017600,2024-11-19T12:00,2631.28,5693,SUPPLY,2633.91,2636.55,0.669,0,False,True,0,0.201,1,False,0.157,3.42,0.667,1,0,False,0,neutral,CHoCH,9,3,68.16,12,1,NEUTRAL,0,1,-1,neutral_macro,False,0,0.0,0,0.0,1,8,0.81
2024-08-25_to_2024-11-25,1856,LONG,1732090500,1732091400,2024-11-20T08:30,2621.8,5691,DEMAND,2617.77,2619.96,0.628,92,False,False,1,0.63,2,False,2.222,-3.21,0.528,1,0,False,-1,reversal,CHoCH,5,4,25.2,8,2,BULL,1,1,1,with_macro,False,0,0.0,0,-0.23,1,4,1.94
2024-08-25_to_2024-11-25,1858,LONG,1732093200,1732094100,2024-11-20T09:15,2621.86,5711,DEMAND,2618.58,2621.95,0.963,0,False,True,0,0.0,1,False,1.14,-2.51,-0.026,1,0,False,-1,reversal,CHoCH,8,4,33.26,9,2,BULL,1,1,1,with_macro,False,0,0.0,0,0.0,1,5,1.91
2024-08-25_to_2024-11-25,1860,LONG,1732095900,1732096800,2024-11-20T10:00,2623.25,5711,DEMAND,2618.58,2621.95,1.037,3,False,True,0,0.288,3,False,1.385,-2.68,0.4,2,3,True,-1,reversal,CHoCH,11,4,34.29,10,2,BULL,1,1,-1,with_macro,True,0,0.0,0,-0.74,1,6,1.63
2024-08-25_to_2024-11-25,1876,SHORT,1732176000,1732176900,2024-11-21T08:15,2666.75,5563,SUPPLY,2664.68,2667.07,0.994,716,False,True,0,0.0,1,False,1.718,3.49,-0.861,1,0,False,1,reversal,BOS,7,2,66.13,8,3,BULL,1,1,1,counter_macro,False,0,0.0,0,-1.15,0,3,3.12
2024-08-25_to_2024-11-25,1878,SHORT,1732180500,1732181400,2024-11-21T09:30,2666.07,5560,SUPPLY,2671.38,2675.2,1.263,728,False,True,0,0.089,2,False,2.256,4.01,1.756,1,0,False,1,reversal,BOS,12,2,72.29,9,3,BULL,1,1,1,counter_macro,False,0,0.0,0,-1.15,0,4,2.26
2024-08-25_to_2024-11-25,1880,SHORT,1732184100,1732185000,2024-11-21T10:30,2668.72,5731,SUPPLY,2668.42,2671.72,0.983,1,False,True,0,0.282,2,False,1.427,3.24,-0.089,1,0,False,1,reversal,BOS,16,2,67.24,10,3,BULL,1,1,1,counter_macro,False,0,0.0,0,-0.71,0,5,0.36
2024-08-25_to_2024-11-25,1886,SHORT,1732248900,1732249800,2024-11-22T04:30,2685.08,5746,SUPPLY,2687.17,2690.51,0.949,0,False,True,0,0.0,1,False,0.764,3.86,0.594,1,0,False,1,reversal,BOS,15,5,65.42,4,4,BULL,1,1,1,counter_macro,False,0,0.0,0,-1.14,0,3,0.52
2024-08-25_to_2024-11-25,1887,SHORT,1732251600,1732252500,2024-11-22T05:15,2688.29,5746,SUPPLY,2687.17,2690.51,0.903,3,False,True,0,1.5,2,False,0.763,3.65,-0.303,2,3,True,0,neutral,BOS,18,5,66.39,5,4,BULL,1,1,1,counter_macro,False,0,0.0,0,0.47,0,4,0.95
2024-08-25_to_2024-11-25,1890,SHORT,1732253400,1732254300,2024-11-22T05:45,2686.6,5746,SUPPLY,2687.17,2690.51,0.903,5,False,True,0,1.5,4,False,0.763,2.6,0.154,3,5,True,1,reversal,BOS,20,5,59.08,5,4,BULL,1,1,-1,counter_macro,False,0,0.0,0,0.47,0,5,0.49
2024-11-25_to_2025-02-25,1220,LONG,1732509000,1732509900,2024-11-25T04:45,2672.43,4522,DEMAND,2659.14,2662.8,0.457,1,False,True,0,0.0,1,False,3.321,-3.46,1.202,1,0,False,-1,reversal,CHoCH,13,1,23.77,4,0,BULL,1,1,-1,with_macro,True,0,0.0,0,-1.39,1,4,3.49
2024-11-25_to_2025-02-25,1221,LONG,1732509000,1732509900,2024-11-25T04:45,2672.43,4496,DEMAND,2668,2670.59,0.323,19,True,True,0,1.5,6,False,3.825,-3.46,0.23,1,0,False,-1,reversal,CHoCH,13,1,23.77,4,0,BULL,1,1,-1,with_macro,True,0,0.0,0,1.1,1,4,3.49
2024-11-25_to_2025-02-25,1223,LONG,1732510800,1732511700,2024-11-25T05:15,2672.78,4496,DEMAND,2668,2670.59,0.345,21,True,False,1,0.031,1,False,2.837,-3.45,0.292,2,2,True,0,neutral,CHoCH,15,1,24.82,5,0,BULL,1,1,1,with_macro,False,0,0.0,0,-0.33,1,5,3.68
2024-11-25_to_2025-02-25,1226,LONG,1732515300,1732516200,2024-11-25T06:30,2667.4,4522,DEMAND,2659.14,2662.8,0.429,8,False,True,0,1.29,3,False,0.867,-3.71,0.539,2,7,True,-1,reversal,CHoCH,20,1,24.81,6,0,BULL,1,1,1,with_macro,False,0,0.0,0,0.12,1,6,3.87
2024-11-25_to_2025-02-25,1228,LONG,1732516200,1732517100,2024-11-25T06:45,2666.91,4522,DEMAND,2659.14,2662.8,0.429,9,False,False,1,0.0,1,False,0.663,-3.51,0.482,3,8,True,-1,reversal,CHoCH,21,1,25.95,6,0,BULL,1,1,1,with_macro,False,0,0.0,0,-0.79,1,7,3.93
2024-11-25_to_2025-02-25,1230,LONG,1732519800,1732520700,2024-11-25T07:45,2667.89,4523,DEMAND,2663.64,2667.55,0.717,9,False,True,0,1.5,9,True,1.146,-3.37,0.062,1,0,False,-1,reversal,CHoCH,25,1,26.42,7,0,BULL,1,1,-1,with_macro,True,0,0.0,0,1.02,1,8,5.97
2024-11-25_to_2025-02-25,1234,LONG,1732522500,1732523400,2024-11-25T08:30,2671.19,4523,DEMAND,2663.64,2667.55,0.734,12,False,True,0,1.5,12,True,1.173,-2.68,0.683,2,3,False,1,continuation,CHoCH,28,1,35.14,8,0,BULL,1,1,1,with_macro,False,0,0.0,0,1.04,1,10,5.49
2024-11-25_to_2025-02-25,1252,LONG,1732562100,1732563000,2024-11-25T19:30,2625.16,4536,DEMAND,2615.67,2620.07,0.911,0,False,True,0,0.045,1,False,0.412,-5.42,1.053,1,0,False,-1,reversal,BOS,7,2,29.38,19,0,NEUTRAL,1,-1,1,neutral_macro,False,0,0.0,0,0.0,0,12,2.08
2024-11-25_to_2025-02-25,1254,LONG,1732563000,1732563900,2024-11-25T19:45,2625.8,4536,DEMAND,2615.67,2620.07,0.951,1,False,True,0,0.045,2,False,0.43,-4.87,1.238,2,1,False,-1,reversal,BOS,8,2,33.67,19,0,NEUTRAL,1,-1,1,neutral_macro,False,0,0.0,0,0.0,0,13,2.03
2024-11-25_to_2025-02-25,1268,SHORT,1732694400,1732695300,2024-11-27T08:15,2647.48,4565,SUPPLY,2645.8,2648.46,0.873,0,False,True,0,0.85,1,False,1.497,3.21,-0.552,1,0,False,1,reversal,BOS,9,5,64.52,8,2,NEUTRAL,-1,1,-1,neutral_macro,False,0,2.57,0,0.0,0,5,1.45
2024-11-25_to_2025-02-25,1274,SHORT,1732789800,1732790700,2024-11-28T10:45,2647.55,4591,SUPPLY,2645.02,2647.86,0.994,0,False,True,0,1.5,1,True,2.748,2.71,-0.886,1,0,False,1,reversal,BOS,7,5,69.29,10,3,NEUTRAL,0,-1,-1,neutral_macro,False,0,3.64,0,0.61,1,3,4.32
2024-11-25_to_2025-02-25,1278,SHORT,1732793400,1732794300,2024-11-28T11:45,2646.82,4594,SUPPLY,2645.83,2649.61,1.386,0,False,True,0,0.312,1,False,0.088,2.77,-0.363,1,0,False,1,reversal,BOS,11,5,65.5,11,3,NEUTRAL,0,-1,-1,neutral_macro,False,0,3.81,0,0.0,1,5,4.25
2024-11-25_to_2025-02-25,1282,SHORT,1732850100,1732851000,2024-11-29T03:30,2659.09,4604,SUPPLY,2658.98,2662.6,0.824,0,False,True,0,0.326,1,False,3.115,3.48,-0.025,1,0,False,0,neutral,BOS,3,5,67.89,3,4,NEUTRAL,0,-1,-1,neutral_macro,False,0,5.32,0,-0.56,1,2,3.23
2024-11-25_to_2025-02-25,1284,SHORT,1732854600,1732855500,2024-11-29T04:45,2659.88,4604,SUPPLY,2658.98,2662.6,0.847,5,False,True,0,1.47,6,False,3.202,4.06,-0.21,3,5,False,1,reversal,BOS,8,4,70.58,4,4,NEUTRAL,0,1,1,neutral_macro,False,0,5.87,0,0.4,1,4,0.37
2024-11-25_to_2025-02-25,1286,SHORT,1732854600,1732855500,2024-11-29T04:45,2659.88,4604,SUPPLY,2658.98,2662.6,0.847,5,False,True,0,1.47,6,False,3.202,4.06,-0.21,3,5,False,1,reversal,BOS,8,4,70.58,4,4,NEUTRAL,0,1,1,neutral_macro,False,0,5.87,0,0.4,1,4,0.37
2024-11-25_to_2025-02-25,1288,SHORT,1732856400,1732857300,2024-11-29T05:15,2662.37,4604,SUPPLY,2658.98,2662.6,0.912,7,False,True,0,1.47,8,True,3.448,3.75,-0.854,4,7,False,1,reversal,BOS,10,4,70.61,5,4,NEUTRAL,0,1,1,neutral_macro,False,0,6.32,0,0.43,1,5,1.03
2024-11-25_to_2025-02-25,1296,LONG,1733101200,1733102100,2024-12-02T01:15,2627.28,4588,DEMAND,2630.02,2631.93,0.431,145,False,False,1,1.058,3,False,3.796,-3.61,-1.05,1,0,False,-1,reversal,BOS,10,2,29.1,1,0,NEUTRAL,1,-1,1,neutral_macro,False,0,0.0,0,0.02,0,2,2.69
2024-11-25_to_2025-02-25,1300,LONG,1733110200,1733111100,2024-12-02T03:45,2629.42,4616,DEMAND,2622.85,2626.4,0.555,5,False,True,0,0.651,4,False,1.677,-3.47,0.472,1,0,False,0,neutral,BOS,20,2,34.25,3,0,NEUTRAL,1,-1,1,neutral_macro,False,0,0.0,0,-0.19,0,4,0.94
2024-11-25_to_2025-02-25,1306,LONG,1733421600,1733422500,2024-12-05T18:15,2624.95,4620,DEMAND,2621.59,2625.34,0.672,323,False,False,2,0.424,4,False,1.37,-3.08,-0.07,1,0,False,-1,reversal,BOS,3,5,33.19,18,3,BEAR,-1,-1,1,counter_macro,False,0,3.85,0,-0.39,1,1,2.56
2024-11-25_to_2025-02-25,1308,LONG,1733448600,1733449500,2024-12-06T01:45,2617.61,4547,DEMAND,2610.77,2614.15,1.057,688,False,False,2,0.0,1,False,3.726,-4.39,1.082,1,0,False,0,neutral,BOS,1,3,28.73,1,4,BEAR,-1,-1,1,counter_macro,False,0,10.05,0,-2.32,0,2,4.71
2024-11-25_to_2025-02-25,1315,SHORT,1733462100,1733463000,2024-12-06T05:30,2636.9,4691,SUPPLY,2641.26,2644.48,0.893,0,False,True,0,0.373,1,False,1.578,2.34,1.209,1,0,False,0,neutral,CHoCH,7,3,67.16,5,4,BEAR,-1,-1,-1,with_macro,False,0,0.0,0,0.0,1,6,0.47
2024-11-25_to_2025-02-25,1318,SHORT,1733463000,1733463900,2024-12-06T05:45,2637.96,4691,SUPPLY,2641.26,2644.48,0.877,1,False,True,0,0.463,2,False,1.55,2.35,0.899,2,1,False,0,neutral,CHoCH,8,3,66.71,5,4,BEAR,-1,-1,-1,with_macro,False,0,0.0,0,0.0,1,7,0.75
2024-11-25_to_2025-02-25,1326,SHORT,1733743800,1733744700,2024-12-09T11:45,2656.29,4613,SUPPLY,2659.53,2662.31,0.914,519,False,False,1,0.331,2,False,1.006,3.32,1.066,1,0,False,1,reversal,BOS,14,6,66.05,11,0,NEUTRAL,0,1,1,neutral_macro,False,0,0.0,0,-0.61,1,4,2.36
2024-11-25_to_2025-02-25,1334,SHORT,1733805000,1733805900,2024-12-10T04:45,2670.34,4719,SUPPLY,2672.88,2676.42,0.994,45,False,True,0,0.271,3,False,1.106,2.59,0.713,1,0,False,1,reversal,BOS,55,0,66.3,4,1,BULL,1,1,-1,counter_macro,False,0,0.0,0,-0.72,0,3,0.47
2024-11-25_to_2025-02-25,1344,SHORT,1733845500,1733846400,2024-12-10T16:00,2689.38,4733,SUPPLY,2688.33,2691.73,0.814,0,False,True,0,0.306,1,False,1.693,3.17,-0.251,1,0,False,1,reversal,BOS,7,5,65.51,16,1,BULL,1,1,-1,counter_macro,False,0,0.0,0,0.0,1,6,3.32
2024-11-25_to_2025-02-25,1346,SHORT,1733848200,1733849100,2024-12-10T16:45,2692.37,4733,SUPPLY,2688.33,2691.73,0.79,3,False,True,0,1.032,4,False,1.643,3.1,-0.939,2,3,False,1,reversal,BOS,10,5,65.33,16,1,BULL,1,1,-1,counter_macro,False,0,0.0,0,0.03,1,7,1.01
2024-11-25_to_2025-02-25,1376,LONG,1734020100,1734021000,2024-12-12T16:30,2682.04,4746,DEMAND,2675.32,2678.62,0.455,133,False,True,0,1.112,4,True,4.084,-3.67,0.472,1,0,False,-1,reversal,BOS,13,1,33.54,16,3,BULL,1,1,1,with_macro,False,0,0.0,0,0.05,0,4,1.35
2024-11-25_to_2025-02-25,1384,LONG,1734099300,1734100200,2024-12-13T14:30,2657.73,4730,DEMAND,2656.5,2659.54,0.75,284,False,True,0,0.227,1,False,2.08,-3.24,-0.447,1,0,False,0,neutral,BOS,1,6,33.55,14,4,BEAR,-1,-1,-1,counter_macro,False,0,6.46,0,-0.58,1,4,2.9
2024-11-25_to_2025-02-25,1386,LONG,1734102000,1734102900,2024-12-13T15:15,2654.94,4730,DEMAND,2656.5,2659.54,0.693,287,False,True,0,0.757,4,True,1.921,-3.51,-1.048,2,3,False,0,neutral,BOS,4,6,32.94,15,4,BEAR,-1,-1,1,counter_macro,False,0,6.34,0,-0.17,1,5,3.32
2024-11-25_to_2025-02-25,1390,LONG,1734125400,1734126300,2024-12-13T21:45,2648.46,4713,DEMAND,2646.02,2649.11,1.203,416,False,True,0,0.994,5,False,1.281,-4.11,-0.253,1,0,False,-1,reversal,BOS,11,3,33.96,21,4,BEAR,-1,-1,1,counter_macro,False,0,15.18,0,-0.01,0,7,0.46
2024-11-25_to_2025-02-25,1394,LONG,1734429600,1734430500,2024-12-17T10:15,2642.23,4711,DEMAND,2634.72,2637.53,0.709,569,False,False,1,0.0,1,False,2.592,-3.23,1.186,1,0,False,0,neutral,BOS,4,6,29.08,10,1,NEUTRAL,0,-1,1,neutral_macro,False,0,3.35,0,-1.0,1,1,0.45
2024-11-25_to_2025-02-25,1398,LONG,1734434100,1734435000,2024-12-17T11:30,2639.81,4711,DEMAND,2634.72,2637.53,0.732,574,False,False,1,0.573,2,False,1.355,-3.09,0.594,2,5,True,-1,reversal,BOS,9,6,32.56,11,1,NEUTRAL,0,-1,-1,neutral_macro,False,0,4.03,0,-0.31,1,3,0.22
2024-11-25_to_2025-02-25,1400,LONG,1734435000,1734435900,2024-12-17T11:45,2642.15,4711,DEMAND,2634.72,2637.53,0.755,575,False,False,2,0.0,1,False,0.18,-3.03,1.241,3,6,True,-1,reversal,BOS,10,6,32.99,11,1,NEUTRAL,0,-1,1,neutral_macro,False,0,4.16,0,-1.1,1,4,0.51
2024-11-25_to_2025-02-25,1404,LONG,1734533100,1734534000,2024-12-18T15:00,2636.8,4838,DEMAND,2636.68,2639.89,1.154,81,False,True,0,0.869,3,True,2.981,-2.62,-1.111,1,0,False,-1,reversal,BOS,7,3,30.31,15,2,BEAR,-1,-1,-1,counter_macro,False,0,0.0,0,-0.15,0,1,0.87
2024-11-25_to_2025-02-25,1406,LONG,1734536700,1734537600,2024-12-18T16:00,2638.74,4836,DEMAND,2632.91,2636.04,1.02,95,False,False,2,0.051,1,False,1.893,-2.78,0.879,1,0,False,-1,reversal,BOS,11,3,28.95,16,2,BEAR,-1,-1,1,counter_macro,False,0,0.0,0,-0.97,0,2,0.16
2024-11-25_to_2025-02-25,1408,LONG,1734537600,1734538500,2024-12-18T16:15,2637.8,4858,DEMAND,2633.8,2636.71,0.926,0,False,True,0,0.258,1,False,0.828,-2.25,0.347,1,0,False,-1,reversal,BOS,12,3,34.51,16,2,BEAR,-1,-1,1,counter_macro,False,0,0.0,0,0.0,0,3,0.45
2024-11-25_to_2025-02-25,1410,LONG,1734542100,1734543000,2024-12-18T17:30,2637.43,4858,DEMAND,2633.8,2636.71,0.949,5,False,False,1,1.258,4,True,1.363,-2.64,0.235,2,5,True,-1,reversal,BOS,17,2,32.56,17,2,BEAR,-1,-1,1,counter_macro,False,0,0.0,0,0.24,0,4,0.58
2024-11-25_to_2025-02-25,1412,LONG,1734550200,1734551100,2024-12-18T19:45,2604.54,4714,DEMAND,2613.09,2616.59,0.71,680,False,True,0,0.66,3,False,3.842,-4.75,-2.445,1,0,False,-1,reversal,BOS,0,4,25.66,19,2,BEAR,-1,-1,-1,counter_macro,False,0,0.0,0,-0.24,0,5,6.61
2024-11-25_to_2025-02-25,1436,LONG,1734625800,1734626700,2024-12-19T16:45,2591.82,4877,DEMAND,2586.83,2590.29,0.667,0,False,True,0,0.0,1,False,0.247,-3.11,0.295,1,0,False,-1,reversal,CHoCH,15,4,31.97,16,3,BEAR,-1,-1,1,counter_macro,False,0,0.0,0,0.0,1,5,5.99
2024-11-25_to_2025-02-25,1450,SHORT,1734724800,1734725700,2024-12-20T20:15,2626.72,4897,SUPPLY,2628.64,2631.98,1.334,12,False,True,0,0.222,3,False,0.847,3.71,0.767,1,0,False,1,reversal,CHoCH,17,4,66.16,20,4,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,-1.04,1,7,0.15
2024-11-25_to_2025-02-25,1452,SHORT,1734937200,1734938100,2024-12-23T07:15,2630.71,4903,SUPPLY,2633.25,2636.64,1.439,28,False,True,0,0.029,1,False,2.747,3.0,1.078,1,0,False,1,reversal,CHoCH,6,2,68.85,7,0,NEUTRAL,0,-1,1,neutral_macro,False,0,0.0,0,-1.4,1,1,1.4
2024-11-25_to_2025-02-25,1464,SHORT,1735185600,1735186500,2024-12-26T04:15,2627.27,4941,SUPPLY,2627.43,2629.07,0.779,0,False,True,0,0.0,1,False,0.152,3.07,0.076,1,0,False,1,reversal,BOS,12,4,65.18,4,3,NEUTRAL,0,-1,-1,neutral_macro,False,0,0.0,0,0.0,1,4,2.57
2024-11-25_to_2025-02-25,1468,LONG,1735310700,1735311600,2024-12-27T15:00,2615.23,4935,DEMAND,2610.04,2612.91,0.757,166,False,False,1,0.418,2,False,2.962,-3.27,0.612,1,0,False,0,neutral,CHoCH,5,4,28.4,15,4,NEUTRAL,1,-1,-1,neutral_macro,False,0,0.0,0,-0.44,1,2,1.63
2024-11-25_to_2025-02-25,1470,LONG,1735314300,1735315200,2024-12-27T16:00,2616.71,4970,DEMAND,2611.71,2614.25,0.603,1,False,True,0,0.535,2,False,0.958,-2.41,0.584,1,0,False,-1,reversal,CHoCH,9,4,34.76,16,4,NEUTRAL,1,-1,-1,neutral_macro,False,0,0.0,0,-0.28,1,3,1.12
2024-11-25_to_2025-02-25,1478,SHORT,1735661700,1735662600,2024-12-31T16:30,2625.97,4981,SUPPLY,2626.73,2628.08,0.295,139,False,True,0,0.0,1,False,2.587,3.3,0.166,1,0,False,1,reversal,BOS,4,4,72.62,16,1,NEUTRAL,0,1,1,neutral_macro,False,0,2.3,0,-0.59,0,2,0.07
2024-11-25_to_2025-02-25,1482,SHORT,1735664400,1735665300,2024-12-31T17:15,2625.49,4981,SUPPLY,2626.73,2628.08,0.344,142,False,True,0,0.326,3,False,2.971,3.1,0.316,2,3,True,1,reversal,BOS,7,4,69.41,17,1,NEUTRAL,0,1,1,neutral_macro,False,0,2.81,0,-0.23,0,4,0.92
2024-11-25_to_2025-02-25,1488,SHORT,1735785900,1735786800,2025-01-02T03:00,2633.05,4966,SUPPLY,2635.71,2638.24,0.863,245,False,True,0,0.328,3,False,3.137,3.69,0.907,1,0,False,1,reversal,CHoCH,6,6,65.49,3,3,NEUTRAL,0,1,-1,neutral_macro,False,0,0.0,0,-0.58,1,2,2.2
2024-11-25_to_2025-02-25,1500,LONG,1735939800,1735940700,2025-01-03T21:45,2639.44,5019,DEMAND,2636.04,2638.77,1.592,121,False,True,0,0.777,7,False,0.583,-3.63,0.391,1,0,False,0,neutral,BOS,3,3,31.8,21,4,BULL,1,1,1,with_macro,False,0,0.0,0,-0.36,0,1,0.7
2024-11-25_to_2025-02-25,1510,LONG,1736150400,1736151300,2025-01-06T08:15,2629.84,5006,DEMAND,2623.89,2626.61,1.013,208,False,True,0,0.548,3,False,2.681,-4.31,1.203,1,0,False,-1,reversal,CHoCH,15,3,25.57,8,0,NEUTRAL,1,-1,1,neutral_macro,False,0,0.0,0,-0.46,1,5,1.26
2024-11-25_to_2025-02-25,1512,LONG,1736151300,1736152200,2025-01-06T08:30,2627.99,5006,DEMAND,2623.89,2626.61,1.023,209,False,True,0,0.548,4,False,2.708,-3.71,0.519,2,1,False,-1,reversal,CHoCH,16,3,30.45,8,0,NEUTRAL,1,-1,1,neutral_macro,False,0,0.0,0,-0.46,1,6,0.38
2024-11-25_to_2025-02-25,1514,SHORT,1736164800,1736165700,2025-01-06T12:15,2642.44,5041,SUPPLY,2649.91,2652.68,0.729,78,False,True,0,0.0,1,False,3.286,2.45,1.967,1,0,False,1,reversal,CHoCH,3,3,66.54,12,0,BULL,1,1,-1,counter_macro,False,0,0.0,0,-1.49,1,7,1.07
