block,t,dir,macro,rsi,sweep_depth,reclaim_str,nas_near,in_zone,R,mfe_R,runner,win
2024-11-25_to_2025-02-25,1733861700,LONG,BULL,60.89,0.1,0.1,0,0,3.3367079417586747,6.781752914130696,True,True
2024-11-25_to_2025-02-25,1733885100,LONG,BULL,63.29,0.13,0.16,0,0,-1.0,1.2617388670099943,False,False
2024-11-25_to_2025-02-25,1733907600,LONG,BULL,47.38,0.43,0.04,0,0,0.215378943738187,1.333587032786623,False,True
2024-11-25_to_2025-02-25,1733922900,LONG,BULL,55.55,0.91,0.09,0,0,1.2770676431976962,2.0149243418779914,False,True
2024-11-25_to_2025-02-25,1733943600,LONG,BULL,57.23,0.17,0.51,0,0,-0.00016464970768673915,2.7834033094595423,False,False
2024-11-25_to_2025-02-25,1733984100,LONG,BULL,43.3,0.38,1.03,0,0,-0.09763033175356119,1.1146919431278501,False,False
2024-11-25_to_2025-02-25,1733994900,LONG,BULL,50.72,0.18,0.28,0,1,-0.5054781801297874,1.332404828226704,False,False
2024-11-25_to_2025-02-25,1734009300,LONG,BULL,34.58,1.44,0.08,0,0,-1.0,0.21931813497131658,False,False
2024-11-25_to_2025-02-25,1734019200,LONG,BULL,29.73,0.32,0.17,1,0,0.8232651023464506,2.27019470793806,False,True
2024-11-25_to_2025-02-25,1734094800,SHORT,BEAR,46.11,0.79,1.12,0,0,1.5843485977334284,2.8794069253665175,False,True
2024-11-25_to_2025-02-25,1734312600,SHORT,BEAR,53.49,0.56,0.05,0,0,-1.0,1.8210890233368933,False,False
2024-11-25_to_2025-02-25,1734319800,SHORT,BEAR,51.66,0.28,0.33,0,1,-0.4827813695738539,1.9534239345560898,False,False
2024-11-25_to_2025-02-25,1734329700,SHORT,BEAR,49.45,0.07,0.03,0,1,-1.0,0.9432480469556795,False,False
2024-11-25_to_2025-02-25,1734351300,SHORT,BEAR,63.82,0.7,0.07,1,0,1.1303588610527553,2.9735219699940405,False,True
2024-11-25_to_2025-02-25,1734374700,SHORT,BEAR,47.76,0.1,0.01,0,1,1.4730718610160882,3.154514345880736,True,True
2024-11-25_to_2025-02-25,1734393600,SHORT,BEAR,40.53,0.17,1.42,0,0,-1.0,0.9055416351028543,False,False
2024-11-25_to_2025-02-25,1734500700,SHORT,BEAR,55.17,0.2,0.74,0,0,-0.4567891357826586,1.1676233524671595,False,False
2024-11-25_to_2025-02-25,1734509700,SHORT,BEAR,37.2,0.2,1.29,0,0,-1.0000000000001945,0.24809043690801452,False,False
2024-11-25_to_2025-02-25,1734543000,SHORT,BEAR,47.51,0.08,0.71,0,0,10.772552766131646,13.246289121243931,True,True
2024-11-25_to_2025-02-25,1734605100,SHORT,BEAR,65.23,0.88,0.84,0,1,4.591146421501909,6.444884348138554,True,True
2024-11-25_to_2025-02-25,1735259400,LONG,BULL,48.0,0.14,0.13,0,1,-1.0000000000002178,3.2065165309060624,True,False
2024-11-25_to_2025-02-25,1735267500,LONG,BULL,39.92,0.56,1.05,0,0,0.249563986293846,1.5971438537457152,False,True
2024-11-25_to_2025-02-25,1735279200,LONG,BULL,44.71,0.32,1.0,0,0,-1.0,0.30814924819007644,False,False
2024-11-25_to_2025-02-25,1735295400,LONG,BULL,41.06,0.05,0.66,0,0,-1.0,1.4627424363958543,False,False
2024-11-25_to_2025-02-25,1735521300,SHORT,BEAR,58.19,0.1,0.24,0,1,0.13293697978612087,2.879904875148596,False,True
2024-11-25_to_2025-02-25,1735538400,SHORT,BEAR,51.86,0.14,0.6,0,0,3.96166024491633,7.375729599816418,True,True
2024-11-25_to_2025-02-25,1735565400,SHORT,BEAR,59.58,0.91,1.5,0,0,-1.0,0.6674897304092194,False,False
2024-11-25_to_2025-02-25,1735608600,SHORT,BEAR,60.7,1.14,0.13,0,0,0.17802004829167078,2.1716543498940823,False,True
2024-11-25_to_2025-02-25,1735625700,SHORT,BEAR,43.16,0.06,0.2,0,0,-1.0,0.010468855155902674,False,False
2024-11-25_to_2025-02-25,1735650900,SHORT,BEAR,39.07,0.28,0.19,0,0,-1.0,0.428415300546309,False,False
2024-11-25_to_2025-02-25,1735918200,LONG,BULL,32.23,0.63,0.04,0,0,-1.0,1.476480836237191,False,False
2024-11-25_to_2025-02-25,1735939800,LONG,BULL,31.8,0.17,1.56,1,0,0.0028701671449984844,2.704710450785098,False,True
2024-11-25_to_2025-02-25,1736190000,LONG,BULL,47.33,0.25,0.1,0,1,1.389612391153762,3.6248747784541187,True,True
2024-11-25_to_2025-02-25,1736389800,LONG,BULL,40.4,0.44,0.26,0,0,-1.0,1.2271704432465216,False,False
2024-11-25_to_2025-02-25,1736397900,LONG,BULL,39.55,0.23,1.15,0,0,1.7680108508532821,4.486758133793077,True,True
2024-11-25_to_2025-02-25,1736438400,LONG,BULL,46.01,0.1,0.66,0,1,-1.0,0.7259550807483841,False,False
2024-11-25_to_2025-02-25,1736466300,LONG,BULL,50.67,0.33,0.96,0,0,2.6540996572628597,4.973635644607618,True,True
2024-11-25_to_2025-02-25,1736485200,LONG,BULL,49.38,0.59,0.27,0,0,1.6280623608013503,3.374164810689789,True,True
2024-11-25_to_2025-02-25,1736515800,LONG,BULL,44.6,3.09,0.17,0,0,-1.0,0.7926013937568094,False,False
2024-11-25_to_2025-02-25,1736533800,LONG,BULL,49.39,0.14,0.21,0,1,-1.0000000000000657,0.004036908881104097,False,False
2024-11-25_to_2025-02-25,1736747100,LONG,BULL,42.05,0.37,1.03,0,0,-1.0,0.6256155463111956,False,False
2024-11-25_to_2025-02-25,1736759700,LONG,BULL,47.34,0.27,0.37,0,1,-1.0,0.688573403520159,False,False
2024-11-25_to_2025-02-25,1736775000,LONG,BULL,28.58,0.16,0.18,1,0,-1.0,0.8348111736631973,False,False
2024-11-25_to_2025-02-25,1736784000,LONG,BULL,31.66,0.65,0.35,0,0,-1.0,0.13765684116019097,False,False
2024-11-25_to_2025-02-25,1736791200,LONG,BULL,35.53,0.22,0.2,0,0,-0.9999999999999849,0.9607160616609569,False,False
2024-11-25_to_2025-02-25,1737089100,LONG,BULL,51.54,0.23,0.13,0,1,-1.0000000000000175,0.6418026418023222,False,False
2024-11-25_to_2025-02-25,1737100800,LONG,BULL,37.08,0.42,0.11,0,0,-1.0,1.3917020581507278,False,False
2024-11-25_to_2025-02-25,1737122400,LONG,BULL,38.46,0.13,1.06,0,0,-1.0,1.6319733555370877,False,False
2024-11-25_to_2025-02-25,1737147600,LONG,BULL,31.91,0.29,0.08,1,1,-1.0,0.41380236906340967,False,False
2024-11-25_to_2025-02-25,1737582300,LONG,BULL,70.27,0.14,0.96,0,1,-0.6228187919463127,1.0648769574941173,False,False
2024-11-25_to_2025-02-25,1737594900,LONG,BULL,44.8,0.26,0.45,0,1,-1.0,0.09766615930971531,False,False
2024-11-25_to_2025-02-25,1737612000,LONG,BULL,54.31,0.09,1.47,0,0,-1.0,0.10149185394321027,False,False
2024-11-25_to_2025-02-25,1737638100,LONG,BULL,53.11,0.99,0.06,1,0,1.4229570505510243,3.368301026225738,True,True
2024-11-25_to_2025-02-25,1737692100,LONG,BULL,34.23,0.1,0.36,0,0,-0.1326042662897193,3.6733336105456513,True,False
2024-11-25_to_2025-02-25,1737706500,LONG,BULL,51.77,0.73,0.02,0,0,-0.3073054669334595,1.9720975504245053,False,False
2024-11-25_to_2025-02-25,1737746100,LONG,BULL,43.45,0.1,0.14,0,0,-1.0,0.2638641345543546,False,False
2024-11-25_to_2025-02-25,1737753300,LONG,BULL,41.57,0.4,0.05,0,0,-1.0,0.5568480300190936,False,False
2024-11-25_to_2025-02-25,1737955800,LONG,BULL,31.53,0.18,0.02,0,0,-1.0000000000000882,0.196657786388936,False,False
2024-11-25_to_2025-02-25,1737963000,LONG,BULL,26.19,1.14,0.32,0,0,6.375011179679528,9.436842262170837,True,True
2024-11-25_to_2025-02-25,1737988200,LONG,BULL,40.19,1.44,0.28,0,0,-1.0,0.0,False,False
2024-11-25_to_2025-02-25,1738028700,LONG,BULL,52.08,0.09,0.53,0,1,-1.0000000000000429,1.4458854043857992,False,False
2024-11-25_to_2025-02-25,1738035900,LONG,BULL,42.83,0.2,0.19,0,1,-0.45082221532733296,1.2472851380701322,False,False
2024-11-25_to_2025-02-25,1738105200,LONG,BULL,61.93,0.28,0.7,0,0,-1.0,0.3864491844412483,False,False
2024-11-25_to_2025-02-25,1738120500,LONG,BULL,51.37,0.74,0.04,0,1,-1.0,0.5812344312201166,False,False
2024-11-25_to_2025-02-25,1738544400,LONG,BULL,38.14,0.25,0.26,1,1,-1.0000000000000193,0.727465535524993,False,False
2024-11-25_to_2025-02-25,1738553400,LONG,BULL,24.74,0.29,0.05,1,1,6.756032960563735,8.981753972923633,True,True
2024-11-25_to_2025-02-25,1738576800,LONG,BULL,61.61,0.37,0.18,0,0,7.81438018068369,15.381701903076854,True,True
2024-11-25_to_2025-02-25,1738700100,LONG,BULL,61.24,0.43,0.0,0,1,-1.0,0.7987551867220376,False,False
2024-11-25_to_2025-02-25,1738711800,LONG,BULL,51.56,0.22,0.33,0,0,-0.9999999999998445,9.09790508764441,True,False
2024-11-25_to_2025-02-25,1738719900,LONG,BULL,45.5,0.34,1.29,0,0,0.9267468606583392,1.895931237137207,False,True
2024-11-25_to_2025-02-25,1738782000,LONG,BULL,41.96,0.1,0.5,0,0,-1.0,0.4487719720684297,False,False
2024-11-25_to_2025-02-25,1738820700,LONG,BULL,47.75,0.53,0.6,0,0,-1.0,0.7532061307475557,False,False
2024-11-25_to_2025-02-25,1738904400,LONG,BULL,60.29,0.15,0.54,0,0,-1.0000000000001406,0.22122981793199864,False,False
2024-11-25_to_2025-02-25,1738911600,LONG,BULL,39.89,0.18,1.41,0,0,0.26411411685307024,1.7876361248427912,False,True
2024-11-25_to_2025-02-25,1738930500,LONG,BULL,49.42,0.22,0.48,0,1,-1.0,0.0,False,False
2024-11-25_to_2025-02-25,1739142000,LONG,BULL,36.21,1.27,1.36,0,0,1.9613740298818576,2.8487583977595667,False,True
2024-11-25_to_2025-02-25,1739196000,LONG,BULL,55.61,0.45,0.58,0,0,1.1785199484114928,4.504556144684002,True,True
2024-11-25_to_2025-02-25,1739263500,LONG,BULL,42.09,0.07,0.04,0,1,-1.0,0.0972018148645161,False,False
2024-11-25_to_2025-02-25,1739318400,LONG,BULL,46.1,0.84,0.15,0,1,-0.9999999999999416,0.4485741749439146,False,False
2024-11-25_to_2025-02-25,1739338200,LONG,BULL,32.68,0.65,0.18,1,1,0.48818328803877375,4.551240152740526,True,True
2024-11-25_to_2025-02-25,1739361600,LONG,BULL,36.48,0.08,0.71,0,1,-1.0,0.66739130434771,False,False
2024-11-25_to_2025-02-25,1740096900,LONG,BULL,56.24,0.41,0.2,0,1,-1.0,4.029697315819243,True,False
2024-11-25_to_2025-02-25,1740113100,LONG,BULL,40.68,0.14,0.25,0,1,-0.9999999999999639,1.3331564986737845,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772102700,LONG,BULL,37.27,0.2,0.41,0,1,-1.0,0.022556924008944042,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772116200,LONG,BULL,44.93,1.47,1.26,0,1,-1.0,0.25772018413957143,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772130600,LONG,BULL,51.43,0.1,1.3,0,0,7.66338366746836,9.928816486568968,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772514000,LONG,BULL,52.94,0.38,0.23,0,0,-0.9999999999999947,0.1249710178529248,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772607600,SHORT,BEAR,53.81,0.46,0.03,0,1,-1.0,2.0399116304758054,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772654400,SHORT,BEAR,45.95,0.17,0.48,0,0,-1.000000000000009,0.08764135702744665,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772672400,SHORT,BEAR,64.73,0.61,0.32,0,0,-1.0,1.0649076826215316,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772679600,SHORT,BEAR,68.06,0.73,0.03,0,0,0.9738596959189241,5.700186716457542,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1772804700,SHORT,BEAR,60.44,1.31,0.61,0,0,-1.0,0.46009389671363093,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773126900,LONG,BULL,59.61,1.08,0.33,0,0,0.2002129635746942,1.0397130432417785,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773207000,LONG,BULL,45.2,1.12,0.2,0,1,-0.9331544722841083,1.1639610143543206,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773215100,LONG,BULL,39.82,0.2,0.52,0,0,-1.0,0.0,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773229500,LONG,BULL,44.76,0.15,0.42,0,0,-1.0,0.31742636521143897,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773236700,LONG,BULL,38.0,0.89,1.0,0,0,-1.0,0.15293709905404435,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773251100,LONG,BULL,40.56,0.22,0.53,0,0,-1.0,0.9378816345703153,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773266400,LONG,BULL,54.67,1.09,0.01,0,1,-0.9999999999998794,0.03373493975915924,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773315000,LONG,BULL,52.68,0.2,0.68,0,1,-1.0,0.3312951639801801,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773325800,LONG,BULL,38.22,0.54,0.23,0,1,-1.000000000000067,0.3272235207283473,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773392400,SHORT,BEAR,44.36,0.33,0.03,0,0,-1.0,1.8243617280395312,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773399600,SHORT,BEAR,51.9,0.06,0.55,0,1,-1.0000000000000169,0.6259881422924745,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773406800,SHORT,BEAR,66.09,0.26,0.61,0,0,6.112375381593621,10.590483103131447,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773619200,SHORT,BEAR,36.41,0.14,0.2,0,1,-1.0,0.14311494049048035,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773635400,SHORT,BEAR,52.49,0.57,0.14,0,0,-1.0,0.7468635970613486,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773642600,SHORT,BEAR,57.13,0.37,0.45,0,0,1.0913732931385491,2.342049699529086,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773664200,SHORT,BEAR,59.67,0.15,0.07,0,0,-0.9999999999999697,0.944379618825318,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773968400,SHORT,BEAR,51.95,0.9,0.76,0,1,-1.0,0.024467493187611156,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1773994500,SHORT,BEAR,60.48,0.71,0.05,0,0,6.46967724251362,8.828890563969129,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774218600,SHORT,BEAR,42.53,0.36,0.37,0,0,7.214955026782247,12.803552036509972,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774258200,SHORT,BEAR,51.99,0.64,0.75,0,0,-1.0,0.1978474850382856,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774270800,SHORT,BEAR,64.53,0.38,0.29,0,0,-1.0,0.0996238067812824,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774292400,SHORT,BEAR,57.24,0.35,0.97,0,0,-0.3038730141981941,1.1485172020390644,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774338300,SHORT,BEAR,59.42,0.27,0.27,0,0,-1.0,1.1369915445909833,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774350000,SHORT,BEAR,63.64,0.44,0.58,0,0,-0.017989847154282635,1.985957457594729,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1774997100,LONG,BULL,70.35,0.09,1.29,0,0,0.2577453233431661,3.0561561439053886,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775010600,LONG,BULL,52.59,0.21,0.02,0,1,-0.9907787843988359,1.1432946280464007,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775075400,LONG,BULL,49.61,0.3,0.17,0,1,-1.0000000000000369,0.6690193809661754,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775124900,LONG,BULL,41.38,0.6,0.34,0,1,-1.0,0.2666982563761068,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775524500,LONG,BULL,34.9,1.13,0.55,0,0,-0.9999999999999419,1.1256481284181683,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775560500,LONG,BULL,38.07,0.18,0.64,0,0,-1.0,0.24523978825943285,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775763900,LONG,BULL,48.61,0.08,0.11,0,1,-1.0000000000000397,0.7197786192835701,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775774700,LONG,BULL,41.99,0.27,0.38,0,0,-0.8277408228629519,1.089923626508922,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1775789100,LONG,BULL,41.13,0.34,0.2,0,0,-1.0,0.7870870166105285,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776285900,LONG,BULL,38.14,0.38,0.09,0,0,5.834718016796061,9.50762943185845,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776321000,LONG,BULL,43.99,0.6,0.85,0,0,-1.0,0.4064257123092362,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776334500,LONG,BULL,37.23,0.24,0.01,0,0,0.6983349303057766,3.9484388841684934,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776349800,LONG,BULL,36.4,1.0,0.25,1,1,0.036331602452245614,1.438560763221329,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776820500,SHORT,BEAR,57.34,0.23,0.09,0,0,-1.0000000000000926,0.43479064608566714,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776837600,SHORT,BEAR,68.63,0.41,0.34,0,0,-1.0,1.1065444198545753,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776865500,SHORT,BEAR,52.29,0.13,0.79,0,0,0.29604664192172664,1.3181070102948418,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776904200,SHORT,BEAR,54.58,0.56,0.1,0,1,7.589415883039044,9.601757155604158,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776921300,SHORT,BEAR,44.02,0.22,0.19,0,0,-1.0,0.030684931506873663,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776931200,SHORT,BEAR,54.44,0.44,0.31,0,1,-1.0,3.042823117678481,True,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776987000,SHORT,BEAR,45.1,0.12,0.38,0,1,-1.0,0.7090998479357324,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1776994200,SHORT,BEAR,47.51,0.19,1.19,0,0,2.481783568830068,9.864793975801636,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777017600,SHORT,BEAR,59.02,0.79,0.07,0,0,-1.0,0.4108373711868105,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777264200,SHORT,BEAR,66.88,0.08,0.44,1,1,1.321349724616866,2.5897608700700623,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777275000,SHORT,BEAR,54.02,0.29,0.15,0,0,0.4036747649859312,2.9932242705405403,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777437000,SHORT,BEAR,54.77,0.27,0.16,0,0,13.037787293541692,23.14288211133381,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777492800,SHORT,BEAR,51.21,0.22,0.36,0,0,-1.0,0.33886909164256357,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777503600,SHORT,BEAR,54.79,0.07,0.05,0,0,-1.000000000000023,0.04474348191769822,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777541400,SHORT,BEAR,80.28,0.19,0.91,1,1,-1.0,0.2300250321358121,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1777575600,SHORT,BEAR,55.39,0.27,0.16,0,1,-1.0,0.3077458175367533,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778068800,LONG,BULL,55.08,0.05,0.11,0,0,-1.0,0.6729034870452377,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778085900,LONG,BULL,48.56,0.17,0.18,0,0,0.4838439921820518,2.1195826567224665,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778112000,LONG,BULL,56.52,0.07,1.52,0,0,-0.9999999999999899,0.33222444000878976,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778158800,LONG,BULL,62.89,0.19,0.04,0,0,-1.0,1.2712491453512733,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778194800,LONG,BULL,35.45,0.14,0.49,0,0,1.1877174189130595,2.9677198484831284,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778243400,LONG,BULL,44.27,1.28,0.93,0,0,-1.0,1.1321801987865738,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1778255100,LONG,BULL,42.23,0.05,0.3,0,0,0.6207106651629701,1.5943945345417083,False,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779075900,SHORT,BEAR,55.94,0.27,0.08,0,0,-0.021009549795373426,1.5279672578444736,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779087600,SHORT,BEAR,55.61,0.13,0.36,0,1,-0.9999999999999776,0.46182357301705934,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779111000,SHORT,BEAR,64.25,0.96,0.03,0,0,1.0938034188035226,3.0557692307692625,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779130800,SHORT,BEAR,40.68,0.69,0.37,0,1,-1.0,0.10705000764644321,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779174000,SHORT,BEAR,46.61,0.18,0.6,0,0,-1.0,0.9050897602132882,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779238800,SHORT,BEAR,55.8,1.04,0.45,0,0,-1.0,0.6130836903072582,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779253200,SHORT,BEAR,39.42,0.2,0.11,0,0,-1.0,0.03033392811624597,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779263100,SHORT,BEAR,56.12,0.3,0.05,0,0,-1.000000000000033,1.1275852024467974,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779270300,SHORT,BEAR,54.69,0.09,0.51,0,1,-0.9999999999999482,0.1155049786628601,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779281100,SHORT,BEAR,64.49,0.57,0.64,0,1,0.8945907940377943,9.979938126933385,True,True
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779301800,SHORT,BEAR,62.6,0.6,0.12,0,1,-0.9999999999999198,0.1145515802982574,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779322500,SHORT,BEAR,60.42,1.3,0.18,0,0,-1.0,0.36974465414878227,False,False
2026-02-25_to_2026-05-25_rerun_customOBbaseline,1779355800,SHORT,BEAR,54.58,0.63,0.75,0,1,0.906234069493976,3.232309943924659,True,True
