event_id,symbol,tf,cls_at_signal,r,bubble,nas,shapes_n
2026-05-11T15:30:53.799536+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_CANDIDATO_FORTE_INTRADAY (SHORT),3.0,unclear,NONE,
2026-05-11T15:45:07.829541+00:00_PEPPERSTONE:XPTUSD_15_monitor_dynamic_bb_zone,XPTUSD,15,SETUP_EM_OBSERVACAO,1.0,unclear,NONE,
2026-05-11T15:45:24.493293+00:00_VANTAGE:USOUSD_30_setup_watch_recheck,USOUSD,30,INTRADAY_EM_OBSERVACAO,-1.0,cluster_present,NONE,
2026-05-11T15:45:24.497284+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_CANDIDATO_FORTE,2.0,cluster_present,TOP,
2026-05-11T16:00:25.280717+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_CANDIDATO_FORTE,1.62,unclear,NONE,
2026-05-11T16:00:55.326332+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_CANDIDATO_FORTE_INTRADAY,1.75,unclear,NONE,
2026-05-11T16:15:26.028174+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,unclear,NONE,
2026-05-11T16:30:26.905172+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,unclear,NONE,
2026-05-11T18:00:05.113982+00:00_VANTAGE:USOUSD_30_monitor_dynamic_bb_zone,USOUSD,30,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-11T20:00:03.938129+00:00_PEPPERSTONE:XAUUSD_30_monitor_dynamic_bb_zone,XAUUSD,30,SETUP_EM_OBSERVACAO,9.0,unclear,TOP,
2026-05-11T20:15:03.530228+00:00_PEPPERSTONE:XPTUSD_15_monitor_dynamic_bb_zone,XPTUSD,15,SETUP_CANDIDATO_FORTE,-1.0,unclear,NONE,
2026-05-11T20:30:41.203877+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_CANDIDATO_FORTE_INTRADAY,2.0,unclear,NONE,
2026-05-11T20:31:11.254902+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,-1.0,unclear,TOP,
2026-05-11T20:45:42.221842+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,INTRADAY_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-11T20:45:42.215768+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,cluster_present,NONE,
2026-05-11T21:00:43.182034+00:00_PEPPERSTONE:XPTUSD_15_setup_watch_recheck,XPTUSD,15,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-11T21:00:43.175938+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,2.0,unclear,NONE,
2026-05-11T21:01:13.224375+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,2.0,unclear,NONE,
2026-05-11T21:30:45.220004+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-11T22:45:03.358697+00:00_PEPPERSTONE:XAUUSD_60_monitor_dynamic_bb_zone,XAUUSD,60,SETUP_EM_OBSERVACAO,2.0,unclear,NONE,
2026-05-11T23:00:20.632943+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_EM_OBSERVACAO,2.0,cluster_present,NONE,
2026-05-11T23:00:50.664675+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,0.0,cluster_absent,TOP,
2026-05-11T23:15:21.540077+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_EM_OBSERVACAO,0.0,unclear,NONE,
2026-05-11T23:30:22.533145+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,0.0,unclear,NONE,
2026-05-11T23:30:52.576219+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,unclear,NONE,
2026-05-11T23:45:23.411339+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,unclear,NONE,
2026-05-12T00:00:24.289315+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,2.67,unclear,TOP,
2026-05-12T00:30:06.462629+00:00_PEPPERSTONE:XAUUSD_60_monitor_dynamic_bb_zone,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,2.54,unclear,TOP,
2026-05-12T00:45:27.005639+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,2.21,unclear,TOP,
2026-05-12T01:00:27.976737+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,0.0,cluster_present,NONE,
2026-05-12T01:00:58.017905+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,0.0,unclear,NONE,
2026-05-12T01:15:29.045887+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,0.0,unclear,TOP,
2026-05-12T01:31:00.086751+00:00_PEPPERSTONE:XAUUSD_60_setup_watch_recheck,XAUUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,2.2,unclear,NONE,
2026-05-12T02:00:31.602113+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-12T02:15:32.441472+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-12T02:30:33.459056+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO,-1.0,cluster_absent,NONE,
2026-05-12T02:45:34.508197+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_CANDIDATO_FORTE,-1.0,unclear,NONE,
2026-05-12T02:45:03.484324+00:00_PEPPERSTONE:XAUUSD_30_monitor_dynamic_bb_zone,XAUUSD,30,SETUP_CANDIDATO_FORTE_INTRADAY,0.0,unclear,NONE,
2026-05-12T03:00:35.561187+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-12T03:00:35.570125+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-12T03:00:35.566248+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,0.5,unclear,NONE,
2026-05-12T03:01:05.627962+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO,-1.0,cluster_absent,NONE,
2026-05-12T03:01:05.620626+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,1.24,unclear,NONE,
2026-05-12T03:00:07.855163+00:00_PEPPERSTONE:XAGUSD_60_monitor_dynamic_bb_zone,XAGUSD,60,SETUP_CANDIDATO_FORTE,-1.0,unclear,TOP,
2026-05-12T03:15:36.706350+00:00_PEPPERSTONE:XAGUSD_60_setup_watch_recheck,XAGUSD,60,SETUP_CANDIDATO_FORTE,-1.0,unclear,TOP,
2026-05-12T03:15:36.695787+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,0.0,unclear,NONE,
2026-05-12T03:30:37.794869+00:00_PEPPERSTONE:XPTUSD_60_setup_watch_recheck,XPTUSD,60,SETUP_EM_OBSERVACAO (INTRADAY_EM_OBSERVACAO),0.0,cluster_present,NONE,
2026-05-12T03:30:37.787370+00:00_PEPPERSTONE:XAUUSD_30_setup_watch_recheck,XAUUSD,30,SETUP_EM_OBSERVACAO,0.0,unclear,NONE,
2026-05-12T03:30:03.493311+00:00_PEPPERSTONE:XAUUSD_30_monitor_dynamic_bb_zone,XAUUSD,30,SETUP_EM_OBSERVACAO_INTRADAY,0.8,cluster_absent,NONE,
2026-05-12T04:00:04.671648+00:00_PEPPERSTONE:ETHUSD_30_monitor_dynamic_bb_zone,ETHUSD,30,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,unclear,NONE,
2026-05-12T04:00:40.041039+00:00_PEPPERSTONE:XAGUSD_60_setup_watch_recheck,XAGUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,unclear,NONE,
2026-05-12T04:15:41.157417+00:00_PEPPERSTONE:ETHUSD_30_setup_watch_recheck,ETHUSD,30,SETUP_EM_OBSERVACAO,-1.0,unclear,NONE,
2026-05-12T04:30:42.235697+00:00_PEPPERSTONE:XAGUSD_60_setup_watch_recheck,XAGUSD,60,SETUP_CANDIDATO_FORTE_INTRADAY,-1.0,cluster_present,NONE,
