strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D+12H|tgt4.0R,29,2.9,0.1,0.276,1.22,6,-11.3,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D|tgt4.0R,29,2.9,0.1,0.276,1.22,6,-11.3,-12.9,0.12,0.51
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt4.0R,30,2.89,0.0962,0.3,1.24,5,-10.4,-11.99,0.43,1.84
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D+12H|tgt4.0R,26,2.86,0.11,0.308,1.25,3,-9.13,-11.15,0.11,0.47
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D|tgt4.0R,26,2.86,0.11,0.308,1.25,3,-9.13,-11.15,0.11,0.47
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF_none|tgt4.0R,26,2.86,0.11,0.308,1.25,3,-9.13,-11.15,0.11,0.47
BTC_SWING_4H_brk10_b70|BTCD_bull|HTF_none|tgt2.0R,59,2.86,0.0484,0.373,1.13,8,-6.89,-15.15,0.22,0.94
BTC_SWING_4H_brk10_b70|BTCD_bull|HTF1D|tgt2.0R,59,2.86,0.0484,0.373,1.13,8,-6.89,-15.15,0.22,0.94
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF_none|tgt2.5R,45,2.84,0.0631,0.267,1.15,9,-9.41,-18.72,0.18,0.78
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,42,2.82,0.0672,0.333,1.17,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,42,2.82,0.0672,0.333,1.17,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,42,2.82,0.0672,0.333,1.17,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt4.0R,41,2.72,0.0662,0.366,1.13,5,-12.83,-19.11,0.15,0.65
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF_none|tgt4.0R,41,2.72,0.0662,0.366,1.13,5,-12.83,-19.11,0.15,0.65
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D+12H|tgt2.5R,72,2.64,0.0367,0.333,1.08,12,-9.61,-21.5,0.27,1.15
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF1D+12H|tgt2.0R,42,2.61,0.0621,0.286,1.15,9,-7.14,-16.0,0.17,0.73
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D|tgt2.5R,40,2.54,0.0636,0.325,1.14,6,-9.71,-17.3,0.59,2.52
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,26,2.42,0.093,0.462,1.21,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,26,2.42,0.093,0.462,1.21,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,26,2.42,0.093,0.462,1.21,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,26,2.42,0.093,0.462,1.21,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,27,2.37,0.0878,0.222,1.25,6,-8.48,-9.22,0.11,0.47
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+HTF4H|tgt2.0R,30,2.35,0.0783,0.333,1.21,5,-7.4,-10.99,0.43,1.84
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,28,2.32,0.0829,0.25,1.25,6,-7.43,-9.27,0.11,0.49
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,28,2.32,0.0829,0.25,1.25,6,-7.43,-9.27,0.11,0.49
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt4.0R,59,2.29,0.0389,0.322,1.08,8,-15.11,-23.2,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D+12H|tgt4.0R,59,2.29,0.0389,0.322,1.08,8,-15.11,-23.2,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF_none|tgt4.0R,59,2.29,0.0389,0.322,1.08,8,-15.11,-23.2,0.22,0.93
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt4.0R,39,2.22,0.0568,0.359,1.15,5,-9.98,-13.79,0.56,2.39
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,14,2.18,0.1559,0.286,1.59,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,14,2.18,0.1559,0.286,1.59,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,14,2.18,0.1559,0.286,1.59,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,31,2.17,0.0699,0.419,1.16,7,-7.58,-12.89,0.13,0.56
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,31,2.17,0.0699,0.419,1.16,7,-7.58,-12.89,0.13,0.56
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D|tgt2.0R,70,2.16,0.0309,0.357,1.08,12,-7.59,-17.34,0.26,1.12
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF_none|tgt2.0R,70,2.16,0.0309,0.357,1.08,12,-7.59,-17.34,0.26,1.12
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,40,2.15,0.0538,0.35,1.14,10,-7.6,-14.28,0.17,0.72
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D+12H|tgt4.0R,42,2.15,0.0512,0.214,1.11,7,-16.01,-18.74,0.16,0.67
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,40,2.15,0.0538,0.35,1.14,10,-7.6,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,40,2.15,0.0538,0.35,1.14,10,-7.6,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,30,2.14,0.0713,0.433,1.16,6,-7.61,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,30,2.14,0.0713,0.433,1.16,6,-7.61,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt2.0R,34,2.13,0.0625,0.353,1.14,5,-7.62,-14.49,0.13,0.54
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF_none|tgt2.0R,34,2.13,0.0625,0.353,1.14,5,-7.62,-14.49,0.13,0.54
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt3.0R,40,2.11,0.0529,0.375,1.11,5,-11.78,-18.06,0.15,0.63
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D+12H|tgt2.0R,17,2.07,0.1215,0.412,1.26,2,-6.61,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF_none|tgt2.0R,17,2.07,0.1215,0.412,1.26,2,-6.61,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D|tgt2.0R,17,2.07,0.1215,0.412,1.26,2,-6.61,-7.35,0.07,0.31
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF_none|tgt4.0R,44,2.07,0.0471,0.364,1.1,5,-13.47,-19.68,0.16,0.7
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt4.0R,44,2.07,0.0471,0.364,1.1,5,-13.47,-19.68,0.16,0.7
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D|tgt2.5R,29,2.05,0.0708,0.31,1.16,4,-10.2,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D+12H|tgt2.5R,29,2.05,0.0708,0.31,1.16,4,-10.2,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF_none|tgt2.5R,29,2.05,0.0708,0.31,1.16,4,-10.2,-12.9,0.12,0.51
BTC_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt2.0R,100,1.99,0.0199,0.36,1.05,7,-7.76,-17.51,0.37,1.57
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,45,1.94,0.0431,0.311,1.1,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,45,1.94,0.0431,0.311,1.1,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,45,1.94,0.0431,0.311,1.1,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D+12H|tgt2.5R,64,1.93,0.0301,0.25,1.06,8,-10.32,-22.57,0.24,1.02
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF1D|tgt2.0R,44,1.89,0.043,0.295,1.1,9,-7.86,-16.71,0.18,0.76
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF_none|tgt2.5R,73,1.88,0.0258,0.329,1.06,12,-10.37,-22.26,0.27,1.17
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D|tgt2.5R,73,1.88,0.0258,0.329,1.06,12,-10.37,-22.26,0.27,1.17
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D+12H|tgt2.5R,37,1.87,0.0506,0.216,1.13,11,-10.38,-14.72,0.14,0.59
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt3.0R,54,1.87,0.0346,0.315,1.07,9,-12.88,-22.87,0.2,0.85
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF_none|tgt3.0R,54,1.87,0.0346,0.315,1.07,9,-12.88,-22.87,0.2,0.85
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt3.0R,54,1.87,0.0346,0.315,1.07,9,-12.88,-22.87,0.2,0.85
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D+12H|tgt3.0R,37,1.87,0.0506,0.189,1.13,11,-12.88,-14.72,0.14,0.59
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt2.0R,31,1.86,0.06,0.355,1.14,6,-7.89,-13.5,0.46,1.97
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF_none|tgt2.5R,20,1.82,0.0908,0.3,1.19,6,-8.86,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D|tgt2.0R,20,1.82,0.0908,0.35,1.19,6,-7.93,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D+12H|tgt2.0R,20,1.82,0.0908,0.35,1.19,6,-7.93,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D+12H|tgt2.5R,20,1.82,0.0908,0.3,1.19,6,-8.86,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF_none|tgt2.0R,20,1.82,0.0908,0.35,1.19,6,-7.93,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D|tgt2.5R,20,1.82,0.0908,0.3,1.19,6,-8.86,-9.5,0.09,0.36
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D+12H|tgt4.0R,43,1.76,0.041,0.302,1.08,7,-13.62,-20.01,0.16,0.68
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D|tgt4.0R,43,1.76,0.041,0.302,1.08,7,-13.62,-20.01,0.16,0.68
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF_none|tgt4.0R,43,1.76,0.041,0.302,1.08,7,-13.62,-20.01,0.16,0.68
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D+12H|tgt3.0R,20,1.72,0.0859,0.3,1.18,6,-8.86,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF_none|tgt3.0R,20,1.72,0.0859,0.3,1.18,6,-8.86,-9.5,0.09,0.36
BTC_SWING_4H_brk20_b50|BTCD_altseason|HTF1D|tgt3.0R,20,1.72,0.0859,0.3,1.18,6,-8.86,-9.5,0.09,0.36
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,20,1.72,0.086,0.2,1.28,6,-6.12,-5.87,0.08,0.35
BTC_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt4.0R,107,1.71,0.016,0.299,1.03,7,-17.49,-31.07,0.39,1.68
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,21,1.67,0.0796,0.238,1.27,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,21,1.67,0.0796,0.238,1.27,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt3.0R,110,1.59,0.0145,0.309,1.03,7,-13.16,-27.91,0.4,1.73
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D+12H|tgt2.0R,27,1.57,0.058,0.333,1.13,3,-8.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D|tgt2.0R,27,1.57,0.058,0.333,1.13,3,-8.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF_none|tgt2.0R,27,1.57,0.058,0.333,1.13,3,-8.18,-12.2,0.11,0.49
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D+HTF4H|tgt4.0R,65,1.55,0.0238,0.308,1.05,8,-14.12,-25.05,0.92,3.96
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.0R,35,1.55,0.0442,0.371,1.12,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D|tgt3.0R,69,1.55,0.0225,0.246,1.05,11,-13.2,-26.75,0.26,1.09
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,13,1.55,0.1195,0.462,1.27,3,-5.55,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,13,1.55,0.1195,0.462,1.27,3,-5.55,-3.15,0.06,0.24
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,35,1.55,0.0442,0.371,1.12,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,35,1.55,0.0442,0.371,1.12,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,13,1.55,0.1195,0.462,1.27,3,-5.55,-3.15,0.06,0.24
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D+12H|tgt2.0R,74,1.51,0.0203,0.365,1.05,12,-8.24,-17.99,0.28,1.18
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+12H|tgt3.0R,43,1.47,0.0342,0.372,1.07,5,-12.42,-18.63,0.16,0.68
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,39,1.39,0.0357,0.333,1.09,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,39,1.39,0.0357,0.333,1.09,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,39,1.39,0.0357,0.333,1.09,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,27,1.37,0.0508,0.185,1.15,9,-9.44,-9.22,0.11,0.47
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt4.0R,54,1.36,0.0253,0.296,1.05,9,-15.88,-23.97,0.2,0.85
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF_none|tgt4.0R,54,1.36,0.0253,0.296,1.05,9,-15.88,-23.97,0.2,0.85
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt4.0R,54,1.36,0.0253,0.296,1.05,9,-15.88,-23.97,0.2,0.85
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D+HTF4H|tgt4.0R,20,1.34,0.067,0.35,1.15,4,-8.38,-8.86,0.36,1.56
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D|tgt4.0R,20,1.34,0.067,0.35,1.15,4,-8.38,-8.86,0.36,1.56
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D+HTF4H|tgt3.0R,66,1.31,0.0199,0.303,1.05,8,-13.44,-25.1,0.94,4.02
BTC_INTRA_1H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt2.0R,31,1.3,0.0419,0.323,1.11,5,-8.45,-12.04,0.44,1.9
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D+12H|tgt4.0R,42,1.3,0.031,0.333,1.06,6,-14.24,-20.05,0.15,0.66
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D+HTF4H|tgt2.0R,45,1.26,0.028,0.356,1.07,7,-8.49,-16.6,0.64,2.76
BTC_SWING_4H_brk10_b60|no_macro|HTF1D|tgt2.0R,101,1.23,0.0121,0.356,1.03,7,-8.52,-18.27,0.37,1.59
BTC_SWING_4H_brk10_b60|no_macro|HTF_none|tgt2.0R,101,1.23,0.0121,0.356,1.03,7,-8.52,-18.27,0.37,1.59
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt4.0R,40,1.17,0.0292,0.35,1.07,5,-11.03,-14.84,0.57,2.45
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,12,1.15,0.0956,0.417,1.2,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,12,1.15,0.0956,0.417,1.2,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,12,1.15,0.0956,0.417,1.2,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,42,1.13,0.0269,0.333,1.07,10,-8.62,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,42,1.13,0.0269,0.333,1.07,10,-8.62,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF_none|tgt2.5R,27,1.13,0.0418,0.296,1.09,3,-10.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D|tgt2.5R,27,1.13,0.0418,0.296,1.09,3,-10.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,42,1.13,0.0269,0.333,1.07,10,-8.62,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D+12H|tgt2.5R,27,1.13,0.0418,0.296,1.09,3,-10.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,32,1.12,0.0349,0.406,1.08,7,-8.63,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,32,1.12,0.0349,0.406,1.08,7,-8.63,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,32,1.12,0.0349,0.406,1.08,7,-8.63,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,32,1.12,0.0349,0.406,1.08,7,-8.63,-13.94,0.13,0.58
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,13,1.1,0.0844,0.385,1.19,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,13,1.1,0.0844,0.385,1.19,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,13,1.1,0.0844,0.385,1.19,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|no_macro|HTF1D+12H|tgt2.5R,93,1.08,0.0117,0.323,1.03,6,-11.17,-23.42,0.34,1.46
BTC_SWING_4H_brk20_b50|no_macro|HTF1D|tgt2.5R,93,1.08,0.0117,0.323,1.03,6,-11.17,-23.42,0.34,1.46
BTC_SWING_4H_brk20_b50|no_macro|HTF_none|tgt2.5R,93,1.08,0.0117,0.323,1.03,6,-11.17,-23.42,0.34,1.46
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt2.5R,40,1.07,0.0268,0.375,1.05,5,-11.18,-18.06,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF_none|tgt3.0R,41,1.06,0.026,0.366,1.05,5,-12.83,-19.11,0.15,0.65
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt3.0R,41,1.06,0.026,0.366,1.05,5,-12.83,-19.11,0.15,0.65
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt2.0R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt2.5R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt3.0R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_INTRA_1H_pullback_ema50|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt4.0R,7,1.04,0.149,0.286,1.82,5,-1.12,0.0,0.11,0.45
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D|tgt3.0R,27,1.03,0.0382,0.296,1.08,3,-10.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF1D+12H|tgt3.0R,27,1.03,0.0382,0.296,1.08,3,-10.18,-12.2,0.11,0.49
BTC_SWING_4H_brk10_b50|BTCD_altseason|HTF_none|tgt3.0R,27,1.03,0.0382,0.296,1.08,3,-10.18,-12.2,0.11,0.49
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt3.0R,40,0.99,0.0249,0.35,1.07,5,-10.03,-13.84,0.57,2.45
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D+12H|tgt3.0R,29,0.96,0.0332,0.276,1.07,6,-11.3,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D|tgt3.0R,29,0.96,0.0332,0.276,1.07,6,-11.3,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF_none|tgt3.0R,29,0.96,0.0332,0.276,1.07,6,-11.3,-12.9,0.12,0.51
BTC_SWING_4H_brk10_b50|no_macro|HTF_none|tgt4.0R,108,0.95,0.0088,0.296,1.02,7,-18.25,-31.83,0.4,1.7
BTC_SWING_4H_brk10_b50|no_macro|HTF1D|tgt4.0R,108,0.95,0.0088,0.296,1.02,7,-18.25,-31.83,0.4,1.7
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt3.0R,53,0.87,0.0164,0.321,1.04,7,-13.88,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF_none|tgt3.0R,53,0.87,0.0164,0.321,1.04,7,-13.88,-21.36,0.19,0.83
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D+12H|tgt2.0R,37,0.87,0.0235,0.243,1.06,6,-8.88,-14.72,0.14,0.59
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt3.0R,53,0.87,0.0164,0.321,1.04,7,-13.88,-21.36,0.19,0.83
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF_none|tgt2.0R,45,0.84,0.0187,0.289,1.04,9,-8.91,-17.76,0.18,0.78
BTC_SWING_4H_brk10_b50|no_macro|HTF_none|tgt3.0R,111,0.83,0.0075,0.306,1.02,7,-13.92,-28.67,0.41,1.74
BTC_SWING_4H_brk10_b50|no_macro|HTF1D|tgt3.0R,111,0.83,0.0075,0.306,1.02,7,-13.92,-28.67,0.41,1.74
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D+12H|tgt2.5R,17,0.82,0.0485,0.294,1.11,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D|tgt2.5R,17,0.82,0.0485,0.294,1.11,5,-7.6,-7.35,0.07,0.32
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,32,0.81,0.0253,0.344,1.06,7,-8.94,-14.55,0.47,2.03
BTC_SWING_4H_brk20_b50|no_macro|HTF1D+12H|tgt2.0R,96,0.75,0.0078,0.354,1.02,7,-9.0,-18.75,0.35,1.51
BTC_SWING_4H_brk20_b50|no_macro|HTF1D|tgt2.0R,96,0.75,0.0078,0.354,1.02,7,-9.0,-18.75,0.35,1.51
