strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt3.0R,25,8.75,0.3499,0.48,1.86,5,-5.14,-9.75,0.11,0.45
BTC_SWING_4H_brk10_b70|no_macro|HTF1D+12H|tgt3.0R,79,8.74,0.1106,0.354,1.26,9,-6.01,-19.21,0.29,1.24
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,35,8.67,0.2478,0.343,1.69,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,35,8.67,0.2478,0.343,1.69,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,35,8.67,0.2478,0.343,1.69,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,21,8.6,0.4095,0.524,2.07,5,-4.93,-7.85,0.09,0.38
BTC_SWING_4H_brk_dec_b60_r12|no_macro|HTF1D|tgt2.0R,93,8.55,0.0919,0.398,1.22,6,-1.2,-10.95,0.34,1.46
BTC_SWING_4H_brk_dec_b60_r12|no_macro|HTF_none|tgt2.0R,93,8.55,0.0919,0.398,1.22,6,-1.2,-10.95,0.34,1.46
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D+12H|tgt4.0R,28,8.43,0.3012,0.286,1.97,6,-6.44,-8.61,0.11,0.48
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,21,8.41,0.4005,0.429,2.0,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,21,8.41,0.4005,0.429,2.0,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,28,8.32,0.2972,0.214,1.88,9,-8.53,-9.27,0.11,0.49
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF_none|tgt3.0R,40,8.32,0.208,0.375,1.5,5,-6.43,-13.9,0.15,0.63
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt3.0R,40,8.32,0.208,0.375,1.5,5,-6.43,-13.9,0.15,0.63
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,28,8.32,0.2972,0.214,1.88,9,-8.53,-9.27,0.11,0.49
BTC_SWING_4H_brk10_b60|BTCD_strong_bull|HTF1D|tgt2.0R,54,8.31,0.1539,0.426,1.46,10,-1.44,-11.19,0.2,0.86
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,27,8.31,0.3078,0.407,1.92,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b60|BTCD_strong_bull|HTF1D+12H|tgt2.0R,54,8.31,0.1539,0.426,1.46,10,-1.44,-11.19,0.2,0.86
BTC_SWING_4H_brk10_b60|BTCD_strong_bull|HTF_none|tgt2.0R,54,8.31,0.1539,0.426,1.46,10,-1.44,-11.19,0.2,0.86
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,27,8.31,0.3078,0.407,1.92,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,27,8.31,0.3078,0.407,1.92,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b60|BTCD_strong_bull|HTF_none|tgt4.0R,52,8.28,0.1592,0.365,1.43,10,-6.71,-14.79,0.19,0.83
BTC_SWING_4H_brk10_b60|BTCD_strong_bull|HTF1D+12H|tgt4.0R,52,8.28,0.1592,0.365,1.43,10,-6.71,-14.79,0.19,0.83
BTC_SWING_4H_brk10_b60|BTCD_strong_bull|HTF1D|tgt4.0R,52,8.28,0.1592,0.365,1.43,10,-6.71,-14.79,0.19,0.83
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,23,8.27,0.3595,0.522,1.89,6,-5.26,-8.83,0.1,0.42
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D+12H|tgt4.0R,18,8.26,0.4589,0.444,2.41,3,-3.73,-5.75,0.08,0.33
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D|tgt4.0R,18,8.26,0.4589,0.444,2.41,3,-3.73,-5.75,0.08,0.33
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF_none|tgt4.0R,18,8.26,0.4589,0.444,2.41,3,-3.73,-5.75,0.08,0.33
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,21,8.21,0.3911,0.524,1.97,3,-4.66,-8.31,0.09,0.38
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,21,8.21,0.3911,0.524,1.97,3,-4.66,-8.31,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt4.0R,32,8.19,0.2559,0.344,1.58,5,-7.2,-13.59,0.12,0.51
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF_none|tgt4.0R,32,8.19,0.2559,0.344,1.58,5,-7.2,-13.59,0.12,0.51
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,31,8.18,0.264,0.419,1.75,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,31,8.18,0.264,0.419,1.75,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,31,8.18,0.264,0.419,1.75,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,28,8.17,0.2918,0.357,1.75,6,-5.72,-10.93,0.12,0.51
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,28,8.17,0.2918,0.357,1.75,6,-5.72,-10.93,0.12,0.51
BTC_SWING_4H_brk_dec_b60_r12|BTCD_bull|HTF1D+12H|tgt2.0R,64,8.1,0.1265,0.406,1.34,12,-1.65,-11.4,0.24,1.02
BTC_SWING_4H_brk_dec_b70_r15|BTCD_bull|HTF_none|tgt2.5R,49,8.08,0.165,0.388,1.41,7,-4.17,-13.06,0.18,0.78
BTC_SWING_4H_brk_dec_b70_r15|BTCD_bull|HTF1D|tgt2.5R,49,8.08,0.165,0.388,1.41,7,-4.17,-13.06,0.18,0.78
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D+12H|tgt3.0R,66,8.06,0.1221,0.333,1.3,12,-6.69,-18.46,0.25,1.05
BTC_SWING_4H_brk_dec_b70_r15|BTCD_strong_bull|HTF1D+12H|tgt2.0R,38,8.06,0.212,0.474,1.61,6,-1.69,-8.81,0.14,0.61
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D+12H|tgt3.0R,72,8.03,0.1115,0.333,1.25,12,-6.72,-20.62,0.27,1.15
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,25,8.01,0.3205,0.48,1.83,3,-3.88,-9.17,0.11,0.46
BTC_SWING_4H_brk10_b70|no_macro|HTF_none|tgt3.0R,80,7.98,0.0997,0.35,1.23,9,-6.77,-19.97,0.29,1.26
BTC_SWING_4H_brk10_b70|no_macro|HTF1D|tgt3.0R,80,7.98,0.0997,0.35,1.23,9,-6.77,-19.97,0.29,1.26
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,19,7.98,0.4202,0.526,2.14,3,-1.77,-6.99,0.08,0.35
BTC_SWING_4H_brk10_b70|BTCD_strong_bull|HTF1D+12H|tgt2.0R,44,7.96,0.1808,0.455,1.57,6,-1.79,-8.9,0.16,0.7
BTC_SWING_4H_brk10_b70|BTCD_strong_bull|HTF_none|tgt2.0R,44,7.96,0.1808,0.455,1.57,6,-1.79,-8.9,0.16,0.7
BTC_SWING_4H_brk10_b70|BTCD_strong_bull|HTF1D|tgt2.0R,44,7.96,0.1808,0.455,1.57,6,-1.79,-8.9,0.16,0.7
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,21,7.95,0.3784,0.524,1.99,5,-4.93,-7.85,0.09,0.38
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt4.0R,31,7.95,0.2563,0.419,1.58,7,-7.6,-12.89,0.13,0.56
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt4.0R,31,7.95,0.2563,0.419,1.58,7,-7.6,-12.89,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF_none|tgt4.0R,30,7.92,0.2639,0.433,1.58,6,-7.62,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D|tgt4.0R,30,7.92,0.2639,0.433,1.58,6,-7.62,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+12H|tgt2.0R,27,7.89,0.2923,0.481,1.82,3,-1.86,-8.54,0.1,0.43
BTC_SWING_4H_brk20_b50|BTCD_strong_bull|HTF_none|tgt4.0R,49,7.85,0.1601,0.367,1.44,8,-7.15,-14.72,0.18,0.78
BTC_SWING_4H_brk20_b50|BTCD_strong_bull|HTF1D|tgt4.0R,49,7.85,0.1601,0.367,1.44,8,-7.15,-14.72,0.18,0.78
BTC_SWING_4H_brk20_b50|BTCD_strong_bull|HTF1D+12H|tgt4.0R,49,7.85,0.1601,0.367,1.44,8,-7.15,-14.72,0.18,0.78
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D+12H|tgt2.5R,39,7.82,0.2006,0.385,1.5,5,-4.43,-12.85,0.14,0.61
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,16,7.76,0.4851,0.562,2.13,3,-3.62,-6.3,0.07,0.29
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,21,7.76,0.3694,0.429,1.92,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,20,7.76,0.3881,0.55,2.04,3,-3.61,-7.26,0.09,0.36
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,16,7.76,0.4851,0.562,2.13,3,-3.62,-6.3,0.07,0.29
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,21,7.76,0.3694,0.429,1.92,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt3.0R,31,7.75,0.2498,0.355,1.59,5,-6.15,-12.54,0.11,0.49
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt3.0R,26,7.7,0.296,0.462,1.68,5,-6.19,-10.8,0.11,0.47
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt3.0R,26,7.7,0.296,0.462,1.68,5,-6.19,-10.8,0.11,0.47
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D|tgt4.0R,69,7.67,0.1112,0.246,1.23,11,-12.08,-26.75,0.26,1.09
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,21,7.67,0.3653,0.238,2.25,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,21,7.67,0.3653,0.238,2.25,6,-6.14,-5.92,0.09,0.37
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,27,7.66,0.2837,0.407,1.85,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,27,7.66,0.2837,0.407,1.85,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,27,7.66,0.2837,0.407,1.85,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|BTCD_bull|HTF1D+12H|tgt2.5R,56,7.65,0.1365,0.375,1.37,8,-4.6,-13.49,0.21,0.9
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,23,7.62,0.3312,0.522,1.82,6,-5.26,-8.83,0.1,0.42
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt4.0R,22,7.55,0.3431,0.5,1.83,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt4.0R,22,7.55,0.3431,0.5,1.83,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,31,7.53,0.243,0.419,1.69,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,31,7.53,0.243,0.419,1.69,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,31,7.53,0.243,0.419,1.69,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt3.0R,95,7.51,0.079,0.337,1.18,6,-7.24,-21.3,0.35,1.49
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,40,7.5,0.1874,0.35,1.48,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,40,7.5,0.1874,0.35,1.48,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,40,7.5,0.1874,0.35,1.48,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF_none|tgt3.0R,18,7.48,0.4156,0.444,2.28,3,-3.73,-5.75,0.08,0.33
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D+12H|tgt3.0R,18,7.48,0.4156,0.444,2.28,3,-3.73,-5.75,0.08,0.33
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D|tgt3.0R,18,7.48,0.4156,0.444,2.28,3,-3.73,-5.75,0.08,0.33
BTC_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt4.0R,95,7.47,0.0787,0.326,1.18,6,-10.81,-23.44,0.35,1.49
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D+12H|tgt4.0R,64,7.46,0.1166,0.234,1.24,10,-12.29,-25.27,0.24,1.02
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D|tgt3.0R,29,7.42,0.2559,0.31,1.85,6,-6.11,-8.66,0.12,0.5
BTC_SWING_4H_brk_dec_b70_r15|BTCD_altseason|HTF1D|tgt2.0R,11,7.37,0.6697,0.636,3.88,2,-1.31,-1.05,0.05,0.2
BTC_SWING_4H_brk_dec_b70_r15|BTCD_altseason|HTF_none|tgt2.0R,11,7.37,0.6697,0.636,3.88,2,-1.31,-1.05,0.05,0.2
BTC_SWING_4H_brk_dec_b70_r15|BTCD_altseason|HTF1D+12H|tgt2.0R,11,7.37,0.6697,0.636,3.88,2,-1.31,-1.05,0.05,0.2
BTC_SWING_4H_brk_dec_b60_r12|BTCD_bull|HTF1D|tgt2.0R,65,7.33,0.1128,0.4,1.3,12,-2.42,-12.17,0.24,1.04
BTC_SWING_4H_brk_dec_b60_r12|BTCD_bull|HTF_none|tgt2.0R,65,7.33,0.1128,0.4,1.3,12,-2.42,-12.17,0.24,1.04
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt3.0R,29,7.32,0.2523,0.448,1.58,6,-6.57,-11.79,0.12,0.53
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,20,7.31,0.3654,0.45,2.0,5,-4.07,-7.29,0.08,0.36
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D|tgt3.0R,67,7.3,0.1089,0.328,1.26,12,-7.45,-19.22,0.25,1.07
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF_none|tgt3.0R,67,7.3,0.1089,0.328,1.26,12,-7.45,-19.22,0.25,1.07
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D|tgt3.0R,73,7.26,0.0995,0.329,1.22,12,-7.49,-21.38,0.27,1.17
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF_none|tgt3.0R,73,7.26,0.0995,0.329,1.22,12,-7.49,-21.38,0.27,1.17
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D+12H|tgt4.0R,66,7.25,0.1098,0.318,1.27,12,-9.97,-20.02,0.25,1.05
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,25,7.25,0.2898,0.48,1.7,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,25,7.25,0.2898,0.48,1.7,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt4.0R,24,7.22,0.3008,0.5,1.7,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,27,7.22,0.2675,0.37,1.73,6,-4.67,-9.88,0.11,0.49
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt4.0R,24,7.22,0.3008,0.5,1.7,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,15,7.18,0.4789,0.6,2.23,3,-2.57,-5.25,0.06,0.27
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,33,7.16,0.217,0.394,1.6,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D|tgt4.0R,20,7.16,0.358,0.4,2.03,3,-4.83,-6.85,0.09,0.36
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,33,7.16,0.217,0.394,1.6,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF_none|tgt4.0R,20,7.16,0.358,0.4,2.03,3,-4.83,-6.85,0.09,0.36
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D+12H|tgt4.0R,20,7.16,0.358,0.4,2.03,3,-4.83,-6.85,0.09,0.36
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,33,7.16,0.217,0.394,1.6,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D+12H|tgt3.0R,28,7.09,0.2531,0.286,1.82,6,-6.44,-8.61,0.11,0.48
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,35,7.02,0.2007,0.343,1.56,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,35,7.02,0.2007,0.343,1.56,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,35,7.02,0.2007,0.343,1.56,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk_dec_b70_r15|BTCD_strong_bull|HTF1D|tgt2.0R,39,7.01,0.1796,0.462,1.49,6,-2.74,-9.86,0.15,0.62
BTC_SWING_4H_brk_dec_b70_r15|BTCD_strong_bull|HTF_none|tgt2.0R,39,7.01,0.1796,0.462,1.49,6,-2.74,-9.86,0.15,0.62
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D+12H|tgt2.0R,19,6.97,0.3666,0.474,2.02,3,-2.78,-6.8,0.08,0.35
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF_none|tgt2.0R,19,6.97,0.3666,0.474,2.02,3,-2.78,-6.8,0.08,0.35
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D|tgt2.0R,19,6.97,0.3666,0.474,2.02,3,-2.78,-6.8,0.08,0.35
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,26,6.96,0.2678,0.462,1.65,3,-4.93,-10.22,0.11,0.47
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,26,6.96,0.2678,0.462,1.65,3,-4.93,-10.22,0.11,0.47
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.0R,20,6.93,0.3467,0.5,1.86,3,-2.82,-8.04,0.09,0.36
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.0R,20,6.93,0.3467,0.5,1.86,3,-2.82,-8.04,0.09,0.36
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt4.0R,32,6.9,0.2155,0.406,1.47,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D|tgt4.0R,32,6.9,0.2155,0.406,1.47,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,22,6.9,0.3135,0.5,1.76,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,22,6.9,0.3135,0.5,1.76,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF_none|tgt4.0R,32,6.9,0.2155,0.406,1.47,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt4.0R,32,6.9,0.2155,0.406,1.47,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b70|BTCD_bull|HTF_none|tgt2.5R,57,6.88,0.1208,0.368,1.32,8,-5.37,-14.25,0.21,0.91
BTC_SWING_4H_brk10_b70|BTCD_bull|HTF1D|tgt2.5R,57,6.88,0.1208,0.368,1.32,8,-5.37,-14.25,0.21,0.91
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF_none|tgt2.0R,28,6.84,0.2444,0.464,1.64,3,-2.91,-9.59,0.1,0.44
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt2.0R,28,6.84,0.2444,0.464,1.64,3,-2.91,-9.59,0.1,0.44
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF_none|tgt2.5R,40,6.77,0.1694,0.375,1.41,5,-5.48,-13.9,0.15,0.63
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt2.5R,40,6.77,0.1694,0.375,1.41,5,-5.48,-13.9,0.15,0.63
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,25,6.75,0.2699,0.48,1.66,5,-5.14,-9.75,0.11,0.45
BTC_SWING_4H_brk10_b60|no_macro|HTF_none|tgt3.0R,96,6.75,0.0703,0.333,1.16,6,-8.0,-22.06,0.35,1.51
BTC_SWING_4H_brk10_b60|no_macro|HTF1D|tgt3.0R,96,6.75,0.0703,0.333,1.16,6,-8.0,-22.06,0.35,1.51
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,30,6.73,0.2243,0.4,1.63,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,30,6.73,0.2243,0.4,1.63,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,30,6.73,0.2243,0.4,1.63,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk10_b60|no_macro|HTF1D|tgt4.0R,96,6.71,0.0699,0.323,1.16,6,-11.57,-24.21,0.35,1.51
BTC_SWING_4H_brk10_b60|no_macro|HTF_none|tgt4.0R,96,6.71,0.0699,0.323,1.16,6,-11.57,-24.21,0.35,1.51
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,21,6.71,0.3196,0.524,1.79,3,-4.66,-8.31,0.09,0.38
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,21,6.71,0.3196,0.524,1.79,3,-4.66,-8.31,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF_none|tgt3.0R,32,6.7,0.2092,0.344,1.48,5,-7.2,-13.59,0.12,0.51
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt3.0R,32,6.7,0.2092,0.344,1.48,5,-7.2,-13.59,0.12,0.51
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,25,6.59,0.2638,0.48,1.64,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,25,6.59,0.2638,0.48,1.64,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,24,6.57,0.2736,0.5,1.64,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,24,6.57,0.2736,0.5,1.64,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D|tgt2.5R,19,6.53,0.3436,0.421,1.95,3,-4.78,-6.8,0.08,0.35
BTC_SWING_4H_brk20_b50|BTCD_bull|HTF1D+12H|tgt2.5R,63,6.53,0.1036,0.365,1.25,10,-5.72,-17.1,0.23,1.01
