candidate_id,timestamp,source,unknown_rank,demand_category,supply_category,polarity_category,quality_score_exploratory,dist_4h_supply_low_atr,dist_4h_demand_top_atr
C1996,2021-04-19 10:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_TOO_DEEP,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,1,3.6,3.33
C1997,2021-04-19 14:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_TOO_DEEP,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,1,3.82,3.11
C1998,2021-04-19 18:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_TOO_DEEP,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,4.13,3.33
C1999,2021-04-19 22:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,,
C2003,2021-04-20 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.29,0.11
C2006,2021-04-21 02:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,2.9,1.32
C2009,2021-04-21 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,2,1.9,2.01
C2013,2021-04-22 06:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,,
C2014,2021-04-22 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,2.73,1.67
C2016,2021-04-22 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,1.05,1.33
C2017,2021-04-22 22:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ORIGIN_OF_LEG,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,0,0.46,1.93
C2018,2021-04-23 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ORIGIN_OF_LEG,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,0,0.92,1.39
C2019,2021-04-23 06:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ORIGIN_OF_LEG,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,0,0.72,1.6
C2021,2021-04-23 14:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,,
C2022,2021-04-23 18:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,1,2.08,0.39
C2026,2021-04-26 10:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,,
C2034,2021-04-27 18:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.35,4.9
C2039,2021-04-28 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.56,4.33
C2041,2021-04-28 22:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FAR_ENOUGH,RECLAIM_ACCEPTED_ABOVE_SUPPLY,2,2.73,6.37
C2042,2021-04-29 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.16,1.63
C2053,2021-05-02 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,1.31,0.68
C2054,2021-05-03 02:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,1.1,1.03
C2055,2021-05-03 06:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.68,0.65
C2056,2021-05-03 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_ACCEPTED_ABOVE_SUPPLY,2,1.94,2.19
C2057,2021-05-03 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,2,2.0,2.24
C2059,2021-05-03 22:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,2.94,2.68
C2060,2021-05-04 02:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,3.36,2.22
C2063,2021-05-04 14:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,1.33,0.68
C2069,2021-05-05 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.61,0.44
C2070,2021-05-05 18:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.35,0.8
C2071,2021-05-05 22:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.37,0.8
C2072,2021-05-06 02:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,2.09,1.49
C2076,2021-05-06 18:00,swing_high_simples,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_FRESH_DANGEROUS,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.57,3.96
C2077,2021-05-06 22:00,swing_high_simples,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FRESH_DANGEROUS,POLARITY_UNDER_SUPPLY_PRESSURE,-2,0.73,4.9
C2078,2021-05-07 02:00,swing_high_simples,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-2,0.25,5.11
C2079,2021-05-07 06:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,1,3.1,5.26
C2082,2021-05-07 18:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_BLOCKS_TARGET,POLARITY_FLOATING_NO_BASE,0,1.49,5.7
C2100,2021-05-12 18:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,1.78,3.72
C2110,2021-05-14 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,2.09,2.02
C2115,2021-05-17 06:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_FLOATING_NO_BASE,1,1.2,3.76
C2120,2021-05-18 02:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,9.08,6.35
C2123,2021-05-18 14:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,9.54,6.22
C2124,2021-05-18 18:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,10.0,6.61
C2125,2021-05-18 22:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,10.32,6.44
C2126,2021-05-19 02:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,9.7,6.84
C2132,2021-05-20 02:00,swing_high_simples,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,0,0.65,1.1
C2134,2021-05-20 10:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.32,1.34
C2136,2021-05-20 18:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.33,1.35
C2138,2021-05-21 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.41,1.21
C2139,2021-05-21 06:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.67,1.39
C2141,2021-05-21 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.79,1.34
C2142,2021-05-21 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,6.77,2.1
C2145,2021-05-24 06:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,7.98,0.31
C2146,2021-05-24 10:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,8.01,0.26
C2147,2021-05-24 14:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,7.94,0.53
C2150,2021-05-25 02:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,2,9.57,1.8
C2174,2021-05-31 02:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.02,1.91
C2175,2021-05-31 06:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.35,1.64
C2176,2021-05-31 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.37,1.92
C2177,2021-05-31 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.67,2.13
C2179,2021-06-01 02:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,2,5.3,3.18
C2188,2021-06-02 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,0.08,0.71
C2189,2021-06-02 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.36,0.92
C2190,2021-06-02 22:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.42,0.88
C2204,2021-06-07 06:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,0,0.37,1.83
C2207,2021-06-07 18:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FRESH_DANGEROUS,POLARITY_FLOATING_NO_BASE,-1,0.8,4.07
C2222,2021-06-10 06:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,1.24,2.14
C2226,2021-06-10 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_NEAR_BUT_BROKEN,RECLAIM_ACCEPTED_ABOVE_SUPPLY,2,0.78,4.81
C2227,2021-06-11 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_SUPPORTING_RETEST,SUPPLY_FRESH_DANGEROUS,POLARITY_FLOATING_NO_BASE,0,0.73,2.92
C2320,2021-07-02 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,7.76,1.2
C2321,2021-07-02 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,7.94,1.16
C2322,2021-07-04 22:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,8.32,1.49
C2324,2021-07-05 06:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,7.81,1.68
C2325,2021-07-05 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,8.04,1.7
C2326,2021-07-05 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,8.36,1.73
C2327,2021-07-05 22:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,3,8.12,2.45
C2330,2021-07-06 10:00,swing_high_simples,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,5.96,4.44
C2331,2021-07-06 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,6.72,2.01
C2332,2021-07-06 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,6.9,2.31
C2333,2021-07-06 22:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_TOO_DEEP,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,6.84,3.22
C2334,2021-07-07 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_TOO_DEEP,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.59,3.29
C2337,2021-07-07 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.38,0.47
C2343,2021-07-08 14:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,5.53,0.04
C2344,2021-07-08 18:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_PRESENT_NEUTRAL,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,5.34,0.3
C2347,2021-07-09 06:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.52,0.13
C2348,2021-07-09 10:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.58,0.06
C2352,2021-07-12 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.77,2.79
C2353,2021-07-12 06:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.83,2.7
C2355,2021-07-12 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_TOO_DEEP,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.16,3.01
C2357,2021-07-12 22:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,5.63,4.2
C2364,2021-07-14 02:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.21,0.65
C2365,2021-07-14 06:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,5.13,0.78
C2372,2021-07-15 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,2,3.84,3.17
C2377,2021-07-16 06:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_TOO_DEEP,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,4.71,3.47
C2380,2021-07-16 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,6.24,1.49
C2381,2021-07-18 22:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,6.01,1.67
C2386,2021-07-19 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4.94,1.38
C2387,2021-07-19 22:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4.44,1.99
C2389,2021-07-20 06:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4.52,1.42
C2390,2021-07-20 10:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,3.46,2.22
C2391,2021-07-20 14:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4.51,0.6
C2392,2021-07-20 18:00,fractal_3_3,UNKNOWN_BOM_LIKE_DEMAND_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4.78,0.67
C2397,2021-07-21 14:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,1.47,2.74
C2399,2021-07-21 22:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_TOO_DEEP,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.36,3.29
C2400,2021-07-22 02:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.82,2.89
C2401,2021-07-22 06:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,1.09,2.51
C2402,2021-07-22 10:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.7,2.65
C2408,2021-07-23 10:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,0.33,0.07
C2414,2021-07-26 10:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,POLARITY_FLOATING_NO_BASE,0,1.72,0.5
C2415,2021-07-26 14:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-2,0.39,2.75
C2416,2021-07-26 18:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-2,0.58,2.89
C2418,2021-07-27 02:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,1.23,2.73
C2419,2021-07-27 06:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,1.06,2.77
C2428,2021-07-28 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_BLOCKS_TARGET,POLARITY_FLOATING_NO_BASE,0,1.24,4.01
C2429,2021-07-28 22:00,fractal_3_3,UNKNOWN_NAO_LIKE_SUPPLY_PRESSURE,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-2,0.07,4.95
C2430,2021-07-29 02:00,fractal_3_3,UNKNOWN_CLEAN_BUT_UNPROVEN,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,4.99,4.97
