candidate_id,near_BOM_12b,shares_BOM_episode,l2_like,reclass
C4257,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4259,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4348,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4349,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4350,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4358,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4401,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4402,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4405,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4406,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4408,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4429,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4430,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4432,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4433,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4436,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4437,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4438,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4483,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4513,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4515,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4530,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4531,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4532,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4533,0,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4534,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4536,0,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4537,0,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4538,0,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4539,0,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4540,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4541,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4544,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4545,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4558,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4576,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4579,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4580,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4581,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4584,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4585,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4586,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4587,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4588,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4589,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4590,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4591,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4609,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4610,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4612,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4613,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4614,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4623,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4624,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4626,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4627,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4628,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4630,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4633,1,0,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4634,1,0,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4635,1,0,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4636,1,0,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4637,1,0,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4655,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4656,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4658,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4659,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4660,1,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4662,1,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4664,0,1,0,DUPLICATE_SIGNAL_IN_BULL_LEG
C4667,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4668,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4669,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4670,0,1,1,DUPLICATE_SIGNAL_IN_BULL_LEG
C4681,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4682,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4688,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4701,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4704,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4705,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4706,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4710,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4711,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4712,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4713,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4727,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4763,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4764,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4766,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4767,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4768,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4769,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4918,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4926,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4927,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4928,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4932,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4934,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4973,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4974,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4975,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4976,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C4977,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4978,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4979,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4982,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C4996,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5026,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5027,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5028,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5030,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5031,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5055,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5057,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5059,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5061,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5062,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5063,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5064,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5065,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5103,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5105,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5108,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5147,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5148,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5149,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5151,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5152,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5154,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5166,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5167,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5169,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5170,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5172,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5173,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5439,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5441,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5442,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5443,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5444,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5446,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5447,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5448,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5449,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5450,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5451,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5463,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5494,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5495,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5497,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5498,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5507,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5508,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5509,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5510,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5512,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5627,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5628,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5629,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5630,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5631,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5645,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5646,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5647,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5648,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5650,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5651,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5652,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5653,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5656,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5669,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5670,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5671,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5672,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5724,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5727,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5729,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5730,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5733,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5734,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5735,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5736,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5737,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5739,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5742,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5743,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5749,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5750,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5826,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5842,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5843,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5850,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5866,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5875,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C5876,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5877,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5896,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C5900,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6011,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6012,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6014,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6015,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6018,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6019,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6024,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6025,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6026,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6027,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6028,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6029,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6030,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6031,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6032,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6033,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6037,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6039,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6057,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6058,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6059,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6062,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6125,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6126,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6127,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6129,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6130,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6132,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6133,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6134,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6136,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6141,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6142,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6144,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6145,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6147,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6148,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6150,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6152,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6162,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6195,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6228,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6229,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6295,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6296,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6298,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6299,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6300,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6305,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6308,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6313,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6330,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6331,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6376,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6381,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6383,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6387,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6389,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6390,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6391,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6410,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6411,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6415,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6417,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6418,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6419,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6420,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6421,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6424,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6425,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6426,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6428,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6429,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6430,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6436,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6437,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6438,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6439,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6453,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6454,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6456,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6457,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6460,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6461,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6462,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6529,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6530,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6531,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6533,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6534,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6536,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6537,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6539,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6540,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6541,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6543,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6544,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6545,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6546,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6547,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6548,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6549,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6550,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6551,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6552,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6553,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6554,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6555,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6561,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6564,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6566,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6567,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6568,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6569,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6571,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6572,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6573,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6585,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6610,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6618,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6631,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6634,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6635,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6636,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6638,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6639,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6641,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6655,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6656,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6662,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6665,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6669,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6712,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6715,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6729,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6730,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6741,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6742,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6743,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6744,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6749,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6750,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6751,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6767,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6791,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6792,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6797,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6844,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6845,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6848,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6849,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6908,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6962,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C6965,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6992,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6995,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C6996,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7005,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7006,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7011,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7012,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7013,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7014,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7015,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7036,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7037,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7041,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7042,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7043,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7044,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7065,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7066,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7072,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7073,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7074,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7076,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7077,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7079,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7080,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7082,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7083,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7084,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7087,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7102,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7103,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7104,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7106,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7119,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7129,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7149,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7154,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7158,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7159,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7163,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7180,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7181,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7232,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7233,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7253,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7257,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7258,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7259,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7263,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7264,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7265,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7266,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7267,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7268,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7271,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7272,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7295,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7296,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7300,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7302,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7303,0,0,1,TRUE_L2_CONTINUATION_CANDIDATE
C7408,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
C7410,0,0,0,GENERIC_BULL_FOLLOW_THROUGH
