episode_id,datetime,final_policy,exit,realR,macro_context,risk_sl,error_state,cause
6610,2024-04-11,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
6711,2024-05-06,REVIEW,WIN_HELD,1.78,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
6729,2024-05-09,SKIP_STRUCTURAL,WIN_HELD,1.69,MACRO_CORRECTIVE_PULLBACK,SL_OK,SKIP_WRONG_CUT_WINNER,regime_overcut
6741,2024-05-13,UNKNOWN,WIN_BE,0.9,MACRO_CORRECTIVE_PULLBACK,SL_OK,RESIDUAL_ACCEPTABLE,ok
6767,2024-05-17,SKIP_STRUCTURAL,STOP_LOSS,-1.1,MACRO_CORRECTIVE_PULLBACK,SL_OK,SKIP_CORRECT,ok
6791,2024-05-23,UNKNOWN,WIN_HELD,1.91,MACRO_CORRECTIVE_PULLBACK,SL_OK,RESIDUAL_ACCEPTABLE,ok
6819,2024-05-30,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
6832,2024-06-03,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
6844,2024-06-05,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
6887,2024-06-14,SKIP_STRUCTURAL,STOP_LOSS,-1.1,MACRO_BEAR_LEG,SL_OK,SKIP_CORRECT,ok
6908,2024-06-20,SKIP_STRUCTURAL,STOP_LOSS,-1.1,MACRO_CORRECTIVE_PULLBACK,SL_LATE_WIDE,SKIP_CORRECT,risk_sl
6923,2024-06-24,UNKNOWN,STOP_LOSS,-1.1,MACRO_CORRECTIVE_PULLBACK,SL_OK,RESIDUAL_ACCEPTABLE,ok
6954,2024-07-01,SKIP_STRUCTURAL,WIN_RUNNER,3.9,MACRO_CORRECTIVE_PULLBACK,SL_OK,SKIP_WRONG_CUT_RUNNER,regime_overcut
6962,2024-07-03,REVIEW,WIN_HELD,3.16,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
6977,2024-07-05,HUMAN_VISUAL_REQUIRED,STOP_LOSS,-1.1,MACRO_RANGE,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
6992,2024-07-10,REVIEW,WIN_HELD,1.78,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
7022,2024-07-17,HUMAN_VISUAL_REQUIRED,STOP_LOSS,-1.1,MACRO_RANGE,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
7053,2024-07-24,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
7065,2024-07-26,TAKE_CANDIDATE,WIN_BE,0.9,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
7094,2024-08-02,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7119,2024-08-08,REVIEW,WIN_HELD,1.91,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
7129,2024-08-12,REVIEW,WIN_BE,0.9,MACRO_RANGE,SL_OK,REVIEW_CORRECT,ok
7149,2024-08-15,REVIEW,WIN_RUNNER,3.9,MACRO_RANGE,SL_TOO_SHORT,REVIEW_SHOULD_BE_TAKE,risk_sl|supply_lens/regime_underread
7232,2024-09-04,REVIEW,WIN_RUNNER,3.9,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
7253,2024-09-09,REVIEW,WIN_HELD,3.61,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
7408,2024-10-15,REVIEW,SCRATCH,1.58,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7426,2024-10-18,HUMAN_VISUAL_REQUIRED,SCRATCH,0.37,MACRO_TRANSITION,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
7454,2024-10-25,REVIEW,WIN_BE,0.9,MACRO_TRANSITION,SL_OK,REVIEW_CORRECT,ok
7509,2024-11-07,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_TRANSITION,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
7549,2024-11-18,REVIEW,WIN_HELD,1.5,MACRO_TRANSITION,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
7569,2024-11-21,REVIEW,STOP_LOSS,-1.1,MACRO_TRANSITION,SL_OK,REVIEW_CORRECT,ok
7577,2024-11-22,REVIEW,STOP_LOSS,-1.1,MACRO_TRANSITION,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7662,2024-12-12,REVIEW,STOP_LOSS,-1.1,MACRO_RANGE,SL_OK,REVIEW_CORRECT,ok
7710,2024-12-26,HUMAN_VISUAL_REQUIRED,SCRATCH,1.21,MACRO_TRANSITION,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MACRO,macro_phase|risk_sl
7731,2024-12-31,HUMAN_VISUAL_REQUIRED,WIN_HELD,2.05,MACRO_TRANSITION,SL_OK,HUMAN_VISUAL_REQUIRED_DUE_MACRO,macro_phase
7765,2025-01-09,HUMAN_VISUAL_REQUIRED,SCRATCH,1.44,MACRO_RANGE,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
7797,2025-01-16,REVIEW,SCRATCH,1.31,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7816,2025-01-21,REVIEW,SCRATCH,1.62,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7838,2025-01-27,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
7869,2025-02-03,REVIEW,SCRATCH,0.89,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7902,2025-02-11,TAKE_CANDIDATE,SCRATCH,0.17,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
7924,2025-02-14,REVIEW,WIN_BE,3.9,MACRO_BULL_LEG,SL_TOO_SHORT,REVIEW_CORRECT,risk_sl
7933,2025-02-18,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
7943,2025-02-19,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
7993,2025-03-04,REVIEW,SCRATCH,1.16,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
8080,2025-03-24,REVIEW,WIN_RUNNER,3.9,MACRO_BULL_LEG,SL_LATE_WIDE,REVIEW_SHOULD_BE_TAKE,risk_sl|supply_lens/regime_underread
8095,2025-03-27,TAKE_CANDIDATE,WIN_BE,0.9,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
8111,2025-03-31,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
8133,2025-04-04,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
8149,2025-04-09,TAKE_CANDIDATE,WIN_HELD,2.48,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
8157,2025-04-10,REVIEW,SCRATCH,0.57,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
8200,2025-04-22,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_LATE_WIDE,REVIEW_CORRECT,risk_sl
8216,2025-04-25,REVIEW,WIN_BE,0.9,MACRO_BULL_LEG,SL_TOO_SHORT,REVIEW_CORRECT,risk_sl
8236,2025-04-30,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
8277,2025-05-09,REVIEW,STOP_LOSS,-1.1,MACRO_TRANSITION,SL_OK,REVIEW_CORRECT,ok
8338,2025-05-23,SKIP_STRUCTURAL,STOP_LOSS,-1.1,MACRO_CORRECTIVE_PULLBACK,SL_OK,SKIP_CORRECT,ok
8357,2025-05-28,UNKNOWN,WIN_HELD,1.78,MACRO_CORRECTIVE_PULLBACK,SL_OK,RESIDUAL_ACCEPTABLE,ok
8371,2025-06-02,SKIP_STRUCTURAL,SCRATCH,0.51,MACRO_CORRECTIVE_PULLBACK,SL_TOO_WIDE,SKIP_CORRECT,risk_sl
8403,2025-06-09,REVIEW,SCRATCH,0.66,MACRO_RANGE,SL_OK,REVIEW_CORRECT,ok
8431,2025-06-16,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
8460,2025-06-23,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_LATE_WIDE,REVIEW_CORRECT,risk_sl
8479,2025-06-26,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
8497,2025-07-01,REVIEW,SCRATCH,-0.09,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
8544,2025-07-11,SKIP_STRUCTURAL,WIN_HELD,1.01,MACRO_CORRECTIVE_PULLBACK,SL_OK,SKIP_WRONG_CUT_WINNER,regime_overcut
8589,2025-07-22,HUMAN_VISUAL_REQUIRED,STOP_LOSS,-1.1,MACRO_RANGE,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
8622,2025-07-30,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
8635,2025-08-01,TAKE_CANDIDATE,SCRATCH,-0.19,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
8659,2025-08-07,REVIEW,STOP_LOSS,-1.1,MACRO_TRANSITION,SL_OK,REVIEW_CORRECT,ok
8765,2025-09-02,HUMAN_VISUAL_REQUIRED,WIN_HELD,1.95,MACRO_RANGE,SL_TOO_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
8823,2025-09-15,REVIEW,WIN_HELD,2.05,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_SHOULD_BE_TAKE,risk_sl|supply_lens/regime_underread
8858,2025-09-23,REVIEW,SCRATCH,1.24,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
8878,2025-09-28,TAKE_CANDIDATE,WIN_HELD,3.24,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
8893,2025-10-01,TAKE_CANDIDATE,WIN_HELD,2.83,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
8905,2025-10-03,TAKE_CANDIDATE,WIN_RUNNER,3.9,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
8923,2025-10-08,REVIEW,WIN_BE,0.9,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
8940,2025-10-13,TAKE_CANDIDATE,WIN_BE,0.9,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
8966,2025-10-17,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
8978,2025-10-21,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_SHORT,REVIEW_CORRECT,risk_sl
9007,2025-10-28,TAKE_CANDIDATE,SCRATCH,1.4,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
9081,2025-11-13,REVIEW,STOP_LOSS,-1.1,MACRO_RANGE,SL_OK,REVIEW_CORRECT,ok
9105,2025-11-19,TAKE_CANDIDATE,WIN_HELD,1.64,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
9199,2025-12-11,HUMAN_VISUAL_REQUIRED,WIN_RUNNER,3.9,MACRO_RANGE,SL_OK,HUMAN_VISUAL_REQUIRED_DUE_MICRO,microstructure
9215,2025-12-16,REVIEW,WIN_RUNNER,3.9,MACRO_RANGE,SL_OK,REVIEW_SHOULD_BE_TAKE,supply_lens/regime_underread
9243,2025-12-22,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
9256,2025-12-26,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
9287,2026-01-05,TAKE_CANDIDATE,SCRATCH,1.64,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
9297,2026-01-06,REVIEW,WIN_HELD,1.97,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_SHOULD_BE_TAKE,risk_sl|supply_lens/regime_underread
9304,2026-01-08,TAKE_CANDIDATE,WIN_HELD,2.45,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
9314,2026-01-09,TAKE_CANDIDATE,WIN_HELD,3.16,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_CORRECT,ok
9329,2026-01-14,TAKE_CANDIDATE,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_CONTEXT,macro_phase
9345,2026-01-18,REVIEW,WIN_RUNNER,3.9,MACRO_BULL_LEG,SL_LATE_WIDE,REVIEW_SHOULD_BE_TAKE,risk_sl|supply_lens/regime_underread
9368,2026-01-22,TAKE_CANDIDATE,WIN_BE,0.9,MACRO_BULL_LEG,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
9390,2026-01-28,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
9432,2026-02-06,REVIEW,SCRATCH,0.09,MACRO_TRANSITION,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
9492,2026-02-20,SKIP_STRUCTURAL,SCRATCH,0.25,MACRO_CORRECTIVE_PULLBACK,SL_TOO_WIDE,SKIP_CORRECT,risk_sl
9504,2026-02-24,REVIEW,SCRATCH,0.16,MACRO_RANGE,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
9512,2026-02-25,HUMAN_VISUAL_REQUIRED,WIN_BE,0.9,MACRO_RANGE,SL_OK,HUMAN_VISUAL_REQUIRED_DUE_MICRO,microstructure
9523,2026-02-27,HUMAN_VISUAL_REQUIRED,STOP_LOSS,-1.1,MACRO_RANGE,SL_LATE_WIDE,HUMAN_VISUAL_REQUIRED_DUE_MICRO,risk_sl|microstructure
9530,2026-03-02,REVIEW,STOP_LOSS,-1.1,MACRO_RANGE,SL_LATE_WIDE,REVIEW_CORRECT,risk_sl
9537,2026-03-03,TAKE_CANDIDATE,SCRATCH,-0.59,MACRO_RANGE,SL_OK,AUTO_TAKE_BAD_EXIT,exit_management
9582,2026-03-13,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_LATE_WIDE,REVIEW_CORRECT,risk_sl
9628,2026-03-25,HUMAN_VISUAL_REQUIRED,SCRATCH,0.5,MACRO_RANGE,SL_OK,HUMAN_VISUAL_REQUIRED_DUE_MACRO,macro_phase
9646,2026-03-30,SKIP_STRUCTURAL,SCRATCH,1.24,MACRO_BEAR_LEG,SL_OK,SKIP_CORRECT,ok
9727,2026-04-17,HUMAN_VISUAL_REQUIRED,STOP_LOSS,-1.11,MACRO_RANGE,SL_OK,HUMAN_VISUAL_REQUIRED_DUE_MACRO,macro_phase
9805,2026-05-06,REVIEW,STOP_LOSS,-1.1,MACRO_BULL_LEG,SL_TOO_WIDE,REVIEW_CORRECT,risk_sl
