bar_idx,datetime,path_f1_swept_low_reclaim,path_f1_sweep_depth_atr,path_f1_bars_since_sweep,path_f1_swept_high_reject,path_f2_flush_state,path_f2_drop_atr,path_f2_velocity_atr_bar,path_f2_range_expansion,path_f2_consec_down,path_f2_flush_bars,path_f3_acceptance_state,path_f3_closes_above_res,path_f3_rejections_at_res,path_f3_breaks_support,path_f4_structure_state,path_f4_BOS,path_f4_CHoCH,path_f4_n_pivots_lb,path_f6_svp_state,path_f6_above_value,path_f6_below_value,path_f6_dist_poc_atr,path_f5_range_pos_4h,path_f5_range_pct_4h,path_f5_range_pos_1d,path_f5_range_pct_1d,path_f7_regime_traj,path_f7_combined_slope,path_f7_cascade_now,path_f7_macro_broken_recent,dspa_primary,dspa_secondary,eng_supply,eng_demand,eng_volume,eng_mtf,eng_regime,eng_momentum,eng_capit,eng_fuel,eng_risk,eng_macro_state,ind_context,ind_bubbles,ind_smc,ind_nas,ind_rsi,ind_indicator_confluence,macro_reader_leg,sup_cat,macro_phase,bear_leg_refined,EVAL_mfe_R,EVAL_runner,EVAL_loser,EVAL_monumental,EVAL_eng_policy
631,2020-05-28,0,0.0,-1,0,MIXED_DECLINE,4.43,0.55,1.35,0,8,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,2,IN_VALUE,4,7,-0.27,EQUILIBRIUM,0.58,EQUILIBRIUM,0.5,REGIME_STABLE_BULL,-0.167,1.0,0,SUPPLY_REJECTION_TRAP,BULL_PULLBACK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_BULL_RUN,,1.98,0,1,0,TAKE
685,2020-06-10,0,0.0,-1,1,MIXED_DECLINE,1.24,0.18,1.0,0,7,ACCEPTED_ABOVE_RES,2,1,4,STRUCTURE_RANGE,1,0,2,ACCEPTING_ABOVE_VALUE,7,1,1.97,PREMIUM,0.98,PREMIUM,0.72,REGIME_STABLE_BULL,-0.167,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_RANGE,SUPPLY_FRESH_DANGEROUS,MACRO_BULL_RUN,,0.09,0,1,0,TAKE
702,2020-06-15,1,0.04,3,0,MIXED_DECLINE,3.45,0.57,0.83,0,6,BROKE_SUPPORT,0,1,3,STRUCTURE_RANGE,0,0,5,IN_VALUE,5,6,0.76,EQUILIBRIUM,0.45,EQUILIBRIUM,0.55,REGIME_STABLE_BULL,0.0,2.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_CORRECTIVE_PULLBACK,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,5.67,1,0,0,TAKE
766,2020-06-30,0,0.0,-1,0,MIXED_DECLINE,1.26,0.42,0.8,3,3,BROKE_SUPPORT,0,0,8,STRUCTURE_UP,0,0,4,IN_VALUE,3,4,-0.02,PREMIUM,0.82,PREMIUM,0.86,REGIME_STABLE_BULL,0.0,3.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_SHORT,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,0.0,0,1,0,REVIEW_RISK
780,2020-07-02,1,0.18,1,0,MIXED_DECLINE,3.39,0.48,1.83,0,7,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,4,ACCEPTING_ABOVE_VALUE,7,2,0.47,EQUILIBRIUM,0.62,PREMIUM,0.9,REGIME_STABLE_BULL,-0.167,2.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,14.6,1,0,1,TAKE
833,2020-07-15,0,0.0,-1,1,MIXED_DECLINE,3.03,0.5,1.06,0,6,REJECTED_AT_RES,0,2,0,STRUCTURE_RANGE,0,0,3,ACCEPTING_ABOVE_VALUE,6,3,0.36,PREMIUM,0.85,PREMIUM,0.94,REGIME_STABLE_BULL,0.0,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,0.21,0,1,0,TAKE
845,2020-07-17,0,0.0,-1,0,GRIND_DOWN,3.51,0.39,0.84,0,9,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,3,ACCEPTING_ABOVE_VALUE,8,6,2.11,PREMIUM,0.8,PREMIUM,0.93,REGIME_STABLE_BULL,-0.167,1.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,30.71,1,0,1,TAKE
866,2020-07-23,0,0.0,-1,1,MIXED_DECLINE,2.43,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,3,1,0,STRUCTURE_RANGE,1,0,2,IN_VALUE,9,2,-0.04,PREMIUM,0.9,PREMIUM,0.81,REGIME_STABLE_BULL,0.0,3.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,12.59,1,0,1,REVIEW_RISK
886,2020-07-28,0,0.0,-1,0,FLUSH_V,3.73,1.86,2.77,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,2,IN_VALUE,5,2,0.25,EQUILIBRIUM,0.59,PREMIUM,0.79,REGIME_STABLE_BULL,-0.167,3.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,4.68,0,0,0,REVIEW_RISK
901,2020-07-30,1,0.13,2,0,MIXED_DECLINE,2.82,0.56,0.71,0,5,BROKE_SUPPORT,0,1,3,STRUCTURE_UP,0,0,5,ACCEPTING_ABOVE_VALUE,5,4,0.67,PREMIUM,0.79,PREMIUM,0.93,REGIME_STABLE_BULL,0.0,3.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,5.01,1,0,0,TAKE
919,2020-08-04,0,0.0,-1,0,MIXED_DECLINE,2.07,0.52,0.72,1,4,ACCEPTED_ABOVE_RES,3,0,3,STRUCTURE_UP,1,0,4,BELOW_VALUE_REJECTED,5,2,-0.19,PREMIUM,0.81,PREMIUM,0.99,REGIME_STABLE_BULL,-0.167,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,3.31,0,0,0,TAKE
934,2020-08-07,0,0.0,-1,0,MIXED_DECLINE,2.04,0.68,1.06,3,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,3,BELOW_VALUE_REJECTED,6,4,-0.75,PREMIUM,0.73,PREMIUM,0.9,REGIME_STABLE_BULL,0.0,3.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_ABSENT,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,0.0,0,1,0,TAKE
970,2020-08-17,0,0.0,-1,0,MIXED_DECLINE,2.24,0.28,0.48,0,8,BROKE_SUPPORT,1,0,2,STRUCTURE_UP,1,0,2,ACCEPTING_ABOVE_VALUE,4,1,1.34,PREMIUM,0.99,EQUILIBRIUM,0.62,REGIME_STABLE_BULL,-0.167,2.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,,1.73,0,1,0,REVIEW_RISK
1027,2020-08-30,0,0.0,-1,0,FLUSH_V,4.1,4.1,1.97,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,3,IN_VALUE,5,2,0.09,PREMIUM,0.94,EQUILIBRIUM,0.51,REGIME_IMPROVING,0.333,3.0,0,BULL_PULLBACK_CONTINUATION,SUPPLY_REJECTION_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,0.84,0,1,0,TAKE
1072,2020-09-09,0,0.0,-1,0,MIXED_DECLINE,2.39,0.0,0.0,1,0,ACCEPTED_ABOVE_RES,2,3,0,STRUCTURE_DOWN,0,0,5,ACCEPTING_ABOVE_VALUE,5,7,1.12,PREMIUM,0.93,EQUILIBRIUM,0.55,REGIME_STABLE_BULL,-0.167,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_RANGE,SUPPLY_FAR_ENOUGH,MACRO_RANGE_TRANSITION,,1.42,0,1,0,TAKE
1151,2020-09-28,0,0.0,-1,1,MIXED_DECLINE,2.1,0.35,0.71,0,6,ACCEPTED_ABOVE_RES,2,2,0,STRUCTURE_DOWN,0,0,5,ACCEPTING_ABOVE_VALUE,5,3,1.64,PREMIUM,0.96,DISCOUNT,0.23,REGIME_STABLE_BULL,0.0,1.0,1,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTION_TRAP,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_RANGE,CLEAN_SKY,MACRO_RANGE_TRANSITION,,2.73,0,0,0,SKIP
1200,2020-10-08,0,0.0,-1,0,FLUSH_V,4.61,1.54,2.18,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,2,ACCEPTING_ABOVE_VALUE,5,2,0.64,PREMIUM,0.7,EQUILIBRIUM,0.46,REGIME_DETERIORATING,-0.333,-1.0,0,LEGITIMATE_BEAR_BUY,BEAR_PULLBACK_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_MIXED,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BEAR_LEG,SUPPLY_FRESH_DANGEROUS,MACRO_BULL_PULLBACK,BLOCK,1.7,0,1,0,SKIP
1211,2020-10-12,0,0.0,-1,0,MIXED_DECLINE,1.61,0.54,1.16,2,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,2,IN_VALUE,3,2,-0.12,PREMIUM,0.79,EQUILIBRIUM,0.59,REGIME_STABLE_BULL,0.0,1.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_CORRECTIVE_PULLBACK,SUPPLY_FAR_ENOUGH,MACRO_BULL_PULLBACK,,0.0,0,1,0,TAKE
1221,2020-10-14,0,0.0,-1,0,GRIND_DOWN,4.66,0.39,1.2,0,12,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,2,ACCEPTING_ABOVE_VALUE,2,5,1.5,EQUILIBRIUM,0.59,EQUILIBRIUM,0.51,REGIME_NEUTRAL,-0.167,-1.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_RANGE,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_PULLBACK,,0.03,0,1,0,TAKE
1298,2020-11-02,0,0.0,-1,1,MIXED_DECLINE,1.77,0.0,0.0,0,0,REJECTED_AT_RES,1,2,0,STRUCTURE_RANGE,0,0,5,ACCEPTING_ABOVE_VALUE,5,3,0.66,EQUILIBRIUM,0.56,EQUILIBRIUM,0.39,REGIME_DETERIORATING,-0.333,-2.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_BULL_PULLBACK,,5.1,1,0,0,SKIP
1316,2020-11-05,0,0.0,-1,0,MIXED_DECLINE,2.69,0.0,0.0,0,0,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,3,ACCEPTING_ABOVE_VALUE,10,0,0.72,PREMIUM,0.97,EQUILIBRIUM,0.63,REGIME_IMPROVING,0.333,0.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,MARKUP_BREAKING,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BEAR_LEG,SUPPLY_NEAR_BUT_BROKEN,MACRO_BULL_PULLBACK,BLOCK,2.47,0,0,0,TAKE
1326,2020-11-08,0,0.0,-1,0,MIXED_DECLINE,1.72,1.72,1.0,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,4,ACCEPTING_ABOVE_VALUE,9,0,0.2,PREMIUM,0.96,PREMIUM,0.97,REGIME_IMPROVING,1.0,3.0,0,SUPPLY_REJECTION_TRAP,BULL_PULLBACK_CONTINUATION,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_CORRECTIVE_PULLBACK,SUPPLY_FRESH_DANGEROUS,MACRO_BULL_PULLBACK,,0.49,0,1,0,REVIEW_RISK
1353,2020-11-13,0,0.0,-1,0,MIXED_DECLINE,1.06,0.53,0.6,0,2,REJECTED_AT_RES,1,3,0,STRUCTURE_RANGE,1,0,2,ACCEPTING_ABOVE_VALUE,7,3,1.3,PREMIUM,0.86,EQUILIBRIUM,0.35,REGIME_DETERIORATING,-0.333,-2.0,0,LEGITIMATE_BEAR_BUY,SUPPLY_REJECTION_TRAP,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_BUY_LATE,SMC_BOS_LATE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_TRANSITION,CLEAN_SKY,MACRO_BULL_PULLBACK,,0.56,0,1,0,SKIP
1429,2020-12-02,0,0.0,-1,0,MIXED_DECLINE,1.06,0.0,0.0,1,0,ACCEPTED_ABOVE_RES,2,0,0,STRUCTURE_DOWN,0,0,2,IN_VALUE,7,3,-0.97,PREMIUM,0.8,DISCOUNT,0.27,REGIME_IMPROVING,0.333,-1.0,0,LEGITIMATE_BEAR_BUY,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,EXPANSION_CLIMAX,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_BUY_LATE,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BEAR_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,PRESERVE,5.99,1,0,0,SKIP
1497,2020-12-17,0,0.0,-1,0,MIXED_DECLINE,2.67,0.67,0.59,0,4,ACCEPTED_ABOVE_RES,15,0,3,STRUCTURE_RANGE,1,0,1,IN_VALUE,6,1,0.11,PREMIUM,0.85,PREMIUM,0.92,REGIME_NEUTRAL,0.0,-1.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,UNKNOWN_CONFLICT,NEUTRAL,BUBBLE_NEUTRAL,SMC_NONE,NAS_SHORT,RSI_NO_DIV,WEAK_BEAR,MACRO_BEAR_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_RANGE_TRANSITION,BLOCK,1.33,0,1,0,REVIEW
1522,2020-12-23,0,0.0,-1,0,FLUSH_V,5.32,5.32,4.67,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,4,IN_VALUE,5,4,0.16,EQUILIBRIUM,0.42,PREMIUM,0.79,REGIME_STABLE_BEAR,0.167,-2.0,0,SUPPLY_REJECTION_TRAP,LEGITIMATE_BEAR_BUY,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,MTF_CONFLICT,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,BEAR_BOUNCE_RISK,TOP,BUBBLE_MIXED,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,5.65,1,0,0,SKIP
1568,2021-01-06,0,0.0,-1,0,FLUSH_V,4.22,2.11,3.07,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,1,BELOW_VALUE_REJECTED,7,5,-1.96,EQUILIBRIUM,0.39,PREMIUM,0.71,REGIME_STABLE_BULL,0.0,1.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_SHORT,RSI_NO_DIV,NEUTRAL,MACRO_BULL_LEG,SUPPLY_FAR_ENOUGH,MACRO_BULL_PULLBACK,,0.46,0,1,0,TAKE
1623,2021-01-20,0,0.0,-1,0,MIXED_DECLINE,1.25,1.25,1.09,0,1,ACCEPTED_ABOVE_RES,5,1,4,STRUCTURE_RANGE,1,0,4,IN_VALUE,5,4,0.42,PREMIUM,0.92,DISCOUNT,0.33,REGIME_STABLE_BEAR,0.167,-2.0,0,LEGITIMATE_BEAR_BUY,,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_BOS_LATE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_TRANSITION,CLEAN_SKY,MACRO_BEAR_MARKDOWN,,0.31,0,1,0,SKIP
