bar_idx,datetime,path_f1_swept_low_reclaim,path_f1_sweep_depth_atr,path_f1_bars_since_sweep,path_f1_swept_high_reject,path_f2_flush_state,path_f2_drop_atr,path_f2_velocity_atr_bar,path_f2_range_expansion,path_f2_consec_down,path_f2_flush_bars,path_f3_acceptance_state,path_f3_closes_above_res,path_f3_rejections_at_res,path_f3_breaks_support,path_f4_structure_state,path_f4_BOS,path_f4_CHoCH,path_f4_n_pivots_lb,path_f6_svp_state,path_f6_above_value,path_f6_below_value,path_f6_dist_poc_atr,path_f5_range_pos_4h,path_f5_range_pct_4h,path_f5_range_pos_1d,path_f5_range_pct_1d,path_f7_regime_traj,path_f7_combined_slope,path_f7_cascade_now,path_f7_macro_broken_recent,dspa_primary,dspa_secondary,eng_supply,eng_demand,eng_volume,eng_mtf,eng_regime,eng_momentum,eng_capit,eng_fuel,eng_risk,eng_macro_state,ind_context,ind_bubbles,ind_smc,ind_nas,ind_rsi,ind_indicator_confluence,macro_reader_leg,sup_cat,macro_phase,bear_leg_refined,EVAL_mfe_R,EVAL_runner,EVAL_loser,EVAL_monumental,EVAL_eng_policy
1661,2021-01-28,0,0.0,-1,0,FLUSH_V,2.11,2.11,1.81,0,1,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,6,ACCEPTING_ABOVE_VALUE,2,4,1.58,EQUILIBRIUM,0.64,EQUILIBRIUM,0.34,REGIME_STABLE_BEAR,-0.167,-3.0,0,LEGITIMATE_BEAR_BUY,REVERSAL_RUNNER,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_BEAR_LEG,CLEAN_SKY,MACRO_BEAR_MARKDOWN,PRESERVE,0.0,0,1,0,SKIP
1761,2021-02-22,0,0.0,-1,1,MIXED_DECLINE,2.18,0.0,0.0,0,0,REJECTED_AT_RES,1,3,0,STRUCTURE_RANGE,1,0,4,ACCEPTING_ABOVE_VALUE,5,5,0.6,PREMIUM,0.92,DISCOUNT,0.31,REGIME_STABLE_BEAR,0.0,-2.0,0,LEGITIMATE_BEAR_BUY,SUPPLY_REJECTION_TRAP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_BEAR_LEG,SUPPLY_FAR_ENOUGH,MACRO_BEAR_MARKDOWN,PRESERVE,1.21,0,1,0,SKIP
1775,2021-02-24,1,1.1,0,0,FLUSH_V,2.76,0.92,1.37,0,3,BROKE_SUPPORT,1,1,5,STRUCTURE_RANGE,0,0,3,IN_VALUE,6,3,-0.86,EQUILIBRIUM,0.52,DISCOUNT,0.32,REGIME_STABLE_BEAR,0.167,-2.0,0,SUPPLY_REJECTION_TRAP,BEAR_PULLBACK_TRAP,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,UNKNOWN_CONFLICT,NEUTRAL,BUBBLE_NEUTRAL,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_BEAR_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_RANGE_TRANSITION,BLOCK,0.53,0,1,0,REVIEW
1836,2021-03-10,0,0.0,-1,1,MIXED_DECLINE,2.03,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_RANGE,1,0,3,ACCEPTING_ABOVE_VALUE,6,4,1.23,PREMIUM,1.0,DISCOUNT,0.28,REGIME_IMPROVING,0.333,-1.0,0,UNKNOWN_CONFLICT,BEAR_PULLBACK_TRAP,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,UNKNOWN_CONFLICT,NEUTRAL,BUBBLE_NEUTRAL,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_BEAR_LEG,SUPPLY_FRESH_DANGEROUS,MACRO_BEAR_MARKDOWN,BLOCK,0.95,0,1,0,REVIEW
1873,2021-03-18,0,0.0,-1,0,FLUSH_V,3.45,1.72,2.21,1,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,5,IN_VALUE,3,4,-0.16,EQUILIBRIUM,0.33,EQUILIBRIUM,0.39,REGIME_STABLE_BEAR,-0.167,-2.0,0,LEGITIMATE_BEAR_BUY,SUPPLY_REJECTION_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_BUY_LATE,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BEAR_LEG,SUPPLY_BLOCKS_TARGET,MACRO_BEAR_MARKDOWN,PRESERVE,1.2,0,1,0,SKIP
1901,2021-03-25,1,0.24,0,1,GRIND_DOWN,2.44,0.19,0.91,1,13,HOLDING_SUPPORT,0,1,0,STRUCTURE_RANGE,0,0,3,BELOW_VALUE_REJECTED,7,5,-0.65,DISCOUNT,0.25,EQUILIBRIUM,0.4,REGIME_STABLE_BEAR,0.0,-2.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_RANGE,SUPPLY_NEAR_AND_REJECTING,MACRO_BEAR_MARKDOWN,,1.36,0,1,0,SKIP
1941,2021-04-06,0,0.0,-1,1,MIXED_DECLINE,1.18,0.39,0.65,1,3,ACCEPTED_ABOVE_RES,3,1,7,STRUCTURE_UP,1,0,3,IN_VALUE,9,1,-0.15,PREMIUM,0.88,PREMIUM,0.7,REGIME_NEUTRAL,0.167,-1.0,0,LEGITIMATE_BEAR_BUY,SUPPLY_REJECTION_TRAP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_NEUTRAL,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_MIXED,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_RANGE,SUPPLY_FAR_ENOUGH,MACRO_BEAR_MARKDOWN,,6.04,1,0,0,SKIP
2034,2021-04-27,0,0.0,-1,1,FLUSH_V,2.01,1.0,1.36,2,2,ACCEPTED_ABOVE_RES,4,4,0,STRUCTURE_DOWN,0,0,4,BELOW_VALUE_REJECTED,4,7,-0.12,DISCOUNT,0.29,PREMIUM,0.82,REGIME_DETERIORATING,-0.333,-1.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_RANGE_TRANSITION,,0.0,0,1,0,REVIEW_RISK
2053,2021-05-02,0,0.0,-1,0,FLUSH_V,3.78,1.26,2.07,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,3,ACCEPTING_ABOVE_VALUE,4,2,0.41,EQUILIBRIUM,0.46,PREMIUM,0.72,REGIME_NEUTRAL,0.0,-1.0,0,LEGITIMATE_BEAR_BUY,BULL_PULLBACK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,16.88,1,0,1,SKIP
2100,2021-05-12,0,0.0,-1,1,MIXED_DECLINE,2.97,0.37,1.09,3,8,REJECTED_AT_RES,0,3,1,STRUCTURE_RANGE,0,0,3,BELOW_VALUE_REJECTED,4,5,-1.49,DISCOUNT,0.07,PREMIUM,0.73,REGIME_STABLE_BULL,-0.167,2.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_FRAGILE,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,FALLING_KNIFE,low_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_BUY_LATE,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_BEAR_DIV_TOP,STRONG_BEAR_CONFIRM,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,2.39,0,0,0,SKIP
2110,2021-05-14,0,0.0,-1,0,NO_FLUSH,0.89,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,9,1,0,STRUCTURE_DOWN,0,0,5,ACCEPTING_ABOVE_VALUE,6,5,1.2,PREMIUM,0.86,PREMIUM,0.92,REGIME_STABLE_BULL,-0.167,1.0,0,MARKUP_THROUGH_SUPPLY,LEGITIMATE_BEAR_BUY,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,SUPPLY_FAR_ENOUGH,MACRO_RANGE_TRANSITION,,5.07,1,0,0,TAKE
2174,2021-05-31,0,0.0,-1,1,MIXED_DECLINE,2.66,0.38,0.96,1,7,ACCEPTED_ABOVE_RES,3,4,0,STRUCTURE_DOWN,0,0,5,IN_VALUE,5,7,-0.13,PREMIUM,0.81,PREMIUM,0.96,REGIME_STABLE_BULL,0.0,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,CLEAN_SKY,MACRO_BULL_RUN,,0.81,0,1,0,TAKE
2188,2021-06-02,0,0.0,-1,0,FLUSH_V,3.27,1.63,1.85,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,4,ACCEPTING_ABOVE_VALUE,7,5,0.49,PREMIUM,0.72,PREMIUM,0.93,REGIME_DETERIORATING,-0.5,1.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_NEUTRAL,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_MIXED,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_BULL_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,0.25,0,1,0,TAKE
2204,2021-06-07,0,0.0,-1,0,MIXED_DECLINE,1.38,0.34,0.37,0,4,ACCEPTED_ABOVE_RES,6,2,0,STRUCTURE_DOWN,0,0,4,IN_VALUE,5,4,0.07,EQUILIBRIUM,0.53,PREMIUM,0.7,REGIME_STABLE_BULL,0.0,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_LONG_RECENT,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,1.21,0,1,0,TAKE
2222,2021-06-10,1,0.4,2,0,MIXED_DECLINE,3.02,0.6,0.9,5,5,REJECTED_AT_RES,0,3,3,STRUCTURE_RANGE,0,0,5,BELOW_VALUE_REJECTED,3,8,-0.46,DISCOUNT,0.16,PREMIUM,0.67,REGIME_STABLE_BULL,0.167,2.0,0,SUPPLY_REJECTION_TRAP,BULL_PULLBACK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_BULL_RUN,,0.0,0,1,0,TAKE
2320,2021-07-02,0,0.0,-1,1,MIXED_DECLINE,1.68,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,1,6,STRUCTURE_RANGE,1,0,3,ACCEPTING_ABOVE_VALUE,9,2,0.33,PREMIUM,0.83,DISCOUNT,0.24,REGIME_IMPROVING,0.333,1.0,0,MARKUP_THROUGH_SUPPLY,LEGITIMATE_BEAR_BUY,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_BUY_LATE,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_TRANSITION,CLEAN_SKY,MACRO_RANGE_TRANSITION,,3.56,0,0,0,SKIP
2364,2021-07-14,0,0.0,-1,0,MIXED_DECLINE,2.31,0.0,0.0,0,0,HOLDING_SUPPORT,0,0,1,STRUCTURE_UP,0,0,4,ACCEPTING_ABOVE_VALUE,6,3,0.5,PREMIUM,0.83,EQUILIBRIUM,0.55,REGIME_STABLE_BULL,0.0,1.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_MIXED,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_CORRECTIVE_PULLBACK,CLEAN_SKY,MACRO_RANGE_TRANSITION,,1.75,0,1,0,SKIP
2372,2021-07-15,0,0.0,-1,1,MIXED_DECLINE,2.16,0.0,0.0,1,0,REJECTED_AT_RES,1,2,1,STRUCTURE_UP,0,0,4,BELOW_VALUE_REJECTED,9,3,-0.83,PREMIUM,0.79,PREMIUM,0.89,REGIME_STABLE_BULL,0.167,1.0,0,SUPPLY_REJECTION_TRAP,BULL_PULLBACK_CONTINUATION,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_CORRECTIVE_PULLBACK,SUPPLY_FAR_ENOUGH,MACRO_RANGE_TRANSITION,,1.0,0,1,0,TAKE
2428,2021-07-28,1,0.15,0,1,MIXED_DECLINE,2.04,0.51,1.59,0,4,ACCEPTED_ABOVE_RES,2,2,0,STRUCTURE_UP,0,0,4,ACCEPTING_ABOVE_VALUE,4,6,0.83,PREMIUM,0.76,PREMIUM,0.66,REGIME_NEUTRAL,0.167,0.0,0,SUPPLY_REJECTION_TRAP,BEAR_PULLBACK_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,2.35,0,0,0,SKIP
2488,2021-08-11,0,0.0,-1,0,MIXED_DECLINE,2.32,1.16,0.86,1,2,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,4,ACCEPTING_ABOVE_VALUE,6,5,2.02,PREMIUM,0.84,EQUILIBRIUM,0.47,REGIME_STABLE_BEAR,0.0,-3.0,0,LEGITIMATE_BEAR_BUY,,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_RANGE,CLEAN_SKY,MACRO_RANGE_TRANSITION,,6.2,1,0,0,SKIP
2497,2021-08-13,0,0.0,-1,0,FLUSH_V,2.44,2.44,1.52,0,1,BROKE_SUPPORT,1,0,8,STRUCTURE_UP,1,0,5,ACCEPTING_ABOVE_VALUE,7,3,0.39,PREMIUM,0.96,EQUILIBRIUM,0.52,REGIME_NEUTRAL,0.167,-1.0,0,LEGITIMATE_BEAR_BUY,REVERSAL_RUNNER,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BEAR_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,PRESERVE,7.42,1,0,0,SKIP
2544,2021-08-25,0,0.0,-1,0,MIXED_DECLINE,2.65,0.88,0.88,0,3,BROKE_SUPPORT,0,0,10,STRUCTURE_UP,0,1,5,IN_VALUE,6,4,0.09,EQUILIBRIUM,0.56,PREMIUM,0.76,REGIME_IMPROVING,0.667,3.0,0,BULL_PULLBACK_CONTINUATION,BEAR_PULLBACK_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_CORRECTIVE_PULLBACK,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,0.6,0,1,0,TAKE
2663,2021-09-22,0,0.0,-1,0,MIXED_DECLINE,1.47,0.0,0.0,0,0,BROKE_SUPPORT,0,0,5,STRUCTURE_UP,0,0,5,IN_VALUE,8,3,0.25,PREMIUM,0.9,EQUILIBRIUM,0.39,REGIME_NEUTRAL,0.167,-1.0,0,UNKNOWN_CONFLICT,,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_BUY_LATE,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_RANGE,SUPPLY_FAR_ENOUGH,MACRO_RANGE_TRANSITION,,0.24,0,1,0,SKIP
2705,2021-10-01,0,0.0,-1,0,MIXED_DECLINE,2.52,0.0,0.0,2,0,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,5,IN_VALUE,6,5,-0.18,PREMIUM,0.72,DISCOUNT,0.27,REGIME_STABLE_BEAR,-0.167,-2.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_BEAR_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_RANGE_TRANSITION,BLOCK,4.66,0,0,0,SKIP
2737,2021-10-08,0,0.0,-1,0,FLUSH_V,1.8,1.8,1.66,0,1,BROKE_SUPPORT,1,0,2,STRUCTURE_UP,1,0,5,ACCEPTING_ABOVE_VALUE,5,6,1.59,PREMIUM,0.75,EQUILIBRIUM,0.59,REGIME_NEUTRAL,0.167,-1.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,UNKNOWN_CONFLICT,NEUTRAL,BUBBLE_NEUTRAL,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_BEAR_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_RANGE_TRANSITION,BLOCK,0.0,0,1,0,REVIEW
2747,2021-10-12,0,0.0,-1,0,MIXED_DECLINE,3.84,0.64,1.05,0,6,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,4,ACCEPTING_ABOVE_VALUE,5,2,0.69,EQUILIBRIUM,0.37,EQUILIBRIUM,0.46,REGIME_DETERIORATING,-0.333,-3.0,0,BEAR_PULLBACK_TRAP,LEGITIMATE_BEAR_BUY,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_BOS_LATE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,5.38,1,0,0,SKIP
2859,2021-11-05,0,0.0,-1,1,MIXED_DECLINE,1.46,0.29,0.87,0,5,ACCEPTED_ABOVE_RES,3,1,0,STRUCTURE_RANGE,1,0,2,ACCEPTING_ABOVE_VALUE,5,4,2.35,PREMIUM,0.99,PREMIUM,0.99,REGIME_IMPROVING,0.333,2.0,0,UNKNOWN_CONFLICT,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_RANGE,SUPPLY_FRESH_DANGEROUS,MACRO_BULL_PULLBACK,,4.16,0,0,0,REVIEW_RISK
2896,2021-11-15,0,0.0,-1,0,MIXED_DECLINE,1.55,1.55,0.88,0,1,BROKE_SUPPORT,0,0,3,STRUCTURE_UP,0,0,5,IN_VALUE,5,3,-0.16,PREMIUM,0.89,PREMIUM,0.97,REGIME_STABLE_BULL,0.0,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_RANGE,SUPPLY_FAR_ENOUGH,MACRO_BULL_RUN,,0.81,0,1,0,TAKE
