bar_idx,datetime,engine_policy,engine_family,indicator_score,indicator_confluence,bubbles,nas,smc,rsi,crossed_policy,EVAL_exitype,EVAL_realR
1836,2021-03-10,REVIEW,NEUTRO,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_NEUTRAL,SCRATCH,0.05
1873,2021-03-18,SKIP,RISK,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_NEUTRAL,STOP_LOSS,-1.1
1901,2021-03-25,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
1941,2021-04-06,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_BE,0.9
2034,2021-04-27,REVIEW_RISK,BULL,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
2053,2021-05-02,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,3.32
2100,2021-05-12,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_BEAR_DIV,SKIP_CONFIRMED,WIN_HELD,1.78
2110,2021-05-14,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,WIN_HELD,1.86
2174,2021-05-31,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
2188,2021-06-02,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
2204,2021-06-07,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
2222,2021-06-10,TAKE,BULL,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,DOWNGRADE_REVIEW,STOP_LOSS,-1.1
2320,2021-07-02,SKIP,RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_1D_LONG,SMC_NONE,RSI_NO_DIV,UPGRADE_REVIEW,WIN_HELD,1.47
2364,2021-07-14,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
2372,2021-07-15,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
2428,2021-07-28,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
2488,2021-08-11,SKIP,RISK,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,SCRATCH,1.02
2497,2021-08-13,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.99
2544,2021-08-25,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,WIN_BE,0.9
2663,2021-09-22,SKIP,RISK,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,STOP_LOSS,-1.1
2705,2021-10-01,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_BULL_DIV,SKIP_CONFIRMED,SCRATCH,1.19
2737,2021-10-08,REVIEW,NEUTRO,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_WEAK_BULL,STOP_LOSS,-1.1
2747,2021-10-12,SKIP,RISK,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,SKIP_NEUTRAL,WIN_BE,0.9
2859,2021-11-05,REVIEW_RISK,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.36
2896,2021-11-15,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
2905,2021-11-17,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
2922,2021-11-22,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
2944,2021-11-26,SKIP,RISK,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,STOP_LOSS,-1.1
2991,2021-12-08,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
3011,2021-12-13,REVIEW,NEUTRO,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_STRONG_BEAR_CONFIRM,STOP_LOSS,-1.1
3029,2021-12-16,TAKE,BULL,1,WEAK_BULL,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.59
3070,2021-12-28,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
