bar_idx,datetime,engine_policy,engine_family,indicator_score,indicator_confluence,bubbles,nas,smc,rsi,crossed_policy,EVAL_exitype,EVAL_realR
5772,2023-09-25,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5826,2023-10-06,SKIP,RISK,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_1D_LONG,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,WIN_RUNNER,3.9
5842,2023-10-11,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,WIN_RUNNER,3.9
5866,2023-10-17,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.7
5875,2023-10-18,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,0.93
5920,2023-10-30,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
5955,2023-11-07,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5998,2023-11-16,TAKE,BULL,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,DOWNGRADE_REVIEW,WIN_HELD,2.0
6049,2023-11-29,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
6069,2023-12-04,REVIEW_RISK,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
6119,2023-12-14,REVIEW_RISK,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_BULL_DIV,REVIEW_RISK,SCRATCH,0.31
6162,2023-12-26,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6193,2024-01-04,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
6210,2024-01-08,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_NONE,RSI_BULL_DIV,REVIEW_RISK,STOP_LOSS,-1.1
6295,2024-01-29,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,-0.32
6362,2024-02-13,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
6376,2024-02-15,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.89
6453,2024-03-05,REVIEW_RISK,BULL,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.13
6471,2024-03-08,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.05
6489,2024-03-13,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
6523,2024-03-21,REVIEW_RISK,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,SCRATCH,1.17
6597,2024-04-09,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6610,2024-04-11,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6711,2024-05-06,TAKE,BULL,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_BULL_DIV,TAKE_CONFIRMED,WIN_HELD,1.78
6729,2024-05-09,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_WEAK,WIN_HELD,1.69
6741,2024-05-13,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,WIN_BE,0.9
6767,2024-05-17,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6791,2024-05-23,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.91
6819,2024-05-30,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6832,2024-06-03,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6844,2024-06-05,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6887,2024-06-14,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6908,2024-06-20,TAKE,BULL,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6923,2024-06-24,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6954,2024-07-01,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
6962,2024-07-03,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,3.16
6977,2024-07-05,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6992,2024-07-10,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,1.78
7022,2024-07-17,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7053,2024-07-24,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
7065,2024-07-26,TAKE,BULL,1,WEAK_BULL,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
7094,2024-08-02,REVIEW_RISK,BULL,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7119,2024-08-08,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,WIN_HELD,1.91
7129,2024-08-12,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,WIN_BE,0.9
7149,2024-08-15,REVIEW_RISK,BULL,-2,STRONG_BEAR_CONFIRM,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_BEAR_DIV,REVIEW_RISK,WIN_RUNNER,3.9
7232,2024-09-04,SKIP,RISK,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,SKIP_NEUTRAL,WIN_RUNNER,3.9
7253,2024-09-09,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_WEAK,WIN_HELD,3.61
7408,2024-10-15,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,SCRATCH,1.58
7426,2024-10-18,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,SCRATCH,0.37
7454,2024-10-25,REVIEW_RISK,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,WIN_BE,0.9
7509,2024-11-07,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
7549,2024-11-18,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.5
7569,2024-11-21,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
7577,2024-11-22,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7662,2024-12-12,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7710,2024-12-26,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,SCRATCH,1.21
7731,2024-12-31,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,2.05
7765,2025-01-09,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.44
7797,2025-01-16,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.31
7816,2025-01-21,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,1.62
7838,2025-01-27,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7869,2025-02-03,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.89
7902,2025-02-11,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.17
7924,2025-02-14,SKIP,RISK,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,WIN_BE,3.9
7933,2025-02-18,TAKE,BULL,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
7943,2025-02-19,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
7993,2025-03-04,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.16
8080,2025-03-24,REVIEW_RISK,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,WIN_RUNNER,3.9
8095,2025-03-27,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
8111,2025-03-31,REVIEW_RISK,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
8133,2025-04-04,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
8149,2025-04-09,TAKE,BULL,1,WEAK_BULL,BUBBLE_SELL_DISTRIBUTION,NAS_LONG_RECENT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.48
8157,2025-04-10,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.57
8200,2025-04-22,SKIP,RISK,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,SKIP_NEUTRAL,STOP_LOSS,-1.1
8216,2025-04-25,SKIP,RISK,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_NEUTRAL,WIN_BE,0.9
8236,2025-04-30,REVIEW_RISK,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
8277,2025-05-09,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
8338,2025-05-23,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
8357,2025-05-28,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.78
8371,2025-06-02,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,SCRATCH,0.51
8403,2025-06-09,TAKE,BULL,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,DOWNGRADE_REVIEW,SCRATCH,0.66
8431,2025-06-16,TAKE,BULL,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_CHOCH_REVERSAL,RSI_NO_DIV,TAKE_WEAK,STOP_LOSS,-1.1
8460,2025-06-23,REVIEW_RISK,BULL,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
8479,2025-06-26,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
8497,2025-07-01,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,-0.09
8544,2025-07-11,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,1.01
8589,2025-07-22,REVIEW_RISK,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
8622,2025-07-30,SKIP,RISK,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
8635,2025-08-01,REVIEW,NEUTRO,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_NEUTRAL,SCRATCH,-0.19
8659,2025-08-07,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_BEAR_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
8765,2025-09-02,REVIEW_RISK,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,WIN_HELD,1.95
8823,2025-09-15,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.05
8858,2025-09-23,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,SCRATCH,1.24
8878,2025-09-28,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,3.24
8893,2025-10-01,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.83
8905,2025-10-03,TAKE,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_BEAR_DIV,TAKE_NEUTRAL,WIN_RUNNER,3.9
8923,2025-10-08,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
8940,2025-10-13,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
8966,2025-10-17,SKIP,RISK,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,STOP_LOSS,-1.1
8978,2025-10-21,SKIP,RISK,-1,WEAK_BEAR,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_BEAR_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
9007,2025-10-28,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,1.4
9081,2025-11-13,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9105,2025-11-19,SKIP,RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,WIN_HELD,1.64
9199,2025-12-11,TAKE,BULL,0,NEUTRAL,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,WIN_RUNNER,3.9
9215,2025-12-16,REVIEW_RISK,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,WIN_RUNNER,3.9
9243,2025-12-22,REVIEW_RISK,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_BEAR_DIV,REVIEW_RISK,STOP_LOSS,-1.1
9256,2025-12-26,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9287,2026-01-05,TAKE,BULL,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.64
9297,2026-01-06,REVIEW_RISK,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,WIN_HELD,1.97
9304,2026-01-08,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.45
9314,2026-01-09,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,3.16
9329,2026-01-14,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9345,2026-01-18,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
9368,2026-01-22,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
9390,2026-01-28,REVIEW_RISK,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_SHORT_CLUSTER,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
9432,2026-02-06,SKIP,RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,SCRATCH,0.09
9492,2026-02-20,REVIEW_RISK,BULL,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.25
9504,2026-02-24,REVIEW_RISK,BULL,0,NEUTRAL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_CHOCH_REVERSAL,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.16
9512,2026-02-25,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
9523,2026-02-27,TAKE,BULL,1,WEAK_BULL,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9530,2026-03-02,TAKE,BULL,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_DOMINANCE,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
