cluster_id,bar_idx,datetime,flush,clean_sky,demand,acceptance,weekly,cascade,mfe_R,is_hard_cluster,block_type,block_decision
16,8659,2025-08-07,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,0.353,2.0,1.1,1,UNKNOWN_CONFLICT,REVIEW
17,886,2020-07-28,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.864,3.0,4.7,0,BULL_PULLBACK,REVIEW
17,8111,2025-03-31,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.856,3.0,0.5,0,MARKUP_CONTINUATION,REVIEW
17,8200,2025-04-22,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,1.227,3.0,0.0,0,DISTRIBUTION_TOP,SKIP
17,9530,2026-03-02,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,1.418,2.0,0.9,0,MARKUP_CONTINUATION,REVIEW
18,934,2020-08-07,MIXED_DECLINE,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.87,3.0,0.0,1,DISTRIBUTION_TOP,SKIP
18,3252,2022-02-08,MIXED_DECLINE,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.136,3.0,23.7,1,MARKUP_CONTINUATION,TAKE
18,6162,2023-12-26,MIXED_DECLINE,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.459,3.0,2.0,1,BULL_PULLBACK,TAKE
18,8371,2025-06-02,MIXED_DECLINE,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,1.117,1.0,1.6,1,REVERSAL_RUNNER,TAKE
18,9504,2026-02-24,MIXED_DECLINE,True,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,1.418,3.0,7.2,1,BULL_PULLBACK,REVIEW
19,1027,2020-08-30,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.913,3.0,0.8,1,BULL_PULLBACK,TAKE
19,1200,2020-10-08,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.699,-1.0,1.7,1,LEGITIMATE_BEAR_BUY,TAKE
19,1522,2020-12-23,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,-0.297,-2.0,5.7,1,RANGE_ABSORPTION,SKIP
19,2053,2021-05-02,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,-0.449,-1.0,16.9,1,RANGE_ABSORPTION,REVIEW
19,2188,2021-06-02,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.191,1.0,0.2,1,BULL_PULLBACK,TAKE
19,3102,2022-01-04,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.085,-1.0,1.2,1,BEAR_PULLBACK_TRAP,SKIP
19,5875,2023-10-18,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,-0.125,3.0,4.3,1,BULL_PULLBACK,TAKE
19,7253,2024-09-09,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.402,2.0,9.9,1,BULL_PULLBACK_CONTINUATION,TAKE
20,1211,2020-10-12,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.699,1.0,0.0,1,BULL_PULLBACK,TAKE
20,2364,2021-07-14,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.362,1.0,1.8,1,BULL_PULLBACK,TAKE
20,3085,2021-12-30,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.096,1.0,1.8,1,BULL_PULLBACK,TAKE
20,3219,2022-02-01,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.134,1.0,0.9,1,LEGITIMATE_BEAR_BUY,TAKE
20,3238,2022-02-04,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.134,2.0,0.0,1,MARKUP_CONTINUATION,TAKE
20,4908,2023-03-06,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.628,1.0,0.0,1,BULL_PULLBACK,TAKE
20,5147,2023-05-02,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.493,2.0,4.0,1,MARKUP_CONTINUATION,TAKE
20,5296,2023-06-06,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.385,0.0,1.1,1,BULL_PULLBACK,SKIP
20,6610,2024-04-11,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.636,1.0,2.9,1,BULL_PULLBACK,TAKE
20,6832,2024-06-03,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,1.045,1.0,0.2,1,BULL_PULLBACK,REVIEW
20,6844,2024-06-05,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.976,0.0,1.6,1,BULL_PULLBACK,TAKE
20,9199,2025-12-11,MIXED_DECLINE,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,1.4,1.0,11.1,1,BULL_PULLBACK,TAKE
21,1298,2020-11-02,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,0.341,-2.0,5.1,1,BEAR_PULLBACK_TRAP,SKIP
21,3011,2021-12-13,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,0.063,-2.0,0.1,1,UNKNOWN_CONFLICT,SKIP
21,4309,2022-10-13,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,-0.575,-1.0,0.3,1,REVERSAL_RUNNER,REVIEW
21,4763,2023-01-31,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,0.888,2.0,1.9,1,BULL_PULLBACK,TAKE
21,6489,2024-03-13,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,0.318,1.0,1.0,1,BULL_PULLBACK,TAKE
21,6962,2024-07-03,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,0.59,0.0,9.2,1,REVERSAL_RUNNER,TAKE
21,9646,2026-03-30,MIXED_DECLINE,False,DEMAND_SUPPORTING_RETEST,REJECTED_AT_RES,1.067,-2.0,3.6,1,BEAR_PULLBACK_TRAP,SKIP
22,1326,2020-11-08,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.26,3.0,0.5,0,MARKUP_CONTINUATION,REVIEW
23,1568,2021-01-06,FLUSH_V,True,DEMAND_ORIGIN_OF_LEG,HOLDING_SUPPORT,-0.273,1.0,0.5,0,BULL_PULLBACK,TAKE
23,8966,2025-10-17,FLUSH_V,True,DEMAND_ORIGIN_OF_LEG,HOLDING_SUPPORT,1.058,3.0,4.0,0,UNKNOWN_CONFLICT,SKIP
24,1661,2021-01-28,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,-0.218,-3.0,0.0,1,LEGITIMATE_BEAR_BUY,TAKE
24,4918,2023-03-08,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.536,-1.0,19.8,1,LEGITIMATE_BEAR_BUY,TAKE
24,5701,2023-09-07,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,-0.218,-3.0,0.4,1,REVERSAL_RUNNER,TAKE
24,6887,2024-06-14,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.899,-1.0,0.0,1,LEGITIMATE_BEAR_BUY,TAKE
24,7426,2024-10-18,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.851,3.0,4.6,1,MARKUP_CONTINUATION,TAKE
24,8878,2025-09-28,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.582,3.0,18.8,1,BULL_PULLBACK,TAKE
24,8923,2025-10-08,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.851,3.0,0.6,1,MARKUP_CONTINUATION,TAKE
24,8940,2025-10-13,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.851,1.0,5.0,1,BULL_PULLBACK,TAKE
25,1775,2021-02-24,FLUSH_V,False,DEMAND_PRESENT_NEUTRAL,BROKE_SUPPORT,-0.329,-2.0,0.5,0,BEAR_PULLBACK_TRAP,SKIP
26,1836,2021-03-10,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,-0.459,-1.0,0.9,1,UNKNOWN_CONFLICT,REVIEW
26,2428,2021-07-28,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.218,0.0,2.4,1,BEAR_PULLBACK_TRAP,SKIP
26,2859,2021-11-05,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,-0.062,2.0,4.2,1,MARKUP_CONTINUATION,TAKE
26,3678,2022-05-19,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.237,-3.0,2.2,1,BEAR_PULLBACK_TRAP,SKIP
26,6453,2024-03-05,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.259,3.0,8.0,1,MARKUP_CONTINUATION,TAKE
26,7577,2024-11-22,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.721,2.0,0.0,1,MARKUP_CONTINUATION,REVIEW
26,8589,2025-07-22,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.529,3.0,0.3,1,SUPPLY_REJECTION,SKIP
27,1873,2021-03-18,FLUSH_V,False,DEMAND_ORIGIN_OF_LEG,HOLDING_SUPPORT,-0.488,-2.0,1.2,0,BEAR_PULLBACK_TRAP,SKIP
28,1901,2021-03-25,GRIND_DOWN,False,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,-0.451,-2.0,1.4,0,BEAR_PULLBACK_TRAP,SKIP
29,2034,2021-04-27,FLUSH_V,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,-0.449,-1.0,0.0,0,BEAR_PULLBACK_TRAP,SKIP
29,7094,2024-08-02,FLUSH_V,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.294,3.0,0.6,0,MARKUP_CONTINUATION,REVIEW
29,9582,2026-03-13,FLUSH_V,False,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,1.525,2.0,0.0,0,SUPPLY_REJECTION,SKIP
30,2100,2021-05-12,MIXED_DECLINE,False,DEMAND_TOO_DEEP,REJECTED_AT_RES,-0.224,2.0,2.4,0,BEAR_PULLBACK_TRAP,SKIP
31,2110,2021-05-14,NO_FLUSH,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,-0.224,1.0,5.1,0,BULL_PULLBACK,TAKE
32,2222,2021-06-10,MIXED_DECLINE,False,DEMAND_ORIGIN_OF_LEG,REJECTED_AT_RES,0.311,2.0,0.0,0,BEAR_PULLBACK_TRAP,SKIP
33,2497,2021-08-13,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,BROKE_SUPPORT,0.05,-1.0,7.4,1,MARKUP_CONTINUATION,TAKE
33,3147,2022-01-14,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,BROKE_SUPPORT,0.12,2.0,0.3,1,MARKUP_CONTINUATION,TAKE
34,2737,2021-10-08,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,BROKE_SUPPORT,-0.284,-1.0,0.0,1,REVERSAL_RUNNER,TAKE
34,4644,2023-01-03,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,BROKE_SUPPORT,0.487,3.0,7.5,1,BULL_PULLBACK,TAKE
35,2922,2021-11-22,MIXED_DECLINE,False,DEMAND_ORIGIN_OF_LEG,ACCEPTED_ABOVE_RES,0.036,2.0,0.0,0,BEAR_PULLBACK_TRAP,SKIP
36,2991,2021-12-08,GRIND_DOWN,False,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.063,-2.0,0.5,0,BEAR_PULLBACK_TRAP,SKIP
37,3118,2022-01-07,MIXED_DECLINE,True,DEMAND_TOO_DEEP,HOLDING_SUPPORT,0.085,-2.0,0.0,1,LEGITIMATE_BEAR_BUY,REVIEW
37,7765,2025-01-09,MIXED_DECLINE,True,DEMAND_TOO_DEEP,HOLDING_SUPPORT,0.171,2.0,12.5,1,MARKUP_CONTINUATION,TAKE
38,3162,2022-01-18,FLUSH_V,False,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,0.179,1.0,4.8,0,BULL_PULLBACK,REVIEW
38,3836,2022-06-26,FLUSH_V,False,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,-0.27,-3.0,0.5,0,BEAR_PULLBACK_TRAP,SKIP
38,5772,2023-09-25,FLUSH_V,False,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,-0.162,-1.0,0.7,0,BEAR_PULLBACK_TRAP,SKIP
39,3190,2022-01-25,FLUSH_V,True,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,0.165,0.0,1.8,0,UNKNOWN_CONFLICT,SKIP
40,3326,2022-02-24,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.181,2.0,0.3,1,REVERSAL_RUNNER,SKIP
40,6069,2023-12-04,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.215,3.0,0.0,1,DISTRIBUTION_TOP,SKIP
40,7065,2024-07-26,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.351,0.0,6.4,1,LEGITIMATE_BEAR_BUY,TAKE
40,7924,2025-02-14,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.255,3.0,9.6,1,BULL_PULLBACK,SKIP
40,7943,2025-02-19,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.352,3.0,0.8,1,MARKUP_CONTINUATION,TAKE
40,8905,2025-10-03,FLUSH_V,True,DEMAND_SUPPORTING_RETEST,HOLDING_SUPPORT,0.67,2.0,13.8,1,BULL_PULLBACK,TAKE
41,3474,2022-03-31,MIXED_DECLINE,True,DEMAND_TOO_DEEP,REJECTED_AT_RES,0.483,3.0,0.0,0,BULL_PULLBACK,REVIEW
42,3773,2022-06-10,GRIND_DOWN,True,DEMAND_ORIGIN_OF_LEG,HOLDING_SUPPORT,-0.017,-3.0,4.8,0,LEGITIMATE_BEAR_BUY,REVIEW
43,3949,2022-07-21,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,REJECTED_AT_RES,-0.666,-2.0,6.6,0,LEGITIMATE_BEAR_BUY,REVIEW
43,4483,2022-11-23,MIXED_DECLINE,False,DEMAND_ABSENT_OR_IRRELEVANT,REJECTED_AT_RES,-0.155,2.0,6.0,0,BULL_PULLBACK,REVIEW
44,4372,2022-10-28,GRIND_DOWN,False,DEMAND_PRESENT_NEUTRAL,BROKE_SUPPORT,-0.526,-3.0,0.0,0,BEAR_PULLBACK_TRAP,SKIP
44,4384,2022-11-01,GRIND_DOWN,False,DEMAND_PRESENT_NEUTRAL,BROKE_SUPPORT,-0.469,-3.0,0.7,0,LEGITIMATE_BEAR_BUY,REVIEW
44,6819,2024-05-30,GRIND_DOWN,False,DEMAND_PRESENT_NEUTRAL,BROKE_SUPPORT,1.045,1.0,0.6,0,BULL_PULLBACK,REVIEW
45,4530,2022-12-05,MIXED_DECLINE,True,DEMAND_ORIGIN_OF_LEG,BROKE_SUPPORT,-0.093,2.0,25.1,0,BULL_PULLBACK,TAKE
46,4609,2022-12-22,FLUSH_V,True,DEMAND_ORIGIN_OF_LEG,BROKE_SUPPORT,0.195,3.0,16.2,1,BULL_PULLBACK,TAKE
46,8978,2025-10-21,FLUSH_V,True,DEMAND_ORIGIN_OF_LEG,BROKE_SUPPORT,1.193,2.0,0.6,1,BEAR_PULLBACK_TRAP,SKIP
47,4964,2023-03-20,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.503,3.0,1.0,0,REVERSAL_RUNNER,REVIEW
47,8858,2025-09-23,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,ACCEPTED_ABOVE_RES,0.582,3.0,0.1,0,MARKUP_CONTINUATION,REVIEW
48,4996,2023-03-27,MIXED_DECLINE,True,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,0.477,2.0,15.4,1,BULL_PULLBACK,SKIP
48,5165,2023-05-05,MIXED_DECLINE,True,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,0.493,3.0,1.9,1,BULL_PULLBACK,TAKE
49,5087,2023-04-18,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.511,1.0,0.3,1,RANGE_ABSORPTION,SKIP
49,6362,2024-02-13,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.312,-1.0,0.0,1,BEAR_PULLBACK_TRAP,SKIP
49,7731,2024-12-31,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.215,-1.0,9.7,1,LEGITIMATE_BEAR_BUY,TAKE
49,8338,2025-05-23,FLUSH_V,False,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,1.177,1.0,0.0,1,MARKUP_CONTINUATION,TAKE
50,5321,2023-06-12,MIXED_DECLINE,False,DEMAND_ORIGIN_OF_LEG,HOLDING_SUPPORT,0.385,1.0,2.0,0,RANGE_ABSORPTION,SKIP
51,5555,2023-08-04,MIXED_DECLINE,False,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,-0.167,-3.0,0.4,1,BEAR_PULLBACK_TRAP,SKIP
51,7454,2024-10-25,MIXED_DECLINE,False,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,0.883,3.0,12.4,1,BULL_PULLBACK_CONTINUATION,REVIEW
51,8216,2025-04-25,MIXED_DECLINE,False,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,1.227,2.0,3.6,1,BULL_PULLBACK_TRAP,REVIEW
52,5627,2023-08-22,FLUSH_V,False,DEMAND_ABSENT_OR_IRRELEVANT,REJECTED_AT_RES,-0.245,-2.0,6.0,0,BEAR_PULLBACK_TRAP,SKIP
53,5724,2023-09-13,GRIND_DOWN,True,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,-0.203,-3.0,1.5,0,BEAR_PULLBACK_TRAP,SKIP
53,8133,2025-04-04,GRIND_DOWN,True,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,0.855,1.0,1.1,0,DISTRIBUTION_TOP,SKIP
54,5955,2023-11-07,GRIND_DOWN,True,DEMAND_ORIGIN_OF_LEG,BROKE_SUPPORT,0.026,1.0,0.0,1,LEGITIMATE_BEAR_BUY,REVIEW
54,6791,2024-05-23,GRIND_DOWN,True,DEMAND_ORIGIN_OF_LEG,BROKE_SUPPORT,1.068,1.0,7.6,1,DISTRIBUTION_TOP,SKIP
55,6193,2024-01-04,GRIND_DOWN,True,DEMAND_SUPPORTING_RETEST,BROKE_SUPPORT,0.462,1.0,0.2,0,LEGITIMATE_BEAR_BUY,TAKE
56,6923,2024-06-24,FLUSH_V,False,DEMAND_PRESENT_NEUTRAL,HOLDING_SUPPORT,0.807,1.0,0.1,0,LEGITIMATE_BEAR_BUY,REVIEW
57,6954,2024-07-01,FLUSH_V,True,DEMAND_PRESENT_NEUTRAL,BROKE_SUPPORT,0.693,1.0,0.0,0,BULL_PULLBACK_CONTINUATION,TAKE
58,6977,2024-07-05,GRIND_DOWN,True,DEMAND_SUPPORTING_RETEST,ACCEPTED_ABOVE_RES,0.59,3.0,0.0,0,MARKUP_CONTINUATION,TAKE
59,7232,2024-09-04,MIXED_DECLINE,False,DEMAND_TOO_DEEP,ACCEPTED_ABOVE_RES,0.402,2.0,18.7,1,UNKNOWN_CONFLICT,SKIP
59,9297,2026-01-06,MIXED_DECLINE,False,DEMAND_TOO_DEEP,ACCEPTED_ABOVE_RES,1.182,3.0,0.1,1,SUPPLY_REJECTION,SKIP
60,7408,2024-10-15,MIXED_DECLINE,True,DEMAND_TOO_DEEP,BROKE_SUPPORT,0.851,2.0,6.7,0,MARKUP_CONTINUATION,TAKE
61,7662,2024-12-12,FLUSH_V,False,DEMAND_TOO_DEEP,BROKE_SUPPORT,0.493,3.0,0.3,0,BULL_PULLBACK,TAKE
62,7710,2024-12-26,MIXED_DECLINE,True,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,0.282,-3.0,0.9,0,UNKNOWN_CONFLICT,SKIP
62,8622,2025-07-30,MIXED_DECLINE,True,DEMAND_PRESENT_NEUTRAL,ACCEPTED_ABOVE_RES,0.435,0.0,0.0,0,RANGE_ABSORPTION,SKIP
63,7869,2025-02-03,FLUSH_V,True,DEMAND_TOO_DEEP,ACCEPTED_ABOVE_RES,0.114,3.0,5.5,0,BULL_PULLBACK,TAKE
64,8080,2025-03-24,FLUSH_V,True,DEMAND_ABSENT_OR_IRRELEVANT,REJECTED_AT_RES,0.741,1.0,14.4,0,BULL_PULLBACK,REVIEW
65,8236,2025-04-30,GRIND_DOWN,False,DEMAND_TOO_DEEP,BROKE_SUPPORT,1.25,2.0,0.0,0,BULL_PULLBACK_TRAP,SKIP
66,8277,2025-05-09,MIXED_DECLINE,False,DEMAND_PRESENT_NEUTRAL,REJECTED_AT_RES,1.277,1.0,0.0,1,SUPPLY_REJECTION,SKIP
66,9215,2025-12-16,MIXED_DECLINE,False,DEMAND_PRESENT_NEUTRAL,REJECTED_AT_RES,1.373,2.0,17.1,1,SUPPLY_REJECTION,SKIP
67,8357,2025-05-28,FLUSH_V,False,DEMAND_ORIGIN_OF_LEG,ACCEPTED_ABOVE_RES,1.117,1.0,9.2,0,LEGITIMATE_BEAR_BUY,TAKE
68,8460,2025-06-23,GRIND_DOWN,False,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,0.985,2.0,2.0,0,BEAR_PULLBACK_TRAP,SKIP
68,9432,2026-02-06,GRIND_DOWN,False,DEMAND_ABSENT_OR_IRRELEVANT,HOLDING_SUPPORT,1.249,1.0,2.8,0,BEAR_PULLBACK_TRAP,SKIP
69,9007,2025-10-28,GRIND_DOWN,True,DEMAND_PRESENT_NEUTRAL,REJECTED_AT_RES,1.299,1.0,5.4,0,REVERSAL_RUNNER,TAKE
70,9492,2026-02-20,GRIND_DOWN,True,DEMAND_TOO_DEEP,HOLDING_SUPPORT,1.325,3.0,0.0,0,BULL_PULLBACK,REVIEW
71,9537,2026-03-03,MIXED_DECLINE,True,DEMAND_PRESENT_NEUTRAL,BROKE_SUPPORT,1.525,3.0,0.4,0,LEGITIMATE_BEAR_BUY,TAKE
