bar_idx,datetime,decision,blocked,block_reason,macro_reader_leg,d1_regimeB,d1_combined,macro_broken,weekly_slope,bottom_turn,clean_sky_flag,micro_residual_flag,sup_cat,capit,demand,drop20_atr,reason_codes,realR,exitype,is_winner_gt
7797,2025-01-16 15:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,3,True,0.12046830887626185,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,0.25,allow(leg=MACRO_BULL_LEG),1.31,SCRATCH,0
7816,2025-01-21 19:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.09239940508122087,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),1.62,SCRATCH,0
7838,2025-01-27 11:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.09239940508122087,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_NEUTRAL,1.83,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
7869,2025-02-03 15:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.1141428943670303,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_FRAGILE,0.58,allow(leg=MACRO_BULL_LEG),0.89,SCRATCH,0
7902,2025-02-11 03:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.2553191646934511,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.04,allow(leg=MACRO_BULL_LEG),0.17,SCRATCH,0
7924,2025-02-14 19:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.2553191646934511,False,True,True,SUPPLY_FAR_ENOUGH,FALLING_KNIFE,DEMAND_DEFENDED,3.6,allow(leg=MACRO_BULL_LEG),3.9,WIN_BE,0
7933,2025-02-18 07:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,0.351563268297478,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,1.74,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
7943,2025-02-19 23:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.351563268297478,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.31,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
7993,2025-03-04 07:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,3,False,0.4753374827827599,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),1.16,SCRATCH,0
8080,2025-03-24 18:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,0.7405257759761721,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,2.72,allow(leg=MACRO_BULL_LEG),3.9,WIN_RUNNER,0
8095,2025-03-27 06:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,0.8559237367907301,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),0.9,WIN_BE,0
8111,2025-03-31 22:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.8559237367907301,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8133,2025-04-04 14:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,0.8549828038591946,False,True,True,SUPPLY_FAR_ENOUGH,FALLING_KNIFE,DEMAND_NEUTRAL,3.61,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8149,2025-04-09 06:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,2,False,1.0139110285382513,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,2.02,allow(leg=MACRO_BULL_LEG),2.48,WIN_HELD,0
8157,2025-04-10 14:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,3,False,1.0139110285382513,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_BULL_LEG),0.57,SCRATCH,0
8200,2025-04-22 18:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,1.2271028256621734,False,True,True,CLEAN_SKY,FALLING_KNIFE,DEMAND_ABSENT,2.97,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8216,2025-04-25 10:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.2271028256621734,False,False,False,SUPPLY_BLOCKS_TARGET,FALLING_KNIFE,DEMAND_NEUTRAL,5.15,allow(leg=MACRO_BULL_LEG),0.9,WIN_BE,0
8236,2025-04-30 18:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.2496194919123242,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_FRAGILE,2.08,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8277,2025-05-09 14:00,ALLOW,NO,,MACRO_TRANSITION,BULL,2,False,1.2773059696652749,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_NEUTRAL,2.45,allow(leg=MACRO_TRANSITION),-1.1,STOP_LOSS,0
8338,2025-05-23 18:00,BLOCK_CORRECTIVE_PULLBACK,YES,BLOCK_CORRECTIVE_PULLBACK,MACRO_CORRECTIVE_PULLBACK,BULL,2,False,1.1773218563409062,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,0.12,corrective_shallow(drop=0.12<1.0),-1.1,STOP_LOSS,0
8357,2025-05-28 22:00,ALLOW,NO,,MACRO_CORRECTIVE_PULLBACK,BULL,1,False,1.1166325924137492,False,False,False,SUPPLY_BLOCKS_TARGET,FALLING_KNIFE,DEMAND_DEFENDED,4.28,allow(leg=MACRO_CORRECTIVE_PULLBACK),1.78,WIN_HELD,0
8371,2025-06-02 06:00,BLOCK_CORRECTIVE_PULLBACK,YES,BLOCK_CORRECTIVE_PULLBACK,MACRO_CORRECTIVE_PULLBACK,BULL,1,False,1.1166325924137492,False,True,False,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,corrective_shallow(drop=0.0<1.0),0.51,SCRATCH,0
8403,2025-06-09 14:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,1,False,1.0518471832891514,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,2.59,allow(leg=MACRO_RANGE),0.66,SCRATCH,0
8431,2025-06-16 06:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,4,False,1.0412063689258366,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,1.24,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8460,2025-06-23 02:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,2,False,0.9851305015254062,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_ABSENT,1.91,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8479,2025-06-26 06:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,1,False,0.8956601367075604,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,2.36,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8497,2025-07-01 06:00,ALLOW,NO,,MACRO_BULL_LEG,BEAR,0,False,0.8237756893762826,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),-0.09,SCRATCH,0
8544,2025-07-11 06:00,BLOCK_CORRECTIVE_PULLBACK,YES,BLOCK_CORRECTIVE_PULLBACK,MACRO_CORRECTIVE_PULLBACK,TRANSITION,1,False,0.7695780101118973,False,True,False,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,0.0,corrective_shallow(drop=0.0<1.0),1.01,WIN_HELD,0
8589,2025-07-22 18:00,ALLOW,NO,,MACRO_RANGE,BULL,3,False,0.5285916272550404,False,False,False,SUPPLY_NEAR_AND_REJECTING,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_RANGE),-1.1,STOP_LOSS,0
8622,2025-07-30 06:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,0,False,0.435055057989702,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_NEUTRAL,2.64,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8635,2025-08-01 10:00,ALLOW,NO,,MACRO_BULL_LEG,BEAR,-1,False,0.435055057989702,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),-0.19,SCRATCH,0
8659,2025-08-07 10:00,ALLOW,NO,,MACRO_TRANSITION,TRANSITION,2,True,0.3534351508789076,False,True,False,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_TRANSITION),-1.1,STOP_LOSS,0
8765,2025-09-02 02:00,ALLOW,NO,,MACRO_RANGE,BULL,3,False,0.2740287472976669,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.27,allow(leg=MACRO_RANGE),1.95,WIN_HELD,0
8823,2025-09-15 18:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.3743791972827738,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.19,allow(leg=MACRO_BULL_LEG),2.05,WIN_HELD,0
8858,2025-09-23 14:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.5815620342583104,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.36,allow(leg=MACRO_BULL_LEG),1.24,SCRATCH,0
8878,2025-09-28 22:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.5815620342583104,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.2,allow(leg=MACRO_BULL_LEG),3.24,WIN_HELD,0
8893,2025-10-01 10:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,0.6700509901770102,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.57,allow(leg=MACRO_BULL_LEG),2.83,WIN_HELD,0
8905,2025-10-03 10:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,0.6700509901770102,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.26,allow(leg=MACRO_BULL_LEG),3.9,WIN_RUNNER,0
8923,2025-10-08 10:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,0.8506313187533326,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.46,allow(leg=MACRO_BULL_LEG),0.9,WIN_BE,0
8940,2025-10-13 06:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,0.8506313187533326,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),0.9,WIN_BE,0
8966,2025-10-17 14:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,1.0583364987907347,False,True,True,SUPPLY_FAR_ENOUGH,FALLING_KNIFE,DEMAND_DEFENDED,2.78,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
8978,2025-10-21 14:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.1928399981342623,False,True,True,SUPPLY_FAR_ENOUGH,FALLING_KNIFE,DEMAND_DEFENDED,3.89,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
9007,2025-10-28 10:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,1,False,1.2988353034831284,True,True,True,SUPPLY_FAR_ENOUGH,CLIMAX_RECLAIM,DEMAND_NEUTRAL,4.22,allow(leg=MACRO_BULL_LEG),1.4,SCRATCH,0
9081,2025-11-13 19:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,3,True,1.37566222323685,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,1.54,allow(leg=MACRO_RANGE),-1.1,STOP_LOSS,0
9105,2025-11-19 19:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,2,True,1.3830372815165322,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,1.31,allow(leg=MACRO_BULL_LEG),1.64,WIN_HELD,0
9199,2025-12-11 11:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,1,True,1.400381113390903,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_RANGE),3.9,WIN_RUNNER,0
9215,2025-12-16 03:00,ALLOW,NO,,MACRO_RANGE,BULL,2,False,1.3733804583563853,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_NEUTRAL,1.79,allow(leg=MACRO_RANGE),3.9,WIN_RUNNER,0
9243,2025-12-22 19:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,2,False,1.3733804583563853,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
9256,2025-12-26 03:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.3857370486223477,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
9287,2026-01-05 07:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,2,False,1.2622372254098038,False,True,True,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),1.64,SCRATCH,0
9297,2026-01-06 23:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,3,False,1.1821257622043917,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_FRAGILE,0.6,allow(leg=MACRO_BULL_LEG),1.97,WIN_HELD,0
9304,2026-01-08 03:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,1.1821257622043917,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_NEUTRAL,1.87,allow(leg=MACRO_BULL_LEG),2.45,WIN_HELD,0
9314,2026-01-09 19:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.1821257622043917,False,False,False,SUPPLY_NEAR_BUT_BROKEN,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),3.16,WIN_HELD,0
9329,2026-01-14 07:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.1197070194932335,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.13,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
9345,2026-01-18 23:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,1,False,1.1197070194932335,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_BULL_LEG),3.9,WIN_RUNNER,0
9368,2026-01-22 19:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,3,False,1.204192301178643,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_DEFENDED,0.0,allow(leg=MACRO_BULL_LEG),0.9,WIN_BE,0
9390,2026-01-28 11:00,ALLOW,NO,,MACRO_BULL_LEG,BULL,2,False,1.2294179851552087,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
9432,2026-02-06 11:00,ALLOW,NO,,MACRO_TRANSITION,TRANSITION,1,True,1.2487450498571766,False,False,False,SUPPLY_NEAR_AND_REJECTING,NO_CAPITULATION,DEMAND_ABSENT,1.16,allow(leg=MACRO_TRANSITION),0.09,SCRATCH,0
9492,2026-02-20 11:00,BLOCK_CORRECTIVE_PULLBACK,YES,BLOCK_CORRECTIVE_PULLBACK,MACRO_CORRECTIVE_PULLBACK,TRANSITION,4,True,1.3251068688142458,False,True,False,CLEAN_SKY,NO_CAPITULATION,DEMAND_FRAGILE,0.0,corrective_shallow(drop=0.0<1.0),0.25,SCRATCH,0
9504,2026-02-24 11:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,4,True,1.4177635044708037,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,1.88,allow(leg=MACRO_RANGE),0.16,SCRATCH,0
9512,2026-02-25 19:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,2,True,1.4177635044708037,False,False,False,SUPPLY_NEAR_AND_REJECTING,NO_CAPITULATION,DEMAND_NEUTRAL,1.28,allow(leg=MACRO_RANGE),0.9,WIN_BE,0
9523,2026-02-27 15:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,2,True,1.4177635044708037,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,0.0,allow(leg=MACRO_RANGE),-1.1,STOP_LOSS,0
9530,2026-03-02 19:00,ALLOW,NO,,MACRO_RANGE,TRANSITION,3,True,1.4177635044708037,False,True,True,CLEAN_SKY,NO_CAPITULATION,DEMAND_ABSENT,1.27,allow(leg=MACRO_RANGE),-1.1,STOP_LOSS,0
9537,2026-03-03 23:00,PRESERVE_BOTTOM_TURN,NO,,MACRO_RANGE,TRANSITION,3,True,1.5253626202956423,True,True,False,SUPPLY_FAR_ENOUGH,CLIMAX_RECLAIM,DEMAND_NEUTRAL,2.51,bottom_turn_climax,-0.59,SCRATCH,0
9582,2026-03-13 10:00,ALLOW,NO,,MACRO_BULL_LEG,TRANSITION,2,True,1.524995198915007,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_ABSENT,2.88,allow(leg=MACRO_BULL_LEG),-1.1,STOP_LOSS,0
9628,2026-03-25 02:00,BLOCK_BEAR_MARKDOWN,YES,BLOCK_BEAR_MARKDOWN,MACRO_RANGE,BEAR,-1,True,1.0671645762394064,False,False,False,SUPPLY_FRESH_DANGEROUS,NO_CAPITULATION,DEMAND_DEFENDED,1.03,"bear_markdown(leg=MACRO_RANGE,mb=True,cs=-1.0)",0.5,SCRATCH,0
9646,2026-03-30 02:00,BLOCK_BEAR_MARKDOWN,YES,BLOCK_BEAR_MARKDOWN,MACRO_BEAR_LEG,BEAR,-2,True,1.0671645762394064,False,False,False,SUPPLY_NEAR_AND_REJECTING,NO_CAPITULATION,DEMAND_DEFENDED,1.06,"bear_markdown(leg=MACRO_BEAR_LEG,mb=True,cs=-2.0)",1.24,SCRATCH,0
9727,2026-04-17 14:00,BLOCK_BEAR_MARKDOWN,YES,BLOCK_BEAR_MARKDOWN,MACRO_RANGE,TRANSITION,-1,True,0.6070517404707794,False,True,False,SUPPLY_FAR_ENOUGH,NO_CAPITULATION,DEMAND_DEFENDED,0.5,"bear_markdown(leg=MACRO_RANGE,mb=True,cs=-1.0)",-1.11,STOP_LOSS,0
9805,2026-05-06 14:00,BLOCK_BEAR_MARKDOWN,YES,BLOCK_BEAR_MARKDOWN,MACRO_BULL_LEG,BEAR,-2,True,0.09235713034771786,False,False,False,SUPPLY_BLOCKS_TARGET,NO_CAPITULATION,DEMAND_DEFENDED,0.42,"bear_markdown(leg=MACRO_BULL_LEG,mb=True,cs=-2.0)",-1.1,STOP_LOSS,0
