candidate_id,timestamp,source,source_family,kept,prune_reason,overextended_entry,src_redundant,bear_flag,GT_match,NAO_match,gt_id,fragile_BOM,notes
C418,2020-04-08 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C419,2020-04-08 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C420,2020-04-08 10:00,fractal_3_3,fractal,kept,,0,0,0,yes,no,GT01,no,classic_BOS/A
C421,2020-04-08 14:00,fractal_3_3,fractal,kept,,0,0,0,yes,no,GT01,no,classic_BOS/B
C423,2020-04-08 22:00,fractal_3_3,fractal,kept,,0,0,0,yes,no,GT01,no,classic_BOS/A
C424,2020-04-09 02:00,fractal_3_3,fractal,kept,,0,0,0,yes,no,GT01,no,classic_BOS/A
C427,2020-04-09 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C428,2020-04-09 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C429,2020-04-12 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C430,2020-04-13 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C436,2020-04-14 02:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C437,2020-04-14 06:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C440,2020-04-14 18:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C442,2020-04-15 02:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C444,2020-04-15 10:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C445,2020-04-15 14:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C446,2020-04-15 18:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C448,2020-04-16 02:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/B
C449,2020-04-16 06:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C450,2020-04-16 10:00,swing_high_simples,structural,kept,,0,0,0,no,no,,no,classic_BOS/A
C458,2020-04-17 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C459,2020-04-19 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C460,2020-04-20 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C461,2020-04-20 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C462,2020-04-20 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C467,2020-04-21 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C468,2020-04-21 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C469,2020-04-21 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C470,2020-04-21 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C471,2020-04-21 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C472,2020-04-22 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C475,2020-04-22 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C476,2020-04-22 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C478,2020-04-23 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C493,2020-04-27 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C495,2020-04-27 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C497,2020-04-28 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C499,2020-04-28 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C500,2020-04-28 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C501,2020-04-28 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C502,2020-04-29 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C503,2020-04-29 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C504,2020-04-29 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C505,2020-04-29 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C506,2020-04-29 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C507,2020-04-29 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C509,2020-04-30 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C510,2020-04-30 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C521,2020-05-04 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C522,2020-05-04 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C523,2020-05-04 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C526,2020-05-05 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C529,2020-05-05 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C530,2020-05-05 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C531,2020-05-05 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C532,2020-05-06 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C542,2020-05-07 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C543,2020-05-07 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C544,2020-05-08 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C545,2020-05-08 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C549,2020-05-10 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C550,2020-05-11 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C552,2020-05-11 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C557,2020-05-12 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C558,2020-05-12 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C559,2020-05-12 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C561,2020-05-12 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C562,2020-05-13 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C566,2020-05-13 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C567,2020-05-13 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C568,2020-05-14 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C569,2020-05-14 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C572,2020-05-14 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C583,2020-05-18 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C584,2020-05-18 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
