candidate_id,timestamp,source,anatomy_class,supply_category,demand_category,mfe_atr_36,mae_atr_36,cret_atr_36,rsi
C55,2020-01-14 07:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,3.66,0.62,2.01,37.3
C56,2020-01-14 11:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,3.39,0.81,1.65,43.4
C57,2020-01-14 15:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,3.39,0.09,1.96,44.9
C58,2020-01-14 19:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,3.57,0.06,1.56,44.3
C78,2020-01-20 03:00,fractal_3_3,NEEDS_VISUAL_REVIEW,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,5.54,3.12,3.67,56.3
C80,2020-01-20 11:00,fractal_3_3,NEEDS_VISUAL_REVIEW,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.05,2.95,2.03,57.7
C81,2020-01-20 15:00,fractal_3_3,NEEDS_VISUAL_REVIEW,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.18,3.17,1.51,58.3
C86,2020-01-21 15:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.12,1.46,1.96,44.2
C90,2020-01-22 07:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.12,1.11,3.72,44.8
C93,2020-01-22 19:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.02,1.2,2.59,50.8
C97,2020-01-23 11:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.66,0.93,2.86,47.3
C98,2020-01-23 15:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.07,0.88,3.56,57.2
C99,2020-01-23 19:00,fractal_3_3,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,4.61,1.02,4.35,56.4
C100,2020-01-23 23:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.6,0.92,3.74,55.3
C101,2020-01-24 03:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.76,0.74,3.29,55.3
C102,2020-01-24 07:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.04,0.76,3.74,53.8
C103,2020-01-24 11:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,4.91,0.17,1.78,53.6
C105,2020-01-24 19:00,fractal_3_3,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,3.55,1.2,0.9,58.6
C116,2020-01-28 15:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ORIGIN_OF_LEG,3.04,2.83,-1.54,56.7
C117,2020-01-28 19:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,3.48,2.67,-1.51,48.8
C118,2020-01-28 23:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,3.97,2.51,-1.47,45.8
C119,2020-01-29 03:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,3.69,2.89,-1.45,44.2
C122,2020-01-29 15:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,4.01,3.91,-0.67,50.8
C130,2020-01-30 23:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,3.23,3.81,-0.39,50.1
C131,2020-01-31 03:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,3.07,4.1,-0.55,48.6
C140,2020-02-03 15:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,0.39,3.66,-1.09,43.2
C149,2020-02-05 03:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.32,1.61,1.87,33.5
C159,2020-02-06 19:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.85,0.98,2.66,51.4
C160,2020-02-06 23:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.87,1.22,2.48,51.8
C166,2020-02-09 23:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.83,1.26,2.5,56.2
C167,2020-02-10 03:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,3.07,1.31,2.73,54.2
C168,2020-02-10 07:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,3.18,1.75,2.62,57.6
C174,2020-02-11 07:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,7.39,0.97,6.2,48.2
C175,2020-02-11 11:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.66,1.59,6.27,48.9
C176,2020-02-11 15:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,7.31,0.96,7.09,53.9
C178,2020-02-11 23:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,9.22,1.15,7.94,48.9
C179,2020-02-12 03:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ORIGIN_OF_LEG,9.43,0.84,8.97,48.6
C180,2020-02-12 07:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ORIGIN_OF_LEG,11.07,0.62,10.73,46.4
C183,2020-02-12 19:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ORIGIN_OF_LEG,12.47,0.04,12.23,49.1
C188,2020-02-13 15:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,15.01,0.63,13.89,60.5
C189,2020-02-13 19:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,23.12,0.67,19.09,61.4
C191,2020-02-14 03:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,27.24,0.34,26.67,57.5
C192,2020-02-14 07:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,27.0,0.24,23.49,59.0
C198,2020-02-17 07:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,28.99,0.08,18.86,65.1
C199,2020-02-17 11:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,29.85,0.15,17.61,61.0
C201,2020-02-17 23:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,29.15,0.49,15.2,67.0
C203,2020-02-18 07:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,28.38,0.23,17.26,66.0
C217,2020-02-20 15:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,9.78,7.77,-6.22,75.6
C218,2020-02-20 19:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,10.09,8.17,-5.02,76.8
C219,2020-02-20 23:00,swing_high_simples,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,10.58,9.76,-4.52,77.3
C224,2020-02-21 19:00,swing_high_simples,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,6.35,11.28,-7.57,87.6
C230,2020-02-24 19:00,swing_high_simples,STRUCTURE_INVALIDATED,CLEAN_SKY,DEMAND_TOO_DEEP,0.4,7.65,-1.43,75.5
C237,2020-02-25 23:00,swing_high_simples,WEAK_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,1.09,4.19,-0.09,48.5
C242,2020-02-26 19:00,swing_high_simples,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,1.94,4.47,1.8,53.2
C247,2020-02-27 15:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.03,5.59,1.83,56.2
C249,2020-02-27 23:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,4.26,5.62,4.09,50.9
C253,2020-02-28 15:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,7.19,0.51,5.48,36.1
C254,2020-02-28 19:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,6.51,0.51,5.21,24.2
C255,2020-03-01 23:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.61,0.6,3.85,34.3
C259,2020-03-02 15:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.43,0.45,3.19,39.6
C260,2020-03-02 19:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.57,0.22,2.93,37.7
C262,2020-03-03 03:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.51,0.08,3.39,41.4
C268,2020-03-04 03:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,3.83,0.71,-0.52,60.5
C270,2020-03-04 11:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,3.92,4.07,-3.34,58.8
C272,2020-03-04 19:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.89,5.61,-4.41,55.1
C274,2020-03-05 03:00,swing_high_simples,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,4.91,7.22,-4.41,56.2
C277,2020-03-05 15:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,2.64,12.13,-10.81,64.5
C278,2020-03-05 19:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT_OR_IRRELEVANT,2.31,12.48,-10.6,67.9
C279,2020-03-05 23:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,2.97,15.04,-12.31,69.5
C287,2020-03-09 06:00,fractal_3_3,WEAK_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,1.01,10.46,-9.5,53.0
C288,2020-03-09 10:00,fractal_3_3,TOP_SWEEP_REVERSAL,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,0.45,10.11,-8.18,53.8
C289,2020-03-09 14:00,fractal_3_3,TOP_SWEEP_REVERSAL,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.4,10.02,-6.24,56.2
C291,2020-03-09 22:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.08,9.93,-6.13,59.1
C293,2020-03-10 06:00,fractal_3_3,TOP_SWEEP_REVERSAL,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.54,8.84,-7.02,54.0
C295,2020-03-10 14:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.58,9.01,-7.4,49.4
C297,2020-03-10 22:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.64,10.17,-8.53,45.8
C298,2020-03-11 02:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.5,10.98,-9.93,51.4
C299,2020-03-11 06:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.6,11.74,-10.18,50.8
C300,2020-03-11 10:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,0.02,13.56,-11.66,50.9
C303,2020-03-11 22:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,0.62,12.35,-10.3,39.6
C304,2020-03-12 02:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,0.78,12.34,-9.97,40.5
C305,2020-03-12 06:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,0.62,12.75,-8.77,39.6
C351,2020-03-23 22:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,3.17,0.63,0.33,62.4
C355,2020-03-24 14:00,fractal_3_3,TOP_SWEEP_REVERSAL,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,0.64,2.24,-1.71,69.2
C356,2020-03-24 18:00,fractal_3_3,TOP_SWEEP_REVERSAL,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,0.76,2.2,-1.35,73.2
C358,2020-03-25 02:00,fractal_3_3,WEAK_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,1.23,1.69,-1.02,73.1
C359,2020-03-25 06:00,fractal_3_3,TOP_SWEEP_REVERSAL,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,0.86,2.02,-1.2,67.5
C360,2020-03-25 10:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,1.33,1.36,0.04,69.2
C361,2020-03-25 14:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,1.15,1.48,0.15,63.5
C362,2020-03-25 18:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,1.04,1.78,-0.15,64.4
C363,2020-03-25 22:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,1.6,1.4,0.26,64.8
C364,2020-03-26 02:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,1.77,1.26,0.47,60.6
C365,2020-03-26 06:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,1.45,1.69,0.13,59.2
C369,2020-03-26 22:00,swing_high_simples,TOP_SWEEP_REVERSAL,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,0.42,2.68,-0.27,63.4
C375,2020-03-29 22:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.41,2.71,2.66,57.5
C383,2020-03-31 06:00,fractal_3_3,STRUCTURE_INVALIDATED,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,5.01,2.86,3.29,53.8
C384,2020-03-31 10:00,fractal_3_3,STRUCTURE_INVALIDATED,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,4.59,2.79,3.08,54.0
C391,2020-04-01 14:00,swing_high_simples,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.98,0.04,6.48,40.7
C396,2020-04-02 10:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,5.36,0.33,4.85,44.2
C398,2020-04-02 18:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,7.03,0.41,6.49,59.1
C399,2020-04-02 22:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,8.04,0.32,7.97,54.2
C413,2020-04-07 06:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,7.13,0.73,5.35,77.4
C414,2020-04-07 10:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.68,0.62,5.16,66.0
C415,2020-04-07 14:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.56,0.62,4.22,65.3
C416,2020-04-07 18:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.74,0.44,4.74,65.3
C417,2020-04-07 22:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.69,0.37,4.18,59.6
C418,2020-04-08 02:00,fractal_3_3,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,6.93,0.22,3.35,63.4
C419,2020-04-08 06:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.61,0.58,2.72,63.4
C427,2020-04-09 14:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,4.87,0.87,0.75,76.5
C428,2020-04-09 18:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,5.17,0.87,1.03,76.2
C429,2020-04-12 22:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT_OR_IRRELEVANT,4.78,1.02,0.41,76.7
C430,2020-04-13 02:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,5.04,1.06,0.4,76.4
C436,2020-04-14 02:00,swing_high_simples,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,2.25,3.78,-2.07,82.7
C437,2020-04-14 06:00,swing_high_simples,WEAK_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,1.77,3.94,-1.17,74.3
C440,2020-04-14 18:00,swing_high_simples,TOP_SWEEP_REVERSAL,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,0.73,4.06,-0.77,80.2
C442,2020-04-15 02:00,swing_high_simples,STRUCTURE_INVALIDATED,CLEAN_SKY,DEMAND_PRESENT_NEUTRAL,0.86,4.19,-0.57,67.9
C444,2020-04-15 10:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,0.9,4.01,0.26,61.8
C445,2020-04-15 14:00,swing_high_simples,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,1.24,3.54,0.32,64.9
C446,2020-04-15 18:00,swing_high_simples,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,1.32,3.44,0.83,61.2
C448,2020-04-16 02:00,swing_high_simples,WEAK_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,1.61,3.83,0.64,55.6
C449,2020-04-16 06:00,swing_high_simples,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,1.11,4.44,0.41,59.1
C450,2020-04-16 10:00,swing_high_simples,STRUCTURE_INVALIDATED,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,0.93,4.42,0.27,62.9
C458,2020-04-17 18:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,3.84,1.47,2.18,41.0
C459,2020-04-19 22:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_TOO_DEEP,4.15,1.23,1.77,39.9
C460,2020-04-20 02:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,3.89,1.55,0.9,39.9
C461,2020-04-20 06:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,3.96,1.41,1.89,40.3
C462,2020-04-20 10:00,fractal_3_3,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,3.11,1.91,0.52,39.8
C467,2020-04-21 06:00,fractal_3_3,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,4.08,1.25,1.9,45.7
C468,2020-04-21 10:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,3.86,0.53,1.75,39.7
C469,2020-04-21 14:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,4.03,0.14,1.71,40.7
C470,2020-04-21 18:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.56,0.35,1.8,39.5
C471,2020-04-21 22:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.58,0.5,1.68,43.5
C472,2020-04-22 02:00,fractal_3_3,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.75,0.26,2.14,47.2
C475,2020-04-22 14:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,1.55,1.96,-1.82,59.9
C476,2020-04-22 18:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,1.6,2.11,-1.77,62.1
C478,2020-04-23 02:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,1.54,3.04,-3.03,59.3
C493,2020-04-27 14:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,0.97,3.99,-0.67,51.0
C495,2020-04-27 22:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,1.83,3.39,0.08,49.2
C497,2020-04-28 06:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,1.27,3.56,-0.67,36.5
C499,2020-04-28 14:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,1.12,3.08,-1.88,41.3
C500,2020-04-28 18:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,1.1,3.13,-1.89,48.3
C501,2020-04-28 22:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,0.9,3.59,-1.82,48.7
C502,2020-04-29 02:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,0.87,3.67,-2.12,50.6
C503,2020-04-29 06:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,1.33,3.14,-1.11,50.9
C504,2020-04-29 10:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,1.26,2.94,-0.71,47.1
C505,2020-04-29 14:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,1.54,2.73,1.37,47.0
C506,2020-04-29 18:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,0.76,3.33,0.26,45.0
C507,2020-04-29 22:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,0.84,3.34,0.44,52.0
C509,2020-04-30 06:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,0.64,3.85,0.5,54.1
C510,2020-04-30 10:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,1.6,2.6,1.11,54.3
C521,2020-05-04 06:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,1.25,2.0,-0.17,49.6
C522,2020-05-04 10:00,fractal_3_3,WEAK_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,1.36,1.72,0.27,54.9
C523,2020-05-04 14:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,1.12,1.95,-0.31,53.2
C526,2020-05-05 02:00,fractal_3_3,STRUCTURE_INVALIDATED,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,1.78,2.05,0.05,52.1
