bar_idx,datetime,decision_v3,decision_fixed,changed,leg,macro_broken,combined,realR
8431,2025-06-16 06:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,4,-1.1
8460,2025-06-23 02:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,-1.1
8479,2025-06-26 06:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,1,-1.1
8497,2025-07-01 06:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,0,-0.09
8544,2025-07-11 06:00,BLOCK_CORRECTIVE_PULLBACK,BLOCK_CORRECTIVE_PULLBACK,NO,MACRO_CORRECTIVE_PULLBACK,False,1,1.01
8589,2025-07-22 18:00,ALLOW,ALLOW,NO,MACRO_RANGE,False,3,-1.1
8622,2025-07-30 06:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,0,-1.1
8635,2025-08-01 10:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,-1,-0.19
8659,2025-08-07 10:00,ALLOW,ALLOW,NO,MACRO_TRANSITION,True,2,-1.1
8765,2025-09-02 02:00,ALLOW,ALLOW,NO,MACRO_RANGE,False,3,1.95
8823,2025-09-15 18:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,2.05
8858,2025-09-23 14:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,1.24
8878,2025-09-28 22:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,3.24
8893,2025-10-01 10:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,2.83
8905,2025-10-03 10:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,3.9
8923,2025-10-08 10:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,0.9
8940,2025-10-13 06:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,1,0.9
8966,2025-10-17 14:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,-1.1
8978,2025-10-21 14:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,-1.1
9007,2025-10-28 10:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,1,1.4
9081,2025-11-13 19:00,ALLOW,ALLOW,NO,MACRO_RANGE,True,3,-1.1
9105,2025-11-19 19:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,True,2,1.64
9199,2025-12-11 11:00,ALLOW,ALLOW,NO,MACRO_RANGE,True,1,3.9
9215,2025-12-16 03:00,ALLOW,ALLOW,NO,MACRO_RANGE,False,2,3.9
9243,2025-12-22 19:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,-1.1
9256,2025-12-26 03:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,-1.1
9287,2026-01-05 07:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,1.64
9297,2026-01-06 23:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,1.97
9304,2026-01-08 03:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,1,2.45
9314,2026-01-09 19:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,3.16
9329,2026-01-14 07:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,-1.1
9345,2026-01-18 23:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,1,3.9
9368,2026-01-22 19:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,3,0.9
9390,2026-01-28 11:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,False,2,-1.1
9432,2026-02-06 11:00,ALLOW,ALLOW,NO,MACRO_TRANSITION,True,1,0.09
9492,2026-02-20 11:00,BLOCK_CORRECTIVE_PULLBACK,BLOCK_CORRECTIVE_PULLBACK,NO,MACRO_CORRECTIVE_PULLBACK,True,4,0.25
9504,2026-02-24 11:00,ALLOW,ALLOW,NO,MACRO_RANGE,True,4,0.16
9512,2026-02-25 19:00,ALLOW,ALLOW,NO,MACRO_RANGE,True,2,0.9
9523,2026-02-27 15:00,ALLOW,ALLOW,NO,MACRO_RANGE,True,2,-1.1
9530,2026-03-02 19:00,ALLOW,ALLOW,NO,MACRO_RANGE,True,3,-1.1
9537,2026-03-03 23:00,PRESERVE_BOTTOM_TURN,PRESERVE_BOTTOM_TURN,NO,MACRO_RANGE,True,3,-0.59
9582,2026-03-13 10:00,ALLOW,ALLOW,NO,MACRO_BULL_LEG,True,2,-1.1
9628,2026-03-25 02:00,BLOCK_BEAR_MARKDOWN,BLOCK_BEAR_MARKDOWN,NO,MACRO_RANGE,True,-1,0.5
9646,2026-03-30 02:00,BLOCK_BEAR_MARKDOWN,BLOCK_BEAR_MARKDOWN,NO,MACRO_BEAR_LEG,True,-2,1.24
9727,2026-04-17 14:00,BLOCK_BEAR_MARKDOWN,BLOCK_BEAR_MARKDOWN,NO,MACRO_RANGE,True,-1,-1.11
9805,2026-05-06 14:00,BLOCK_BEAR_MARKDOWN,ALLOW,YES,MACRO_BULL_LEG,True,-2,-1.1
