candidate_id,timestamp,source,source_family,reason_flags,kept,prune_reason,GT_match,NAO_match,gt_id,notes
C196,2020-02-16 23:00,fractal_3_3,fractal,no_retest|overextended_entry|first_retomada,pruned,no_retest,no,no,,classic_BOS/A
C198,2020-02-17 07:00,fractal_3_3,fractal,volume_fraco|no_retest|first_retomada,pruned,volume_fraco|no_retest,no,no,,classic_BOS/B
C199,2020-02-17 11:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C204,2020-02-18 11:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C205,2020-02-18 15:00,fractal_3_3,fractal,bear_flag|overextended_entry|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C218,2020-02-20 19:00,fractal_3_3,fractal,volume_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C224,2020-02-21 19:00,swing_high_simples,structural,no_polarity_defense|BOS_fraco|cluster_BUY_climax,pruned,no_polarity_defense,no,no,,classic_BOS/B
C233,2020-02-25 07:00,swing_high_simples,structural,no_retest|overextended_entry,pruned,no_retest,no,no,,classic_BOS/A
C242,2020-02-26 19:00,swing_high_simples,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C244,2020-02-27 03:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C248,2020-02-27 19:00,swing_high_simples,structural,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/B
C254,2020-02-28 19:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C260,2020-03-02 19:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C261,2020-03-02 23:00,fractal_3_3,fractal,volume_fraco|overextended_entry|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C262,2020-03-03 03:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C266,2020-03-03 19:00,fractal_3_3,fractal,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/B
C268,2020-03-04 03:00,swing_high_simples,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C272,2020-03-04 19:00,swing_high_simples,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C273,2020-03-04 23:00,swing_high_simples,structural,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/A
C274,2020-03-05 03:00,swing_high_simples,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C278,2020-03-05 19:00,fractal_3_3,fractal,volume_fraco|no_retest,pruned,volume_fraco|no_retest,no,no,,classic_BOS/A
C279,2020-03-05 23:00,fractal_3_3,fractal,no_retest|cluster_BUY_climax,pruned,no_retest,no,no,,classic_BOS/B
C280,2020-03-06 03:00,fractal_3_3,fractal,no_retest|overextended_entry|cluster_BUY_climax,pruned,no_retest,no,no,,classic_BOS/A
C281,2020-03-06 07:00,fractal_3_3,fractal,no_retest|overextended_entry|cluster_BUY_climax,pruned,no_retest,no,no,,classic_BOS/A
C282,2020-03-06 11:00,fractal_3_3,fractal,no_retest|overextended_entry|cluster_BUY_climax,pruned,no_retest,no,no,,classic_BOS/A
C290,2020-03-09 18:00,fractal_3_3,fractal,volume_fraco|overextended_entry|BOS_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C291,2020-03-09 22:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C296,2020-03-10 18:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C297,2020-03-10 22:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C311,2020-03-13 06:00,topo_duplo,structural,no_polarity_defense|BOS_fraco,pruned,no_polarity_defense,no,no,,classic_BOS/B
C312,2020-03-13 10:00,nivel_interno,proximity,no_polarity_defense|BOS_fraco,pruned,no_polarity_defense,no,no,,classic_BOS/B
C317,2020-03-16 06:00,nivel_interno,proximity,no_polarity_defense|BOS_fraco,pruned,no_polarity_defense,no,no,,classic_BOS/B
C321,2020-03-16 22:00,nivel_interno,proximity,volume_fraco|no_polarity_defense|first_retomada,pruned,volume_fraco|no_polarity_defense,no,no,,contextual_no_BOS/B_ctx
C326,2020-03-17 18:00,fractal_2_2,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C327,2020-03-17 22:00,fractal_2_2,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C328,2020-03-18 02:00,nivel_interno,proximity,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C331,2020-03-18 14:00,nivel_interno,proximity,no_polarity_defense|first_retomada,pruned,no_polarity_defense,no,no,,classic_BOS/B
C332,2020-03-18 18:00,nivel_interno,proximity,volume_fraco|no_polarity_defense|first_retomada,pruned,volume_fraco|no_polarity_defense,no,no,,classic_BOS/B_ctx
C333,2020-03-18 22:00,nivel_interno,proximity,volume_fraco|no_polarity_defense|first_retomada|bear_macro,pruned,volume_fraco|no_polarity_defense,no,no,,classic_BOS/B
C337,2020-03-19 14:00,nivel_interno,proximity,no_polarity_defense|first_retomada|bear_macro,pruned,no_polarity_defense,no,no,,contextual_no_BOS/B_ctx
C344,2020-03-20 18:00,topo_duplo,structural,volume_fraco|first_retomada|bear_macro,pruned,volume_fraco,no,no,,classic_BOS/A
C353,2020-03-24 06:00,fractal_3_3,fractal,volume_fraco|overextended_entry|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C354,2020-03-24 10:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C355,2020-03-24 14:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C356,2020-03-24 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C362,2020-03-25 18:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C363,2020-03-25 22:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C364,2020-03-26 02:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C365,2020-03-26 06:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C370,2020-03-27 02:00,fractal_2_2,fractal,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C376,2020-03-30 02:00,fractal_3_3,fractal,volume_fraco|overextended_entry|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C377,2020-03-30 06:00,topo_duplo,structural,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C380,2020-03-30 18:00,topo_duplo,structural,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C382,2020-03-31 02:00,nivel_interno,proximity,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C387,2020-03-31 22:00,swing_high_simples,structural,volume_fraco|overextended_entry|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C388,2020-04-01 02:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C399,2020-04-02 22:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C400,2020-04-03 02:00,fractal_3_3,fractal,bear_flag|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C403,2020-04-03 14:00,fractal_3_3,fractal,bear_flag|overextended_entry|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C405,2020-04-05 22:00,fractal_3_3,fractal,bear_flag|overextended_entry|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C406,2020-04-06 02:00,topo_duplo,structural,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C412,2020-04-07 02:00,swing_high_simples,structural,volume_fraco|overextended_entry|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C416,2020-04-07 18:00,fractal_3_3,fractal,volume_fraco|first_retomada|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/B
C417,2020-04-07 22:00,fractal_3_3,fractal,volume_fraco|first_retomada|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C418,2020-04-08 02:00,fractal_3_3,fractal,volume_fraco|first_retomada|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/B
C423,2020-04-08 22:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,yes,no,GT01,classic_BOS/A
C424,2020-04-09 02:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,yes,no,GT01,classic_BOS/A
C428,2020-04-09 18:00,fractal_3_3,fractal,volume_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/B
C436,2020-04-14 02:00,swing_high_simples,structural,no_polarity_defense|cluster_BUY_climax,pruned,no_polarity_defense,no,no,,classic_BOS/B
C442,2020-04-15 02:00,swing_high_simples,structural,volume_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C443,2020-04-15 06:00,swing_high_simples,structural,no_retest|overextended_entry|cluster_BUY_climax,pruned,no_retest,no,no,,classic_BOS/B
C445,2020-04-15 14:00,swing_high_simples,structural,no_polarity_defense|cluster_BUY_climax,pruned,no_polarity_defense,no,no,,classic_BOS/B
C446,2020-04-15 18:00,swing_high_simples,structural,volume_fraco|no_polarity_defense|cluster_BUY_climax,pruned,volume_fraco|no_polarity_defense,no,no,,classic_BOS/B
C448,2020-04-16 02:00,swing_high_simples,structural,volume_fraco|no_polarity_defense,pruned,volume_fraco|no_polarity_defense,no,no,,classic_BOS/B
C452,2020-04-16 18:00,nivel_interno,proximity,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C453,2020-04-16 22:00,topo_duplo,structural,volume_fraco|no_retest|overextended_entry,pruned,volume_fraco|no_retest,no,no,,classic_BOS/A
C458,2020-04-17 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C459,2020-04-19 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C464,2020-04-20 18:00,fractal_3_3,fractal,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/A
C465,2020-04-20 22:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C470,2020-04-21 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C471,2020-04-21 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C476,2020-04-22 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C482,2020-04-23 18:00,topo_duplo,structural,volume_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C483,2020-04-23 22:00,topo_duplo,structural,volume_fraco|BOS_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/B
C484,2020-04-24 02:00,topo_duplo,structural,volume_fraco|BOS_fraco|cluster_BUY_climax,pruned,volume_fraco,no,no,,classic_BOS/A
C488,2020-04-24 18:00,topo_duplo,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C489,2020-04-26 22:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C490,2020-04-27 02:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C494,2020-04-27 18:00,fractal_3_3,fractal,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/A
C495,2020-04-27 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C500,2020-04-28 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C501,2020-04-28 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C502,2020-04-29 02:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C506,2020-04-29 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C507,2020-04-29 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C508,2020-04-30 02:00,fractal_3_3,fractal,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/A
C512,2020-04-30 18:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C513,2020-04-30 22:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C518,2020-05-01 18:00,topo_duplo,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C519,2020-05-03 22:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C520,2020-05-04 02:00,topo_duplo,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C525,2020-05-04 22:00,topo_duplo,structural,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C526,2020-05-05 02:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C530,2020-05-05 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C531,2020-05-05 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C532,2020-05-06 02:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C536,2020-05-06 18:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C537,2020-05-06 22:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C543,2020-05-07 22:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C544,2020-05-08 02:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C549,2020-05-10 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C550,2020-05-11 02:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C554,2020-05-11 18:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C555,2020-05-11 22:00,topo_duplo,structural,volume_fraco|overextended_entry|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C556,2020-05-12 02:00,topo_duplo,structural,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C560,2020-05-12 18:00,topo_duplo,structural,volume_fraco|overextended_entry,pruned,volume_fraco,no,no,,classic_BOS/B
C561,2020-05-12 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C562,2020-05-13 02:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C567,2020-05-13 22:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C568,2020-05-14 02:00,fractal_3_3,fractal,volume_fraco|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C572,2020-05-14 18:00,fractal_3_3,fractal,volume_fraco|no_retest|first_retomada,pruned,volume_fraco|no_retest,no,no,,classic_BOS/A
C573,2020-05-14 22:00,fractal_3_3,fractal,volume_fraco|no_retest|overextended_entry|first_retomada,pruned,volume_fraco|no_retest,no,no,,classic_BOS/A
C574,2020-05-15 02:00,topo_duplo,structural,volume_fraco|bear_flag|overextended_entry|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C575,2020-05-15 06:00,topo_duplo,structural,bear_flag|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C576,2020-05-15 10:00,fractal_3_3,fractal,no_retest|overextended_entry|first_retomada,pruned,no_retest,no,no,,classic_BOS/A
C577,2020-05-15 14:00,fractal_3_3,fractal,bear_flag|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C578,2020-05-15 18:00,fractal_3_3,fractal,volume_fraco|bear_flag|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/B
C579,2020-05-17 22:00,fractal_3_3,fractal,bear_flag|overextended_entry|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C580,2020-05-18 02:00,swing_high_simples,structural,no_retest|overextended_entry|first_retomada,pruned,no_retest,no,no,,classic_BOS/A
C581,2020-05-18 06:00,swing_high_simples,structural,no_retest|overextended_entry|first_retomada,pruned,no_retest,no,no,,classic_BOS/B
C583,2020-05-18 14:00,fractal_3_3,fractal,no_retest,pruned,no_retest,no,no,,classic_BOS/B
C584,2020-05-18 18:00,fractal_3_3,fractal,volume_fraco|no_retest,pruned,volume_fraco|no_retest,no,no,,classic_BOS/A
C585,2020-05-18 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C586,2020-05-19 02:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C590,2020-05-19 18:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C591,2020-05-19 22:00,fractal_3_3,fractal,volume_fraco|overextended_entry|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C592,2020-05-20 02:00,topo_duplo,structural,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C596,2020-05-20 18:00,topo_duplo,structural,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C597,2020-05-20 22:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C602,2020-05-21 18:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,yes,GT04A,classic_BOS/A
C603,2020-05-21 22:00,fractal_3_3,fractal,volume_fraco,pruned,volume_fraco,no,yes,GT04A,classic_BOS/A
C608,2020-05-22 18:00,topo_duplo,structural,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C610,2020-05-25 02:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C613,2020-05-25 14:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C618,2020-05-26 14:00,fractal_3_3,fractal,bear_flag|first_retomada,pruned,bear_flag,no,no,,classic_BOS/B
C620,2020-05-26 22:00,fractal_3_3,fractal,volume_fraco|bear_flag|first_retomada,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C623,2020-05-27 10:00,topo_duplo,structural,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/B
C624,2020-05-27 14:00,fractal_3_3,fractal,bear_flag|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C626,2020-05-27 22:00,fractal_3_3,fractal,volume_fraco|bear_flag|first_retomada,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C627,2020-05-28 02:00,fractal_3_3,fractal,bear_flag|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C628,2020-05-28 06:00,fractal_3_3,fractal,bear_flag|overextended_entry|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C632,2020-05-28 22:00,fractal_3_3,fractal,volume_fraco|overextended_entry|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C633,2020-05-29 02:00,topo_duplo,structural,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C643,2020-06-01 18:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C644,2020-06-01 22:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/A
C645,2020-06-02 02:00,fractal_3_3,fractal,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B
C649,2020-06-02 18:00,fractal_3_3,fractal,volume_fraco|bear_flag|first_retomada|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C650,2020-06-02 22:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C655,2020-06-03 18:00,topo_duplo,structural,volume_fraco|no_polarity_defense|first_retomada,pruned,volume_fraco|no_polarity_defense,no,no,,classic_BOS/B
C662,2020-06-04 22:00,nivel_interno,proximity,volume_fraco|first_retomada,pruned,volume_fraco,no,no,,classic_BOS/B_ctx
C668,2020-06-07 22:00,nivel_interno,proximity,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/A
C677,2020-06-09 10:00,topo_duplo,structural,bear_flag|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C679,2020-06-09 18:00,topo_duplo,structural,volume_fraco|bear_flag|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/B
C680,2020-06-09 22:00,topo_duplo,structural,volume_fraco|bear_flag|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C681,2020-06-10 02:00,topo_duplo,structural,volume_fraco|bear_flag|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C682,2020-06-10 06:00,topo_duplo,structural,bear_flag|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C683,2020-06-10 10:00,topo_duplo,structural,bear_flag|first_retomada,pruned,bear_flag,no,no,,classic_BOS/A
C688,2020-06-11 06:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C690,2020-06-11 14:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/B
C692,2020-06-11 22:00,fractal_3_3,fractal,volume_fraco|first_retomada|BOS_fraco,pruned,volume_fraco,no,no,,classic_BOS/B
C693,2020-06-12 02:00,fractal_3_3,fractal,volume_fraco|bear_flag|first_retomada|BOS_fraco,pruned,volume_fraco|bear_flag,no,no,,classic_BOS/A
C694,2020-06-12 06:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/A
C696,2020-06-12 14:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/B
C697,2020-06-12 18:00,fractal_3_3,fractal,bear_flag|first_retomada|BOS_fraco,pruned,bear_flag,no,no,,classic_BOS/B
