candidate_id,timestamp,source,label,gt_id,entry_price,polarity,atr4h,has_4h_demand_below,nearest_4h_demand_low,nearest_4h_demand_high,dist_4h_demand_top_atr,dist_4h_demand_mid_atr,dist_4h_demand_low_atr,demand_4h_width_atr,demand_4h_age_bars,demand_4h_touched_on_retest,demand_4h_origin_of_leg_cand,demand_4h_below_polarity,demand_4h_below_stop,has_4h_supply_overhead,nearest_4h_supply_low,nearest_4h_supply_high,dist_4h_supply_low_atr,dist_4h_supply_mid_atr,dist_4h_supply_high_atr,supply_4h_width_atr,supply_4h_age_bars,supply_4h_touched_before_entry,supply_4h_broken_before_entry,supply_4h_rejected_before_entry,supply_4h_blocks_target_2ATR,supply_4h_blocks_target_3ATR,supply_4h_blocks_target_4ATR,has_d1_demand_below,dist_d1_demand_atr,has_d1_supply_overhead,dist_d1_supply_atr,demand_dist_from_polarity_atr,supply_dist_from_polarity_atr,reclaim_close_dist_from_supply_atr,reclaim_close_dist_from_demand_atr,demand_category,supply_category,polarity_category,quality_score_exploratory,feature_availability
C55,2020-01-14 07:00,swing_high_simples,UNKNOWN,,1545.06,1541.1,6.42,1,1516.61,1522.05,3.58,4.0,4.43,0.85,UNAVAILABLE(x1x2_ordinal),0,0,1,UNAVAILABLE(no_SL_in_v2.2),1,1557.86,1563.11,1.99,2.4,2.81,0.82,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,4.33,0,,2.96,2.61,1.99,3.58,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C56,2020-01-14 11:00,swing_high_simples,UNKNOWN,,1546.39,1541.1,6.55,1,1516.61,1522.05,3.72,4.13,4.55,0.83,UNAVAILABLE(x1x2_ordinal),0,0,1,UNAVAILABLE(no_SL_in_v2.2),1,1557.86,1563.11,1.75,2.15,2.55,0.8,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,4.39,0,,2.91,2.56,1.75,3.72,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C57,2020-01-14 15:00,swing_high_simples,UNKNOWN,,1545.73,1541.1,6.74,1,1516.61,1522.05,3.51,3.92,4.32,0.81,UNAVAILABLE(x1x2_ordinal),0,0,1,UNAVAILABLE(no_SL_in_v2.2),1,1557.86,1563.11,1.8,2.19,2.58,0.78,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,4.36,0,,2.83,2.49,1.8,3.51,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C58,2020-01-14 19:00,swing_high_simples,UNKNOWN,,1546.33,1541.1,6.24,1,1535.94,1542.21,0.66,1.16,1.66,1.0,UNAVAILABLE(x1x2_ordinal),1,0,0,UNAVAILABLE(no_SL_in_v2.2),1,1557.86,1563.11,1.85,2.27,2.69,0.84,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,4.39,0,,-0.18,2.69,1.85,0.66,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C78,2020-01-20 03:00,fractal_3_3,UNKNOWN,,1561.52,1558.18,4.86,1,1548.04,1554.33,1.48,2.12,2.77,1.29,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1604.75,1611.39,8.89,9.57,10.25,1.36,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,5.24,1,1.77,0.79,9.57,8.89,1.48,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C80,2020-01-20 11:00,fractal_3_3,UNKNOWN,,1560.16,1558.18,4.68,1,1548.04,1554.33,1.25,1.92,2.59,1.34,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1604.75,1611.39,9.53,10.24,10.95,1.42,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,5.18,1,1.84,0.82,9.96,9.53,1.25,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C81,2020-01-20 15:00,fractal_3_3,UNKNOWN,,1560.62,1558.18,4.51,1,1548.04,1554.33,1.4,2.09,2.79,1.4,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1604.75,1611.39,9.79,10.53,11.26,1.47,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,5.2,1,1.81,0.85,10.33,9.79,1.4,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C86,2020-01-21 15:00,fractal_3_3,UNKNOWN,,1558.7,1558.18,5.82,1,1548.04,1554.33,0.75,1.29,1.83,1.08,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1562.48,1568.6,0.65,1.17,1.7,1.05,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.48,1,1.84,0.66,0.74,0.65,0.75,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C90,2020-01-22 07:00,fractal_3_3,UNKNOWN,,1558.47,1558.18,5.87,1,1546.34,1552.56,1.01,1.54,2.07,1.06,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1562.48,1568.6,0.68,1.21,1.73,1.04,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.48,1,1.88,0.96,0.73,0.68,1.01,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C93,2020-01-22 19:00,fractal_3_3,UNKNOWN,,1558.97,1558.18,5.87,1,1546.34,1552.56,1.09,1.62,2.15,1.06,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1562.48,1568.6,0.6,1.12,1.64,1.04,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.51,1,1.86,0.96,0.73,0.6,1.09,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C97,2020-01-23 11:00,fractal_3_3,UNKNOWN,,1563.02,1558.18,6.96,1,1546.34,1552.56,1.5,1.95,2.4,0.89,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1604.75,1611.39,6.0,6.47,6.95,0.95,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,0.74,1,1.72,0.81,6.69,6.0,1.5,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C98,2020-01-23 15:00,fractal_3_3,UNKNOWN,,1562.34,1558.18,6.58,1,1546.34,1552.56,1.49,1.96,2.43,0.95,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1562.48,1568.6,0.02,0.49,0.95,0.93,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.7,1,1.75,0.85,0.65,0.02,1.49,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C99,2020-01-23 19:00,fractal_3_3,UNKNOWN,,1562.71,1558.18,6.03,1,1546.34,1552.56,1.68,2.2,2.72,1.03,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1604.75,1611.39,6.97,7.53,8.08,1.1,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,0.72,1,1.73,0.93,7.73,6.97,1.68,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C100,2020-01-23 23:00,fractal_3_3,UNKNOWN,,1561.72,1558.18,5.64,1,1546.34,1552.56,1.62,2.17,2.73,1.1,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1562.48,1568.6,0.13,0.68,1.22,1.08,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.72,1,1.93,1.0,0.76,0.13,1.62,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C101,2020-01-24 03:00,fractal_3_3,UNKNOWN,,1560.73,1558.18,5.66,1,1551.94,1558.13,0.46,1.01,1.55,1.09,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1562.48,1568.6,0.31,0.85,1.39,1.08,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.67,1,1.98,0.01,0.76,0.31,0.46,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C102,2020-01-24 07:00,fractal_3_3,UNKNOWN,,1560.68,1558.18,5.41,1,1551.94,1558.13,0.47,1.04,1.62,1.14,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1561.77,1567.95,0.2,0.77,1.34,1.14,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.66,1,1.99,0.01,0.66,0.2,0.47,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C103,2020-01-24 11:00,fractal_3_3,UNKNOWN,,1564.42,1563.11,5.89,1,1551.94,1558.13,1.07,1.59,2.12,1.05,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1604.75,1611.39,6.85,7.41,7.98,1.13,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,0.87,1,1.78,0.85,7.07,6.85,1.07,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C105,2020-01-24 19:00,fractal_3_3,UNKNOWN,,1570.95,1568.6,6.31,0,,,,,,,UNAVAILABLE(x1x2_ordinal),0,0,0,UNAVAILABLE(no_SL_in_v2.2),0,,,,,,,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,1.24,1,1.41,,,,,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,1,4H_OB=NO;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C116,2020-01-28 15:00,fractal_3_3,UNKNOWN,,1569.64,1563.11,7.81,1,1556.55,1562.71,0.89,1.28,1.68,0.79,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,1.63,2.02,2.41,0.79,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.53,1,1.8,0.05,2.46,1.63,0.89,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C117,2020-01-28 19:00,fractal_3_3,UNKNOWN,,1567.41,1563.11,7.44,1,1556.55,1562.71,0.63,1.05,1.46,0.83,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,2.01,2.42,2.83,0.82,UNAVAILABLE(x1x2_ordinal),1,0,1,0,1,1,1,0.38,1,1.95,0.05,2.58,2.01,0.63,DEMAND_ORIGIN_OF_LEG,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,2,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C118,2020-01-28 23:00,fractal_3_3,UNKNOWN,,1565.24,1563.11,7.07,1,1556.55,1562.71,0.36,0.79,1.23,0.87,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,2.42,2.85,3.29,0.87,UNAVAILABLE(x1x2_ordinal),1,0,1,0,1,1,1,0.24,1,2.17,0.06,2.72,2.42,0.36,DEMAND_ORIGIN_OF_LEG,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,2,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C119,2020-01-29 03:00,fractal_3_3,UNKNOWN,,1567.65,1563.11,6.95,1,1556.55,1562.71,0.71,1.15,1.6,0.89,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,2.11,2.55,3.0,0.88,UNAVAILABLE(x1x2_ordinal),1,0,1,0,1,1,1,0.41,1,2.0,0.06,2.77,2.11,0.71,DEMAND_ORIGIN_OF_LEG,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,2,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C122,2020-01-29 15:00,fractal_3_3,UNKNOWN,,1570.12,1568.6,5.78,1,1556.55,1562.71,1.28,1.81,2.35,1.06,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,2.11,2.64,3.17,1.06,UNAVAILABLE(x1x2_ordinal),1,0,1,0,1,1,1,0.58,1,1.82,1.02,2.38,2.11,1.28,DEMAND_ORIGIN_OF_LEG,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,2,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C130,2020-01-30 23:00,fractal_3_3,UNKNOWN,,1572.31,1568.6,6.51,1,1563.39,1567.95,0.67,1.02,1.37,0.7,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,1.54,2.01,2.48,0.94,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.74,1,1.68,0.1,2.11,1.54,0.67,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C131,2020-01-31 03:00,fractal_3_3,UNKNOWN,,1573.71,1568.6,6.39,1,1563.39,1567.95,0.9,1.26,1.61,0.71,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1582.34,1588.48,1.35,1.83,2.31,0.96,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.84,1,1.58,0.1,2.15,1.35,0.9,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C140,2020-02-03 15:00,fractal_3_3,UNKNOWN,,1576.49,1568.6,7.92,1,1570.95,1576,0.06,0.38,0.7,0.64,UNAVAILABLE(x1x2_ordinal),1,0,0,UNAVAILABLE(no_SL_in_v2.2),1,1587.09,1593.34,1.34,1.73,2.13,0.79,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,1.0,1,1.33,-0.93,2.34,1.34,0.06,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,0,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C149,2020-02-05 03:00,fractal_3_3,UNKNOWN,,1559.59,1558.18,7.51,1,1546.34,1552.35,0.96,1.36,1.77,0.8,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,3.66,4.08,4.5,0.84,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,1,1,6.23,1,2.26,0.78,3.85,3.66,0.96,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C159,2020-02-06 19:00,fractal_3_3,UNKNOWN,,1566.66,1562.77,6.44,1,1552.53,1558.19,1.31,1.75,2.19,0.88,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,3.17,3.65,4.14,0.97,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,1,1,0.29,1,1.78,0.71,3.77,3.17,1.31,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C160,2020-02-06 23:00,fractal_3_3,UNKNOWN,,1567.7,1562.77,6.02,1,1552.53,1558.19,1.58,2.05,2.52,0.94,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,3.22,3.74,4.26,1.04,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,1,1,0.36,1,1.72,0.76,4.04,3.22,1.58,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C166,2020-02-09 23:00,fractal_3_3,UNKNOWN,,1569.8,1568.6,6.21,1,1552.53,1558.19,1.87,2.32,2.78,0.91,UNAVAILABLE(x1x2_ordinal),1,0,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.78,3.28,3.79,1.01,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.49,1,1.6,1.68,2.97,2.78,1.87,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C167,2020-02-10 03:00,fractal_3_3,UNKNOWN,,1570.18,1568.6,6.25,1,1560.33,1566.72,0.55,1.06,1.58,1.02,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.7,3.2,3.7,1.0,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.51,1,1.57,0.3,2.95,2.7,0.55,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C168,2020-02-10 07:00,fractal_3_3,UNKNOWN,,1573.13,1568.6,6.37,1,1560.33,1566.72,1.01,1.51,2.01,1.0,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.19,2.68,3.17,0.98,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.69,1,1.39,0.3,2.9,2.19,1.01,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C174,2020-02-11 07:00,fractal_3_3,UNKNOWN,,1567.7,1562.77,5.9,1,1560.33,1566.72,0.17,0.71,1.25,1.08,UNAVAILABLE(x1x2_ordinal),1,0,0,UNAVAILABLE(no_SL_in_v2.2),1,1571.74,1577.02,0.68,1.13,1.58,0.9,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.35,1,0.61,-0.67,1.52,0.68,0.17,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C175,2020-02-11 11:00,fractal_3_3,UNKNOWN,,1571.48,1568.6,5.98,1,1560.33,1566.72,0.8,1.33,1.86,1.07,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1571.74,1577.02,0.04,0.48,0.93,0.88,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.57,1,0.38,0.31,0.52,0.04,0.8,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C176,2020-02-11 15:00,fractal_3_3,UNKNOWN,,1567.9,1562.77,6.16,1,1560.33,1566.72,0.19,0.71,1.23,1.04,UNAVAILABLE(x1x2_ordinal),1,0,0,UNAVAILABLE(no_SL_in_v2.2),1,1571.74,1577.02,0.62,1.05,1.48,0.86,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.36,1,0.59,-0.64,1.45,0.62,0.19,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C178,2020-02-11 23:00,fractal_3_3,UNKNOWN,,1567.63,1562.77,4.92,1,1560.33,1566.72,0.19,0.83,1.48,1.3,UNAVAILABLE(x1x2_ordinal),1,0,0,UNAVAILABLE(no_SL_in_v2.2),1,1571.74,1577.02,0.84,1.37,1.91,1.07,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.33,1,0.65,-0.8,1.82,0.84,0.19,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,-1,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C179,2020-02-12 03:00,fractal_3_3,UNKNOWN,,1566.17,1562.39,4.96,1,1552.53,1558.19,1.61,2.18,2.75,1.14,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1567.71,1574.04,0.31,0.95,1.59,1.28,UNAVAILABLE(x1x2_ordinal),1,0,1,1,1,1,1,0.24,1,0.74,0.85,1.07,0.31,1.61,DEMAND_ORIGIN_OF_LEG,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,0,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C180,2020-02-12 07:00,fractal_3_3,UNKNOWN,,1566.54,1562.39,4.75,1,1552.53,1558.19,1.76,2.35,2.95,1.19,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,4.32,4.98,5.64,1.32,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,0.26,1,0.72,0.88,5.19,4.32,1.76,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C183,2020-02-12 19:00,fractal_3_3,UNKNOWN,,1565.8,1562.39,4.72,1,1552.53,1558.19,1.61,2.21,2.81,1.2,UNAVAILABLE(x1x2_ordinal),0,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,4.5,5.17,5.83,1.33,UNAVAILABLE(x1x2_ordinal),0,0,0,0,0,0,1,0.22,1,0.76,0.89,5.23,4.5,1.61,DEMAND_ORIGIN_OF_LEG,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C188,2020-02-13 15:00,fractal_3_3,UNKNOWN,,1576.15,1574.04,4.87,1,1561.99,1567.72,1.73,2.32,2.91,1.18,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.24,2.89,3.53,1.29,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.85,1,0.11,1.3,2.68,2.24,1.73,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C189,2020-02-13 19:00,fractal_3_3,UNKNOWN,,1576.12,1574.04,4.53,1,1561.99,1567.72,1.86,2.49,3.12,1.27,UNAVAILABLE(x1x2_ordinal),1,1,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.42,3.11,3.81,1.39,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.85,1,0.11,1.4,2.88,2.42,1.86,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C191,2020-02-14 03:00,fractal_3_3,UNKNOWN,,1575.37,1574.04,4.18,1,1561.99,1567.72,1.83,2.51,3.2,1.37,UNAVAILABLE(x1x2_ordinal),1,0,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.8,3.55,4.3,1.5,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.82,1,0.16,1.51,3.11,2.8,1.83,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
C192,2020-02-14 07:00,fractal_3_3,UNKNOWN,,1575.93,1574.04,4.2,1,1561.99,1567.72,1.95,2.64,3.32,1.36,UNAVAILABLE(x1x2_ordinal),1,0,1,UNAVAILABLE(no_SL_in_v2.2),1,1587.07,1593.34,2.65,3.4,4.14,1.49,UNAVAILABLE(x1x2_ordinal),0,0,0,0,1,1,1,0.86,1,0.12,1.5,3.1,2.65,1.95,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,3,4H_OB=yes;targets=ATR_proxy(no_SL);age=UNAVAILABLE
