bar_idx,datetime,context,engine_policy,indicator_score,indicator_confluence,bubbles,nas,smc,rsi,crossed_policy,EVAL_exitype,EVAL_realR
4429,2022-11-10,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_BEAR_DIV,TAKE_NEUTRAL,SCRATCH,-0.11
4483,2022-11-23,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,WIN_HELD,1.82
4513,2022-11-30,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.49
4530,2022-12-05,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_NEUTRAL,WIN_HELD,1.28
4574,2022-12-15,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
4609,2022-12-22,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
4644,2023-01-03,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.17
4677,2023-01-11,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.05
4763,2023-01-31,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
4899,2023-03-03,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
4908,2023-03-06,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
4918,2023-03-08,BOTTOM,SKIP,3,STRONG_BULL_CONFIRM,BUBBLE_SELL_CLIMAX_BULL,NAS_LONG_RECENT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,UPGRADE_TAKE,WIN_RUNNER,3.9
4926,2023-03-09,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_RUNNER,3.9
4964,2023-03-20,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,SCRATCH,-0.43
4996,2023-03-27,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_SHORT_TOP,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,2.51
5016,2023-03-30,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
5042,2023-04-06,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK,SCRATCH,-0.41
5055,2023-04-11,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
5087,2023-04-18,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
5103,2023-04-21,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.34
5147,2023-05-02,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,-0.8
5165,2023-05-05,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
5296,2023-06-06,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5321,2023-06-12,PULLBACK,TAKE,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_BEAR_DIV,TAKE_WEAK,STOP_LOSS,-1.1
5331,2023-06-14,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_LATE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5350,2023-06-19,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
5414,2023-07-04,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5435,2023-07-07,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_LATE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.61
5478,2023-07-18,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
5530,2023-07-31,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_BUY_LATE,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5555,2023-08-04,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_LATE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5627,2023-08-22,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.96
5668,2023-08-31,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
5701,2023-09-07,BOTTOM,SKIP,2,STRONG_BULL_CONFIRM,BUBBLE_SELL_CLIMAX_BULL,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,UPGRADE_TAKE,STOP_LOSS,-1.1
5724,2023-09-13,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_LATE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_BE,0.9
5772,2023-09-25,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5826,2023-10-06,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_RUNNER,3.9
5842,2023-10-11,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
5866,2023-10-17,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.7
5875,2023-10-18,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.93
5920,2023-10-30,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
5955,2023-11-07,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
5998,2023-11-16,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.0
6049,2023-11-29,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
6069,2023-12-04,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
6119,2023-12-14,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_BULL_DIV,REVIEW_RISK_BULL,SCRATCH,0.31
6162,2023-12-26,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6193,2024-01-04,BOTTOM,TAKE,3,STRONG_BULL_CONFIRM,BUBBLE_SELL_CLIMAX_BULL,NAS_LONG_RECENT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6210,2024-01-08,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_MIXED,NAS_LONG_RECENT,SMC_NONE,RSI_BULL_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
6295,2024-01-29,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,-0.32
6362,2024-02-13,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6376,2024-02-15,BOTTOM,SKIP,3,STRONG_BULL_CONFIRM,BUBBLE_SELL_CLIMAX_BULL,NAS_LONG_RECENT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,UPGRADE_TAKE,WIN_HELD,1.89
6453,2024-03-05,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.13
6471,2024-03-08,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.05
6489,2024-03-13,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6523,2024-03-21,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK_BULL,SCRATCH,1.17
6597,2024-04-09,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6610,2024-04-11,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6711,2024-05-06,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_BULL_DIV,TAKE_CONFIRMED,WIN_HELD,1.78
6729,2024-05-09,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,WIN_HELD,1.69
6741,2024-05-13,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
6767,2024-05-17,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6791,2024-05-23,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.91
6819,2024-05-30,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6832,2024-06-03,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_SELL_WARN,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6844,2024-06-05,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6887,2024-06-14,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6908,2024-06-20,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
6923,2024-06-24,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6954,2024-07-01,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
6962,2024-07-03,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,3.16
6977,2024-07-05,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
6992,2024-07-10,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,1.78
7022,2024-07-17,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7053,2024-07-24,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
7065,2024-07-26,BOTTOM,TAKE,3,STRONG_BULL_CONFIRM,BUBBLE_SELL_CLIMAX_BULL,NAS_LONG_RECENT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
7094,2024-08-02,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7119,2024-08-08,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,1.91
7129,2024-08-12,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
7149,2024-08-15,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_BEAR_DIV,REVIEW_RISK,WIN_RUNNER,3.9
7232,2024-09-04,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_BOS_LATE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_RUNNER,3.9
7253,2024-09-09,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,WIN_HELD,3.61
7408,2024-10-15,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,SCRATCH,1.58
7426,2024-10-18,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.37
7454,2024-10-25,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,WIN_BE,0.9
7509,2024-11-07,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_MIXED,NAS_LONG_RECENT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
7549,2024-11-18,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.5
7569,2024-11-21,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
7577,2024-11-22,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7662,2024-12-12,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7710,2024-12-26,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,SCRATCH,1.21
7731,2024-12-31,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,2.05
7765,2025-01-09,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.44
7797,2025-01-16,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.31
7816,2025-01-21,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.62
7838,2025-01-27,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
7869,2025-02-03,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.89
7902,2025-02-11,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,0.17
7924,2025-02-14,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_BUY_LATE,NAS_SHORT_TOP,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_BE,3.9
7933,2025-02-18,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
7943,2025-02-19,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
7993,2025-03-04,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.16
8080,2025-03-24,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,WIN_RUNNER,3.9
8095,2025-03-27,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
8111,2025-03-31,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
8133,2025-04-04,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
8149,2025-04-09,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_MIXED,NAS_LONG_RECENT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.48
8157,2025-04-10,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.57
8200,2025-04-22,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_BUY_LATE,NAS_SHORT_TOP,SMC_BOS_LATE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
8216,2025-04-25,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_BUY_LATE,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,WIN_BE,0.9
8236,2025-04-30,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
8277,2025-05-09,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
8338,2025-05-23,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
8357,2025-05-28,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,WIN_HELD,1.78
8371,2025-06-02,TOP,TAKE,-1,WEAK_BEAR,BUBBLE_MIXED,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,TAKE_WEAK,SCRATCH,0.51
8403,2025-06-09,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_SELL_WARN,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,0.66
