bar_idx,datetime,risk_atr,capped_realR,capped_exitype,mfe_R,mae_R,mae_before_mfe,max_run_R,runner_bucket,runner_flag,monster_flag,hit2,hit3,hit5,hit8,hit10,time_to_2R,time_to_max,stop_before_2R,realized_letrun_60,realized_letrun_120,realized_vstair_60,realized_vstair_120
5555,2023-08-04,1.5,-1.1,STOP_LOSS,0.43,1.08,0.2,0.43,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
5627,2023-08-22,1.28,1.96,WIN_HELD,5.96,0.14,0.14,5.96,R5_10,1,0,True,True,True,False,False,5,47,0,3.11,3.57,3.11,2.0
5668,2023-08-31,0.87,-1.1,STOP_LOSS,0.26,1.07,0.9,0.26,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
5701,2023-09-07,1.5,-1.1,STOP_LOSS,0.42,1.16,0.77,0.42,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
5724,2023-09-13,0.63,0.9,WIN_BE,1.53,2.24,0.2,1.53,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
5772,2023-09-25,0.3,-1.1,STOP_LOSS,0.74,2.0,0.94,0.74,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
5826,2023-10-06,1.5,3.9,WIN_RUNNER,16.73,0.0,0.0,16.73,R10p,1,1,True,True,True,True,True,1,90,0,13.99,15.13,13.99,15.13
5842,2023-10-11,1.5,3.9,WIN_RUNNER,13.52,0.42,0.42,13.52,R10p,1,1,True,True,True,True,True,12,74,0,11.12,8.67,8.0,8.0
5866,2023-10-17,1.5,2.7,WIN_HELD,5.11,0.54,0.54,5.11,R5_10,1,0,True,True,True,False,False,6,50,0,4.68,2.5,4.68,2.0
5875,2023-10-18,1.37,0.93,SCRATCH,4.33,1.07,0.21,4.33,R2_5,0,0,True,True,False,False,False,5,41,0,2.69,-1.0,2.69,0.0
5920,2023-10-30,1.5,-1.1,STOP_LOSS,0.38,1.03,0.54,0.38,R0_neg,0,0,False,False,False,False,False,,6,1,-1.0,-1.0,-1.0,-1.0
5955,2023-11-07,0.39,-1.1,STOP_LOSS,0.0,3.67,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
5998,2023-11-16,1.5,2.0,WIN_HELD,1.04,1.08,0.05,1.04,R0_neg,0,0,False,False,False,False,False,,5,1,-1.0,-1.0,-1.0,-1.0
6049,2023-11-29,1.5,0.9,WIN_BE,0.39,1.07,0.74,0.39,R0_neg,0,0,False,False,False,False,False,,4,1,-1.0,-1.0,-1.0,-1.0
6069,2023-12-04,0.56,-1.1,STOP_LOSS,0.0,3.04,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
6119,2023-12-14,1.14,0.31,SCRATCH,0.62,1.23,0.69,0.62,R0_neg,0,0,False,False,False,False,False,,4,1,-1.0,-1.0,-1.0,-1.0
6162,2023-12-26,1.37,-1.1,STOP_LOSS,1.98,1.08,0.33,1.98,R0_neg,0,0,False,False,False,False,False,,6,1,-1.0,-1.0,-1.0,-1.0
6193,2024-01-04,1.5,-1.1,STOP_LOSS,0.24,1.49,0.12,0.24,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6210,2024-01-08,1.5,-1.1,STOP_LOSS,0.52,1.39,0.26,0.52,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
6295,2024-01-29,1.5,-0.32,SCRATCH,3.66,1.39,0.82,3.66,R2_5,0,0,True,True,False,False,False,14,21,0,-1.0,-1.0,0.0,0.0
6362,2024-02-13,1.5,-1.1,STOP_LOSS,0.0,3.63,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
6376,2024-02-15,1.5,1.89,WIN_HELD,14.79,0.74,0.74,14.79,R10p,1,1,True,True,True,True,True,17,96,0,3.24,12.08,3.24,12.08
6453,2024-03-05,1.5,0.13,SCRATCH,8.02,0.22,0.22,8.02,R5_10,1,0,True,True,True,True,False,17,117,0,1.15,7.35,1.15,7.35
6471,2024-03-08,1.5,0.05,SCRATCH,1.28,1.06,0.15,1.28,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6489,2024-03-13,1.5,-1.1,STOP_LOSS,1.0,1.14,0.18,1.0,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6523,2024-03-21,1.5,1.17,SCRATCH,0.43,2.41,0.84,0.43,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
6597,2024-04-09,1.5,-1.1,STOP_LOSS,0.32,1.29,0.62,0.32,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6610,2024-04-11,1.5,-1.1,STOP_LOSS,2.93,1.25,0.39,2.93,R2_5,0,0,True,False,False,False,False,6,6,0,-1.0,-1.0,0.0,0.0
6711,2024-05-06,1.5,1.78,WIN_HELD,0.12,1.04,0.44,0.12,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6729,2024-05-09,1.5,1.69,WIN_HELD,7.44,0.57,0.06,7.44,R5_10,1,0,True,True,True,False,False,4,40,0,2.03,2.14,2.0,2.0
6741,2024-05-13,0.52,0.9,WIN_BE,0.0,1.68,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
6767,2024-05-17,1.5,-1.1,STOP_LOSS,1.87,1.69,0.0,1.87,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
6791,2024-05-23,0.3,1.91,WIN_HELD,7.63,1.26,0.66,7.63,R5_10,1,0,True,True,True,False,False,2,16,0,-1.0,-1.0,2.0,2.0
6819,2024-05-30,1.5,-1.1,STOP_LOSS,0.61,1.37,0.66,0.61,R0_neg,0,0,False,False,False,False,False,,6,1,-1.0,-1.0,-1.0,-1.0
6832,2024-06-03,1.5,-1.1,STOP_LOSS,0.23,1.12,0.28,0.23,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
6844,2024-06-05,1.5,-1.1,STOP_LOSS,1.62,2.5,0.12,1.62,R0_neg,0,0,False,False,False,False,False,,9,1,-1.0,-1.0,-1.0,-1.0
6887,2024-06-14,1.5,-1.1,STOP_LOSS,0.0,1.19,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
6908,2024-06-20,1.28,-1.1,STOP_LOSS,2.88,1.52,0.09,2.88,R2_5,0,0,True,False,False,False,False,2,7,0,-1.0,-1.0,0.0,0.0
6923,2024-06-24,1.5,-1.1,STOP_LOSS,0.15,1.09,0.82,0.15,R0_neg,0,0,False,False,False,False,False,,4,1,-1.0,-1.0,-1.0,-1.0
6954,2024-07-01,1.5,3.9,WIN_RUNNER,0.02,1.19,0.72,0.02,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6962,2024-07-03,1.5,3.16,WIN_HELD,9.19,0.26,0.26,9.19,R5_10,1,0,True,True,True,True,False,13,62,0,8.62,4.99,8.62,5.0
6977,2024-07-05,1.5,-1.1,STOP_LOSS,0.01,1.65,0.5,0.01,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
6992,2024-07-10,1.5,1.78,WIN_HELD,7.24,1.22,0.13,7.24,R5_10,1,0,True,True,True,False,False,7,32,0,2.69,-1.0,2.0,2.0
7022,2024-07-17,1.5,-1.1,STOP_LOSS,0.41,1.16,0.43,0.41,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
7053,2024-07-24,1.5,-1.1,STOP_LOSS,0.6,1.48,0.81,0.6,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
7065,2024-07-26,1.5,0.9,WIN_BE,6.42,0.74,0.74,6.42,R5_10,1,0,True,True,True,False,False,19,102,0,1.93,5.0,0.0,0.0
7094,2024-08-02,1.5,-1.1,STOP_LOSS,0.55,2.11,0.33,0.55,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
7119,2024-08-08,1.5,1.91,WIN_HELD,5.44,0.23,0.23,5.44,R5_10,1,0,True,True,True,False,False,12,48,0,3.42,4.66,3.42,4.66
7129,2024-08-12,1.5,0.9,WIN_BE,6.15,0.16,0.16,6.15,R5_10,1,0,True,True,True,False,False,3,38,0,4.81,3.38,0.0,0.0
7149,2024-08-15,1.0,3.9,WIN_RUNNER,7.73,0.0,0.0,7.73,R5_10,1,0,True,True,True,False,False,6,120,0,5.21,7.28,2.0,2.0
7232,2024-09-04,1.06,3.9,WIN_RUNNER,18.67,0.04,0.04,18.67,R10p,1,1,True,True,True,True,True,6,97,0,8.27,15.68,8.27,15.68
7253,2024-09-09,1.5,3.61,WIN_HELD,9.88,0.34,0.34,9.88,R5_10,1,0,True,True,True,True,False,16,76,0,6.73,7.52,6.73,7.52
7408,2024-10-15,1.5,1.58,SCRATCH,6.69,1.08,0.26,6.69,R5_10,1,0,True,True,True,False,False,14,68,0,5.61,-1.0,5.61,2.0
7426,2024-10-18,1.5,0.37,SCRATCH,4.61,3.93,0.45,4.61,R2_5,0,0,True,True,False,False,False,12,50,0,1.27,-1.0,0.0,0.0
7454,2024-10-25,0.44,0.9,WIN_BE,12.45,3.62,0.74,12.45,R10p,1,1,True,True,True,True,True,1,22,0,-1.0,-1.0,8.0,8.0
7509,2024-11-07,1.5,-1.1,STOP_LOSS,0.56,2.24,0.13,0.56,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
7549,2024-11-18,1.5,1.5,WIN_HELD,5.53,0.17,0.17,5.53,R5_10,1,0,True,True,True,False,False,8,107,0,1.58,2.67,2.0,2.0
7569,2024-11-21,1.5,-1.1,STOP_LOSS,2.88,1.62,0.19,2.88,R2_5,0,0,True,False,False,False,False,5,9,0,-1.0,-1.0,0.0,0.0
7577,2024-11-22,1.5,-1.1,STOP_LOSS,0.0,1.09,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
7662,2024-12-12,0.87,-1.1,STOP_LOSS,0.35,1.62,0.25,0.35,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
7710,2024-12-26,1.5,1.21,SCRATCH,0.93,1.16,0.29,0.93,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
7731,2024-12-31,1.5,2.05,WIN_HELD,9.69,0.63,0.63,9.69,R5_10,1,0,True,True,True,True,False,6,102,0,4.16,7.55,0.0,0.0
7765,2025-01-09,1.5,1.44,SCRATCH,12.54,0.63,0.63,12.54,R10p,1,1,True,True,True,True,True,28,116,0,4.89,11.19,4.89,11.19
7797,2025-01-16,1.5,1.31,SCRATCH,0.12,1.47,0.31,0.12,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
7816,2025-01-21,1.5,1.62,SCRATCH,10.94,0.79,0.79,10.94,R10p,1,1,True,True,True,True,True,16,85,0,5.37,10.52,0.0,0.0
7838,2025-01-27,0.55,-1.1,STOP_LOSS,0.0,2.61,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
7869,2025-02-03,1.5,0.89,SCRATCH,5.47,0.56,0.56,5.47,R5_10,1,0,True,True,True,False,False,10,89,0,3.12,2.79,3.12,2.0
7902,2025-02-11,1.5,0.17,SCRATCH,0.02,1.35,0.6,0.02,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
7924,2025-02-14,0.52,3.9,WIN_BE,9.59,1.99,0.57,9.59,R5_10,1,0,True,True,True,True,False,1,34,0,-1.0,-1.0,5.0,5.0
7933,2025-02-18,1.47,-1.1,STOP_LOSS,2.16,1.12,0.07,2.16,R2_5,0,0,True,False,False,False,False,12,25,0,-1.0,-1.0,0.0,0.0
7943,2025-02-19,1.5,-1.1,STOP_LOSS,0.75,1.3,0.09,0.75,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
7993,2025-03-04,1.5,1.16,SCRATCH,0.58,1.19,0.88,0.58,R0_neg,0,0,False,False,False,False,False,,20,1,-1.0,-1.0,-1.0,-1.0
8080,2025-03-24,0.78,3.9,WIN_RUNNER,14.4,3.81,0.41,14.4,R10p,1,1,True,True,True,True,True,5,43,0,-1.0,-1.0,8.0,8.0
8095,2025-03-27,1.5,0.9,WIN_BE,6.84,1.3,0.35,6.84,R5_10,1,0,True,True,True,False,False,5,28,0,-1.0,-1.0,2.0,2.0
8111,2025-03-31,1.5,-1.1,STOP_LOSS,0.53,1.36,0.19,0.53,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
8133,2025-04-04,0.38,-1.1,STOP_LOSS,1.12,4.06,0.58,1.12,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
8149,2025-04-09,1.5,2.48,WIN_HELD,9.46,0.19,0.19,9.46,R5_10,1,0,True,True,True,True,False,8,48,0,6.04,5.97,5.0,5.0
8157,2025-04-10,1.5,0.57,SCRATCH,6.41,0.09,0.09,6.41,R5_10,1,0,True,True,True,False,False,20,40,0,2.48,3.38,2.0,2.0
8200,2025-04-22,0.48,-1.1,STOP_LOSS,0.0,3.62,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
8216,2025-04-25,0.48,0.9,WIN_BE,3.61,2.33,0.65,3.61,R2_5,0,0,True,True,False,False,False,3,8,0,-1.0,-1.0,0.0,0.0
8236,2025-04-30,0.92,-1.1,STOP_LOSS,0.0,2.19,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
8277,2025-05-09,1.5,-1.1,STOP_LOSS,0.04,1.5,0.29,0.04,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
8338,2025-05-23,1.5,-1.1,STOP_LOSS,0.0,1.03,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
8357,2025-05-28,0.89,1.78,WIN_HELD,9.15,0.12,0.12,9.15,R5_10,1,0,True,True,True,True,False,3,72,0,5.24,3.24,2.0,2.0
8371,2025-06-02,1.5,0.51,SCRATCH,1.62,1.21,0.45,1.62,R0_neg,0,0,False,False,False,False,False,,19,1,-1.0,-1.0,-1.0,-1.0
8403,2025-06-09,1.5,0.66,SCRATCH,3.63,1.18,0.98,3.63,R2_5,0,0,True,True,False,False,False,17,26,0,1.51,-1.0,1.51,0.0
8431,2025-06-16,0.3,-1.1,STOP_LOSS,0.0,4.13,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
8460,2025-06-23,1.0,-1.1,STOP_LOSS,1.97,1.27,0.28,1.97,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
8479,2025-06-26,1.5,-1.1,STOP_LOSS,0.0,1.17,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
8497,2025-07-01,1.5,-0.09,SCRATCH,0.63,1.09,0.58,0.63,R0_neg,0,0,False,False,False,False,False,,10,1,-1.0,-1.0,-1.0,-1.0
8544,2025-07-11,1.5,1.01,WIN_HELD,1.83,1.44,0.97,1.83,R0_neg,0,0,False,False,False,False,False,,20,1,-1.0,-1.0,-1.0,-1.0
8589,2025-07-22,1.5,-1.1,STOP_LOSS,0.32,1.16,0.47,0.32,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
8622,2025-07-30,1.39,-1.1,STOP_LOSS,0.0,1.59,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
8635,2025-08-01,1.5,-0.19,SCRATCH,2.76,0.97,0.97,2.76,R2_5,0,0,True,False,False,False,False,27,120,0,-0.21,2.74,0.0,0.0
8659,2025-08-07,1.35,-1.1,STOP_LOSS,1.07,1.5,0.49,1.07,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
8765,2025-09-02,1.5,1.95,WIN_HELD,15.28,0.93,0.93,15.28,R10p,1,1,True,True,True,True,True,5,120,0,7.67,15.25,7.67,15.25
8823,2025-09-15,1.5,2.05,WIN_HELD,1.05,1.42,0.19,1.05,R0_neg,0,0,False,False,False,False,False,,5,1,-1.0,-1.0,-1.0,-1.0
8858,2025-09-23,1.5,1.24,SCRATCH,0.13,1.48,0.84,0.13,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
8878,2025-09-28,1.5,3.24,WIN_HELD,18.78,0.03,0.03,18.78,R10p,1,1,True,True,True,True,True,6,95,0,8.56,9.45,8.56,12.0
8893,2025-10-01,1.5,2.83,WIN_HELD,0.57,1.29,0.48,0.57,R0_neg,0,0,False,False,False,False,False,,6,1,-1.0,-1.0,-1.0,-1.0
8905,2025-10-03,1.5,3.9,WIN_RUNNER,13.77,0.45,0.45,13.77,R10p,1,1,True,True,True,True,True,7,68,0,10.8,3.7,10.8,8.0
8923,2025-10-08,1.5,0.9,WIN_BE,0.58,1.01,0.07,0.58,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
8940,2025-10-13,1.5,0.9,WIN_BE,4.96,1.19,0.09,4.96,R2_5,0,0,True,True,False,False,False,12,33,0,-1.0,-1.0,0.0,0.0
8966,2025-10-17,0.77,-1.1,STOP_LOSS,4.03,1.34,0.21,4.03,R2_5,0,0,True,True,False,False,False,5,7,0,-1.0,-1.0,0.0,0.0
8978,2025-10-21,0.56,-1.1,STOP_LOSS,0.55,2.94,0.28,0.55,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
9007,2025-10-28,1.17,1.4,SCRATCH,5.38,0.41,0.41,5.38,R5_10,1,0,True,True,True,False,False,51,72,0,3.27,3.28,3.27,2.0
9081,2025-11-13,0.84,-1.1,STOP_LOSS,1.35,4.71,0.05,1.35,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
9105,2025-11-19,0.69,1.64,WIN_HELD,0.0,1.4,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
9199,2025-12-11,1.5,3.9,WIN_RUNNER,11.05,0.11,0.11,11.05,R10p,1,1,True,True,True,True,True,5,120,0,8.32,10.52,8.32,5.0
9215,2025-12-16,0.64,3.9,WIN_RUNNER,17.05,0.74,0.74,17.05,R10p,1,1,True,True,True,True,True,2,117,0,0.84,15.93,8.0,8.0
9243,2025-12-22,1.5,-1.1,STOP_LOSS,2.79,2.28,0.35,2.79,R2_5,0,0,True,False,False,False,False,7,16,0,-1.0,-1.0,0.0,0.0
9256,2025-12-26,1.5,-1.1,STOP_LOSS,0.72,1.26,0.17,0.72,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
9287,2026-01-05,1.5,1.64,SCRATCH,18.9,0.65,0.65,18.9,R10p,1,1,True,True,True,True,True,28,106,0,3.7,4.38,3.7,12.0
9297,2026-01-06,1.07,1.97,WIN_HELD,0.15,1.32,0.94,0.15,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
9304,2026-01-08,0.64,2.45,WIN_HELD,0.3,1.23,0.64,0.3,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
9314,2026-01-09,1.5,3.16,WIN_HELD,24.93,2.46,0.0,24.93,R10p,1,1,True,True,True,True,True,1,79,0,10.91,-1.0,10.91,16.0
9329,2026-01-14,1.5,-1.1,STOP_LOSS,0.21,1.04,0.71,0.21,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
9345,2026-01-18,1.5,3.9,WIN_RUNNER,17.14,1.44,0.08,17.14,R10p,1,1,True,True,True,True,True,12,48,0,-1.0,-1.0,12.0,12.0
9368,2026-01-22,1.5,0.9,WIN_BE,8.17,3.15,0.45,8.17,R5_10,1,0,True,True,True,True,False,8,25,0,-1.0,-1.0,5.0,5.0
9390,2026-01-28,1.5,-1.1,STOP_LOSS,3.81,2.29,0.61,3.81,R2_5,0,0,True,True,False,False,False,3,3,0,-1.0,-1.0,0.0,0.0
9432,2026-02-06,1.5,0.09,SCRATCH,2.83,0.64,0.64,2.83,R2_5,0,0,True,False,False,False,False,93,95,0,0.64,1.1,0.64,1.1
9492,2026-02-20,1.5,0.25,SCRATCH,0.0,1.04,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
9504,2026-02-24,0.76,0.16,SCRATCH,7.2,2.78,0.26,7.2,R5_10,1,0,True,True,True,False,False,4,23,0,-1.0,-1.0,2.0,2.0
9512,2026-02-25,1.0,0.9,WIN_BE,5.18,3.02,0.71,5.18,R5_10,1,0,True,True,True,False,False,12,15,0,-1.0,-1.0,2.0,2.0
9523,2026-02-27,1.5,-1.1,STOP_LOSS,2.91,3.84,0.08,2.91,R2_5,0,0,True,False,False,False,False,2,4,0,-1.0,-1.0,0.0,0.0
9530,2026-03-02,1.26,-1.1,STOP_LOSS,0.87,1.44,0.0,0.87,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
9537,2026-03-03,1.5,-0.59,SCRATCH,0.36,1.02,0.25,0.36,R0_neg,0,0,False,False,False,False,False,,3,1,-1.0,-1.0,-1.0,-1.0
9582,2026-03-13,1.18,-1.1,STOP_LOSS,0.0,1.62,0.0,0.0,R0_neg,0,0,False,False,False,False,False,,0,1,-1.0,-1.0,-1.0,-1.0
9628,2026-03-25,1.5,0.5,SCRATCH,0.15,1.06,0.18,0.15,R0_neg,0,0,False,False,False,False,False,,2,1,-1.0,-1.0,-1.0,-1.0
9646,2026-03-30,1.5,1.24,SCRATCH,3.58,0.39,0.39,3.58,R2_5,0,0,True,True,False,False,False,13,80,0,2.32,1.07,2.32,1.07
9727,2026-04-17,1.5,-1.11,STOP_LOSS,0.1,2.32,0.58,0.1,R0_neg,0,0,False,False,False,False,False,,1,1,-1.0,-1.0,-1.0,-1.0
9805,2026-05-06,1.5,-1.1,STOP_LOSS,1.4,1.2,0.56,1.4,R0_neg,0,0,False,False,False,False,False,,20,1,-1.0,-1.0,-1.0,-1.0
