episode_id,bar_idx,ts,datetime,price,atr,macro_leg_direction,macro_leg_phase,trend_30_atr,trend_90_atr,slope20_atr,dist_sma20_atr,dist_sma50_atr,price_vs_sma50,rsi_1d,rsi_1d_ma,rsi_1d_sub_ma,drop20_atr,rise20_atr,rsi,rsi_min8,rsi_max8,rsi_vs_ma,rsi_drop_6b,consec_down,consec_up,range_exp,atr_level,atr_pctile_proxy,sweet_spot_falling_knife,legpos30,legpos60,legpos90,rsi_bear_div_20b,rsi_bull_div_20b,nas_long_new_8b,nas_short_new_8b,nas_dist_ema_atr,nas_rsi,nas_1d_long_recent,bub_buy_s,bub_buy_m,bub_buy_L,bub_sell_s,bub_sell_m,bub_sell_L,bub_poc_recent,bub_buy_total,bub_sell_total,bub_buy_sell_ratio,bub_large_sell_10b,bub_large_buy_10b,has_4h_demand,dist_4h_demand_low_atr,demand_width_atr,demand_age_bars,demand_touched_on_retest,demand_origin_of_leg,has_d1_demand,dist_d1_demand_atr,has_4h_supply_overhead,dist_4h_supply_low_atr,supply_blocks_2ATR,supply_blocks_3ATR,supply_rejected_before,supply_broken_before,has_d1_supply,dist_d1_supply_atr,rel_volume,below_VAL,dist_POC_atr,dist_VAL_atr,va_width_atr,smc_bos,smc_choch_bars_ago,smc_choch_text,reclaim_body_atr,reclaim_dist_from_demand_atr,reclaim_dist_from_supply_atr,sl_atr,sl_source,sl_type,F_STRICT_top_late,hour_utc,dead_hour
E23,919,1596578400,2020-08-04 22:00,2016.48,11.83,REFERENCE_ONLY,REFERENCE_ONLY,5.11,17.52,5.27,3.25,5.36,above,82.8,79.7,False,0.22,5.27,77.45,60.45,77.45,above,0.0,1,0,1.58,11.83,1.06,False,84.2,92.5,93.9,0,0,0,0,5.55,77.45,0,2,3,0,0,0,0,0,5,0,5,0,3,1,4.73,0.91,,1,0,1,5.82,0,,0,0,0,0,0,,,True,-0.19,-0.19,0.0,,,,-0.19,3.82,,4.83,demand,TOP_EXHAUSTION,True,22,False
E24,934,1596794400,2020-08-07 10:00,2046.15,16.42,REFERENCE_ONLY,REFERENCE_ONLY,4.81,14.55,4.26,0.58,3.28,above,89.7,83.8,False,1.33,4.35,69.13,69.13,81.65,below,12.5,3,0,1.37,16.42,1.33,True,74.8,84.5,89.3,0,0,0,0,4.5,69.13,0,0,2,6,0,0,0,0,8,0,8,0,10,1,4.79,0.62,,0,0,1,5.9,0,,0,0,0,0,0,,1.22,True,-0.75,-0.51,0.66,,,,-0.74,4.17,,4.89,demand,NORMAL_DEMAND_BASE,False,10,False
,970,1597658400,2020-08-17 10:00,1972.76,16.41,REFERENCE_ONLY,REFERENCE_ONLY,-4.55,2.0,5.63,1.81,-0.94,below,51.0,70.4,True,0.0,5.63,48.57,43.31,48.57,above,0.0,0,3,1.46,16.41,0.92,False,58.8,51.8,51.8,0,0,0,0,,48.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.71,0.69,,0,0,1,3.2,1,4.01,0,0,0,1,1,1.59,1.0,False,1.34,2.01,0.7,,10,CHOCH,1.31,6.02,4.01,6.81,swing,LATE_WIDE,False,10,False
,1027,1598824800,2020-08-30 22:00,1971.96,16.28,REFERENCE_ONLY,REFERENCE_ONLY,2.29,-3.59,3.1,1.81,1.7,above,54.6,51.6,False,0.0,3.26,64.08,44.42,64.08,above,0.0,0,7,0.72,16.28,0.86,False,93.6,61.4,58.4,0,0,0,0,1.21,64.08,0,4,0,0,0,0,0,0,4,0,4,0,0,1,3.81,0.85,,1,0,1,1.8,1,1.87,1,1,0,0,1,0.4,0.69,False,0.09,0.32,0.48,,,,0.4,2.96,1.87,3.91,demand,NORMAL_DEMAND_BASE,False,22,False
,1072,1599660000,2020-09-09 14:00,1945.95,12.93,REFERENCE_ONLY,REFERENCE_ONLY,-0.24,-3.02,0.88,1.14,-0.12,below,45.8,50.2,True,0.11,2.53,56.52,38.69,56.52,above,0.0,1,0,0.61,12.93,0.84,False,61.4,48.2,46.7,0,0,0,0,0.53,56.52,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,3.06,1.08,,1,0,1,0.52,1,2.8,0,1,0,0,1,0.59,1.12,False,1.12,1.82,1.5,,0,CHOCH,-0.11,1.97,2.8,3.16,demand,NORMAL_DEMAND_BASE,False,14,False
,1151,1601316000,2020-09-28 18:00,1881.56,12.61,REFERENCE_ONLY,REFERENCE_ONLY,-2.46,-3.73,0.3,1.41,-1.67,below,30.3,43.6,True,0.0,2.38,43.59,29.82,43.59,,0.0,0,3,0.44,12.61,1.0,False,46.1,26.4,26.4,0,0,1,0,,,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,,,,0,0,1,2.28,0,,0,0,0,0,1,2.2,0.4,False,1.64,2.04,1.6,,,,0.26,,,2.7,swing,LATE_WIDE,False,18,True
,1200,1602194400,2020-10-08 22:00,1906.54,10.45,REFERENCE_ONLY,REFERENCE_ONLY,0.83,-4.39,-0.86,1.07,1.05,above,43.5,39.2,False,0.86,2.74,49.73,42.5,50.53,above,0.8,0,2,1.2,10.45,0.87,False,70.0,80.1,52.0,0,0,0,0,,49.73,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3.22,0.79,,1,0,1,1.08,1,0.47,1,1,0,0,1,1.45,0.62,False,0.64,1.03,0.84,,12,CHOCH,1.25,2.43,0.47,3.32,demand,NORMAL_DEMAND_BASE,False,22,False
,1211,1602525600,2020-10-12 18:00,1922.49,9.27,REFERENCE_ONLY,REFERENCE_ONLY,0.98,1.07,4.24,1.46,2.07,above,55.3,43.9,False,0.86,4.24,62.72,62.31,71.46,below,8.7,2,0,0.42,9.27,0.78,False,82.3,82.3,87.4,0,0,0,0,1.99,62.72,0,1,3,5,0,0,0,0,9,0,9,0,10,1,4.38,1.38,,1,0,1,1.66,1,2.61,0,1,0,0,1,0.94,0.41,False,-0.12,0.32,0.82,,10,CHOCH,-0.11,3.0,2.61,4.48,demand,NORMAL_DEMAND_BASE,False,18,True
,1221,1602669600,2020-10-14 10:00,1912.26,10.9,REFERENCE_ONLY,REFERENCE_ONLY,2.67,3.16,0.35,-0.1,0.73,above,44.4,46.6,True,1.67,2.01,43.9,36.85,58.57,below,14.7,0,3,1.83,10.9,0.93,True,61.3,65.3,75.3,0,0,0,0,,43.9,0,2,0,0,0,0,0,0,2,0,2,0,0,1,2.78,1.17,,1,1,1,0.5,1,0.84,1,1,1,0,1,1.32,1.25,False,1.5,2.03,1.17,,,,1.31,1.61,0.84,2.88,demand,NORMAL_DEMAND_BASE,False,10,False
,1298,1604300400,2020-11-02 07:00,1888.35,10.09,REFERENCE_ONLY,REFERENCE_ONLY,-1.43,-3.36,-1.82,0.8,-0.86,below,43.4,46.6,True,1.98,2.05,48.73,33.67,48.73,above,0.0,0,3,1.0,10.09,1.08,False,55.3,39.8,39.6,0,0,0,0,,48.73,0,0,0,0,2,0,0,0,0,2,0.0,1,0,1,2.82,1.14,,1,1,1,3.31,1,1.09,1,1,0,0,1,0.84,0.91,False,0.66,0.84,0.79,,,,0.43,1.68,1.09,2.92,demand,NORMAL_DEMAND_BASE,False,7,False
,1316,1604559600,2020-11-05 07:00,1918.17,12.77,REFERENCE_ONLY,REFERENCE_ONLY,3.2,1.68,2.69,1.52,1.95,above,53.4,47.0,False,0.0,2.69,64.31,47.47,64.31,above,0.0,0,4,0.9,12.77,1.36,False,98.3,96.3,81.5,0,0,0,0,1.93,64.31,0,4,1,0,0,0,0,0,5,0,5,0,2,1,2.83,0.88,,1,0,1,1.26,1,0.15,1,1,0,1,1,1.2,1.09,False,0.72,1.03,0.72,,,,0.68,1.95,0.15,2.93,demand,NORMAL_DEMAND_BASE,False,7,False
,1326,1604876400,2020-11-08 23:00,1957.25,11.16,REFERENCE_ONLY,REFERENCE_ONLY,6.58,4.98,4.58,2.89,4.97,above,65.6,48.5,False,0.0,6.08,68.83,64.71,74.81,above,5.8,0,1,0.69,11.16,1.15,False,96.4,96.9,96.9,0,0,0,0,3.75,68.83,0,1,7,1,0,0,0,0,9,0,9,0,10,1,6.73,1.01,,0,0,1,2.71,1,0.39,1,1,0,0,1,3.6,0.9,False,0.2,0.2,0.0,,8,CHOCH,0.2,5.73,0.39,6.83,swing,LATE_WIDE,False,23,False
,1353,1605265200,2020-11-13 11:00,1891.33,9.27,REFERENCE_ONLY,REFERENCE_ONLY,-5.45,-1.29,0.34,1.71,-0.89,below,44.0,48.8,True,0.0,3.21,46.58,40.32,46.81,above,0.2,0,1,2.34,9.27,0.83,False,35.5,35.5,35.5,0,0,0,0,,46.58,0,2,1,0,0,0,0,0,3,0,3,0,1,1,3.76,1.29,,1,0,1,0.2,1,6.93,0,0,0,1,1,1.85,1.31,False,1.3,1.76,0.82,,,,1.34,2.47,6.93,3.86,demand,NORMAL_DEMAND_BASE,False,11,False
,1429,1606906800,2020-12-02 11:00,1818.52,11.64,REFERENCE_ONLY,REFERENCE_ONLY,1.11,-5.55,0.82,2.01,0.13,above,39.2,35.9,False,0.97,4.45,56.58,41.59,57.94,above,1.4,1,0,1.56,11.64,1.03,False,79.6,45.0,40.2,0,0,0,0,0.09,56.58,0,4,3,0,0,0,0,0,7,0,7,0,3,1,4.66,1.26,,1,0,1,1.16,1,4.54,0,0,0,0,1,1.61,1.6,False,-0.97,0.5,1.61,,0,CHOCH,-0.98,3.4,4.54,4.76,demand,NORMAL_DEMAND_BASE,False,11,False
,1497,1608231600,2020-12-17 19:00,1885.39,10.72,REFERENCE_ONLY,REFERENCE_ONLY,4.55,7.26,4.87,2.59,3.19,above,55.2,48.7,False,0.65,5.45,68.32,57.2,75.8,above,7.5,0,1,0.36,10.72,1.01,False,86.0,86.0,91.8,0,0,0,1,3.14,68.32,0,5,1,1,0,0,0,0,7,0,7,0,3,1,3.79,1.04,,1,0,1,3.31,1,0.07,1,1,1,0,1,1.88,0.39,False,0.11,1.11,2.13,,13,CHOCH,0.1,2.74,0.07,3.89,demand,NORMAL_DEMAND_BASE,False,19,False
,1522,1608764400,2020-12-23 23:00,1876.96,9.72,REFERENCE_ONLY,REFERENCE_ONLY,1.33,4.9,-0.52,0.2,1.28,above,52.4,53.4,True,2.32,1.75,50.88,42.92,53.83,above,2.9,0,1,0.92,9.72,0.88,False,42.4,66.1,66.1,0,0,0,0,0.62,50.88,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.86,0.6,,1,1,1,1.33,1,1.92,1,1,0,0,1,2.33,0.6,False,0.16,0.46,0.63,,15,CHOCH,0.48,1.26,1.92,1.96,demand,V_REVERSAL_DEMAND,False,23,False
,1568,1609959600,2021-01-06 19:00,1918.77,13.86,REFERENCE_ONLY,REFERENCE_ONLY,2.92,6.57,1.87,-1.1,1.15,above,69.6,59.9,False,2.73,1.87,43.16,43.16,79.13,below,36.0,0,1,1.15,13.86,1.28,True,51.3,60.4,70.4,0,0,0,1,0.17,43.16,0,2,4,0,0,0,0,0,6,0,6,0,6,1,3.08,0.81,,0,1,1,2.86,1,2.66,0,1,1,0,1,0.77,1.04,True,-1.96,-0.64,2.29,,,,0.54,2.28,2.66,3.18,demand,NORMAL_DEMAND_BASE,False,19,False
,1623,1611111600,2021-01-20 03:00,1852.75,9.92,REFERENCE_ONLY,REFERENCE_ONLY,-0.71,-2.54,0.33,1.22,0.25,above,46.3,48.6,True,0.12,2.53,53.81,43.62,53.81,above,0.0,0,2,0.64,9.92,0.78,False,83.4,32.6,32.6,0,0,0,0,,53.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98,1.2,,1,1,1,0.27,1,9.63,0,0,0,0,1,2.32,0.52,False,0.42,0.64,0.83,,,,0.3,0.78,9.63,2.08,demand,V_REVERSAL_DEMAND,False,3,False
,1661,1611831600,2021-01-28 11:00,1854.61,10.36,REFERENCE_ONLY,REFERENCE_ONLY,-0.93,-5.54,0.38,0.46,0.27,above,43.2,45.5,True,0.79,1.68,43.22,36.06,44.48,below,0.9,0,2,2.82,10.36,0.83,False,56.6,72.2,42.2,0,0,0,0,,43.22,0,0,0,0,2,1,0,0,0,3,0.0,1,0,1,2.25,1.11,,1,1,1,0.84,1,9.04,0,0,0,1,1,2.49,1.5,False,1.58,1.99,0.94,,6,CHOCH,1.26,1.14,9.04,2.35,demand,NORMAL_DEMAND_BASE,False,11,False
,1761,1613977200,2021-02-22 07:00,1796.23,10.87,REFERENCE_ONLY,REFERENCE_ONLY,-2.07,-6.37,0.2,1.37,-1.01,below,37.0,41.3,True,0.0,2.4,51.03,27.38,51.03,above,0.0,0,4,0.98,10.87,1.01,False,53.9,37.6,32.0,0,1,0,0,,51.03,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,3.27,1.02,,1,0,1,2.68,1,2.18,0,1,0,1,1,1.45,1.46,False,0.6,1.36,1.0,,1,CHOCH,0.49,2.25,2.18,3.37,demand,NORMAL_DEMAND_BASE,False,7,False
,1775,1614178800,2021-02-24 15:00,1797.64,10.99,REFERENCE_ONLY,REFERENCE_ONLY,2.04,-3.52,2.32,-0.2,-0.09,below,46.8,42.5,False,1.6,2.32,39.73,39.73,59.98,below,20.2,0,1,2.02,10.99,1.06,True,66.8,39.1,39.1,0,0,0,0,,39.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.37,1.01,,0,0,1,2.84,1,0.64,1,1,1,0,1,1.45,1.63,False,-0.86,0.24,1.5,,0,CHOCH,1.09,2.36,0.64,3.47,demand,NORMAL_DEMAND_BASE,False,15,False
,1836,1615402800,2021-03-10 19:00,1726.65,9.3,REFERENCE_ONLY,REFERENCE_ONLY,1.69,-5.33,3.45,2.34,1.32,above,39.1,36.3,False,0.0,4.95,59.39,51.89,59.39,above,0.0,0,3,0.44,9.3,0.77,False,99.7,38.7,35.8,0,0,0,0,0.19,59.39,0,2,1,0,0,0,0,0,3,0,3,0,1,1,5.36,1.22,,1,0,1,1.01,1,0.36,1,1,0,0,1,2.05,0.39,False,1.23,1.77,0.94,,7,CHOCH,0.36,4.14,0.36,5.46,swing,LATE_WIDE,False,19,False
,1873,1616104800,2021-03-18 22:00,1731.25,10.52,REFERENCE_ONLY,REFERENCE_ONLY,1.11,-3.96,0.19,-0.36,0.63,above,51.0,39.3,False,2.07,0.78,51.45,44.57,67.09,below,15.6,1,0,0.85,10.52,0.91,False,56.9,69.2,55.0,0,0,0,0,0.47,51.45,0,2,1,0,0,0,0,0,3,0,3,0,1,1,3.05,1.05,,0,1,1,1.02,1,1.54,1,1,1,0,1,2.38,0.54,False,-0.16,0.11,0.59,,6,CHOCH,-0.31,1.99,1.54,3.15,demand,NORMAL_DEMAND_BASE,False,22,False
,1901,1616680800,2021-03-25 14:00,1727.61,8.53,REFERENCE_ONLY,REFERENCE_ONLY,-0.83,4.28,-0.46,-0.69,-0.82,below,46.3,45.1,False,1.52,0.08,55.34,46.91,55.34,above,0.0,1,0,2.61,8.53,0.83,False,24.2,50.5,64.5,0,0,0,0,0.76,55.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.33,1.3,,0,0,1,1.01,1,0.46,1,1,1,0,1,2.88,1.92,True,-0.65,-0.24,1.16,,10,CHOCH,-1.32,2.03,0.46,0.55,demand,NORMAL_DEMAND_BASE,False,14,False
,1941,1617688800,2021-04-06 06:00,1732.04,7.51,REFERENCE_ONLY,REFERENCE_ONLY,0.98,0.4,6.63,1.81,1.67,above,50.4,45.2,False,0.74,6.63,67.33,57.27,67.33,above,0.0,1,0,1.53,7.51,0.85,False,89.2,80.1,69.8,0,0,0,0,2.31,67.33,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.39,0.92,,1,1,1,1.21,1,2.05,0,1,0,0,1,2.71,1.24,False,-0.15,0.14,0.89,,0,CHOCH,-0.74,0.48,2.05,1.49,demand,V_REVERSAL_DEMAND,False,6,False
,2034,1619546400,2021-04-27 18:00,1776.55,7.37,REFERENCE_ONLY,REFERENCE_ONLY,-0.29,4.51,-1.44,-0.58,-0.37,below,56.1,57.3,True,1.65,0.2,47.11,45.0,52.97,below,5.9,2,0,0.28,7.37,0.92,False,26.8,67.4,71.3,0,0,0,0,0.32,47.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.96,1.07,,0,0,1,1.27,1,0.35,1,1,1,0,1,0.87,0.43,True,-0.12,-0.09,0.75,,11,CHOCH,-0.09,4.9,0.35,1.16,demand,LATE_WIDE,False,18,True
E40,2053,1619992800,2021-05-02 22:00,1771.67,8.95,REFERENCE_ONLY,REFERENCE_ONLY,-1.0,3.61,-0.62,-0.05,-0.82,below,52.3,58.4,True,1.93,1.57,44.98,44.36,47.12,below,2.1,0,1,0.69,8.95,1.1,False,45.9,37.2,64.7,0,0,0,0,,44.98,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.73,1.05,,1,1,1,1.04,1,1.31,1,1,1,0,1,0.26,0.38,False,0.41,0.41,0.0,,8,CHOCH,0.41,0.68,1.31,1.83,demand,V_REVERSAL_DEMAND,False,22,False
,2100,1620842400,2021-05-12 18:00,1815.44,9.62,REFERENCE_ONLY,REFERENCE_ONLY,2.98,2.27,-2.4,-1.83,0.76,above,66.2,59.7,False,2.59,0.0,47.95,47.95,64.15,below,16.2,3,0,0.97,9.62,1.14,False,52.7,66.4,66.4,1,0,0,0,0.99,47.95,0,2,2,0,0,0,0,0,4,0,4,0,2,1,4.69,0.97,,0,0,1,1.39,1,1.78,1,1,1,0,1,0.79,0.78,True,-1.49,-0.9,1.18,,0,CHOCH,-0.71,3.72,1.78,4.79,demand,NORMAL_DEMAND_BASE,False,18,True
,2110,1620986400,2021-05-14 10:00,1838.72,10.23,REFERENCE_ONLY,REFERENCE_ONLY,0.02,5.6,0.17,1.09,2.15,above,62.9,60.6,False,0.0,2.67,58.09,40.98,58.09,above,0.0,0,3,0.83,10.23,1.2,False,81.7,91.7,92.5,0,0,0,0,1.92,58.09,0,1,0,1,0,0,0,0,2,0,2,0,1,1,2.93,0.9,,1,1,1,2.34,1,2.09,0,1,0,0,1,3.93,,False,1.2,1.86,1.5,,10,CHOCH,0.51,2.02,2.09,3.03,demand,NORMAL_DEMAND_BASE,False,10,False
,2174,1622426400,2021-05-31 02:00,1906.82,8.04,REFERENCE_ONLY,REFERENCE_ONLY,2.65,8.48,0.96,1.0,2.52,above,72.6,71.5,False,0.13,1.96,64.49,50.95,64.49,above,0.0,1,0,0.7,8.04,0.88,False,85.2,91.4,94.3,0,0,0,0,2.94,64.49,0,1,4,0,0,0,0,0,5,0,5,0,4,1,3.05,1.15,,1,0,1,3.61,1,5.02,0,0,0,0,1,1.2,0.37,False,-0.13,0.29,0.51,,,,-0.14,1.91,5.02,3.15,demand,NORMAL_DEMAND_BASE,False,2,True
,2188,1622642400,2021-06-02 14:00,1906.86,7.41,REFERENCE_ONLY,REFERENCE_ONLY,1.05,9.9,2.13,0.46,1.57,above,66.0,72.0,True,0.74,2.13,54.5,46.63,56.93,below,2.4,0,2,0.97,7.41,0.83,False,71.7,84.9,91.0,0,0,0,0,1.42,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.96,1.24,,1,1,1,3.75,1,0.08,1,1,1,0,1,1.25,3.01,False,0.49,1.36,0.99,,,,0.49,0.71,0.08,2.06,demand,V_REVERSAL_DEMAND,False,14,False
E39,2204,1623045600,2021-06-07 06:00,1884.35,10.68,REFERENCE_ONLY,REFERENCE_ONLY,-2.1,2.99,-1.3,-0.31,-1.06,below,56.3,67.9,True,2.24,2.31,46.22,25.97,51.33,above,5.1,0,1,0.47,10.68,1.19,False,47.0,47.0,55.6,0,0,1,0,,46.22,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,2.67,0.84,,1,1,1,2.37,1,0.37,1,1,1,0,1,0.27,,False,0.07,0.09,0.46,,10,CHOCH,0.07,1.83,0.37,2.77,demand,NORMAL_DEMAND_BASE,False,6,False
,2222,1623304800,2021-06-10 06:00,1880.76,7.45,REFERENCE_ONLY,REFERENCE_ONLY,-1.66,0.96,-0.85,-1.35,-1.69,below,55.5,64.7,True,2.44,0.0,42.7,42.7,53.24,below,10.5,5,0,1.65,7.45,0.86,True,52.0,41.0,41.0,0,0,0,0,,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.35,1.21,,0,1,1,2.33,1,1.24,1,1,1,0,1,0.52,3.63,True,-0.46,-0.44,0.43,,0,CHOCH,-0.45,2.14,1.24,3.45,demand,NORMAL_DEMAND_BASE,False,6,False
,2320,1625234400,2021-07-02 14:00,1788.02,8.63,REFERENCE_ONLY,REFERENCE_ONLY,1.26,-10.11,1.86,1.96,1.37,above,37.9,33.1,False,0.0,3.65,57.11,50.19,57.11,above,0.0,0,3,1.2,8.63,0.88,False,84.2,84.2,28.0,0,0,0,0,0.07,57.11,1,3,1,0,0,0,0,0,4,0,4,0,1,1,2.28,1.08,,1,1,1,0.04,1,7.76,0,0,0,0,1,3.81,1.11,False,0.33,1.29,1.01,,,,0.29,1.2,7.76,2.38,demand,NORMAL_DEMAND_BASE,False,14,False
,2364,1626228000,2021-07-14 02:00,1812.94,8.07,REFERENCE_ONLY,REFERENCE_ONLY,1.37,4.18,1.32,0.84,1.59,above,51.5,44.2,False,0.12,2.56,54.41,53.1,59.14,above,4.7,0,3,0.64,8.07,0.91,False,79.7,91.6,92.0,0,0,0,0,1.08,54.41,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.78,1.13,,1,1,1,1.86,1,5.21,0,0,0,0,1,4.09,0.79,False,0.5,0.77,0.43,,3,CHOCH,0.49,0.65,5.21,1.88,demand,V_REVERSAL_DEMAND,False,2,True
,2372,1626343200,2021-07-15 10:00,1825.37,7.72,REFERENCE_ONLY,REFERENCE_ONLY,2.18,5.68,2.98,1.44,2.4,above,59.8,46.0,False,0.86,4.29,70.55,57.64,70.55,above,0.0,1,0,1.31,7.72,0.91,False,79.3,86.6,89.5,0,0,0,0,3.42,70.55,0,0,6,0,0,0,0,0,6,0,6,0,6,1,4.38,1.2,,1,0,1,2.51,1,3.84,0,0,0,0,1,3.47,1.94,True,-0.83,-0.24,0.8,,11,CHOCH,-0.86,3.17,3.84,4.48,demand,TOP_EXHAUSTION,True,10,False
,2428,1627495200,2021-07-28 18:00,1806.98,7.31,REFERENCE_ONLY,REFERENCE_ONLY,0.5,0.46,0.65,0.79,0.25,above,47.5,50.5,True,0.19,1.64,46.14,40.93,54.11,above,8.0,0,2,2.55,7.31,0.92,True,79.2,39.0,39.0,0,0,0,0,,46.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.29,1.28,,0,0,1,1.64,1,1.24,1,1,0,0,1,0.72,1.08,False,0.83,1.68,1.1,,,,1.11,4.01,1.24,1.93,swing,LATE_WIDE,False,18,True
,2488,1628704800,2021-08-11 18:00,1751.5,8.87,REFERENCE_ONLY,REFERENCE_ONLY,-6.8,-5.85,-1.38,1.47,-3.3,below,24.6,43.7,True,1.43,3.33,49.4,19.85,49.4,above,0.0,1,0,0.34,8.87,1.03,False,53.4,47.2,47.2,0,0,1,0,,49.4,0,0,0,0,2,1,0,0,0,3,0.0,1,0,1,3.81,1.0,,1,0,1,0.1,1,6.2,0,0,0,0,1,2.15,0.47,False,2.02,2.52,1.86,,,,-0.14,2.81,6.2,3.91,demand,NORMAL_DEMAND_BASE,False,18,True
,2497,1628834400,2021-08-13 06:00,1758.48,6.79,REFERENCE_ONLY,REFERENCE_ONLY,-5.94,-6.48,3.54,2.24,-1.71,below,37.0,42.6,True,0.0,5.38,52.77,48.0,52.77,above,0.0,0,5,0.71,6.79,0.8,False,64.7,52.1,51.7,0,0,0,0,,52.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.49,1.31,,1,1,1,0.36,1,7.07,0,0,0,1,1,1.83,1.05,False,0.39,0.67,0.32,,,,0.4,1.18,7.07,2.59,demand,NORMAL_DEMAND_BASE,False,6,False
,2544,1629856800,2021-08-25 02:00,1795.11,6.7,REFERENCE_ONLY,REFERENCE_ONLY,0.65,-2.78,2.29,0.13,1.32,above,53.4,44.7,False,1.73,2.29,51.76,51.76,69.27,below,17.4,0,1,0.76,6.7,0.79,False,58.8,82.0,76.0,0,0,0,0,1.1,51.76,0,1,5,1,0,0,0,0,7,0,7,0,8,1,2.79,1.29,,1,1,1,1.77,1,1.7,1,1,1,0,1,0.44,0.46,False,0.09,0.17,0.79,,9,CHOCH,0.08,1.5,1.7,2.89,demand,NORMAL_DEMAND_BASE,False,2,True
,2663,1632276000,2021-09-22 02:00,1777.8,6.86,REFERENCE_ONLY,REFERENCE_ONLY,-3.64,-4.99,3.56,2.18,-0.22,below,45.7,44.7,False,0.0,4.07,56.14,44.33,56.38,above,0.2,0,2,0.52,6.86,0.9,False,55.1,53.6,38.8,0,0,0,0,,56.14,0,2,0,0,0,0,0,0,2,0,2,0,0,1,2.89,1.19,,1,1,1,1.26,1,3.07,0,0,0,0,1,0.26,0.79,False,0.25,0.41,0.61,,,,0.18,1.71,3.07,2.99,demand,NORMAL_DEMAND_BASE,False,2,True
,2705,1633053600,2021-10-01 02:00,1752.13,8.83,REFERENCE_ONLY,REFERENCE_ONLY,-0.34,-5.69,0.23,1.36,-0.08,below,44.3,39.1,False,0.55,3.3,58.64,35.93,58.64,above,0.0,2,0,0.7,8.83,1.03,False,71.6,46.5,35.1,0,1,0,0,0.53,58.64,0,0,0,0,3,1,0,0,0,4,0.0,2,0,1,3.46,0.94,,1,0,1,0.12,1,0.66,1,1,1,0,1,0.48,0.4,False,-0.18,0.05,0.46,,2,CHOCH,-0.3,2.52,0.66,3.56,demand,NORMAL_DEMAND_BASE,False,2,True
,2737,1633687200,2021-10-08 10:00,1772.65,8.35,REFERENCE_ONLY,REFERENCE_ONLY,1.8,2.73,1.74,1.7,2.51,above,46.0,42.1,False,0.0,2.88,52.69,49.28,53.21,above,0.5,0,2,3.25,8.35,0.95,False,75.4,85.4,77.7,0,0,0,0,0.41,52.69,0,2,0,0,0,0,0,0,2,0,2,0,0,1,2.48,1.0,,1,1,1,1.12,1,0.79,1,1,1,0,1,1.5,1.51,False,1.59,1.98,0.41,,,,1.6,1.48,0.79,2.58,demand,NORMAL_DEMAND_BASE,False,10,False
,2747,1634004000,2021-10-12 02:00,1761.69,8.12,REFERENCE_ONLY,REFERENCE_ONLY,0.44,-0.12,-0.11,0.4,0.68,above,45.1,43.6,False,1.35,0.91,48.63,46.37,51.08,below,1.2,0,3,0.82,8.12,0.92,False,44.5,67.1,61.0,0,0,0,0,,48.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.42,1.02,,1,1,1,0.71,1,1.4,1,1,1,0,1,2.06,0.43,False,0.69,1.07,0.43,,,,0.7,0.4,1.4,1.52,demand,V_REVERSAL_DEMAND,False,2,True
,2859,1636135200,2021-11-05 18:00,1817.83,9.49,REFERENCE_ONLY,REFERENCE_ONLY,3.69,5.32,2.84,3.19,2.88,above,56.1,55.8,False,0.0,5.59,69.77,54.82,69.77,above,0.0,0,3,0.55,9.49,1.2,False,99.3,99.3,99.3,0,0,0,0,2.78,69.77,0,0,2,0,0,0,0,0,2,0,2,0,2,1,6.22,0.87,,1,0,1,2.35,1,0.84,1,1,0,0,1,3.33,0.41,False,2.35,3.01,1.61,,1,CHOCH,0.44,5.35,0.84,6.32,swing,LATE_WIDE,False,18,True
