candidate_id,timestamp,label,gt_id,fragile,anatomy_class,supply_category,demand_category,mfe_atr_36,mae_atr_36
C174,2020-02-11 07:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,7.39,0.97
C176,2020-02-11 15:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,7.31,0.96
C178,2020-02-11 23:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,9.22,1.15
C179,2020-02-12 03:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ORIGIN_OF_LEG,9.43,0.84
C180,2020-02-12 07:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ORIGIN_OF_LEG,11.07,0.62
C183,2020-02-12 19:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ORIGIN_OF_LEG,12.47,0.04
C188,2020-02-13 15:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,15.01,0.63
C189,2020-02-13 19:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,23.12,0.67
C191,2020-02-14 03:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,27.24,0.34
C192,2020-02-14 07:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,27.0,0.24
C198,2020-02-17 07:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,28.99,0.08
C199,2020-02-17 11:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,29.85,0.15
C201,2020-02-17 23:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,29.15,0.49
C203,2020-02-18 07:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,28.38,0.23
C217,2020-02-20 15:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,9.78,7.77
C218,2020-02-20 19:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,10.09,8.17
C219,2020-02-20 23:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,10.58,9.76
C224,2020-02-21 19:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,6.35,11.28
C253,2020-02-28 15:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,7.19,0.51
C254,2020-02-28 19:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,6.51,0.51
C255,2020-03-01 23:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.61,0.6
C259,2020-03-02 15:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.43,0.45
C260,2020-03-02 19:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.57,0.22
C262,2020-03-03 03:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.51,0.08
C268,2020-03-04 03:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,3.83,0.71
C270,2020-03-04 11:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,3.92,4.07
C272,2020-03-04 19:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.89,5.61
C274,2020-03-05 03:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,4.91,7.22
C351,2020-03-23 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,3.17,0.63
C391,2020-04-01 14:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.98,0.04
C396,2020-04-02 10:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,5.36,0.33
C398,2020-04-02 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,7.03,0.41
C399,2020-04-02 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,8.04,0.32
C413,2020-04-07 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,7.13,0.73
C414,2020-04-07 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.68,0.62
C415,2020-04-07 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.56,0.62
C416,2020-04-07 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.74,0.44
C417,2020-04-07 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.69,0.37
C418,2020-04-08 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,6.93,0.22
C419,2020-04-08 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,6.61,0.58
C427,2020-04-09 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,4.87,0.87
C428,2020-04-09 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,5.17,0.87
C429,2020-04-12 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT_OR_IRRELEVANT,4.78,1.02
C430,2020-04-13 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,5.04,1.06
C436,2020-04-14 02:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,2.25,3.78
C458,2020-04-17 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,3.84,1.47
C459,2020-04-19 22:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_TOO_DEEP,4.15,1.23
C461,2020-04-20 06:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,3.96,1.41
C467,2020-04-21 06:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,4.08,1.25
C468,2020-04-21 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,3.86,0.53
C469,2020-04-21 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_TOO_DEEP,4.03,0.14
C470,2020-04-21 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.56,0.35
C471,2020-04-21 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.58,0.5
C472,2020-04-22 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,3.75,0.26
C550,2020-05-11 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.46,1.15
C552,2020-05-11 10:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.27,1.12
C557,2020-05-12 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,6.13,0.68
C558,2020-05-12 10:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,5.61,1.01
C559,2020-05-12 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,6.04,0.54
C561,2020-05-12 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_PRESENT_NEUTRAL,6.99,0.46
C562,2020-05-13 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_TOO_DEEP,7.04,0.61
C566,2020-05-13 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,5.79,0.63
C567,2020-05-13 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,6.29,0.42
C568,2020-05-14 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,6.29,0.41
C569,2020-05-14 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,5.77,0.9
C572,2020-05-14 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,4.03,1.49
C600,2020-05-21 10:00,NAO,GT04A,no,STRUCTURE_INVALIDATED,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT_OR_IRRELEVANT,0.7,4.65
C602,2020-05-21 18:00,NAO,GT04A,no,WEAK_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,1.58,3.84
C603,2020-05-21 22:00,NAO,GT04A,no,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,2.05,4.02
C631,2020-05-28 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,2.88,5.01
C634,2020-05-29 06:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,2.06,5.91
C702,2020-06-15 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.17,0.86
C703,2020-06-15 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.45,1.16
C707,2020-06-16 10:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.42,1.12
C709,2020-06-16 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.26,1.37
C713,2020-06-17 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.29,0.69
C714,2020-06-17 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,5.32,0.89
C715,2020-06-17 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,5.56,0.96
C717,2020-06-18 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,6.05,1.1
C718,2020-06-18 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,5.65,0.86
C719,2020-06-18 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,5.87,0.52
C720,2020-06-18 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,5.9,0.33
C722,2020-06-18 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,6.76,0.14
C727,2020-06-19 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,5.33,-0.08
C735,2020-06-23 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_TOO_DEEP,3.68,0.55
C780,2020-07-02 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,4.4,0.75
C781,2020-07-02 18:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,4.73,0.59
C782,2020-07-02 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_PRESENT_NEUTRAL,5.23,0.72
C783,2020-07-03 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,5.39,0.54
C784,2020-07-03 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,5.35,0.58
C786,2020-07-03 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,5.48,0.63
C787,2020-07-05 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,6.97,0.43
C788,2020-07-06 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,7.67,0.06
C795,2020-07-07 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,7.36,0.37
C796,2020-07-07 10:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,5.4,-0.0
C798,2020-07-07 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.43,0.74
C799,2020-07-07 22:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.57,0.58
C800,2020-07-08 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.54,0.58
C845,2020-07-17 14:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,23.47,0.92
C849,2020-07-20 06:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,32.91,0.2
C850,2020-07-20 10:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,30.13,0.04
C852,2020-07-20 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,30.87,0.26
C853,2020-07-20 22:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,35.51,0.07
C854,2020-07-21 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,34.68,0.29
C858,2020-07-21 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,23.39,0.41
C866,2020-07-23 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,10.25,0.0
C871,2020-07-23 22:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,7.56,0.13
C872,2020-07-24 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,7.35,0.0
C875,2020-07-24 14:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,6.54,0.06
C876,2020-07-24 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,6.9,0.16
C888,2020-07-28 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT_OR_IRRELEVANT,4.77,1.0
C889,2020-07-28 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.8,0.8
C890,2020-07-29 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.87,0.62
C891,2020-07-29 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,4.84,0.84
C892,2020-07-29 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.89,0.69
C893,2020-07-29 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,5.47,0.98
C901,2020-07-30 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,7.52,0.36
C902,2020-07-31 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,7.13,0.86
C903,2020-07-31 06:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.98,1.03
C904,2020-07-31 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,7.17,0.45
C905,2020-07-31 14:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.9,0.67
C906,2020-07-31 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,6.85,0.98
C910,2020-08-03 10:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,9.07,2.14
C911,2020-08-03 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,8.34,4.22
C919,2020-08-04 22:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,4.96,13.01
C924,2020-08-05 18:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,2.51,11.7
C925,2020-08-05 22:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,2.34,12.27
C950,2020-08-12 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_TOO_DEEP,5.57,0.0
C954,2020-08-12 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,3.18,0.12
C956,2020-08-13 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.71,0.27
C970,2020-08-17 10:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,2.6,3.74
C1072,2020-09-09 14:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.13,1.01
C1073,2020-09-09 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.1,1.07
C1074,2020-09-09 22:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.18,1.01
C1075,2020-09-10 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.04,1.18
C1079,2020-09-10 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.07,0.99
C1080,2020-09-10 22:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.4,1.13
C1081,2020-09-11 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_SUPPORTING_RETEST,2.74,0.84
C1082,2020-09-11 06:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,2.4,1.67
C1086,2020-09-13 22:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,2.43,6.49
C1087,2020-09-14 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,2.53,6.37
C1116,2020-09-20 22:00,NAO,GT06A,no,STRUCTURE_INVALIDATED,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,0.35,9.51
C1117,2020-09-21 02:00,NAO,GT06A,no,STRUCTURE_INVALIDATED,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,0.25,10.55
C1151,2020-09-28 18:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_ABSENT_OR_IRRELEVANT,3.13,0.55
C1152,2020-09-28 22:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.14,1.03
C1153,2020-09-29 02:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.69,0.5
C1154,2020-09-29 06:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.04,1.15
C1155,2020-09-29 10:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,2.97,1.16
C1157,2020-09-29 18:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,2.11,2.17
C1158,2020-09-29 22:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,2.47,2.0
C1160,2020-09-30 06:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.29,1.09
C1161,2020-09-30 10:00,UNKNOWN,,no,STRONG_CONTINUATION,CLEAN_SKY,DEMAND_SUPPORTING_RETEST,3.01,1.08
C1166,2020-10-01 06:00,UNKNOWN,,no,GOOD_CONTINUATION,CLEAN_SKY,DEMAND_TOO_DEEP,2.23,2.35
C1168,2020-10-01 14:00,NAO,GT06B,no,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,2.06,3.01
C1169,2020-10-01 18:00,NAO,GT06B,no,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_ABSENT_OR_IRRELEVANT,2.29,3.1
C1171,2020-10-02 02:00,NAO,GT06B,no,NEEDS_VISUAL_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_TOO_DEEP,2.44,2.84
C1172,2020-10-02 06:00,NAO,GT06B,no,STRUCTURE_INVALIDATED,SUPPLY_FAR_ENOUGH,DEMAND_TOO_DEEP,2.17,2.94
C1188,2020-10-06 22:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,4.97,0.09
C1189,2020-10-07 02:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,4.3,0.6
C1190,2020-10-07 06:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_ORIGIN_OF_LEG,3.91,0.8
C1192,2020-10-07 14:00,UNKNOWN,,no,STRONG_CONTINUATION,SUPPLY_FAR_ENOUGH,DEMAND_PRESENT_NEUTRAL,4.3,0.31
C1200,2020-10-08 22:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_FRESH_DANGEROUS,DEMAND_SUPPORTING_RETEST,2.55,2.31
C1201,2020-10-09 02:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_NEAR_AND_REJECTING,DEMAND_SUPPORTING_RETEST,2.84,2.99
C1222,2020-10-14 14:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,2.63,1.19
C1228,2020-10-15 14:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,2.13,0.89
C1229,2020-10-15 18:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,2.22,1.34
C1230,2020-10-15 22:00,UNKNOWN,,no,GOOD_CONTINUATION,SUPPLY_BLOCKS_TARGET,DEMAND_SUPPORTING_RETEST,2.33,1.63
