candidate_id,ts,year,level,entry_close,source,variant,tipo,bos_mag_atr,label,gt_id,dist_pol_atr,sell_bub_10,large_sell_10,nas_near,nas_short_10,rsi,atr_pct,blk_false_tipo_B_dump_direto,blk_CHoCH_not_BOS,blk_first_retomada,blk_bear_flag,blk_BOS_fraco,blk_cluster_BUY_climax,blk_bear_macro,blk_volume_fraco,blk_no_absorption,blk_no_polarity_defense,blk_no_retest,blk_overextended_entry
C53,2020-01-13 23:00,2020,1531.37,1540.06,nivel_interno,classic_BOS,B,,UNKNOWN,,1.35,0,0,SHORT,8,43.4,,0,0,0,0,0,0,0,0,0,0,1,1
C54,2020-01-14 03:00,2020,1531.37,1539.75,nivel_interno,classic_BOS,B,,UNKNOWN,,1.31,0,0,SHORT,8,37.6,,0,0,0,0,0,0,0,0,0,0,1,1
C55,2020-01-14 07:00,2020,1541.1,1545.06,swing_high_simples,classic_BOS,A,,UNKNOWN,,0.62,0,0,SHORT,8,37.3,,0,0,0,0,0,0,0,0,0,0,0,0
C56,2020-01-14 11:00,2020,1541.1,1546.39,swing_high_simples,classic_BOS,A,,UNKNOWN,,0.81,0,0,SHORT,8,43.4,,0,0,0,0,0,0,0,0,0,0,0,0
C57,2020-01-14 15:00,2020,1541.1,1545.73,swing_high_simples,classic_BOS,B,,UNKNOWN,,0.69,0,0,SHORT,8,44.9,,0,0,0,0,0,0,0,0,0,0,0,0
C58,2020-01-14 19:00,2020,1541.1,1546.33,swing_high_simples,classic_BOS,A,,UNKNOWN,,0.84,0,0,SHORT,8,44.3,,0,0,0,0,0,0,0,1,0,0,0,0
C59,2020-01-14 23:00,2020,1548.96,1552.18,topo_duplo,classic_BOS,A,0.43,UNKNOWN,,0.52,0,0,SHORT,8,45.0,,0,0,0,0,0,0,0,0,0,0,0,0
C61,2020-01-15 07:00,2020,1548.96,1551.89,topo_duplo,classic_BOS,A,0.43,UNKNOWN,,0.51,0,0,SHORT,8,50.1,,0,0,0,0,0,0,0,0,0,0,0,0
C62,2020-01-15 11:00,2020,1548.96,1549.65,topo_duplo,classic_BOS,B,0.43,UNKNOWN,,0.11,0,0,SHORT,8,51.4,,0,0,0,0,0,0,0,0,0,0,0,0
C63,2020-01-15 15:00,2020,1554.47,1555.92,topo_duplo,classic_BOS,A,0.42,UNKNOWN,,0.23,0,0,SHORT,8,48.7,,0,0,0,0,0,0,0,0,0,0,0,0
C64,2020-01-15 19:00,2020,1554.47,1556.15,topo_duplo,classic_BOS,A,0.42,UNKNOWN,,0.28,0,0,SHORT,8,55.7,,0,0,0,0,0,0,0,1,0,0,0,0
C65,2020-01-15 23:00,2020,1554.47,1555.96,topo_duplo,classic_BOS,B,0.42,UNKNOWN,,0.26,0,0,SHORT,8,56.1,,0,0,0,0,0,0,0,0,0,0,0,0
