strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
XAG_INTRA_1H_pullback|DXY_bear|HTF1D|tgt4.0R,53,-0.28,-0.0053,0.321,0.99,6,-19.74,-25.62,0.46,1.96
XAG_SWING_4H_brk_dec_b70_r15|no_macro|HTF1D+12H|tgt2.0R,49,-0.36,-0.0073,0.367,0.98,8,-10.11,-17.82,0.18,0.75
XAG_SWING_4H_brk_dec_b70_r15|no_macro|HTF1D|tgt2.0R,49,-0.36,-0.0073,0.367,0.98,8,-10.11,-17.82,0.18,0.75
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+12H|tgt4.0R,25,-0.48,-0.0193,0.36,0.96,4,-10.43,-11.1,0.1,0.41
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt4.0R,25,-0.48,-0.0193,0.36,0.96,4,-10.43,-11.1,0.1,0.41
XAG_INTRA_1H_pullback|DXY_strong_bear|HTF1D|tgt2.0R,31,-0.55,-0.0176,0.419,0.96,5,-9.87,-14.58,0.33,1.4
XAG_INTRA_1H_pullback|DXY_strong_bear|HTF1D|tgt2.5R,31,-0.55,-0.0177,0.419,0.96,5,-10.8,-14.58,0.33,1.4
XAG_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt3.0R,80,-0.6,-0.0074,0.362,0.98,12,-14.83,-22.32,0.69,2.95
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D+12H|tgt4.0R,30,-0.83,-0.0276,0.4,0.93,5,-10.78,-12.53,0.11,0.46
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt4.0R,30,-0.83,-0.0276,0.4,0.93,5,-10.78,-12.53,0.11,0.46
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt3.0R,47,-0.94,-0.02,0.362,0.96,6,-14.56,-21.38,0.17,0.72
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt4.0R,47,-0.94,-0.02,0.34,0.96,6,-16.34,-22.2,0.17,0.72
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt3.0R,47,-0.94,-0.02,0.362,0.96,6,-14.56,-21.38,0.17,0.72
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt4.0R,47,-0.94,-0.02,0.34,0.96,6,-16.34,-22.2,0.17,0.72
XAG_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt3.0R,86,-1.02,-0.0118,0.314,0.98,6,-15.77,-28.97,0.31,1.32
XAG_SWING_4H_brk10_b60|no_macro|HTF1D|tgt3.0R,86,-1.02,-0.0118,0.314,0.98,6,-15.77,-28.97,0.31,1.32
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt3.0R,37,-1.35,-0.0364,0.351,0.93,5,-13.74,-19.26,0.14,0.61
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt3.0R,37,-1.35,-0.0364,0.351,0.93,5,-13.74,-19.26,0.14,0.61
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D+12H|tgt3.0R,26,-1.36,-0.0522,0.269,0.9,9,-13.67,-13.8,0.11,0.47
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D|tgt3.0R,26,-1.36,-0.0522,0.269,0.9,9,-13.67,-13.8,0.11,0.47
XAG_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D|tgt2.5R,45,-1.4,-0.0311,0.356,0.94,5,-13.29,-21.37,0.17,0.73
XAG_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D+12H|tgt2.5R,45,-1.4,-0.0311,0.356,0.94,5,-13.29,-21.37,0.17,0.73
XAG_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D+12H|tgt2.0R,49,-1.45,-0.0295,0.367,0.93,6,-11.2,-18.66,0.18,0.75
XAG_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt2.0R,49,-1.45,-0.0295,0.367,0.93,6,-11.2,-18.66,0.18,0.75
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt3.0R,25,-1.48,-0.0593,0.36,0.87,4,-10.43,-11.1,0.1,0.41
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+12H|tgt3.0R,25,-1.48,-0.0593,0.36,0.87,4,-10.43,-11.1,0.1,0.41
XAG_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt3.0R,81,-1.65,-0.0203,0.358,0.95,12,-15.88,-23.37,0.7,2.99
XAG_INTRA_1H_pullback|DXY_below_ema200|HTF1D+HTF4H|tgt2.5R,50,-1.7,-0.034,0.34,0.93,5,-13.95,-20.87,0.48,2.06
XAG_SWING_4H_brk10_b60|no_macro|HTF1D|tgt4.0R,84,-1.8,-0.0214,0.298,0.96,6,-20.68,-30.88,0.3,1.29
XAG_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt4.0R,84,-1.8,-0.0214,0.298,0.96,6,-20.68,-30.88,0.3,1.29
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D+12H|tgt3.0R,30,-1.83,-0.0609,0.4,0.86,5,-10.78,-12.53,0.11,0.46
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt3.0R,30,-1.83,-0.0609,0.4,0.86,5,-10.78,-12.53,0.11,0.46
XAG_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D+12H|tgt2.5R,48,-1.85,-0.0386,0.333,0.92,8,-14.1,-21.97,0.17,0.74
XAG_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D|tgt2.5R,48,-1.85,-0.0386,0.333,0.92,8,-14.1,-21.97,0.17,0.74
XAG_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D|tgt2.0R,50,-1.86,-0.0372,0.34,0.92,8,-11.61,-20.08,0.18,0.77
XAG_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D+12H|tgt2.0R,50,-1.86,-0.0372,0.34,0.92,8,-11.61,-20.08,0.18,0.77
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+12H|tgt2.5R,25,-1.98,-0.0793,0.36,0.82,4,-10.43,-11.1,0.1,0.41
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt2.5R,25,-1.98,-0.0793,0.36,0.82,4,-10.43,-11.1,0.1,0.41
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt2.5R,30,-2.33,-0.0776,0.4,0.82,5,-10.78,-12.53,0.11,0.46
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D+12H|tgt2.5R,30,-2.33,-0.0776,0.4,0.82,5,-10.78,-12.53,0.11,0.46
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D+12H|tgt2.0R,25,-2.35,-0.0941,0.36,0.79,4,-10.43,-11.1,0.1,0.41
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt4.0R,37,-2.35,-0.0634,0.324,0.88,5,-15.48,-19.47,0.14,0.61
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt4.0R,37,-2.35,-0.0634,0.324,0.88,5,-15.48,-19.47,0.14,0.61
XAG_SWING_4H_brk_dec_b70_r15|DXY_strong_bear|HTF1D|tgt2.0R,25,-2.35,-0.0941,0.36,0.79,4,-10.43,-11.1,0.1,0.41
XAG_SWING_4H_brk_dec_b60_r12|no_macro|HTF1D+12H|tgt2.0R,74,-2.41,-0.0325,0.324,0.92,6,-12.16,-21.91,0.27,1.14
XAG_SWING_4H_brk_dec_b60_r12|no_macro|HTF1D|tgt2.0R,74,-2.41,-0.0325,0.324,0.92,6,-12.16,-21.91,0.27,1.14
XAG_SWING_4H_pullback|no_macro|HTF1D|tgt2.5R,39,-2.52,-0.0645,0.256,0.88,10,-14.77,-21.11,0.16,0.68
XAG_SWING_4H_pullback|no_macro|HTF1D+12H|tgt2.5R,39,-2.52,-0.0645,0.256,0.88,10,-14.77,-21.11,0.16,0.68
XAG_INTRA_1H_pullback|DXY_below_ema200|HTF1D+HTF4H|tgt2.0R,50,-2.58,-0.0517,0.34,0.89,5,-12.33,-20.37,0.48,2.06
XAG_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt2.5R,80,-2.58,-0.0323,0.362,0.92,12,-14.83,-22.32,0.69,2.95
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D|tgt4.0R,25,-2.6,-0.1038,0.24,0.81,9,-13.94,-13.75,0.11,0.45
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D+12H|tgt4.0R,25,-2.6,-0.1038,0.24,0.81,9,-13.94,-13.75,0.11,0.45
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D+12H|tgt2.5R,26,-2.7,-0.1039,0.269,0.81,9,-13.67,-13.8,0.11,0.47
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D|tgt2.5R,26,-2.7,-0.1039,0.269,0.81,9,-13.67,-13.8,0.11,0.47
XAG_SWING_4H_pullback|DXY_bear|HTF1D|tgt2.0R,22,-2.72,-0.1237,0.318,0.79,8,-12.47,-12.6,0.09,0.38
XAG_SWING_4H_pullback|DXY_bear|HTF1D+12H|tgt2.0R,22,-2.72,-0.1237,0.318,0.79,8,-12.47,-12.6,0.09,0.38
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D+12H|tgt2.0R,31,-2.75,-0.0886,0.387,0.78,5,-10.83,-12.58,0.11,0.48
XAG_INTRA_1H_pullback|DXY_below_ema200|HTF1D|tgt2.5R,51,-2.75,-0.0539,0.333,0.89,5,-15.0,-21.92,0.49,2.1
XAG_SWING_4H_brk_dec_b70_r15|DXY_bear|HTF1D|tgt2.0R,31,-2.75,-0.0886,0.387,0.78,5,-10.83,-12.58,0.11,0.48
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt2.5R,37,-2.85,-0.077,0.351,0.85,5,-13.74,-19.26,0.14,0.61
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt2.5R,37,-2.85,-0.077,0.351,0.85,5,-13.74,-19.26,0.14,0.61
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt2.5R,47,-2.94,-0.0626,0.362,0.87,6,-14.56,-21.38,0.17,0.72
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt2.5R,47,-2.94,-0.0626,0.362,0.87,6,-14.56,-21.38,0.17,0.72
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt3.0R,63,-3.35,-0.0532,0.286,0.89,9,-18.1,-27.53,0.23,0.97
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt3.0R,63,-3.35,-0.0532,0.286,0.89,9,-18.1,-27.53,0.23,0.97
XAG_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt2.5R,81,-3.63,-0.0448,0.358,0.89,12,-15.88,-23.37,0.7,2.99
XAG_INTRA_1H_pullback|DXY_below_ema200|HTF1D|tgt2.0R,51,-3.63,-0.0712,0.333,0.86,5,-13.38,-21.42,0.49,2.1
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D|tgt3.0R,14,-3.64,-0.2598,0.214,0.62,11,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D+12H|tgt3.0R,14,-3.64,-0.2598,0.214,0.62,11,-9.45,-4.2,0.06,0.25
XAG_INTRA_1H_pullback|DXY_bear|HTF1D+HTF4H|tgt3.0R,52,-3.94,-0.0757,0.327,0.86,6,-18.69,-24.57,0.45,1.93
XAG_INTRA_1H_pullback|no_macro|HTF1D+HTF4H|tgt3.0R,84,-3.99,-0.0475,0.333,0.9,7,-18.74,-29.67,0.73,3.11
XAG_SWING_4H_brk10_b70|no_macro|HTF1D+12H|tgt2.0R,74,-4.61,-0.0623,0.338,0.87,7,-14.36,-24.11,0.27,1.14
XAG_SWING_4H_brk10_b70|no_macro|HTF1D|tgt2.0R,74,-4.61,-0.0623,0.338,0.87,7,-14.36,-24.11,0.27,1.14
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D+12H|tgt2.5R,14,-4.64,-0.3313,0.214,0.51,11,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D|tgt2.5R,14,-4.64,-0.3313,0.214,0.51,11,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt4.0R,33,-4.66,-0.1411,0.303,0.7,6,-14.61,-15.56,0.12,0.51
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt4.0R,33,-4.66,-0.1411,0.303,0.7,6,-14.61,-15.56,0.12,0.51
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D+12H|tgt2.0R,26,-4.7,-0.1809,0.269,0.66,9,-13.67,-13.8,0.11,0.47
XAG_SWING_4H_pullback|DXY_below_ema200|HTF1D|tgt2.0R,26,-4.7,-0.1809,0.269,0.66,9,-13.67,-13.8,0.11,0.47
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt4.0R,54,-4.72,-0.0874,0.278,0.84,8,-20.61,-27.82,0.19,0.83
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt4.0R,54,-4.72,-0.0874,0.278,0.84,8,-20.61,-27.82,0.19,0.83
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt3.0R,55,-4.77,-0.0867,0.291,0.84,8,-19.52,-27.87,0.2,0.85
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt3.0R,55,-4.77,-0.0867,0.291,0.84,8,-19.52,-27.87,0.2,0.85
XAG_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt2.5R,88,-4.89,-0.0556,0.307,0.89,6,-17.14,-29.07,0.32,1.35
XAG_SWING_4H_brk10_b60|no_macro|HTF1D|tgt2.5R,88,-4.89,-0.0556,0.307,0.89,6,-17.14,-29.07,0.32,1.35
XAG_INTRA_1H_pullback|DXY_bear|HTF1D|tgt3.0R,53,-4.99,-0.0941,0.321,0.82,6,-19.74,-25.62,0.46,1.96
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt2.0R,38,-5.01,-0.1318,0.342,0.76,5,-14.76,-20.31,0.15,0.63
XAG_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D+12H|tgt2.0R,38,-5.01,-0.1318,0.342,0.76,5,-14.76,-20.31,0.15,0.63
XAG_INTRA_1H_pullback|no_macro|HTF1D|tgt3.0R,85,-5.04,-0.0593,0.329,0.88,7,-19.79,-30.72,0.73,3.14
XAG_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D|tgt2.0R,50,-5.06,-0.1013,0.32,0.8,8,-14.81,-23.07,0.18,0.77
XAG_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D+12H|tgt2.0R,50,-5.06,-0.1013,0.32,0.8,8,-14.81,-23.07,0.18,0.77
XAG_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D|tgt2.0R,47,-5.25,-0.1118,0.34,0.8,5,-15.0,-23.47,0.18,0.76
XAG_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D+12H|tgt2.0R,47,-5.25,-0.1118,0.34,0.8,5,-15.0,-23.47,0.18,0.76
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D|tgt2.0R,14,-5.64,-0.4027,0.214,0.41,11,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D+12H|tgt4.0R,14,-5.64,-0.4027,0.143,0.41,12,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D|tgt4.0R,14,-5.64,-0.4027,0.143,0.41,12,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_pullback|DXY_strong_bear|HTF1D+12H|tgt2.0R,14,-5.64,-0.4027,0.214,0.41,11,-9.45,-4.2,0.06,0.25
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt2.0R,49,-5.65,-0.1154,0.347,0.77,6,-15.4,-22.48,0.18,0.75
XAG_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt2.0R,49,-5.65,-0.1154,0.347,0.77,6,-15.4,-22.48,0.18,0.75
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt3.0R,33,-5.66,-0.1714,0.303,0.64,6,-14.61,-15.56,0.12,0.51
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt3.0R,33,-5.66,-0.1714,0.303,0.64,6,-14.61,-15.56,0.12,0.51
XAG_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt2.0R,82,-5.77,-0.0703,0.366,0.82,12,-15.52,-23.01,0.71,3.02
XAG_SWING_4H_pullback|no_macro|HTF1D|tgt2.0R,39,-6.02,-0.1543,0.256,0.72,10,-15.77,-21.11,0.16,0.68
XAG_SWING_4H_pullback|no_macro|HTF1D+12H|tgt2.0R,39,-6.02,-0.1543,0.256,0.72,10,-15.77,-21.11,0.16,0.68
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt2.5R,33,-6.16,-0.1866,0.303,0.6,6,-14.61,-15.56,0.12,0.51
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt2.5R,33,-6.16,-0.1866,0.303,0.6,6,-14.61,-15.56,0.12,0.51
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt3.0R,57,-6.18,-0.1084,0.298,0.79,9,-19.35,-27.43,0.2,0.88
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt3.0R,57,-6.18,-0.1084,0.298,0.79,9,-19.35,-27.43,0.2,0.88
XAG_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt3.0R,96,-6.38,-0.0665,0.281,0.87,8,-21.13,-35.16,0.34,1.48
XAG_SWING_4H_brk10_b50|no_macro|HTF1D|tgt3.0R,96,-6.38,-0.0665,0.281,0.87,8,-21.13,-35.16,0.34,1.48
XAG_INTRA_1H_pullback|DXY_bear|HTF1D+HTF4H|tgt2.5R,52,-6.44,-0.1238,0.327,0.76,6,-18.69,-24.57,0.45,1.93
XAG_SWING_4H_brk10_b50|no_macro|HTF1D|tgt4.0R,94,-6.45,-0.0687,0.277,0.87,8,-25.34,-35.66,0.34,1.45
XAG_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt4.0R,94,-6.45,-0.0687,0.277,0.87,8,-25.34,-35.66,0.34,1.45
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D|tgt2.0R,34,-6.58,-0.1934,0.294,0.58,6,-14.66,-15.61,0.12,0.52
XAG_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt2.0R,34,-6.58,-0.1934,0.294,0.58,6,-14.66,-15.61,0.12,0.52
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt4.0R,63,-6.63,-0.1053,0.27,0.79,9,-20.8,-28.73,0.23,0.97
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt4.0R,63,-6.63,-0.1053,0.27,0.79,9,-20.8,-28.73,0.23,0.97
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt2.5R,65,-6.73,-0.1035,0.277,0.79,9,-18.98,-28.63,0.23,1.0
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt2.5R,65,-6.73,-0.1035,0.277,0.79,9,-18.98,-28.63,0.23,1.0
XAG_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt2.0R,83,-6.82,-0.0821,0.361,0.79,12,-16.57,-24.06,0.71,3.06
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt4.0R,57,-7.18,-0.126,0.281,0.76,9,-21.22,-28.42,0.2,0.88
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt4.0R,57,-7.18,-0.126,0.281,0.76,9,-21.22,-28.42,0.2,0.88
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt2.5R,55,-7.27,-0.1322,0.291,0.76,8,-19.52,-27.87,0.2,0.85
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt2.5R,55,-7.27,-0.1322,0.291,0.76,8,-19.52,-27.87,0.2,0.85
XAG_INTRA_1H_pullback|DXY_bear|HTF1D+HTF4H|tgt2.0R,52,-7.44,-0.143,0.327,0.73,6,-17.19,-24.21,0.45,1.93
XAG_INTRA_1H_pullback|no_macro|HTF1D+HTF4H|tgt2.5R,84,-7.49,-0.0892,0.333,0.82,7,-19.74,-29.67,0.73,3.11
XAG_INTRA_1H_pullback|DXY_bear|HTF1D|tgt2.5R,53,-7.49,-0.1413,0.321,0.74,6,-19.74,-25.62,0.46,1.96
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt2.5R,58,-7.51,-0.1294,0.293,0.75,9,-19.4,-27.48,0.21,0.89
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt2.5R,58,-7.51,-0.1294,0.293,0.75,9,-19.4,-27.48,0.21,0.89
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt3.0R,57,-8.1,-0.142,0.316,0.74,7,-20.86,-28.06,0.2,0.88
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt3.0R,57,-8.1,-0.142,0.316,0.74,7,-20.86,-28.06,0.2,0.88
XAG_INTRA_1H_pullback|DXY_bear|HTF1D|tgt2.0R,53,-8.49,-0.1601,0.321,0.7,6,-18.24,-25.26,0.46,1.96
XAG_INTRA_1H_pullback|no_macro|HTF1D|tgt2.5R,85,-8.54,-0.1005,0.329,0.8,7,-20.79,-30.72,0.73,3.14
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D|tgt2.0R,67,-8.71,-0.13,0.284,0.74,7,-18.46,-27.98,0.24,1.03
XAG_SWING_4H_brk10_b50|DXY_below_ema200|HTF1D+12H|tgt2.0R,67,-8.71,-0.13,0.284,0.74,7,-18.46,-27.98,0.24,1.03
XAG_INTRA_1H_pullback|no_macro|HTF1D+HTF4H|tgt2.0R,84,-9.09,-0.1082,0.333,0.78,7,-18.84,-28.59,0.73,3.11
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt4.0R,57,-9.1,-0.1596,0.298,0.7,7,-22.63,-28.88,0.2,0.88
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt4.0R,57,-9.1,-0.1596,0.298,0.7,7,-22.63,-28.88,0.2,0.88
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D|tgt3.0R,67,-9.46,-0.1413,0.284,0.74,9,-24.21,-32.57,0.24,1.03
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D+12H|tgt3.0R,67,-9.46,-0.1413,0.284,0.74,9,-24.21,-32.57,0.24,1.03
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt2.5R,58,-9.65,-0.1663,0.31,0.69,7,-20.91,-28.11,0.21,0.89
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt2.5R,58,-9.65,-0.1663,0.31,0.69,7,-20.91,-28.11,0.21,0.89
XAG_SWING_4H_brk10_b60|no_macro|HTF1D|tgt2.0R,90,-9.68,-0.1075,0.3,0.78,6,-19.43,-29.18,0.32,1.38
XAG_SWING_4H_brk10_b60|no_macro|HTF1D+12H|tgt2.0R,90,-9.68,-0.1075,0.3,0.78,6,-19.43,-29.18,0.32,1.38
XAG_INTRA_1H_pullback|no_macro|HTF1D|tgt2.0R,85,-10.14,-0.1193,0.329,0.76,7,-19.89,-29.64,0.73,3.14
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D|tgt2.0R,60,-10.36,-0.1726,0.283,0.67,9,-20.11,-28.58,0.22,0.92
XAG_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt2.0R,60,-10.36,-0.1726,0.283,0.67,9,-20.11,-28.58,0.22,0.92
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D+12H|tgt2.0R,57,-11.75,-0.2062,0.281,0.64,8,-21.5,-29.97,0.2,0.88
XAG_SWING_4H_brk10_b50|DXY_strong_bear|HTF1D|tgt2.0R,57,-11.75,-0.2062,0.281,0.64,8,-21.5,-29.97,0.2,0.88
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt2.0R,60,-12.0,-0.2,0.3,0.62,7,-21.75,-29.21,0.22,0.92
XAG_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt2.0R,60,-12.0,-0.2,0.3,0.62,7,-21.75,-29.21,0.22,0.92
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D+12H|tgt4.0R,67,-12.75,-0.1903,0.269,0.65,9,-26.42,-33.56,0.24,1.03
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D|tgt4.0R,67,-12.75,-0.1903,0.269,0.65,9,-26.42,-33.56,0.24,1.03
XAG_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt2.5R,100,-12.86,-0.1286,0.27,0.76,8,-25.11,-37.36,0.36,1.54
XAG_SWING_4H_brk10_b50|no_macro|HTF1D|tgt2.5R,100,-12.86,-0.1286,0.27,0.76,8,-25.11,-37.36,0.36,1.54
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D+12H|tgt2.5R,69,-13.06,-0.1893,0.275,0.65,9,-25.31,-33.67,0.25,1.06
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D|tgt2.5R,69,-13.06,-0.1893,0.275,0.65,9,-25.31,-33.67,0.25,1.06
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D+12H|tgt2.0R,71,-14.55,-0.2049,0.282,0.62,8,-24.3,-33.56,0.25,1.09
XAG_SWING_4H_brk10_b50|DXY_bear|HTF1D|tgt2.0R,71,-14.55,-0.2049,0.282,0.62,8,-24.3,-33.56,0.25,1.09
XAG_SWING_4H_brk10_b50|no_macro|HTF1D+12H|tgt2.0R,103,-17.33,-0.1682,0.272,0.68,7,-27.08,-36.83,0.37,1.58
XAG_SWING_4H_brk10_b50|no_macro|HTF1D|tgt2.0R,103,-17.33,-0.1682,0.272,0.68,7,-27.08,-36.83,0.37,1.58
